rowID;ref_Label;gz_id;lugar_nombre;lugar_variantes;toponym-match;toponym-score;saint-match;category-match;territories-match;phase-1-outcome;ref_START;ref_END;ref_Partido;ref_Obispado;ref_Audiencia;manual_region;manual_province;manual_district;manual_ciudad_villa_only
235;Chumbivilcas;;;;;0;;;no_matches_all_levels;relegated;;;;;;;;;False
236;Achoma;6000071;Achoma;;toponym_label;1;saint_null;category_null;matched;auto_adopt;1775.0;1775.0;Caylloma;;;;;;False
237;Chuquibamba;;;;;0;;;no_matches_all_levels;relegated;;;;;;;;;False
238;San Gaban;;;;;0;;;no_matches_all_levels;relegated;;;;;;;;;False
239;Urubamba;;;;;0;;;no_matches_all_levels;relegated;;;;;;;;;False
240;Pampacolca;;;;;0;;;no_matches_all_levels;relegated;;;;;;;;;False
241;Pampacolca;;;;;0;;;no_matches_all_levels;relegated;;;;;;;;;False
242;Pampacolca;;;;;0;;;no_matches_all_levels;relegated;;;;;;;;;False
243;Velille;;;;;0;;;no_matches_all_levels;relegated;;;;;;;;;False
244;Guancarama;;;;;0;;;no_matches_all_levels;relegated;;;;;;;;;False
245;Casapalca;9900210;Casapalca;;toponym_label;1;saint_null;category_null;matched;auto_adopt;1777.0;1777.0;;;Lima;;;;False
246;Chumbivilcas;;;;;0;;;no_matches_all_levels;relegated;;;;;;;;;False
247;Huamalies;;;;;0;;;no_matches_all_levels;relegated;;;;;;;;;False
248;Ubinas;6000127;Ubinas;;toponym_label;1;saint_null;category_null;matched;auto_adopt;1777.0;1777.0;Moquegua;;;;;;False
249;Huamanga;6000006;San Juan de la Frontera de Huamanga;;toponym_label;1;saint_null;category_null;matched;auto_adopt;1777.0;1777.0;;Huamanga;;;;;False
250;Chayanta;8000037;Espiritu Santo Chayanta;Chayantacas @;toponym_label;1;saint_null;category_null;matched;auto_adopt;1777.0;1777.0;;La Plata;;;;;False
251;Caylloma;6000070;Asiento de Caylloma;;toponym_label;1;saint_null;category_null;matched;auto_adopt;1777.0;1777.0;;Arequipa;;;;;False
252;Urubamba;;;;;0;;;no_matches_all_levels;relegated;;;;;;;;;False
253;Llacta Ouivilla;;;;;0;;;no_matches_all_levels;relegated;;;;;;;;;False
254;Piscobamba;6000415;Piscobamba;;toponym_label;1;saint_null;category_null;matched;auto_adopt;1778.0;1778.0;;;Lima;;;;False
255;Chaca;9900191;Chaca;;toponym_label;1;saint_null;category_null;matched;auto_adopt;1778.0;1778.0;;;Lima;;;;False
256;Conchucos;6001033;Conchucos;;toponym_label;1;saint_null;category_null;matched;auto_adopt;1778.0;1778.0;;Lima;;;;;False
257;Huamanga;6000006;San Juan de la Frontera de Huamanga;;toponym_label;1;saint_null;category_null;matched;auto_adopt;1778.0;1778.0;;Huamanga;;;;;False
258;Cotabambas;;;;;0;;;no_matches_all_levels;relegated;;;;;;;;;False
259;Viraco;;;;;0;;;no_matches_all_levels;relegated;;;;;;;;;False
260;Huaraz;6001098;San Sebastian Huaraz;;toponym_label;1;saint_null;category_null;matched;auto_adopt;1779.0;1779.0;;Lima;;;;;False
261;Caraz;6001101;Caraz;;toponym_label;1;saint_null;category_null;matched;auto_adopt;1779.0;1779.0;;Lima;;;;;False
262;Huaylas;6001100;Huaylas;;toponym_label;1;saint_null;category_null;matched;auto_adopt;1779.0;1779.0;;Lima;;;;;False
