rowID;ref_Label;gz_id;toponym-match;toponym-score;saint-match;category-match;territories-match;phase-1-outcome;ref_Region;ref_START;ref_END;manual_region;manual_province;manual_district;manual_ciudad_villa_only
293;Apan;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
294;Cadereyta;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
295;Chalco;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
296;Chilapa;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
297;Cuautitlan;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
298;Cuautla de Amilpas;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
299;Cuernavaca;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
300;San Cristóbal Ecatepec;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
301;Huejutla;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
302;Huichapan;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
303;Ixmiquilpan;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
304;Ixtlahuaca;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
305;Lerma;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
306;Tenancingo;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
307;Meztitlan de la Sierra;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
308;Otumba;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
309;Querétaro;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
310;Taxco;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
311;Temascaltepec;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
312;Teotihuacan;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
313;Texcoco;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
314;Tixtla;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
315;San José de Toluca;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
316;Tulancingo;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
317;Yahualica;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
318;Tecpan;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
319;Zimapan;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
320;Angamacutiro;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
321;Apatzingan;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
322;Ario;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
323;San Diego de Cocupao;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
324;Cuitzeo de La Laguna;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
325;Erongaricuaro;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
326;Indaparapeo;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
327;Jiquilpan;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
328;Pátzcuaro;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
329;Puruandiro;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
330;Santa Clara de los Cobres;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
331;San Jerónimo de Tacambaro;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
332;Taretan;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
333;Tlalpujahua;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
334;Tlazazalca;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
335;Uruapan;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
336;San Martín de Zamora;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
337;Zinapecuaro;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
338;San Juan Zitácuaro;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
339;Arica;;null;0;null;null;no_matches_all_levels;relegated;PER;1111;9999;;;;False
340;El Callao;;null;0;null;null;no_matches_all_levels;relegated;PER;1111;9999;;;;False
341;Guayaquil;;null;0;null;null;no_matches_all_levels;relegated;QUI;1111;9999;;;;False
342;Trujillo;;null;0;null;null;no_matches_all_levels;relegated;PER;1111;9999;;;;False
343;Paita;;null;0;null;null;no_matches_all_levels;relegated;PER;1111;9999;;;;False
344;Panamá;;null;0;null;null;no_matches_all_levels;relegated;NGR;1111;9999;;;;False
345;Valparaíso;;null;0;null;null;no_matches_all_levels;relegated;CHL;1111;9999;;;;False
346;Santo Domingo;;null;0;null;null;no_matches_all_levels;relegated;SDO;1111;9999;;;;False
347;Campeche;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
348;San Juan de Puerto Rico;;null;0;null;null;no_matches_all_levels;relegated;SDO;1111;9999;;;;False
349;Santiago de Cuba;;null;0;null;null;no_matches_all_levels;relegated;SDO;1111;9999;;;;False
350;Santo Tomás de Castilla;;null;0;null;null;no_matches_all_levels;relegated;GUA;1111;9999;;;;False
351;Trujillo;;null;0;null;null;no_matches_all_levels;relegated;GUA;1111;9999;;;;False
352;Veracruz;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
353;Veracruz;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
354;La Habana;;null;0;null;null;no_matches_all_levels;relegated;SDO;1111;9999;;;;False
355;Cartagena de Indias;;null;0;null;null;no_matches_all_levels;relegated;NGR;1111;9999;;;;False
356;Cumaná;;null;0;null;null;no_matches_all_levels;relegated;VEN;1111;9999;;;;False
357;isla de Trinidad;;null;0;null;null;no_matches_all_levels;relegated;VEN;1111;9999;;;;False
358;isla Margarita;;null;0;null;null;no_matches_all_levels;relegated;VEN;1111;9999;;;;False
359;La Guaira;;null;0;null;null;no_matches_all_levels;relegated;VEN;1111;9999;;;;False
360;Maracaibo;;null;0;null;null;no_matches_all_levels;relegated;VEN;1111;9999;;;;False
361;Portobelo;;null;0;null;null;no_matches_all_levels;relegated;NGR;1111;9999;;;;False
362;Riohacha;;null;0;null;null;no_matches_all_levels;relegated;NGR;1111;9999;;;;False
363;Santa Marta;;null;0;null;null;no_matches_all_levels;relegated;NGR;1111;9999;;;;False
364;Acapulco;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
365;Manila;;null;0;null;null;no_matches_all_levels;relegated;FIL;1111;9999;;;;False
366;La Habana;;null;0;null;null;no_matches_all_levels;relegated;SDO;1111;9999;;;;False
367;Arica;;null;0;null;null;no_matches_all_levels;relegated;PER;1111;9999;;;;False
368;Buenos Aires;;null;0;null;null;no_matches_all_levels;relegated;RPL;1111;9999;;;;False
369;El Callao;;null;0;null;null;no_matches_all_levels;relegated;PER;1111;9999;;;;False
370;Cartagena de Indias;;null;0;null;null;no_matches_all_levels;relegated;NGR;1111;9999;;;;False
371;Huajuapan;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
372;Jalapa;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
373;Xamiltepeque;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
374;Quiechapan;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
375;Nochistlan;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
376;Tehuantepec;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
377;Teutitlan;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
378;Teposcolula;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
379;Villa Alta;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
380;Acatlan;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
381;Amozoc;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
382;Atlixco;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
383;Chiautla;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
384;Chietla;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
385;Cholula;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
386;Huayacocotla;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
387;Huejotzingo;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
388;Izúcar;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
389;San Juan de los Llanos;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
390;Tecali;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
391;Tehuacan de las Granadas;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
392;Tepeaca;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
393;Tepexi de la Seda;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
394;Teziutlan;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
395;Totomehuacán;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
396;Zacatlan de las Manzanas;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
397;Real de la Purísima Concepción de los Catorce;;null;0;null;null;no_matches_all_levels;relegated;GDJ;1111;9999;;;;False
398;Santa María de las Charcas;;null;0;null;null;no_matches_all_levels;relegated;GDJ;1111;9999;;;;False
399;Guadalcázar;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
400;Valle de San Francisco;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
401;Aquismon;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
402;San Sebastián del Venado;;null;0;null;null;no_matches_all_levels;relegated;GDJ;1111;9999;;;;False
403;Alamos;;null;0;null;null;no_matches_all_levels;relegated;GDJ;1111;9999;;;;False
404;Cosala;;null;0;null;null;no_matches_all_levels;relegated;GDJ;1111;9999;;;;False
405;Culiacán;;null;0;null;null;no_matches_all_levels;relegated;GDJ;1111;9999;;;;False
406;Fuerte;;null;0;null;null;no_matches_all_levels;relegated;GDJ;1111;9999;;;;False
407;Real  del Rosario;;null;0;null;null;no_matches_all_levels;relegated;GDJ;1111;9999;;;;False
408;Sinaloa;;null;0;null;null;no_matches_all_levels;relegated;GDJ;1111;9999;;;;False
409;Acayucan;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
410;Cordoba;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
411;Perote;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
412;Orizaba;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
413;Panuco;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
414;Papantla;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
415;Tuxtla;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
416;La Antigua;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
417;Xalapa;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
418;Campeche;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
419;Aguascalientes;;null;0;null;null;no_matches_all_levels;relegated;GDJ;1111;9999;;;;False
420;Real del Fresnillo;;null;0;null;null;no_matches_all_levels;relegated;GDJ;1111;9999;;;;False
421;Jerez;;null;0;null;null;no_matches_all_levels;relegated;GDJ;1111;9999;;;;False
422;Mazapil;;null;0;null;null;no_matches_all_levels;relegated;GDJ;1111;9999;;;;False
423;San Martín de la Sierra de Pinos;;null;0;null;null;no_matches_all_levels;relegated;GDJ;1111;9999;;;;False
424;Real  del Sombrerete;;null;0;null;null;no_matches_all_levels;relegated;GDJ;1111;9999;;;;False
425;Taltenango;;null;0;null;null;no_matches_all_levels;relegated;GDJ;1111;9999;;;;False
426;Presidio del Norte;;null;0;null;null;no_matches_all_levels;relegated;GDJ;1111;9999;;;;False
427;San Miguel de las Juntas;;null;0;null;null;no_matches_all_levels;relegated;GDJ;1111;9999;;;;False
428;Ameca;;null;0;null;null;no_matches_all_levels;relegated;GDJ;1111;9999;;;;False
429;Tecolotlán;;null;0;null;null;no_matches_all_levels;relegated;GDJ;1111;9999;;;;False
430;Tecalitlan;;null;0;null;null;no_matches_all_levels;relegated;GDJ;1111;9999;;;;False
431;Etzatlan;;null;0;null;null;no_matches_all_levels;relegated;GDJ;1111;9999;;;;False
432;La Magdalena;;null;0;null;null;no_matches_all_levels;relegated;GDJ;1111;9999;;;;False
433;Mascota;;null;0;null;null;no_matches_all_levels;relegated;GDJ;1111;9999;;;;False
434;Talpa;;null;0;null;null;no_matches_all_levels;relegated;GDJ;1111;9999;;;;False
435;Jalostotitlán;;null;0;null;null;no_matches_all_levels;relegated;GDJ;1111;9999;;;;False
436;Teocaltiche;;null;0;null;null;no_matches_all_levels;relegated;GDJ;1111;9999;;;;False
437;Santa Ana Acatlan;;null;0;null;null;no_matches_all_levels;relegated;GDJ;1111;9999;;;;False
438;Cocula;;null;0;null;null;no_matches_all_levels;relegated;GDJ;1111;9999;;;;False
439;Jocotepec;;null;0;null;null;no_matches_all_levels;relegated;GDJ;1111;9999;;;;False
440;Zacoalco;;null;0;null;null;no_matches_all_levels;relegated;GDJ;1111;9999;;;;False
441;Tepetitlan;;null;0;null;null;no_matches_all_levels;relegated;GDJ;1111;9999;;;;False
442;Angeles Zapotlan;;null;0;null;null;no_matches_all_levels;relegated;GDJ;1111;9999;;;;False
443;Amatitan;;null;0;null;null;no_matches_all_levels;relegated;GDJ;1111;9999;;;;False
444;Purificación;;null;0;null;null;no_matches_all_levels;relegated;GDJ;1111;9999;;;;False
445;Tuxpan;;null;0;null;null;no_matches_all_levels;relegated;GDJ;1111;9999;;;;False
446;Salvatierra;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
447;Santiago;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
448;Acambaro;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
449;Jerecuaro;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
450;Yurirapundaro;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
451;Irapuato;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
452;Silao;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
453;San Felipe;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
454;Amecameca;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
455;Tlalmanalco;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
456;Tlayacapan;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
457;Totolapan;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
458;Tlalpán;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
459;Tetela;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
460;Tepoztlan;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
461;San Francisco Tetecala;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
462;Tlaltizapan;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
463;Yautepec;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
464;Yecapixtla;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
465;San Jerónomio Aculco;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
466;San Francisco Soyaniquilpan;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
467;San Felipe del Obraje;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
468;Malinalco;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
469;Zinacantepec;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
470;Lolotla;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
471;Molango;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
472;Zacualtipan;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
473;Atotonilco el Chico;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
474;Real del Monte;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
475;San Juan del Río;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
476;Tepecoacuilco;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
477;Sultepec;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
478;Calimaya;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
479;Cutzamala;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
480;Calpulalpan;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
481;Tepetlaoxtoc;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
482;Chilpancingo;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
483;Tepexi del Rio;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
484;Atotonilco;;null;0;null;null;no_matches_all_levels;relegated;GDJ;1111;9999;;;;False
485;Teloloapan;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
486;Panindicuaro;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
487;Santa Ana Amatlan;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
488;Tancitaro;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
489;Pinzandaro;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
490;Zacapu;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
491;Cotija;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
492;Periban;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
493;Coalcoman;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
494;Tzintzuntzan;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
495;Urecho;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
496;Chilchota;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
497;Nuestra Señora de La Piedad;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
498;Ixtlan;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
499;Tangancicuaro;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
500;Irimbo;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
501;Maravatio;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
502;Taximaroa;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
503;Tuxpan;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
504;Angangueo;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
505;Tula;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
506;Xaumabe;;null;0;null;null;no_matches_all_levels;relegated;GDJ;1111;9999;;;;False
507;Apaseo;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
508;Nieves Ixpantepec;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
509;Teipan;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
510;Cuicatlan;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
511;Huehuetlan;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
512;Yanhuitlan;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
513;Piaxtla;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
514;Hueyotlipan;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
515;San Andrés Calpan;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
516;Huaquechula;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
517;Concepción;;null;0;null;null;no_matches_all_levels;relegated;CHL;1111;9999;;;;False
518;Guayaquil;;null;0;null;null;no_matches_all_levels;relegated;QUI;1111;9999;;;;False
519;La Habana;;null;0;null;null;no_matches_all_levels;relegated;SDO;1111;9999;;;;False
520;Montevideo;;null;0;null;null;no_matches_all_levels;relegated;RPL;1111;9999;;;;False
521;Valparaíso;;null;0;null;null;no_matches_all_levels;relegated;CHL;1111;9999;;;;False
522;La Guaira;;null;0;null;null;no_matches_all_levels;relegated;VEN;1111;9999;;;;False
523;Veracruz;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
524;Arica;;null;0;null;null;no_matches_all_levels;relegated;PER;1111;9999;;;;False
525;Buenos Aires;;null;0;null;null;no_matches_all_levels;relegated;RPL;1111;9999;;;;False
526;El Callao;;null;0;null;null;no_matches_all_levels;relegated;PER;1111;9999;;;;False
527;Cartagena de Indias;;null;0;null;null;no_matches_all_levels;relegated;NGR;1111;9999;;;;False
528;San Nicolás de los Ranchos;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
529;Tamiagua;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
530;Xicotepec;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
531;Chicontepec;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
532;San Martín Tesmelucan;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
533;San Salvador el Verde;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
534;Ayutla;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
535;Tepeojuma;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
536;Tepeyahualco;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
537;Zacapoaxtla;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
538;Acajete;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
539;Acatzingo;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
540;San Jerónimo Aljojuca;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
541;San Andres Chalchicomula;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
542;Nopalucan;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
543;Quecholan;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
544;San Agustín del Palmar;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
545;San Salvador el Seco;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
546;Tecamachalco;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
547;Molcaxac;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
548;Huamuxtitlan;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
549;Olinala;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
550;Santiago Xochihuehuetlan;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
551;Tochimilco;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
552;Tlacotepec;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
553;Casas Viejas;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
554;Santa María del Río;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
555;Tampamolon;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
556;Tampico;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
557;Tancanhuitz;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
558;Axtla;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
559;Coscatlan;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
560;Huehuetlan;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
561;Tamazunchale;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
562;Valles;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
563;San Pedro de Bacubirito;;null;0;null;null;no_matches_all_levels;relegated;GDJ;1111;9999;;;;False
564;Presidio de San Rafael;;null;0;null;null;no_matches_all_levels;relegated;GDJ;1111;9999;;;;False
565;Santa Ana Chautepan;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
566;Cuapiaxtla;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
567;Huamantla;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
568;San Felipe Ystacuixtla;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
569;Nuestra Señora de Nativitas;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
570;Coscomatepec;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
571;Huatusco;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
572;Ozuluama;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
573;Tantima;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
574;Tantoyuca;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
575;Misantla;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
576;Alvarado;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
577;Tlacotalpan;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
578;Tlalixcoyan;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
579;Coatepec;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
580;Naulingo;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
581;Izamal;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
582;Mani;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
583;P. de Monterrey;;null;0;null;null;no_matches_all_levels;relegated;GDJ;1111;9999;;;;False
584;Santa Rosa;;null;0;null;null;no_matches_all_levels;relegated;GDJ;1111;9999;;;;False
585;Bacalar;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
586;Carmen;;null;0;null;null;no_matches_all_levels;relegated;GDJ;1111;9999;;;;False
587;Salamanca;;null;0;null;null;no_matches_all_levels;relegated;NES;1111;9999;;;;False
