ref_Region;internalID;Label;Tipo;Cardinalidad;Rango;ref_Label;ref_START;START_ex;ref_END;END_ex;Nota;Fuente;Orden;Superior;Principal;Domain;rowID
QUI;Caja_Cuenca_QUI;Caja real de Cuenca;Caja real;Principal;2;Cuenca;1111;;9999;;Morales Padrón:  siglo XVI!;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;116
QUI;Caja_Guayaquil_QUI;Caja real de Guayaquil;Caja real;Principal;2;Guayaquil;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;117
QUI;Caja_Jaen_QUI;Caja real de Jaen;Caja real;Principal;2;Jaen;1111;;9999;;Morales Padrón: siglo XVI;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;118
QUI;Caja_Jaen_QUI;Caja real de Jaén;Caja real;Principal;2;Jaén;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;119
QUI;Caja_Loja_QUI;Caja real de Loja;Caja real;Principal;2;Loja;1111;;9999;;Morales Padrón: siglo XVI;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;120
QUI;Caja_Puerto_Viejo_QUI;Caja real de Puerto Viejo;Caja real;Principal;2;Puerto Viejo;1111;;9999;;Morales Padrón:  siglo XVI!;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;121
QUI;Caja_Quito_QUI;Caja real de Quito;Caja real;Principal;2;Quito;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;122
QUI;Caja_Yaguarzongo_QUI;Caja real de Yaguarzongo;Caja real;Principal;2;Yaguarzongo;1111;;9999;;Morales Padrón: siglo XVI;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;123
QUI;Caja_Zamora_QUI;Caja real de Zamora;Caja real;Principal;2;Zamora;1111;;9999;;Morales Padrón: siglo XVI;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;124
RPL;Caja_Buenos_Aires_RPL;Caja real de Buenos Aires;Caja real;Principal;2;Buenos Aires;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;125
RPL;Caja_Catamarca_RPL;Caja real de Catamarca;Caja real;Principal;2;Catamarca;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;126
RPL;Caja_Córdoba_RPL;Caja real de Córdoba;Caja real;Principal;2;Córdoba;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;127
RPL;Caja_Corrientes_RPL;Caja real de Corrientes;Caja real;Principal;2;Corrientes;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;128
RPL;Caja_Jujuy_RPL;Caja real de Jujuy;Caja real;Principal;2;Jujuy;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;129
RPL;Caja_La_Rioja_RPL;Caja real de La Rioja;Caja real;Principal;2;La Rioja;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;130
RPL;Caja_Maldonado_RPL;Caja real de Maldonado;Caja real;Principal;2;Maldonado;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;131
RPL;Caja_Mendoza_RPL;Caja real de Mendoza;Caja real;Principal;2;Mendoza;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;132
RPL;Caja_Montevideo_RPL;Caja real de Montevideo;Caja real;Principal;2;Montevideo;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;133
RPL;Caja_Paraguay_RPL;Caja real de Paraguay;Caja real;Principal;2;Paraguay;1111;;9999;;Morales Padrón: siglo XVI;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;134
RPL;Caja_Paraguay_RPL;Caja real de Paraguay;Caja real;Principal;2;Paraguay;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;135
RPL;Caja_Salta_RPL;Caja real de Salta;Caja real;Principal;2;Salta;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;136
RPL;Caja_San_Juan_RPL;Caja real de San Juan;Caja real;Principal;2;San Juan;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;137
RPL;Caja_Santa_Fe_RPL;Caja real de Santa Fe;Caja real;Principal;2;Santa Fe;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;138
RPL;Caja_Santiago_Estero_RPL;Caja real de Santiago Estero;Caja real;Principal;2;Santiago Estero;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;139
RPL;Caja_Tucumán_RPL;Caja real de Tucumán;Caja real;Principal;2;Tucumán;1111;;9999;;Morales Padrón: siglo XVI y XVII;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;140
RPL;Caja_Tucumán_RPL;Caja real de Tucumán;Caja real;Principal;2;Tucumán;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;141
SDO;Caja_Bayamo_SDO;Caja real de Bayamo;Caja real;Principal;2;Bayamo;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;142
SDO;Caja_Florida_SDO;Caja real de Florida;Caja real;Principal;2;Florida;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;143
EXT;Caja_Jamaica_SDO;Caja real de Jamaica;Caja real;Principal;2;Jamaica;1111;;9999;;Morales Padrón: siglo XVI;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;144
SDO;Caja_La_Habana_SDO;Caja real de La Habana;Caja real;Principal;2;La Habana;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;145
SDO;Caja_Matanzas_SDO;Caja real de Matanzas;Caja real;Principal;2;Matanzas;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;146
SDO;Caja_Nueva_Orleans_SDO;Caja real de Nueva Orleans;Caja real;Principal;2;Nueva Orleans;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;147
SDO;Caja_Pensacola_SDO;Caja real de Pensacola;Caja real;Principal;2;Pensacola;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;148
SDO;Caja_Puerto_Principe_SDO;Caja real de Puerto Principe;Caja real;Principal;2;Puerto Principe;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;149
SDO;Caja_San_Juan_de_los_Remedios_SDO;Caja real de San Juan de los Remedios;Caja real;Principal;2;San Juan de los Remedios;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;150
SDO;Caja_San_Juan_de_Puerto_Rico_SDO;Caja real de San Juan de Puerto Rico;Caja real;Principal;2;San Juan de Puerto Rico;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;151
SDO;Caja_Sancti_Spiritus_SDO;Caja real de Sancti Spiritus;Caja real;Principal;2;Sancti Spiritus;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;152
SDO;Caja_Santa_Clara_SDO;Caja real de Santa Clara;Caja real;Principal;2;Santa Clara;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;153
SDO;Caja_Santiago_de_Cuba_SDO;Caja real de Santiago de Cuba;Caja real;Principal;2;Santiago de Cuba;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;154
SDO;Caja_Santo_Domingo_SDO;Caja real de Santo Domingo;Caja real;Principal;2;Santo Domingo;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;155
SDO;Caja_Trinidad_de_Cuba_SDO;Caja real de Trinidad de Cuba;Caja real;Principal;2;Trinidad de Cuba;1111;;9999;;Morales Padrón: sin fechas.;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;156
VEN;Caja_Barquisimeto_VEN;Caja real de Barquisimeto;Caja real;Principal;2;Barquisimeto;1111;;9999;;Morales Padrón:  siglo XVI!;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;157
VEN;Caja_Caracas_VEN;Caja real de Caracas;Caja real;Principal;2;Caracas;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;158
VEN;Caja_Carora_VEN;Caja real de Carora;Caja real;Principal;2;Carora;1111;;9999;;Morales Padrón:  siglo XVI!;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;159
VEN;Caja_Coro_VEN;Caja real de Coro;Caja real;Principal;2;Coro;1111;;9999;;Morales Padrón:  siglo XVI!;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;160
VEN;Caja_Cumaná_VEN;Caja real de Cumaná;Caja real;Principal;2;Cumaná;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;161
VEN;Caja_Guanare_VEN;Caja real de Guanare;Caja real;Principal;2;Guanare;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;162
VEN;Caja_isla_Margarita_VEN;Caja real de isla Margarita;Caja real;Principal;2;isla Margarita;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;163
VEN;Caja_isla_Trinidad_VEN;Caja real de isla Trinidad;Caja real;Principal;2;isla Trinidad;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;164
VEN;Caja_La_Guaira_VEN;Caja real de La Guaira;Caja real;Principal;2;La Guaira;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;165
VEN;Caja_La_Guayana_VEN;Caja real de La Guayana;Caja real;Principal;2;La Guayana;1111;;9999;;Morales Padrón:  siglo XVI!;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;166
VEN;Caja_Maracaibo_VEN;Caja real de Maracaibo;Caja real;Principal;2;Maracaibo;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;167
VEN;Caja_Nirgua_VEN;Caja real de Nirgua;Caja real;Principal;2;Nirgua;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;168
VEN;Caja_Orinoco_VEN;Caja real de Orinoco;Caja real;Principal;2;Orinoco;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;169
VEN;Caja_San_Sebastián_de_los_Reyes_VEN;Caja real de San Sebastián de los Reyes;Caja real;Principal;2;San Sebastián de los Reyes;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;170
VEN;Caja_Trujillo_VEN;Caja real de Trujillo;Caja real;Principal;2;Trujillo;1111;;9999;;Morales Padrón:  siglo XVI!;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;171
VEN;Caja_Tucuyo_VEN;Caja real de Tucuyo;Caja real;Principal;2;Tucuyo;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;172
VEN;Caja_Valencia_VEN;Caja real de Valencia;Caja real;Principal;2;Valencia;1111;;9999;;Morales Padrón:  siglo XVI!;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;173
NGR;Caja_Cáceres_NGR;Caja real de Cáceres;Caja real;Principal;2;Cáceres;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;174
NGR;Caja_Antioquia_NGR;Caja real de Antioquia;Caja real;Principal;2;Antioquia;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;175
NGR;Caja_Cartagena_NGR;Caja real de Cartagena;Caja real;Principal;2;Cartagena;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;176
NGR;Caja_Cartago_NGR;Caja real de Cartago;Caja real;Principal;2;Cartago;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;177
NGR;Caja_Honda_NGR;Caja real de Honda;Caja real;Principal;2;Honda;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;178
NGR;Caja_Mompox_NGR;Caja real de Mompox;Caja real;Principal;2;Mompox;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;179
NGR;Caja_Novitá_NGR;Caja real de Novitá;Caja real;Principal;2;Novitá;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;180
NGR;Caja_Ocaña_NGR;Caja real de Ocaña;Caja real;Principal;2;Ocaña;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;181
NGR;Caja_Panamá_NGR;Caja real de Panamá;Caja real;Principal;2;Panamá;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;182
NGR;Caja_Portobelo_NGR;Caja real de Portobelo;Caja real;Principal;2;Portobelo;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;183
NGR;Caja_Remedios_NGR;Caja real de Remedios;Caja real;Principal;2;Remedios;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;184
NGR;Caja_Riohacha_NGR;Caja real de Riohacha;Caja real;Principal;2;Riohacha;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;185
NGR;Caja_Santa_Fe_de_Bogota_NGR;Caja real de Santa Fe de Bogota;Caja real;Principal;2;Santa Fe de Bogota;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;186
NGR;Caja_Santa_Marta_NGR;Caja real de Santa Marta;Caja real;Principal;2;Santa Marta;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;187
NGR;Caja_Zitara_NGR;Caja real de Zitara;Caja real;Principal;2;Zitara;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;188
QUI;Caja_Popayán_QUI;Caja real de Popayán;Caja real;Principal;2;Popayán;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;189
NGR;Caja_Anserma_NGR;Caja Real de Anserma;Caja Real;Subalterna;3;Anserma;1111;;9999;;;Durán y Díaz, Joaquín: Estado General de todo el Virreinato de Santafe de Bogotá en el presente año de 1794 (Bogotá 2012);;;;Cajas;190
NGR;Caja_Ayapel_NGR;Caja Real de Ayapel;Caja Real;Subalterna;3;Ayapel;1111;;9999;;;Durán y Díaz, Joaquín: Estado General de todo el Virreinato de Santafe de Bogotá en el presente año de 1794 (Bogotá 2012);;;;Cajas;191
NGR;Caja_Bodegas_de_Honda_NGR;Caja Real de Bodegas de Honda;Caja Real;Subalterna;3;Bodegas de Honda;1111;;9999;;;Durán y Díaz, Joaquín: Estado General de todo el Virreinato de Santafe de Bogotá en el presente año de 1794 (Bogotá 2012);;;;Cajas;192
QUI;Caja_Buga_NGR;Caja Real de Buga;Caja Real;Subalterna;3;Buga;1111;;9999;;;Durán y Díaz, Joaquín: Estado General de todo el Virreinato de Santafe de Bogotá en el presente año de 1794 (Bogotá 2012);;;;Cajas;193
NGR;Caja_Cáceres_NGR;Caja Real de Cáceres;Caja Real;Subalterna;3;Cáceres;1111;;9999;;Existió en 1793 (Fuente:Estado_1794).;Durán y Díaz, Joaquín: Estado General de todo el Virreinato de Santafe de Bogotá en el presente año de 1794 (Bogotá 2012);;;;Cajas;194
QUI;Caja_Calí_NGR;Caja Real de Calí;Caja Real;Subalterna;3;Calí;1111;;9999;;;Durán y Díaz, Joaquín: Estado General de todo el Virreinato de Santafe de Bogotá en el presente año de 1794 (Bogotá 2012);;;;Cajas;195
NGR;Caja_Cancán_NGR;Caja Real de Cancán;Caja Real;Subalterna;3;Cancán;1111;;9999;;;Durán y Díaz, Joaquín: Estado General de todo el Virreinato de Santafe de Bogotá en el presente año de 1794 (Bogotá 2012);;;;Cajas;196
NGR;Caja_El_Retiro_NGR;Caja Real de El Retiro;Caja Real;Subalterna;3;El Retiro;1111;;9999;;;Durán y Díaz, Joaquín: Estado General de todo el Virreinato de Santafe de Bogotá en el presente año de 1794 (Bogotá 2012);;;;Cajas;197
NGR;Caja_Girón_NGR;Caja Real de Girón;Caja Real;Subalterna;3;Girón;1111;;9999;;;Durán y Díaz, Joaquín: Estado General de todo el Virreinato de Santafe de Bogotá en el presente año de 1794 (Bogotá 2012);;;;Cajas;198
NGR;Caja_Guamoco_NGR;Caja Real de Guamoco;Caja Real;Subalterna;3;Guamoco;1111;;9999;;Existió en 1793 (Fuente:Estado_1794).;Durán y Díaz, Joaquín: Estado General de todo el Virreinato de Santafe de Bogotá en el presente año de 1794 (Bogotá 2012);;;;Cajas;199
NGR;Caja_La_Palma_NGR;Caja Real de La Palma;Caja Real;Subalterna;3;La Palma;1111;;9999;;;Durán y Díaz, Joaquín: Estado General de todo el Virreinato de Santafe de Bogotá en el presente año de 1794 (Bogotá 2012);;;;Cajas;200
