ref_Region;internalID;Label;Tipo;Cardinalidad;Rango;ref_Label;ref_START;START_ex;ref_END;END_ex;Nota;Fuente;Orden;Superior;Principal;Domain;rowID
NES;Uni01;Universidad de Mexico;Universidad;Universidad Real y Pontificia;;México;1111;exact;9999;end;;Buenaventura Delgado Criado (coord.), Historia de la educación en España y América, tomo 2 (Madrid 1993);Secular;;;Universidades;1
SDO;Uni02;Universidad de Santo Tomás de Aquino;Universidad;Universidad Pontificia;;Santo Domingo;1111;exact;9999;exact;;Buenaventura Delgado Criado (coord.), Historia de la educación en España y América, tomo 2 (Madrid 1993);OP;;;Universidades;2
SDO;Uni02;Universidad de Santo Tomás de Aquino;Universidad;Universidad Real y Pontificia;;Santo Domingo;1111;exact;9999;exact;;Buenaventura Delgado Criado (coord.), Historia de la educación en España y América, tomo 2 (Madrid 1993);OP;;;Universidades;3
PER;Uni03;Universidad de San Marcos;Universidad;Universidad Real y Pontificia;;Lima;1111;exact;9999;end;;Buenaventura Delgado Criado (coord.), Historia de la educación en España y América, tomo 2 (Madrid 1993);Secular;;;Universidades;4
SDO;Uni04;Universidad de Santiago de la Paz;Universidad;Universidad Real;;Santo Domingo;1111;exact;9999;exact;;Buenaventura Delgado Criado (coord.), Historia de la educación en España y América, tomo 2 (Madrid 1993);SJ;;;Universidades;5
SDO;Uni04;Universidad de Santiago de la Paz;Universidad;Universidad Real y Pontificia;;Santo Domingo;1111;exact;9999;exact;;Buenaventura Delgado Criado (coord.), Historia de la educación en España y América, tomo 2 (Madrid 1993);SJ;;;Universidades;6
QUI;Uni05;Universidad de San Fulgencio;Universidad;Universidad;;Quito;1111;exact;9999;exact;;Buenaventura Delgado Criado (coord.), Historia de la educación en España y América, tomo 2 (Madrid 1993);OSA;;;Universidades;7
PER;Uni06;Universidad de San Ildefonso;Universidad;Universidad Real y Pontificia;;Lima;1111;exact;9999;end;;Buenaventura Delgado Criado (coord.), Historia de la educación en España y América, tomo 2 (Madrid 1993);OSA;;;Universidades;8
PER;Uni07;Universidad de San Ignacio de Loyola;Universidad;Universidad Colegio máximo;;Cuzco;1111;exact;9999;exact;;Buenaventura Delgado Criado (coord.), Historia de la educación en España y América, tomo 2 (Madrid 1993);SJ;;;Universidades;9
RPL;Uni08;Colegio máximo de la Compañía de Jesús;Colegio;Colegio máximo;;Córdoba;1111;exact;9999;exact;;Buenaventura Delgado Criado (coord.), Historia de la educación en España y América, tomo 2 (Madrid 1993);SJ;;;Universidades;10
CHL;Uni09;Colegio máximo  de San Miguel;Colegio;Colegio máximo;;Santiago;1111;exact;9999;exact;;Buenaventura Delgado Criado (coord.), Historia de la educación en España y América, tomo 2 (Madrid 1993);SJ;;;Universidades;11
QUI;Uni10;Universidad de San Gregorio Magno;Universidad;Universidad;;Quito;1111;exact;9999;exact;;Buenaventura Delgado Criado (coord.), Historia de la educación en España y América, tomo 2 (Madrid 1993);SJ;;;Universidades;12
NGR;Uni11;Academia de San Francisco Javier;Academia;Academia;;Santafé;1111;exact;9999;exact;;Buenaventura Delgado Criado (coord.), Historia de la educación en España y América, tomo 2 (Madrid 1993);SJ;;;Universidades;13
CHA;Uni12;Universidad de San Francisco Javier;Universidad;Universidad;;Charcas;1111;exact;9999;exact;;Buenaventura Delgado Criado (coord.), Historia de la educación en España y América, tomo 2 (Madrid 1993);SJ;;;Universidades;14
NES;Uni13;Universidad de Mérida;Universidad;Universidad Real y Pontificia;;Mérida;1111;exact;9999;exact;;Buenaventura Delgado Criado (coord.), Historia de la educación en España y América, tomo 2 (Madrid 1993);SJ;;;Universidades;15
NGR;Uni14;Universidad de Santo Tomás de Aquino;Universidad;Universidad;;Santafé;1111;exact;9999;end;;Buenaventura Delgado Criado (coord.), Historia de la educación en España y América, tomo 2 (Madrid 1993);OP;;;Universidades;16
GUA;Uni15;Colegio de Santo Tomás;Colegio;Colegio máximo;;Guatemala;1111;exact;9999;exact;;Buenaventura Delgado Criado (coord.), Historia de la educación en España y América, tomo 2 (Madrid 1993);OP;;;Universidades;17
GUA;Uni15;Colegio máximo de la Compañía de Jesús;Colegio;Colegio máximo;;Guatemala;1111;exact;9999;exact;;Buenaventura Delgado Criado (coord.), Historia de la educación en España y América, tomo 2 (Madrid 1993);SJ;;;Universidades;18
GUA;Uni15;Universidad de San Carlos Borromeo;Universidad;Universidad Real y Pontificia;;Guatemala;1111;exact;9999;end;;Buenaventura Delgado Criado (coord.), Historia de la educación en España y América, tomo 2 (Madrid 1993);Secular;;;Universidades;19
PER;Uni16;Universidad de San Cristóbal;Universidad;Universidad Real y Pontificia;;Huamanga;1111;exact;9999;end;;Buenaventura Delgado Criado (coord.), Historia de la educación en España y América, tomo 2 (Madrid 1993);Secular;;;Universidades;20
CHL;Uni17;Universidad de Santo Tomás de Aquino;Universidad;Universidad;;Santiago;1111;exact;9999;ca;;Buenaventura Delgado Criado (coord.), Historia de la educación en España y América, tomo 2 (Madrid 1993);OP;;;Universidades;21
QUI;Uni18;Universidad de Santo Tomás de Aquino;Universidad;Universidad;;Quito;1111;exact;9999;exact;;Buenaventura Delgado Criado (coord.), Historia de la educación en España y América, tomo 2 (Madrid 1993);OP;;;Universidades;22
PER;Uni19;Universidad de San Antonio Abad;Universidad;Universidad;;Cuzco;1111;exact;9999;end;;Buenaventura Delgado Criado (coord.), Historia de la educación en España y América, tomo 2 (Madrid 1993);OP;;;Universidades;23
NGR;Uni20;Universidad de San Nicolás de Bari;Universidad;Universidad;;Santafé;1111;exact;9999;end;;Buenaventura Delgado Criado (coord.), Historia de la educación en España y América, tomo 2 (Madrid 1993);OSA;;;Universidades;24
NGR;Uni14;Universidad de San Francisco Javier;Universidad;Universidad;;Santafé;1111;exact;9999;exact;;Buenaventura Delgado Criado (coord.), Historia de la educación en España y América, tomo 2 (Madrid 1993);SJ;;;Universidades;25
VEN;Uni21;Universidad de Santa Rosa de Lima;Universidad;Universidad Real y Pontificia;;Caracas;1111;exact;9999;end;;Buenaventura Delgado Criado (coord.), Historia de la educación en España y América, tomo 2 (Madrid 1993);Secular;;;Universidades;26
CHL;Uni22;Universidad Pencopolitana;Universidad;Universidad Pontificia;;Concepción;1111;exact;9999;exact;;Buenaventura Delgado Criado (coord.), Historia de la educación en España y América, tomo 2 (Madrid 1993);SJ;;;Universidades;27
SDO;Uni23;Universidad de San Jerónimo;Universidad;Universidad Real y Pontificia;;La Habana;1111;exact;9999;end;;Buenaventura Delgado Criado (coord.), Historia de la educación en España y América, tomo 2 (Madrid 1993);OP;;;Universidades;28
CHL;Uni24;Universidad de San Felipe;Universidad;Universidad Real y Pontificia;;Santiago;1111;exact;9999;end;;Buenaventura Delgado Criado (coord.), Historia de la educación en España y América, tomo 2 (Madrid 1993);Secular;;;Universidades;29
NGR;Uni25;Universidad de San Francisco Javier;Universidad;Universidad Real y Pontificia;;Panamá;1111;exact;9999;exact;;Buenaventura Delgado Criado (coord.), Historia de la educación en España y América, tomo 2 (Madrid 1993);SJ;;;Universidades;30
NGR;Uni25;Universidad de San Francisco Javier;Universidad;Universidad Real y Pontificia;;Panamá;1111;exact;9999;exact;;Buenaventura Delgado Criado (coord.), Historia de la educación en España y América, tomo 2 (Madrid 1993);Secular;;;Universidades;31
NGR;Uni14;Universidad de San Francisco Javier;Universidad;Universidad;;Santafé;1111;exact;9999;end;;Buenaventura Delgado Criado (coord.), Historia de la educación en España y América, tomo 2 (Madrid 1993);Secular;;;Universidades;32
CHA;Uni12;Universidad de San Francisco Javier;Universidad;Universidad;;Charcas;1111;exact;9999;end;;Buenaventura Delgado Criado (coord.), Historia de la educación en España y América, tomo 2 (Madrid 1993);Secular;;;Universidades;33
RPL;Uni08;Universidad de San Carlos;Universidad;Universidad;;Córdoba;1111;exact;9999;exact;;Buenaventura Delgado Criado (coord.), Historia de la educación en España y América, tomo 2 (Madrid 1993);OFM;;;Universidades;34
RPL;Uni26;Colegio de Monserrat;Colegio;Colegio máximo;;Córdoba;1111;exact;9999;exact;;Buenaventura Delgado Criado (coord.), Historia de la educación en España y América, tomo 2 (Madrid 1993);OFM;;;Universidades;35
QUI;Uni27;Universidad pública;Universidad;Universidad;;Quito;1111;exact;9999;end;;Buenaventura Delgado Criado (coord.), Historia de la educación en España y América, tomo 2 (Madrid 1993);Secular;;;Universidades;36
GDJ;Uni28;Universidad de Santo Tomás;Universidad;Universidad Real y Pontificia;;Guadalajara;1111;exact;9999;end;;Buenaventura Delgado Criado (coord.), Historia de la educación en España y América, tomo 2 (Madrid 1993);Secular;;;Universidades;37
RPL;Uni08;Universidad de San Carlos y Nuestra Señora de Monserrat;Universidad;Universidad Real;;Córdoba;1111;exact;9999;exact;;Buenaventura Delgado Criado (coord.), Historia de la educación en España y América, tomo 2 (Madrid 1993);OFM;;;Universidades;38
RPL;Uni08;Universidad de San Carlos y Nuestra Señora de Monserrat;Universidad;Universidad Real y Pontificia;;Córdoba;1111;exact;9999;end;;Buenaventura Delgado Criado (coord.), Historia de la educación en España y América, tomo 2 (Madrid 1993);Secular;;;Universidades;39
PER;Caja_Carabaya_CHA;Caja real de Carabaya;Caja real;Principal;2;Carabaya;1111;;9999;;Morales Padrón: 1721, pero hay cuentas desde 1690;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;40
CHA;Caja_Carangas_CHA;Caja real de Carangas;Caja real;Principal;2;Carangas;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;41
CHA;Caja_Charcas_CHA;Caja real de Charcas;Caja real;Principal;2;Charcas;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;42
PER;Caja_Chucuito_CHA;Caja real de Chucuito;Caja real;Principal;2;Chucuito;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;43
CHA;Caja_Cochabamba_CHA;Caja real de Cochabamba;Caja real;Principal;2;Cochabamba;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;44
CHA;Caja_La_Paz_CHA;Caja real de La Paz;Caja real;Principal;2;La Paz;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;45
CHA;Caja_Oruro_CHA;Caja real de Oruro;Caja real;Principal;2;Oruro;1111;;9999;;Morales Padrón: 1609;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;46
CHA;Caja_Potosí_CHA;Caja real de Potosí;Caja real;Principal;2;Potosí;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;47
PER;Caja_Chucuito_CHA;Caja real de Puno;Caja real;Principal;2;Puno;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;48
CHA;Caja_Santa_Cruz_de_la_Sierra_CHA;Caja real de Santa Cruz de la Sierra;Caja real;Principal;2;Santa Cruz de la Sierra;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;49
CHL;Caja_Chiloé_CHL;Caja real de Chiloé;Caja real;Principal;2;Chiloé;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;50
CHL;Caja_Concepción_CHL;Caja real de Concepción;Caja real;Principal;2;Concepción;1111;;9999;;Morales Padrón:  siglo XVI!;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;51
CHL;Caja_Concepción_CHL;Caja real de Concepción;Caja real;Principal;2;Concepción;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;52
CHL;Caja_Santiago_de_Chile_CHL;Caja real de Santiago de Chile;Caja real;Principal;2;Santiago de Chile;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;53
CHL;Caja_Valdivia_CHL;Caja real de Valdivia;Caja real;Principal;2;Valdivia;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;54
GDJ;Caja_Sinaloa_GDJ;Caja real de Alamos;Caja real;Principal;2;Alamos;1111;;9999;;Morales Padrón: 1772?;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;55
GDJ;Caja_Sonora_GDJ;Caja real de Arizpe;Caja real;Principal;2;Arizpe;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;56
GDJ;Caja_Bolaños_GDJ;Caja real de Bolaños;Caja real;Principal;2;Bolaños;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;57
GDJ;Caja_Chihuahua_GDJ;Caja real de Chihuahua;Caja real;Principal;2;Chihuahua;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;58
GDJ;Caja_Sinaloa_GDJ;Caja real de Cosalá;Caja real;Principal;2;Cosalá;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;59
GDJ;Caja_Durango_GDJ;Caja real de Durango;Caja real;Principal;2;Durango;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;60
GDJ;Caja_Guadalajara_GDJ;Caja real de Guadalajara;Caja real;Principal;2;Guadalajara;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;61
GDJ;Caja_Sinaloa_GDJ;Caja real de Rosario;Caja real;Principal;2;Rosario;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;62
GDJ;Caja_Saltillo_GDJ;Caja real de Saltillo;Caja real;Principal;2;Saltillo;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;63
GDJ;Caja_San_Blas_GDJ;Caja real de San Blas;Caja real;Principal;2;San Blas;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;64
GDJ;Caja_Sombrerete_GDJ;Caja real de Sombrerete;Caja real;Principal;2;Sombrerete;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;65
GUA;Caja_Acajutla_GUA;Caja real de Acajutla;Caja real;Principal;2;Acajutla;1111;;9999;;Morales Padrón: siglo XVII;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;66
GUA;Caja_Cartago_GUA;Caja real de Cartago;Caja real;Principal;2;Cartago;1111;;9999;;Morales Padrón: siglo XVII;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;67
GUA;Caja_Chiapas_GUA;Caja real de Chiapa;Caja real;Principal;2;Chiapa;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;68
GUA;Caja_Chiapas_GUA;Caja real de Chiapa;Caja real;Principal;2;Chiapa;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;69
GUA;Caja_Chiapas_GUA;Caja real de Chiapas;Caja real;Principal;2;Chiapas;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;70
GUA;Caja_Honduras_GUA;Caja real de Honduras;Caja real;Principal;2;Honduras;1111;;9999;;Cuentas en el AGI hasta 1679;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;71
GUA;Caja_Honduras_GUA;Caja real de Honduras;Caja real;Principal;2;Honduras;1111;;9999;;Cuentas en el AGI hasta 1679;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;72
GUA;Caja_Honduras_GUA;Caja real de Comayagua;Caja real;Principal;2;Comayagua;1111;;9999;;Cuentas en el AGI hasta 1679;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;73
GUA;Caja_Granada_GUA;Caja real de Granada;Caja real;Principal;2;Granada;1111;;9999;;Morales Padrón: siglo XVII;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;74
GUA;Caja_Guatemala_GUA;Caja real de Guatemala;Caja real;Principal;2;Guatemala;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;75
GUA;Caja_León_GUA;Caja real de León;Caja real;Principal;2;León;1111;;9999;;Cuentas en el AGI hasta 1695;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;76
GUA;Caja_Nueva_Segovia_GUA;Caja real de Nueva Segovia;Caja real;Principal;2;Nueva Segovia;1111;;9999;;Morales Padrón: siglo XVI;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;77
GUA;Caja_San_Pedro_Sula_GUA;Caja real de San Pedro Sula;Caja real;Principal;2;San Pedro Sula;1111;;9999;;Morales Padrón: siglo XVI;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;78
GUA;Caja_Sonsonate_GUA;Caja real de Sonsonate;Caja real;Principal;2;Sonsonate;1111;;9999;;Cuentas en el AGI hasta 1615;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;79
GUA;Caja_Tegucigalpa_GUA;Caja real de Tegucigalpa;Caja real;Principal;2;Tegucigalpa;1111;;9999;;Hay cuentas para 1662.;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;80
NES;Caja_Acapulco_NES;Caja real de Acapulco;Caja real;Principal;2;Acapulco;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;81
NES;Caja_Campeche_NES;Caja real de Campeche;Caja real;Principal;2;Campeche;1111;;9999;;Morales Padrón: Funcionaba en 1578.?;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;82
NES;Caja_Guanajuato_NES;Caja real de Guanajuato;Caja real;Principal;2;Guanajuato;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;83
NES;Caja_Mérida_NES;Caja real de Mérida;Caja real;Principal;2;Mérida;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;84
NES;Caja_México_NES;Caja real de México;Caja real;Principal;2;México;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;85
NES;Caja_Michoacán_NES;Caja real de Michoacán;Caja real;Principal;2;Michoacán;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;86
NES;Caja_Oaxaca_NES;Caja real de Oaxaca;Caja real;Principal;2;Oaxaca;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;87
NES;Caja_Pachuca_NES;Caja real de Pachuca;Caja real;Principal;2;Pachuca;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;88
NES;Caja_Panuco_NES;Caja real de Panuco;Caja real;Principal;2;Panuco;1111;;9999;;Morales Padrón: siglo XVI;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;89
NES;Caja_Perote_NES;Caja real de Perote;Caja real;Principal;2;Perote;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;90
NES;Caja_Presidio_del_Carmen_NES;Caja real de Presidio del Carmen;Caja real;Principal;2;Presidio del Carmen;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;91
NES;Caja_Presidio_del_Carmen_NES;Caja real de Presidio del Carmen;Caja real;Principal;2;Presidio del Carmen;1111;;9999;;Morales Padrón: 1770?;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;92
NES;Caja_Puebla_NES;Caja real de Puebla;Caja real;Principal;2;Puebla;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;93
NES;Caja_Puebla_NES;Caja real de Puebla;Caja real;Principal;2;Puebla;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;94
NES;Caja_San_Luis_Potosí_NES;Caja real de San Luis Potosí;Caja real;Principal;2;San Luis Potosí;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;95
NES;Caja_Tabasco_NES;Caja real de Tabasco;Caja real;Principal;2;Tabasco;1111;;9999;;Morales Padrón: A partir de 1769?;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;96
NES;Caja_Veracruz_NES;Caja real de Veracruz;Caja real;Principal;2;Veracruz;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;97
GDJ;Caja_Zacatecas_NES;Caja real de Zacatecas;Caja real;Principal;2;Zacatecas;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;98
NES;Caja_Zimapan_NES;Caja real de Zimapan;Caja real;Principal;2;Zimapan;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;99
NGR;Caja_Veragua_NGR;Caja real de Veragua;Caja real;Principal;2;Veragua;1111;;9999;;Morales Padrón: siglo XVI;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;100
PER;Caja_Arequipa_PER;Caja real de Arequipa;Caja real;Principal;2;Arequipa;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;101
PER;Caja_Arica_PER;Caja real de Arica;Caja real;Principal;2;Arica;1111;;9999;;Suprimida en ocasiones?;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;102
PER;Caja_Cailloma_PER;Caja real de Cailloma;Caja real;Principal;2;Cailloma;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;103
PER;Caja_Castrovirreyna_PER;Caja real de Castrovirreyna;Caja real;Principal;2;Castrovirreyna;1111;;9999;;Morales Padrón: siglo XVI y XVII;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;104
PER;Caja_Chachapoyas_PER;Caja real de Chachapoyas;Caja real;Principal;2;Chachapoyas;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;105
PER;Caja_Cuzco_PER;Caja real de Cuzco;Caja real;Principal;2;Cuzco;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;106
PER;Caja_Huamanga_PER;Caja real de Huamanga;Caja real;Principal;2;Huamanga;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;107
PER;Caja_Huancavelica_PER;Caja real de Huancavelica;Caja real;Principal;2;Huancavelica;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;108
PER;Caja_Jauja_PER;Caja real de Jauja;Caja real;Principal;2;Jauja;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;109
PER;Caja_Lima_PER;Caja real de Lima;Caja real;Principal;2;Lima;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;110
PER;Caja_Piura_y_Paita_PER;Caja real de Piura y Paita;Caja real;Principal;2;Piura y Paita;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;111
PER;Caja_San_Juan_de_Matucana_PER;Caja real de San Juan de Matucana;Caja real;Principal;2;San Juan de Matucana;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;112
PER;Caja_Saña_PER;Caja real de Saña;Caja real;Principal;2;Saña;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;113
PER;Caja_Trujillo_PER;Caja real de Trujillo;Caja real;Principal;2;Trujillo;1111;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;114
PER;Caja_Vico_y_Pasco_PER;Caja real de Vico y Pasco;Caja real;Principal;2;Vico y Pasco;1111;;9999;;Morales Padrón: 1722, pero hay cuentas anteriores;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Cajas;115
