rowID;ref_START;ref_END;Type;ref_Label;Location2;Location3;Location4;ref_Partido;ref_Obispado;ref_Audiencia;Country;Motive;Details;Source;Unnamed: 13;OBJECTID;ID_0;ISO;NAME_0;ID_1;NAME_1;ID_2;NAME_2;ID_3;NAME_3
141;1781;1781;Rebellion or revolt;Pacajes;;;;;La Paz;;Bolivia;;;O'Phelan, p. 286;;;;;;;;;;;
142;1781;1781;Rebellion or revolt;La Paz;;;;;La Paz;;Bolivia;La Paz was besieged;;O'Phelan, p. 286;;;;;;;;;;;
143;1781;1781;Rebellion or revolt;Tupiza;;;;Chichas;;;Bolivia;by Indians;homicide of corregidor;O'Phelan, p. 286;;;;;;;;;;;
144;1781;1781;Rebellion or revolt;Caylloma;;;;;Arequipa;;;unrest;;O'Phelan, p. 286;;398;178;PER;Peru;4;Arequipa;39;Caylloma;398;Caylloma
145;1781;1781;Rebellion or revolt;Ychuma;;;;;;Lima;;131 spread;;O'Phelan, p. 286;;;;;;;;;;;
146;1781;1781;Rebellion or revolt;Arica;;;;;Arequipa;;Chile;revolt;;O'Phelan, p. 286;;;;;;;;;;;
147;1781;1781;Rebellion or revolt;Cajatambo;;;;;Lima;;;against corregidor;;O'Phelan, p. 286;;1300;178;PER;Peru;16;Lima;131;Cajatambo;1300;Cajatambo
148;1781;1781;Rebellion or revolt;Lambayeque;;;;;;;;against corregidor;;O'Phelan, p. 286;;1227;178;PER;Peru;14;Lambayeque;127;Lambayeque;1227;Lambayeque
149;1781;1781;Rebellion or revolt;Vischongos;;;;;;Lima;;support of Tupac Amaru;;O'Phelan, p. 286;;548;178;PER;Peru;5;Ayacucho;53;Vilcas Huam√°n;548;Vischongo
150;1781;1781;Rebellion or revolt;Checras;;;;Chancay;;;;against revisita;;O'Phelan, p. 286;;1358;178;PER;Peru;16;Lima;135;Huaura;1358;Checras
151;1782;1782;Rebellion or revolt;Huamanga;;;;;Huamanga;;;against rezagos de repartimientos;;O'Phelan, p. 286;;447;178;PER;Peru;5;Ayacucho;44;Huamanga;447;Ayacucho
152;1783;1783;Rebellion or revolt;Marcapata;;;;Quispicanchis;;;;against civil and ecclesiastical authority;;O'Phelan, p. 286;;775;178;PER;Peru;8;Cusco;79;Quispicanchi;775;Marcapata
153;1783;1783;Rebellion or revolt;Huarochiri;;;;;Lima;;;started in Ascension and spread the whole province. ;38 people involved, Indians, caciques and mestizos.;O'Phelan, p. 286;;1331;178;PER;Peru;16;Lima;134;Huarochiri;1331;Huarochiri
154;1755;1755;Protesta dentro del sistema legal;Oruro;;;;Oruro;;;Bolivia;exceso en el reparto;;Golte, p. 130;;;;;;;;;;;
155;1756;1756;Protesta dentro del sistema legal;Sicasica;;;;Sicasica;;;Bolivia;exceso en el reparto;;Golte, p. 130;;;;;;;;;;;
156;1757;1757;Protesta dentro del sistema legal;Coroma?;;;;Porco;;;Bolivia;;;Golte, p. 130;;;;;;;;;;;
157;1757;1757;Protesta dentro del sistema legal;Chope;;;;Sicasica;;;Bolivia;;;Golte, p. 130;;;;;;;;;;;
158;1758;1758;Protesta dentro del sistema legal;Yanacachi;;;;Sicasica;;;Bolivia;exceso en el reparto;;Golte, p. 130;;;;;;;;;;;
159;1759;1759;Protesta dentro del sistema legal;Chuma;;;;Larecaja;;;Bolivia;embargo de bienes;;Golte, p. 130;;;;;;;;;;;
160;1759;1759;Protesta dentro del sistema legal;Laxa;;;;Omasuyo;;;Bolivia;exceso en el reparto;;Golte, p. 130;;;;;;;;;;;
161;1759;1759;Protesta dentro del sistema legal;Azangaro;;;;Azangaro;;;;reparto de mercancias inservibles;;Golte, p. 130;;1579;178;PER;Peru;22;Puno;161;Az√°ngaro;1579;Azangaro
162;1759;1759;Protesta dentro del sistema legal;Cabari;;;;Sicasica;;;Bolivia;incauto mercancias para repartir;;Golte, p. 130;;;;;;;;;;;
163;1759;1759;Protesta dentro del sistema legal;Laxa;;;;Omasuyo;;;Bolivia;precios excesivos;;Golte, p. 130;;;;;;;;;;;
164;1760;1760;Protesta dentro del sistema legal;Calacoto;;;;Pacajes;;;Bolivia;precios excesivos;;Golte, p. 131;;;;;;;;;;;
165;1760;1760;Protesta dentro del sistema legal;Toledo;;;;Paria;;;Bolivia;reparto de 100 mulas;;Golte, p. 131;;;;;;;;;;;
166;1761;1761;Protesta dentro del sistema legal;Tarabucu;;;;Tomina;;;Bolivia;Tejidos a 8 reales vara;;Golte, p. 131;;;;;;;;;;;
167;1761;1761;Protesta dentro del sistema legal;Tacobamba;;;;Porco;;;Bolivia;embargo de bienes;;Golte, p. 131;;;;;;;;;;;
168;1761;1761;Protesta dentro del sistema legal;Pocota;;;;Chayanta;;;Bolivia;precios excesivos;;Golte, p. 131;;;;;;;;;;;
169;1762;1762;Protesta dentro del sistema legal;Tapacari;;;;Cochabamba;;;Bolivia;reparto de mercancias a la fuerza;;Golte, p. 131;;;;;;;;;;;
170;1762;1762;Protesta dentro del sistema legal;Viacha;;;;Pacajes;;;Bolivia;precios excesivos;;Golte, p. 131;;;;;;;;;;;
171;1762;1762;Protesta dentro del sistema legal;Mohosa;;;;Sicasica;;;Bolivia;exceso en el reparto;;Golte, p. 131;;;;;;;;;;;
172;1762;1762;Protesta dentro del sistema legal;Azangaro;;;;Azangaro;;;;embargo de bienes;;Golte, p. 131;;;;;;;;;;;
173;1765;1765;Rebelion local;Paucarcolla;;;;;La Paz;;;contra corregidores;;Golte, p. 141;;1655;178;PER;Peru;22;Puno;170;Puno;1655;Paucarcolla
174;1765;1765;Rebelion local;Paucarcolla;;;;;La Paz;;;contra corregidores;;Golte, p. 141;;1655;178;PER;Peru;22;Puno;170;Puno;1655;Paucarcolla
175;1769;1769;Rebelion local;Pomacanchis;;;;Quispicanchis;;;;por reparto;homicidio de teniente/corregidor;Golte, p. 141;1760s;682;178;PER;Peru;8;Cusco;68;Acomayo;682;Pomacanchi
176;1769;1769;Rebelion local;Cabanaconde;;;;Caylloma;;;;contra corregidor ;murieron 300 indios;Golte, p. 141;1760s;396;178;PER;Peru;4;Arequipa;39;Caylloma;396;Cabanaconde
177;1769;1769;Rebelion local;Caylloma;;;;;Arequipa;;;contra corregidor ;;Golte, p. 141;1760s;398;178;PER;Peru;4;Arequipa;39;Caylloma;398;Caylloma
178;1767;1767;Rebelion local;Huanchaco;;;;;Huamanga;;;sin datos;;Golte, p. 141;;1191;178;PER;Peru;13;La Libertad;123;Trujillo;1191;Huanchaco
179;1768;1768;Rebelion local;Pinchuichuru;;;;;;Lima;;sin datos;;Golte, p. 141;;693;178;PER;Peru;8;Cusco;69;Anta;693;Zurite
180;1768;1768;Rebelion local;Surite;;;;;;Lima;;;;;;693;178;PER;Peru;8;Cusco;69;Anta;693;Zurite
181;1768;1768;Rebelion local;Abancay;;;;;Cuzco;;;;;;;250;178;PER;Peru;3;Apur√≠mac;28;Abancay;250;Abancay
182;1768;1768;Rebelion local;Chala;;;;Chumbivilcas;;;;contra corregidor ;campesinos se niegan a recibir las mercancias;Golte, p. 141;;;;;;;;;;;
183;1769;1769;Rebelion local;Callalli;;;;Caylloma;;;;explusion del corregidor;homicidio del teniente;Golte, p. 142;;397;178;PER;Peru;4;Arequipa;39;Caylloma;397;Callalli
184;1769;1769;Rebelion local;Sicasica;Sicasica;;;;La Plata;;Bolivia;homicidio del cobrador;;Golte, p. 142;;;;;;;;;;;
185;1769;1769;Rebelion local;Achacacha;;;;;;Charcas;Bolivia;levantamiento del corregidor;;Golte, p. 142;;;;;;;;;;;
186;1769;1769;Rebelion local;Laxa;;;;;;Charcas;Bolivia;;;;;;;;;;;;;;
187;1769;1769;Rebelion local;Omasuyu;;;;;La Paz;;Bolivia;;;;;;;;;;;;;;
188;1769;1769;Rebelion local;Chulumani;;;;Sicasica;;;Bolivia;por reparto;confrontacion armada entre 600 hombres ;Golte, p. 142;;;;;;;;;;;
189;1769;1769;Rebelion local;La Asunción;;;;Cajamarca;;;;sin datos;;Golte, p. 142;;553;178;PER;Peru;6;Cajamarca;55;Cajamarca;553;Asuncion
190;1769;1769;Rebelion local;Caylloma;;;;;Arequipa;;;sin datos;;Golte, p. 142;;398;178;PER;Peru;4;Arequipa;39;Caylloma;398;Caylloma
191;1769;1769;Rebelion local;Sicuani;;;;Canas y Canchis;;;;sin datos;;Golte, p. 142;;717;178;PER;Peru;8;Cusco;72;Canchis;717;Sicuani
192;1770;1770;Rebelion local;Caylloma;;;;;Arequipa;;;sin datos;;Golte, p. 142;;398;178;PER;Peru;4;Arequipa;39;Caylloma;398;Caylloma
193;1770;1770;Rebelion local;Totora;;;;Carangas;;;Bolivia;contra corregidor ;vioelntos y excesivos repartimientos y cobranzas;Golte, p. 142;;;;;;;;;;;
194;1770;1770;;Curaguara;;;;Carangas;;;Bolivia;;;;;;;;;;;;;;
195;1770;1770;Rebelion local;Morrope;;;;;Trujillo;;;sin datos;;Golte, p. 142;;1229;178;PER;Peru;14;Lambayeque;127;Lambayeque;1229;Morrope
196;1770;1770;;Pacora;;;;;;Lima;;;;;;1232;178;PER;Peru;14;Lambayeque;127;Lambayeque;1232;Pacora
197;1770;1770;;Jayanca;;;;;;Lima;;;;;;1226;178;PER;Peru;14;Lambayeque;127;Lambayeque;1226;Jayanca
198;1770;1770;;Sana;;;;;Trujillo;;;;;;;1216;178;PER;Peru;14;Lambayeque;125;Chiclayo;1216;Sa√±a
199;1771;1771;Rebelion local;Jesus de Machaca;Pacajes;;;Pacajes;La Paz;;;homicidio del corregidor;castigo a mujer por no pago del reparto;Golte, p. 142;;;;;;;;;;;
200;1771;1771;Rebelion local;Quechualla;;;;;;Charcas;Bolivia;atentado de homicidio del corregidor;reparto;Golte, p. 142;;;;;;;;;;;
201;1771;1771;;Velinga;;;;;;Charcas;Bolivia;;;;;;;;;;;;;;
202;1771;1771;Rebelion local;Andahuaylas;;;;;Huamanga;;;contra corregidor ;;Golte, p. 142;;259;178;PER;Peru;3;Apur√≠mac;29;Andahuaylas;259;Andahuaylas
203;1772;1772;Rebelion local;Sondondo;;;;Lucanas;;;;sin datos;;Golte, p. 142;;479;178;PER;Peru;5;Ayacucho;48;Lucanas;479;Cabana
204;1772;1772;Rebelion local;Caylloma;;;;;Arequipa;;;contra el reparto;;Golte, p. 142;;398;178;PER;Peru;4;Arequipa;39;Caylloma;398;Caylloma
205;1772;1772;Rebelion local;Quechualla;;;;Condesuyos;;;;contra corregidor ;;Golte, p. 143;;434;178;PER;Peru;4;Arequipa;42;La Uni√≥n;434;Quechualla
206;1773;1773;Rebelion local;Celendin;;;;Cajamarca;;;;sin datos;;Golte, p. 143;;565;178;PER;Peru;6;Cajamarca;56;Celend√≠n;565;Celendin
207;1773;1773;Rebelion local;Callalli;;;;Caylloma;;;;contra corregidor ;reparto de mulas;Golte, p. 143;;397;178;PER;Peru;4;Arequipa;39;Caylloma;397;Callalli
208;1773;1773;Rebelion local;Chuco;;;;Huamachuco;;;;contra corregidor ;contra reparto;Golte, p. 143;;1187;178;PER;Peru;13;La Libertad;122;Santiago de Chuco;1187;Santiago de Chuco
209;1774;1774;Rebelion local;Pampas Huanchay;;;;Huaylas;;;;contra corregidor ;cobro repartimiento;Golte, p. 143;;139;178;PER;Peru;2;Ancash;16;Huaraz;139;Huanchay
210;1774;1774;Rebelion local;Pocsi;;;;Moquegua;;;;sin datos;;Golte, p. 143;;344;178;PER;Peru;4;Arequipa;35;Arequipa;344;Pocsi
211;1774;1774;Rebelion local;Huaylas;;;;Huaylas;;;;homicidio del corregidor;;Golte, p. 143;;173;178;PER;Peru;2;Ancash;19;Huaylas;173;Huaylas
212;1774;1774;Rebelion local;Huamalies;;;;;Lima;;;homicidio del corregidor;;Golte, p. 143;;812;178;PER;Peru;9;Hu√°nuco;84;Huamal√≠es;812;Llata
213;1774;1774;Rebelion local;Sicasica;;;;;La Plata;;Bolivia;sin datos;;Golte, p. 143;;;;;;;;;;;
214;1774;1774;Rebelion local;Chuco;;;;Huamachuco;;;;contra corregidor ;;Golte, p. 143;;1187;178;PER;Peru;13;La Libertad;122;Santiago de Chuco;1187;Santiago de Chuco
215;1779;1779;Rebelion local;Camana;;;;;Arequipa;;;amenaza al corregidor con 300 hombres;cobro repartimiento;Golte, p. 143;1770s;360;178;PER;Peru;4;Arequipa;36;Caman√°;360;Camana
216;1779;1779;Rebelion local;Lucanas;;;;;Huamanga;;;3 alzamientos contra el corregidor ;;Golte, p. 143;1770s;487;178;PER;Peru;5;Ayacucho;48;Lucanas;487;Lucanas
217;1779;1779;Rebelion local;Puno;;;;Paucarcolla;;;;2 alzamientos contra los corregidores;;Golte, p. 143;1770s;1658;178;PER;Peru;22;Puno;170;Puno;1658;Puno
218;1779;1779;Rebelion local;Paucarcolla;;;;;La Paz;;;;;Golte, p. 143;1770s;1655;178;PER;Peru;22;Puno;170;Puno;1655;Paucarcolla
219;1779;1779;Rebelion local;Azangaro;;;;Azangaro;;;;atentado de homicidio del corregidor;;Golte, p. 144;1770s;1579;178;PER;Peru;22;Puno;161;Az√°ngaro;1579;Azangaro
220;1779;1779;Rebelion local;Paria;;;;;La Plata;;;homicidio del gobernador de Lanquipacha;;Golte, p. 144;1770s;;;;;;;;;;
221;1779;1779;Rebelion local;Conchucos;;;;;Lima;;;contra corregidor ;;Golte, p. 144;1770s;200;178;PER;Peru;2;Ancash;22;Pallasca;200;Conchucos
222;1779;1779;Rebelion local;Urubamba;;;;;Cuzco;;;contra general Rosas y teniente;;Golte, p. 144;1770s;785;178;PER;Peru;8;Cusco;80;Urubamba;785;Urubamba
223;1779;1779;Rebelion local;Aymaraes;;;;;Cuzco;;;por reparto;;Golte, p. 144;1770s;287;178;PER;Peru;3;Apur√≠mac;31;Aymaraes;287;Chalhuanca
224;1779;1779;Rebelion local;Chaca;;;;;;Lima;;homicidio de corregidor y cobrador;;Golte, p. 144;1770s;96;178;PER;Peru;2;Ancash;10;Asunci√≥n;96;Chacas
225;1779;1779;Rebelion local;Tinta;;;;;Cuzco;;;;;Golte, p. 144;1770s;718;178;PER;Peru;8;Cusco;72;Canchis;718;Tinta
226;1779;1779;Rebelion local;Cotabambas;;;;;Cuzco;;;contra corregidor ;2 pueblos por reparto;Golte, p. 144;1770s;311;178;PER;Peru;3;Apur√≠mac;33;Cotabambas;311;Cotabambas
227;1779;1779;Rebelion local;Parinacochas;;;;;;Lima;;contral general;3 veces;Golte, p. 144;1770s;500;178;PER;Peru;5;Ayacucho;49;Parinacochas;500;Coracora
228;1779;1779;Rebelion local;Huanta;;;;;Lima;;;contra corregidor ;por reparto;Golte, p. 144;1770s;465;178;PER;Peru;5;Ayacucho;46;Huanta;465;Huanta
229;1779;1779;Rebelion local;Tambo;;;;Arequipa;;;;intento de rebelion;contra reparto;Golte, p. 144;1770s;411;178;PER;Peru;4;Arequipa;39;Caylloma;411;Tisco
230;1779;1779;Rebelion local;Caraveli;;;;Camana;;;;contra corregidor ;;Golte, p. 144;1770s;373;178;PER;Peru;4;Arequipa;37;Caravel√≠;373;Caraveli
231;1779;1779;Rebelion local;Usmagama;;;;Tarapaca;;;Chile;contra cobrador;extorsiones ;Golte, p. 144;1770s;;;;;;;;;;
232;1779;1779;Rebelion local;Majes;;;;Camana;;;;contra teniente;;Golte, p. 144;1770s;394;178;PER;Peru;4;Arequipa;38;Castilla;394;Viraco
233;1775;1775;Rebelion local;San Juan;;;;Quispicanchis;;;;sin datos;;Golte, p. 145;;;;;;;;;;;
234;1775;1775;Rebelion local;Quiquijana;;;;Quispicanchis;;;;homicidio del teniente;contra reparto;Golte, p. 145;;778;178;PER;Peru;8;Cusco;79;Quispicanchi;778;Quiquijana
235;1775;1775;Rebelion local;Chumbivilcas;;;;;Cuzco;;;homicidio del corregidor;mujeres!;Golte, p. 145;;725;178;PER;Peru;8;Cusco;73;Chumbivilcas;725;Santo Tomas
236;1775;1775;Rebelion local;Achoma;;;;Caylloma;;;;contra corregidor ;corregidor queria encarcerar a los deudores;Golte, p. 145;;395;178;PER;Peru;4;Arequipa;39;Caylloma;395;Achoma
237;1775;1775;Rebelion local;Chuquibamba;;;;Condesuyos;;;;contra corregidor ;;Golte, p. 145;;417;178;PER;Peru;4;Arequipa;40;Condesuyos;417;Chuquibamba
238;1776;1776;Rebelion local;San Gaban;;;;Carabaya;;;;contra teniente;deudas;Golte, p. 145;;1600;178;PER;Peru;22;Puno;162;Carabaya;1600;San Gaban
239;1776;1776;Rebelion local;Urubamba;;;;;Cuzco;;;contra corregidor;;Golte, p. 145;;785;178;PER;Peru;8;Cusco;80;Urubamba;785;Urubamba
240;1776;1776;Rebelion local;Pampacolca;;;;Condesuyos;;;;incendio casa del cura;contra reparto;Golte, p. 145;;390;178;PER;Peru;4;Arequipa;38;Castilla;390;Pampacolca
241;1776;1776;Rebelion local;Pampacolca;;;;Condesuyos;;;;contra corregidor;;Golte, p. 145;;390;178;PER;Peru;4;Arequipa;38;Castilla;390;Pampacolca
242;1776;1776;Rebelion local;Pampacolca;;;;Condesuyos;;;;atentado de homicidio al teniente;;Golte, p. 145;;390;178;PER;Peru;4;Arequipa;38;Castilla;390;Pampacolca
243;1776;1776;Rebelion local;Velille;;;;Chumbivilcas;;;;homicidio del corregidor y cobrador;;Golte, p. 146;;726;178;PER;Peru;8;Cusco;73;Chumbivilcas;726;Velille
244;1776;1776;Rebelion local;Guancarama;;;;Condesuyos;;;;ataque al corregidor;contra reparto;Golte, p. 146;;262;178;PER;Peru;3;Apur√≠mac;29;Andahuaylas;262;Huancarama
245;1777;1777;Rebelion local;Casapalca;;;;;;Lima;;sin datos;;Golte, p. 146;;919;178;PER;Peru;10;Huancavelica;96;Huancavelica;919;Yauli
246;1777;1777;Rebelion local;Chumbivilcas;;;;;Cuzco;;;homicidio del corregidor;;Golte, p. 146;;725;178;PER;Peru;8;Cusco;73;Chumbivilcas;725;Santo Tomas
247;1777;1777;Rebelion local;Huamalies;;;;;Lima;;;sin datos;;Golte, p. 146;;812;178;PER;Peru;9;Hu√°nuco;84;Huamal√≠es;812;Llata
248;1777;1777;Rebelion local;Ubinas;;;;Moquegua;;;;contra corregidor;;Golte, p. 146;;1473;178;PER;Peru;19;Moquegua;147;General S√°nchez Cerro;1473;Ubinas
249;1777;1777;Rebelion local;Huamanga;;;;;Huamanga;;;atentado de homicidio del corregidor;contra reparto;Golte, p. 146;;447;178;PER;Peru;5;Ayacucho;44;Huamanga;447;Ayacucho
250;1777;1777;Rebelion local;Chayanta;;;;;La Plata;;Bolivia;contra corregidor;;Golte, p. 146;;;;;;;;;;;
251;1777;1777;Rebelion local;Caylloma;;;;;Arequipa;;;contra corregidor ;corregidor hirio al cacique por el reparto;Golte, p. 146;;398;178;PER;Peru;4;Arequipa;39;Caylloma;398;Caylloma
252;1777;1777;Rebelion local;Urubamba;;;;;Cuzco;;;contra corregidor;;Golte, p. 146;;785;178;PER;Peru;8;Cusco;80;Urubamba;785;Urubamba
253;1778;1778;Rebelion local;Llacta Ouivilla;;;;Huamalies;;;;sin datos;;Golte, p. 146;;;;;;;;;;;
254;1778;1778;Rebelion local;Piscobamba;;;;;;Lima;;sin datos;;Golte, p. 146;;187;178;PER;Peru;2;Ancash;20;Mariscal Luzuriaga;187;Piscobamba
255;1778;1778;Rebelion local;Chaca;;;;;;Lima;;;;Golte, p. 146;;96;178;PER;Peru;2;Ancash;10;Asunci√≥n;96;Chacas
256;1778;1778;Rebelion local;Conchucos;;;;;Lima;;;;;Golte, p. 146;;200;178;PER;Peru;2;Ancash;22;Pallasca;200;Conchucos
257;1778;1778;Rebelion local;Huamanga;;;;;Huamanga;;;sin datos;;Golte, p. 146;;447;178;PER;Peru;5;Ayacucho;44;Huamanga;447;Ayacucho
258;1778;1778;Rebelion local;Cotabambas;;;;;Cuzco;;;homicidio del corregidor y teniente;;Golte, p. 146;;311;178;PER;Peru;3;Apur√≠mac;33;Cotabambas;311;Cotabambas
259;1779;1779;Rebelion local;Viraco;;;;Condesuyos;;;;sin datos;;Golte, p. 146;;394;178;PER;Peru;4;Arequipa;38;Castilla;394;Viraco
260;1779;1779;Rebelion local;Huaraz;;;;;Lima;;;contra corregidor;2000 hombres armados;Golte, p. 146;;140;178;PER;Peru;2;Ancash;16;Huaraz;140;Huaraz
261;1779;1779;Rebelion local;Caraz;;;;;Lima;;;;;;;170;178;PER;Peru;2;Ancash;19;Huaylas;170;Caraz
262;1779;1779;Rebelion local;Huaylas;;;;;Lima;;;;;;;173;178;PER;Peru;2;Ancash;19;Huaylas;173;Huaylas
