rowID;ref_Label;gz_id;fuzzy_score;category_match;saint_match;territories_match;phase_1a_outcome;toponym_match;lugar_label;lugar_partido_generico;lugar_provincia_generica;fine_level_mismatch;TYPE;Partido;Column3;ref_Jurisdiccion;ref_START;ref_END;phase_1b_step
85;San Vicente;1004138;1.0;category_null;saint_match;jurisdiccion_exact;adopted_candidate;exact;Xiloxochitla;Tlaxcala;Tlaxcala;;Pueblo;Nativitas;;Tlaxcala;1111;9999;
86;Santa Elena;1004085;1.0;category_null;saint_match;jurisdiccion_exact;adopted_candidate;exact;Michacatitlan;Tlaxcala;Tlaxcala;;Pueblo;Nativitas;;Tlaxcala;1111;9999;
87;San Andrés;1004044;1.0;category_null;saint_match;jurisdiccion_exact;deleted_candidate;exact;Aguatepec;Tlaxcala;Tlaxcala;;Pueblo;Nativitas;;Tlaxcala;1111;9999;
87;San Andrés;1004065;1.0;category_null;saint_match;jurisdiccion_exact;adopted_candidate;exact;Cuamilpa;Tlaxcala;Tlaxcala;;Pueblo;Nativitas;;Tlaxcala;1111;9999;
88;San Damián;1004123;1.0;category_null;saint_match;jurisdiccion_exact;adopted_candidate;exact;Texoloc;Tlaxcala;Tlaxcala;;Pueblo;Nativitas;;Tlaxcala;1111;9999;
88;San Damián;1004125;1.0;category_null;saint_match;jurisdiccion_exact;deleted_candidate;exact;Tlacocalpan;Tlaxcala;Tlaxcala;;Pueblo;Nativitas;;Tlaxcala;1111;9999;
89;San Bartolomé;1004064;1.0;category_null;saint_match;jurisdiccion_exact;deleted_candidate;exact;Cuahuixmatlac;Tlaxcala;Tlaxcala;;Pueblo;Nativitas;;Tlaxcala;1111;9999;
89;San Bartolomé;1004082;1.0;category_null;saint_match;jurisdiccion_exact;deleted_candidate;exact;Matlalohcan;Tlaxcala;Tlaxcala;;Pueblo;Nativitas;;Tlaxcala;1111;9999;
89;San Bartolomé;1004109;1.0;category_null;saint_match;jurisdiccion_exact;adopted_candidate;exact;Tenango;Tlaxcala;Tlaxcala;;Pueblo;Nativitas;;Tlaxcala;1111;9999;
90;Santa Inés;1004106;1.0;category_null;saint_match;jurisdiccion_exact;deleted_candidate;exact;Tecuexcomac;Tlaxcala;Tlaxcala;;Pueblo;Nativitas;;Tlaxcala;1111;9999;
90;Santa Inés;1004144;1.0;category_null;saint_match;jurisdiccion_exact;adopted_candidate;exact;Zacatelco;Tlaxcala;Tlaxcala;;Pueblo;Nativitas;;Tlaxcala;1111;9999;
91;San Jerónimo;1004145;1.0;category_null;saint_match;jurisdiccion_exact;adopted_candidate;exact;Zacualpan;Tlaxcala;Tlaxcala;;Pueblo;Nativitas;;Tlaxcala;1111;9999;
92;Santa Catarina;1004055;1.0;category_null;saint_match;jurisdiccion_exact;adopted_candidate;exact;Ayometla;Tlaxcala;Tlaxcala;;Pueblo;Nativitas;;Tlaxcala;1111;9999;
93;Santa Toribia;1004137;0.88;category_null;no_saint;jurisdiccion_exact;adopted_candidate;fuzzy;Xicohtzinco;Tlaxcala;Tlaxcala;;Pueblo;Nativitas;;Tlaxcala;1111;9999;
94;San Marcos;1004062;1.0;category_null;saint_match;jurisdiccion_exact;adopted_candidate;exact;Contla;Tlaxcala;Tlaxcala;;Pueblo;Nativitas;;Tlaxcala;1111;9999;
95;San Francisco Topoyango;1004116;0.87;category_null;saint_match;jurisdiccion_exact;deleted_candidate;fuzzy;Tepeyanco;Tlaxcala;Tlaxcala;;Pueblo;Nativitas;;Tlaxcala;1111;9999;
95;San Francisco Topoyango;1004086;0.842;category_null;saint_match;jurisdiccion_exact;deleted_candidate;none;Mitepec;Tlaxcala;Tlaxcala;;Pueblo;Nativitas;;Tlaxcala;1111;9999;
95;San Francisco Topoyango;1004093;0.821;category_null;saint_match;jurisdiccion_exact;adopted_candidate;none;Papalotla;Tlaxcala;Tlaxcala;;Pueblo;Nativitas;;Tlaxcala;1111;9999;
95;San Francisco Topoyango;1004119;0.818;category_null;saint_match;jurisdiccion_exact;deleted_candidate;none;Tetlanohcan;Tlaxcala;Tlaxcala;;Pueblo;Nativitas;;Tlaxcala;1111;9999;
95;San Francisco Topoyango;1004089;0.8;category_null;saint_match;jurisdiccion_exact;deleted_candidate;none;Ocotelulco;Tlaxcala;Tlaxcala;;Pueblo;Nativitas;;Tlaxcala;1111;9999;
95;San Francisco Topoyango;1004127;0.8;category_null;saint_match;jurisdiccion_exact;deleted_candidate;none;Tlacuilohcan;Tlaxcala;Tlaxcala;;Pueblo;Nativitas;;Tlaxcala;1111;9999;
96;San Juan;1004050;1.0;category_null;saint_match;jurisdiccion_exact;deleted_candidate;exact;Atlangatepec;Tlaxcala;Tlaxcala;;Pueblo;Nativitas;;Tlaxcala;1111;9999;
96;San Juan;1004070;1.0;category_null;saint_match;jurisdiccion_exact;adopted_candidate;exact;Huactzinco;Tlaxcala;Tlaxcala;;Pueblo;Nativitas;;Tlaxcala;1111;9999;
96;San Juan;1004078;1.0;category_null;saint_match;jurisdiccion_exact;deleted_candidate;exact;Ixtenco;Tlaxcala;Tlaxcala;;Pueblo;Nativitas;;Tlaxcala;1111;9999;
96;San Juan;1004094;1.0;category_null;saint_match;jurisdiccion_exact;deleted_candidate;exact;Quetzalcoapan;Tlaxcala;Tlaxcala;;Pueblo;Nativitas;;Tlaxcala;1111;9999;
96;San Juan;1004133;1.0;category_null;saint_match;jurisdiccion_exact;deleted_candidate;exact;Totolac;Tlaxcala;Tlaxcala;;Pueblo;Nativitas;;Tlaxcala;1111;9999;
97;Santiago;;1.0;category_null;saint_mismatch;jurisdiccion_exact;relegated;none;Ocotlan;Tlaxcala;Tlaxcala;;Pueblo;Nativitas;;Tlaxcala;1111;9999;
98;Santa Isabel;;1.0;category_null;saint_match;jurisdiccion_exact;relegated;exact;Tetlatlahuca;Tlaxcala;Tlaxcala;;Pueblo;Nativitas;;Tlaxcala;1111;9999;
99;Tenancingo;1004108;1.0;category_null;no_saint;jurisdiccion_exact;adopted_candidate;exact;Tenancingo;Tlaxcala;Tlaxcala;;Pueblo;Nativitas;;Tlaxcala;1111;9999;
99;Tenancingo;1004109;1.0;category_null;no_saint;jurisdiccion_exact;deleted_candidate;exact;Tenango;Tlaxcala;Tlaxcala;;Pueblo;Nativitas;;Tlaxcala;1111;9999;
100;San Cosme;1004081;1.0;category_null;saint_match;jurisdiccion_exact;deleted_candidate;exact;Matlaloca;Tlaxcala;Tlaxcala;;Pueblo;Nativitas;;Tlaxcala;1111;9999;
100;San Cosme;1004083;1.0;category_null;saint_match;jurisdiccion_exact;adopted_candidate;exact;Mazatecochco;Tlaxcala;Tlaxcala;;Pueblo;Nativitas;;Tlaxcala;1111;9999;
101;San Francisco Papalotla;1004093;1.0;category_null;saint_match;jurisdiccion_exact;auto_adopt;toponym_nombre;Papalotla;Tlaxcala;Tlaxcala;;Pueblo;Nativitas;;Tlaxcala;1111;9999;
102;San Pablo del Monte;1004101;1.0;category_null;saint_match;jurisdiccion_exact;auto_adopt;toponym_nombre;San Pablo del Monte;Tlaxcala;Tlaxcala;;Pueblo;Nativitas;;Tlaxcala;1111;9999;
103;San Miguel Canoa;1004100;0.897;category_null;saint_match;jurisdiccion_exact;deleted_candidate;fuzzy;San Miguelito;Tlaxcala;Tlaxcala;;Pueblo;Nativitas;;Tlaxcala;1111;9999;
103;San Miguel Canoa;1004108;0.839;category_null;saint_match;jurisdiccion_exact;adopted_candidate;none;Tenancingo;Tlaxcala;Tlaxcala;;Pueblo;Nativitas;;Tlaxcala;1111;9999;
103;San Miguel Canoa;1004140;0.828;category_null;saint_match;jurisdiccion_exact;deleted_candidate;none;Xochitecatitla;Tlaxcala;Tlaxcala;;Pueblo;Nativitas;;Tlaxcala;1111;9999;
103;San Miguel Canoa;1004099;0.815;category_null;saint_match;jurisdiccion_exact;deleted_candidate;none;San Miguel del Milagro;Tlaxcala;Tlaxcala;;Pueblo;Nativitas;;Tlaxcala;1111;9999;
104;Santa Isabel;1004120;1.0;category_null;saint_match;jurisdiccion_exact;deleted_candidate;exact;Tetlatlahuca;Tlaxcala;Tlaxcala;;Pueblo;Nativitas;;Tlaxcala;1111;9999;
104;Santa Isabel;1004139;1.0;category_null;saint_match;jurisdiccion_exact;adopted_candidate;exact;Xiloxoxtla;Tlaxcala;Tlaxcala;;Pueblo;Nativitas;;Tlaxcala;1111;9999;
105;San Luis Teolocholco;1004112;1.0;category_null;saint_match;jurisdiccion_exact;auto_adopt;toponym_nombre;Teolocholco;Tlaxcala;Tlaxcala;;Pueblo;Nativitas;;Tlaxcala;1111;9999;
106;San Antonio;1004040;1.0;category_null;saint_match;jurisdiccion_exact;adopted_candidate;exact;Acuamanala;Tlaxcala;Tlaxcala;;Pueblo;Nativitas;;Tlaxcala;1111;9999;
106;San Antonio;1004068;1.0;category_null;saint_match;jurisdiccion_exact;deleted_candidate;exact;Cuaxomulco;Tlaxcala;Tlaxcala;;Pueblo;Nativitas;;Tlaxcala;1111;9999;
107;Santa María Astama;;1.0;category_null;saint_mismatch;jurisdiccion_exact;relegated;exact;Aztama;Tlaxcala;Tlaxcala;;Pueblo;Nativitas;;Tlaxcala;1111;9999;
109;Santa Marta;;0.909;category_null;saint_mismatch;jurisdiccion_exact;relegated;fuzzy;Acxotla;Tlaxcala;Tlaxcala;;Hacienda;Tlaxcala;;Tlaxcala;1111;9999;
112;Nuestra Señora del Carmen;;0.81;category_null;saint_match;jurisdiccion_exact;relegated;none;Ocotlan;Tlaxcala;Tlaxcala;;Hacienda;Tlaxcala;;Tlaxcala;1111;9999;
113;San Bartolomé Jonecuila;;0.85;category_null;saint_match;jurisdiccion_exact;relegated;fuzzy;Cuahuixmatlac;Tlaxcala;Tlaxcala;;Hacienda;Tlaxcala;;Tlaxcala;1111;9999;
114;San Juan Bautista de Zavaleta;;0.875;category_null;saint_match;jurisdiccion_exact;relegated;fuzzy;Atlangatepec;Tlaxcala;Tlaxcala;;Hacienda;Tlaxcala;;Tlaxcala;1111;9999;
116;Santiago Escalzingo;;0.833;category_null;saint_match;jurisdiccion_exact;relegated;none;Tetla;Tlaxcala;Tlaxcala;;Hacienda;Tlaxcala;Ocotzingo;Tlaxcala;1111;9999;
117;San Francisco Cuezcomatepeque;;0.833;category_null;saint_match;jurisdiccion_exact;relegated;none;Mitepec;Tlaxcala;Tlaxcala;;Hacienda;Tlaxcala;;Tlaxcala;1111;9999;
118;Santiago Alzayanga;;0.833;category_null;saint_match;jurisdiccion_exact;relegated;none;Tetla;Tlaxcala;Tlaxcala;;Hacienda;Tlaxcala;;Tlaxcala;1111;9999;
119;San Diego Texinola;;0.8;category_null;saint_match;jurisdiccion_exact;relegated;none;Xocoyucan;Tlaxcala;Tlaxcala;;Hacienda;Tlaxcala;;Tlaxcala;1111;9999;
121;San Juan Bautista Cuapiastla;;0.88;category_null;saint_match;jurisdiccion_exact;relegated;fuzzy;Atlangatepec;Tlaxcala;Tlaxcala;;Hacienda;Tlaxcala;;Tlaxcala;1111;9999;
122;San José Temalacayuca;;0.812;category_null;saint_match;jurisdiccion_exact;relegated;none;Chimalpa;Tlaxcala;Tlaxcala;;Hacienda;Tlaxcala;;Tlaxcala;1111;9999;
123;La Compasión Tlascantla;;;pending;pending;unknown;relegated;none;;;;False;Hacienda;Tlaxcala;;Tlaxcala;1111;9999;
124;San Diego La Paloma y Indiana;;0.8;category_null;saint_match;jurisdiccion_exact;relegated;none;Xocoyucan;Tlaxcala;Tlaxcala;;Hacienda;Tlaxcala;;Tlaxcala;1111;9999;
125;San Juan Tepeyahualco;;0.815;category_null;saint_match;jurisdiccion_exact;relegated;none;Ixtenco;Tlaxcala;Tlaxcala;;Hacienda;Tlaxcala;;Tlaxcala;1111;9999;
126;San Martín;;1.0;category_null;saint_match;jurisdiccion_exact;relegated;exact;Xaltocan;Tlaxcala;Tlaxcala;;Hacienda;Tlaxcala;;Tlaxcala;1111;9999;
127;San Pablo;;1.0;category_null;saint_match;jurisdiccion_exact;relegated;exact;Apetatitlan;Tlaxcala;Tlaxcala;;Hacienda;Tlaxcala;;Tlaxcala;1111;9999;
128;La Candelaria;;1.0;category_null;saint_match;jurisdiccion_exact;relegated;exact;Candelaria;Tlaxcala;Tlaxcala;;Hacienda;Tlaxcala;;Tlaxcala;1111;9999;
130;San Antonio Cuatla;;0.909;category_null;saint_match;jurisdiccion_exact;relegated;fuzzy;Cuaxomulco;Tlaxcala;Tlaxcala;;Hacienda;Tlaxcala;;Tlaxcala;1111;9999;
132;Santa María de la Noria;;0.903;category_null;saint_match;jurisdiccion_exact;relegated;fuzzy;Nativitas;Tlaxcala;Tlaxcala;;Hacienda;Tlaxcala;;Tlaxcala;1111;9999;
137;Señora Santa Ana;;0.8;category_null;saint_match;jurisdiccion_exact;relegated;none;Huiloac;Tlaxcala;Tlaxcala;;Hacienda;Tlaxcala;;Tlaxcala;1111;9999;
138;El Balconcillo;;;pending;pending;unknown;relegated;none;;;;False;Hacienda;Tlaxcala;;Tlaxcala;1111;9999;
139;San Bartolomé Xonecuila;;0.85;category_null;saint_match;jurisdiccion_exact;relegated;fuzzy;Cuahuixmatlac;Tlaxcala;Tlaxcala;;Hacienda;Tlaxcala;;Tlaxcala;1111;9999;
140;Santa Bárbara;;1.0;category_null;saint_match;jurisdiccion_exact;relegated;exact;Acuicuizcatepec;Tlaxcala;Tlaxcala;;Hacienda;Tlaxcala;;Tlaxcala;1111;9999;
141;San Antonio;;1.0;category_null;saint_match;jurisdiccion_exact;relegated;exact;Acuamanala;Tlaxcala;Tlaxcala;;Hacienda;Tlaxcala;;Tlaxcala;1111;9999;
142;San Diego;;1.0;category_null;saint_match;jurisdiccion_exact;relegated;exact;Xocoyucan;Tlaxcala;Tlaxcala;;Hacienda y venta;Tlaxcala;;Tlaxcala;1111;9999;
143;San Miguel Quimichuca;;0.87;category_null;saint_match;jurisdiccion_exact;relegated;fuzzy;San Miguelito;Tlaxcala;Tlaxcala;;Hacienda;Tlaxcala;;Tlaxcala;1111;9999;
144;San Juan Bautista;;1.0;category_null;saint_match;jurisdiccion_exact;relegated;exact;Atlangatepec;Tlaxcala;Tlaxcala;;Hacienda;Tlaxcala;;Tlaxcala;1111;9999;
145;San Francisco de Asís;;0.909;category_null;saint_match;jurisdiccion_exact;relegated;fuzzy;Atexcatzinco;Tlaxcala;Tlaxcala;;Hacienda;Tlaxcala;;Tlaxcala;1111;9999;
146;San Miguel Tomecuila y Santa María Soapila;;0.923;category_null;saint_mismatch;jurisdiccion_exact;relegated;fuzzy;San Miguelito;Tlaxcala;Tlaxcala;;Hacienda;Tlaxcala;;Tlaxcala;1111;9999;
147;La Natividad Tazacuala;;;pending;pending;unknown;relegated;none;;;;False;Hacienda;Tlaxcala;;Tlaxcala;1111;9999;
148;San Miguel Tazaguala y San Pedro Cuatoque;;0.88;category_null;saint_match;jurisdiccion_exact;relegated;fuzzy;San Miguelito;Tlaxcala;Tlaxcala;;Hacienda;Tlaxcala;;Tlaxcala;1111;9999;
152;San Miguel y su Rancho;;0.88;category_null;saint_match;jurisdiccion_exact;relegated;fuzzy;San Miguelito;Tlaxcala;Tlaxcala;;Hacienda;Tlaxcala;;Tlaxcala;1111;9999;
153;San Francisco Jalapasco;;0.837;category_null;saint_match;jurisdiccion_exact;relegated;none;Papalotla;Tlaxcala;Tlaxcala;;Hacienda;Tlaxcala;;Tlaxcala;1111;9999;
154;Santiago Tochaque;;0.833;category_null;saint_match;jurisdiccion_exact;relegated;none;Tetla;Tlaxcala;Tlaxcala;;Hacienda;Apizaco;;Tlaxcala;1111;9999;
157;Teometitlan;;0.857;category_null;no_saint;jurisdiccion_exact;relegated;fuzzy;Tepetomatitlan;Tlaxcala;Tlaxcala;;Hacienda;Apizaco;;Tlaxcala;1111;9999;
158;Tlacaxolotepeque;;;pending;pending;unknown;relegated;none;;;;False;Hacienda;Apizaco;;Tlaxcala;1111;9999;
159;San Miguel  Tlacotepeque;;0.903;category_null;saint_match;jurisdiccion_exact;relegated;fuzzy;San Miguelito;Tlaxcala;Tlaxcala;;Hacienda;Apizaco;;Tlaxcala;1111;9999;
160;Topizaque;;;pending;pending;unknown;relegated;none;;;;False;Hacienda;Apizaco;;Tlaxcala;1111;9999;
161;Quimichuca;;;pending;pending;unknown;relegated;none;;;;False;Hacienda;Apizaco;;Tlaxcala;1111;9999;
162;San José de la Halaguna;;0.8;category_null;saint_match;jurisdiccion_exact;relegated;none;Chimalpa;Tlaxcala;Tlaxcala;;Hacienda;Apizaco;;Tlaxcala;1111;9999;
164;San Juan Bautista;;1.0;category_null;saint_match;jurisdiccion_exact;relegated;exact;Atlangatepec;Tlaxcala;Tlaxcala;;Hacienda;Tlaxco;;Tlaxcala;1111;9999;
165;San Miguel Payuca;;0.87;category_null;saint_match;jurisdiccion_exact;relegated;fuzzy;San Miguelito;Tlaxcala;Tlaxcala;;Hacienda;Tlaxco;;Tlaxcala;1111;9999;
167;San Diego Siochuca;;0.833;category_null;saint_match;jurisdiccion_exact;relegated;none;Xocoyucan;Tlaxcala;Tlaxcala;;Hacienda;Tlaxco;;Tlaxcala;1111;9999;
169;Massaquiahuac;;;pending;pending;unknown;relegated;none;;;;False;Hacienda;Tlaxco;;Tlaxcala;1111;9999;
170;Los Jardines;;;pending;pending;unknown;relegated;none;;;;False;Hacienda;Tlaxco;;Tlaxcala;1111;9999;
174;San José;;1.0;category_null;saint_match;jurisdiccion_exact;relegated;exact;Chimalpa;Tlaxcala;Tlaxcala;;Hacienda;Tlaxco;;Tlaxcala;1111;9999;
176;Jalostoque;;;pending;pending;unknown;relegated;none;;;;False;Hacienda;Tlaxco;;Tlaxcala;1111;9999;
177;Metla;;0.889;category_null;no_saint;jurisdiccion_exact;relegated;fuzzy;Tetla;Tlaxcala;Tlaxcala;;Hacienda;Tlaxco;;Tlaxcala;1111;9999;
180;San Diego;;1.0;category_null;saint_match;jurisdiccion_exact;relegated;exact;Xocoyucan;Tlaxcala;Tlaxcala;;Hacienda;San Felipe;;Tlaxcala;1111;9999;
181;Techalote;;;pending;pending;unknown;relegated;none;;;;False;Hacienda;San Felipe;;Tlaxcala;1111;9999;
182;San Blas;;0.857;category_null;saint_mismatch;jurisdiccion_exact;relegated;fuzzy;Cuahuixmatlac;Tlaxcala;Tlaxcala;;Hacienda;San Felipe;;Tlaxcala;1111;9999;
188;San Pedro;;1.0;category_null;saint_match;jurisdiccion_exact;relegated;exact;Tlalcuapan;Tlaxcala;Tlaxcala;;Hacienda;San Felipe;;Tlaxcala;1111;9999;
189;San Diego;;1.0;category_null;saint_match;jurisdiccion_exact;relegated;exact;Xocoyucan;Tlaxcala;Tlaxcala;;Hacienda;San Felipe;;Tlaxcala;1111;9999;
190;Tlapesco;;;pending;pending;unknown;relegated;none;;;;False;Hacienda;San Felipe;;Tlaxcala;1111;9999;
192;Santiago;;1.0;category_null;saint_mismatch;jurisdiccion_exact;relegated;none;Ocotlan;Tlaxcala;Tlaxcala;;Hacienda;San Felipe;;Tlaxcala;1111;9999;
195;San Pedro;;1.0;category_null;saint_match;jurisdiccion_exact;relegated;exact;Tlalcuapan;Tlaxcala;Tlaxcala;;Hacienda;San Felipe;;Tlaxcala;1111;9999;
197;La Compasión;;;pending;pending;unknown;relegated;none;;;;False;Hacienda;Nativitas;;Tlaxcala;1111;9999;
198;San José;;1.0;category_null;saint_match;jurisdiccion_exact;relegated;exact;Chimalpa;Tlaxcala;Tlaxcala;;Hacienda;Nativitas;;Tlaxcala;1111;9999;
199;La Compasión;;;pending;pending;unknown;relegated;none;;;;False;Hacienda;Nativitas;;Tlaxcala;1111;9999;
200;Jaltelulco;1004129;0.947;category_null;no_saint;jurisdiccion_exact;auto_adopt;fuzzy;Tlaltelulco;Tlaxcala;Tlaxcala;;Hacienda;Nativitas;;Tlaxcala;1111;9999;
201;San Diego;;1.0;category_null;saint_match;jurisdiccion_exact;relegated;exact;Xocoyucan;Tlaxcala;Tlaxcala;;Hacienda;Nativitas;;Tlaxcala;1111;9999;
203;Tenexaque;;;pending;pending;unknown;relegated;none;;;;False;Hacienda;Nativitas;;Tlaxcala;1111;9999;
204;San Pedro;;1.0;category_null;saint_match;jurisdiccion_exact;relegated;exact;Tlalcuapan;Tlaxcala;Tlaxcala;;Hacienda;Nativitas;;Tlaxcala;1111;9999;
206;San Juan;;1.0;category_null;saint_match;jurisdiccion_exact;relegated;exact;Atlangatepec;Tlaxcala;Tlaxcala;;Hacienda;Nativitas;;Tlaxcala;1111;9999;
207;Los Reyes;;1.0;category_null;saint_match;jurisdiccion_exact;relegated;exact;Quiahuixtlan;Tlaxcala;Tlaxcala;;Hacienda;Nativitas;;Tlaxcala;1111;9999;
210;Santa Ana;;1.0;category_null;saint_match;jurisdiccion_exact;relegated;exact;Chiautempan;Tlaxcala;Tlaxcala;;Hacienda;Nativitas;;Tlaxcala;1111;9999;
211;Santa Bárbara;;1.0;category_null;saint_match;jurisdiccion_exact;relegated;exact;Acuicuizcatepec;Tlaxcala;Tlaxcala;;Hacienda;Nativitas;;Tlaxcala;1111;9999;
212;San Antonio;;1.0;category_null;saint_match;jurisdiccion_exact;relegated;exact;Acuamanala;Tlaxcala;Tlaxcala;;Hacienda;Nativitas;;Tlaxcala;1111;9999;
213;San Rafael;;1.0;category_null;saint_match;jurisdiccion_exact;relegated;exact;Tenanyecac;Tlaxcala;Tlaxcala;;Hacienda;Nativitas;;Tlaxcala;1111;9999;
215;San Juan Mixco;;0.88;category_null;saint_match;jurisdiccion_exact;relegated;fuzzy;Ixtenco;Tlaxcala;Tlaxcala;;Hacienda;Nativitas;;Tlaxcala;1111;9999;
216;Santa Elena;;1.0;category_null;saint_match;jurisdiccion_exact;relegated;exact;Michacatitlan;Tlaxcala;Tlaxcala;;Hacienda;Nativitas;;Tlaxcala;1111;9999;
217;Ocotlan;1004091;1.0;category_null;no_saint;jurisdiccion_exact;candidate;exact;Ocotlan;Tlaxcala;Tlaxcala;;Rancho;Tlaxcala;;Tlaxcala;1111;9999;
217;Ocotlan;1004132;0.857;category_null;no_saint;jurisdiccion_exact;candidate;fuzzy;Tocatlan;Tlaxcala;Tlaxcala;;Rancho;Tlaxcala;;Tlaxcala;1111;9999;
217;Ocotlan;1004090;0.8;category_null;no_saint;jurisdiccion_exact;candidate;none;Ocotitlan;Tlaxcala;Tlaxcala;;Rancho;Tlaxcala;;Tlaxcala;1111;9999;
218;San Bernardo Sitlaltepeque;1004147;0.952;category_null;saint_mismatch;jurisdiccion_exact;candidate;fuzzy;Zitlaltepec;Tlaxcala;Tlaxcala;;Rancho;Huamantla;;Tlaxcala;1111;9999;
218;San Bernardo Sitlaltepeque;1004063;0.872;category_null;saint_mismatch;jurisdiccion_exact;candidate;fuzzy;Contla;Tlaxcala;Tlaxcala;;Rancho;Huamantla;;Tlaxcala;1111;9999;
220;San Antonio Acopilco;1004040;0.824;category_null;saint_match;jurisdiccion_exact;candidate;none;Acuamanala;Tlaxcala;Tlaxcala;;Rancho;Huamantla;;Tlaxcala;1111;9999;
221;San Diego Cuapiaxtla;1004066;1.0;category_null;saint_mismatch;jurisdiccion_exact;candidate;exact;Cuapiaxtla;Tlaxcala;Tlaxcala;;Rancho;Huamantla;;Tlaxcala;1111;9999;
221;San Diego Cuapiaxtla;1004141;0.812;category_null;saint_match;jurisdiccion_exact;candidate;none;Xocoyucan;Tlaxcala;Tlaxcala;;Rancho;Huamantla;;Tlaxcala;1111;9999;
223;San Pedro;1004128;1.0;category_null;saint_match;jurisdiccion_exact;candidate;exact;Tlalcuapan;Tlaxcala;Tlaxcala;;Rancho;Huamantla;;Tlaxcala;1111;9999;
225;Santa Clara;1004055;0.857;category_null;saint_mismatch;jurisdiccion_exact;candidate;fuzzy;Ayometla;Tlaxcala;Tlaxcala;;Rancho;Huamantla;;Tlaxcala;1111;9999;
225;Santa Clara;1004130;0.842;category_null;saint_mismatch;jurisdiccion_exact;candidate;none;Santa Cruz Tlaxcala;Tlaxcala;Tlaxcala;;Rancho;Huamantla;;Tlaxcala;1111;9999;
225;Santa Clara;1004041;0.818;category_null;saint_mismatch;jurisdiccion_exact;candidate;none;Acuicuizcatepec;Tlaxcala;Tlaxcala;;Rancho;Huamantla;;Tlaxcala;1111;9999;
225;Santa Clara;1004043;0.818;category_null;saint_mismatch;jurisdiccion_exact;candidate;none;Acxotla;Tlaxcala;Tlaxcala;;Rancho;Huamantla;;Tlaxcala;1111;9999;
225;Santa Clara;1004051;0.818;category_null;saint_mismatch;jurisdiccion_exact;candidate;none;Atlihuetzian;Tlaxcala;Tlaxcala;;Rancho;Huamantla;;Tlaxcala;1111;9999;
225;Santa Clara;1004053;0.818;category_null;saint_mismatch;jurisdiccion_exact;candidate;none;Axotla;Tlaxcala;Tlaxcala;;Rancho;Huamantla;;Tlaxcala;1111;9999;
225;Santa Clara;1004057;0.818;category_null;saint_mismatch;jurisdiccion_exact;candidate;none;Belen;Tlaxcala;Tlaxcala;;Rancho;Huamantla;;Tlaxcala;1111;9999;
225;Santa Clara;1004076;0.818;category_null;saint_mismatch;jurisdiccion_exact;candidate;none;Ixcotla;Tlaxcala;Tlaxcala;;Rancho;Huamantla;;Tlaxcala;1111;9999;
225;Santa Clara;1004079;0.818;category_null;saint_mismatch;jurisdiccion_exact;candidate;none;Ixtulco;Tlaxcala;Tlaxcala;;Rancho;Huamantla;;Tlaxcala;1111;9999;
225;Santa Clara;1004087;0.818;category_null;saint_mismatch;jurisdiccion_exact;candidate;none;Nativitas;Tlaxcala;Tlaxcala;;Rancho;Huamantla;;Tlaxcala;1111;9999;
225;Santa Clara;1004104;0.818;category_null;saint_mismatch;jurisdiccion_exact;candidate;none;Santa Maria España;Tlaxcala;Tlaxcala;;Rancho;Huamantla;;Tlaxcala;1111;9999;
225;Santa Clara;1004122;0.818;category_null;saint_mismatch;jurisdiccion_exact;candidate;none;Texcalac;Tlaxcala;Tlaxcala;;Rancho;Huamantla;;Tlaxcala;1111;9999;
225;Santa Clara;1004132;0.818;category_null;saint_mismatch;jurisdiccion_exact;candidate;none;Tocatlan;Tlaxcala;Tlaxcala;;Rancho;Huamantla;;Tlaxcala;1111;9999;
225;Santa Clara;1004148;0.818;category_null;saint_mismatch;jurisdiccion_exact;candidate;none;Zumpango;Tlaxcala;Tlaxcala;;Rancho;Huamantla;;Tlaxcala;1111;9999;
225;Santa Clara;1004060;0.8;category_null;saint_mismatch;jurisdiccion_exact;candidate;none;Chiautempan;Tlaxcala;Tlaxcala;;Rancho;Huamantla;;Tlaxcala;1111;9999;
225;Santa Clara;1004074;0.8;category_null;saint_mismatch;jurisdiccion_exact;candidate;none;Huiloac;Tlaxcala;Tlaxcala;;Rancho;Huamantla;;Tlaxcala;1111;9999;
225;Santa Clara;1004088;0.8;category_null;saint_mismatch;jurisdiccion_exact;candidate;none;Nopalucan;Tlaxcala;Tlaxcala;;Rancho;Huamantla;;Tlaxcala;1111;9999;
227;Tenexaque;;;pending;pending;unknown;relegated;none;;;;False;Rancho;Apizaco;;Tlaxcala;1111;9999;
230;Totolcuesco;;;pending;pending;unknown;relegated;none;;;;False;Rancho;Apizaco;;Tlaxcala;1111;9999;
233;Gucicalco;;;pending;pending;unknown;relegated;none;;;;False;Rancho;Apizaco;;Tlaxcala;1111;9999;
237;X.l...npusco;;;pending;pending;unknown;relegated;none;;;;False;Rancho;Apizaco;;Tlaxcala;1111;9999;
238;San Miguel Atescacinco;1004100;0.87;category_null;saint_match;jurisdiccion_exact;candidate;fuzzy;San Miguelito;Tlaxcala;Tlaxcala;;Rancho;Apizaco;;Tlaxcala;1111;9999;
238;San Miguel Atescacinco;1004108;0.829;category_null;saint_match;jurisdiccion_exact;candidate;none;Tenancingo;Tlaxcala;Tlaxcala;;Rancho;Apizaco;;Tlaxcala;1111;9999;
