id_i;1779;END_;Type;Location1;Territory;Location2;Location3;Location4;Province;Region;Country;NAME_2;Motive;Details;Source;;OBJECTID;ID_0;ISO;NAME_0;ID_1;NAME_1;ID_2;;ID_3;NAME_3
126;1781;1781;Rebellion or revolt;Oruro;;;;;;Charcas;Bolivia;;by creoles;against Spanish authorities and alcabala;O'Phelan, p. 286;;;;;;;;;;;
127;1781;1781;Rebellion or revolt;Tapacari;;;;;;Charcas;Bolivia;;rebellion;;O'Phelan, p. 286;;;;;;;;;;;
128;1781;1781;Rebellion or revolt;Larecaja;;;;;Pacajes;Charcas;Bolivia;;113 spread led by Tupac Catari;;O'Phelan, p. 286;;;;;;;;;;;
128;1781;1781;Rebellion or revolt;Omasuyos;;;;;;Charcas;Bolivia;;;;O'Phelan, p. 286;;;;;;;;;;;
128;1781;1781;Rebellion or revolt;Pacajes;;;;;;Charcas;Bolivia;;;;O'Phelan, p. 286;;;;;;;;;;;
129;1781;1781;Rebellion or revolt;La Paz;;;;;;Charcas;Bolivia;;La Paz was besieged;;O'Phelan, p. 286;;;;;;;;;;;
130;1781;1781;Rebellion or revolt;Tupiza;;;;;Chichas;Charcas;Bolivia;;by Indians;homicide of corregidor;O'Phelan, p. 286;;;;;;;;;;;
131;1781;1781;Rebellion or revolt;Caylloma;;;;;;Peru;;Caylloma;unrest;;O'Phelan, p. 286;;398;178;PER;Peru;4;Arequipa;39;;398;Caylloma
132;1781;1781;Rebellion or revolt;Ychuma;;;;;;Peru;;;131 spread;;O'Phelan, p. 286;;;;;;;;;;;
133;1781;1781;Rebellion or revolt;Arica;;;;;;Peru;Chile;;revolt;;O'Phelan, p. 286;;;;;;;;;;;
134;1781;1781;Rebellion or revolt;Cajatambo;;;;;;Peru;;Cajatambo;against corregidor;;O'Phelan, p. 286;;1300;178;PER;Peru;16;Lima;131;;1300;Cajatambo
135;1781;1781;Rebellion or revolt;Lambayeque;;;;;;Peru;;Lambayeque;against corregidor;;O'Phelan, p. 286;;1227;178;PER;Peru;14;Lambayeque;127;;1227;Lambayeque
136;1781;1781;Rebellion or revolt;Vischongos;;;;;;Peru;;Vilcas Huam√°n;support of Tupac Amaru;;O'Phelan, p. 286;;548;178;PER;Peru;5;Ayacucho;53;;548;Vischongo
137;1781;1781;Rebellion or revolt;Checras;;;;;Chancay;Peru;;Huaura;against revisita;;O'Phelan, p. 286;;1358;178;PER;Peru;16;Lima;135;;1358;Checras
138;1782;1782;Rebellion or revolt;Huamanga;;;;;;Peru;;Huamanga;against rezagos de repartimientos;;O'Phelan, p. 286;;447;178;PER;Peru;5;Ayacucho;44;;447;Ayacucho
139;1783;1783;Rebellion or revolt;Marcapata;;;;;Quispicanchis;Peru;;Quispicanchi;against civil and ecclesiastical authority;;O'Phelan, p. 286;;775;178;PER;Peru;8;Cusco;79;;775;Marcapata
140;1783;1783;Rebellion or revolt;Huarochiri;;;;;;Peru;;Huarochiri;started in Ascension and spread the whole province. ;38 people involved, Indians, caciques and mestizos.;O'Phelan, p. 286;;1331;178;PER;Peru;16;Lima;134;;1331;Huarochiri
141;1755;1755;Protesta dentro del sistema legal;Oruro;;;;;Oruro;Charcas;Bolivia;;exceso en el reparto;;Golte, p. 130;;;;;;;;;;;
142;1756;1756;Protesta dentro del sistema legal;Sicasica;;;;;Sicasica;Charcas;Bolivia;;exceso en el reparto;;Golte, p. 130;;;;;;;;;;;
143;1757;1757;Protesta dentro del sistema legal;Coroma?;;;;;Porco;Charcas;Bolivia;;;;Golte, p. 130;;;;;;;;;;;
144;1757;1757;Protesta dentro del sistema legal;Chope;;;;;Sicasica;Charcas;Bolivia;;;;Golte, p. 130;;;;;;;;;;;
145;1758;1758;Protesta dentro del sistema legal;Yanacachi;;;;;Sicasica;Charcas;Bolivia;;exceso en el reparto;;Golte, p. 130;;;;;;;;;;;
146;1759;1759;Protesta dentro del sistema legal;Chuma;;;;;Larecaja;Charcas;Bolivia;;embargo de bienes;;Golte, p. 130;;;;;;;;;;;
147;1759;1759;Protesta dentro del sistema legal;Laxa;;;;;Omasuyo;Charcas;Bolivia;;exceso en el reparto;;Golte, p. 130;;;;;;;;;;;
148;1759;1759;Protesta dentro del sistema legal;Azangaro;;;;;Azangaro;Peru;;Az√°ngaro;reparto de mercancias inservibles;;Golte, p. 130;;1579;178;PER;Peru;22;Puno;161;;1579;Azangaro
149;1759;1759;Protesta dentro del sistema legal;Cabari;;;;;Sicasica;Charcas;Bolivia;;incauto mercancias para repartir;;Golte, p. 130;;;;;;;;;;;
150;1759;1759;Protesta dentro del sistema legal;Laxa;;;;;Omasuyo;Charcas;Bolivia;;precios excesivos;;Golte, p. 130;;;;;;;;;;;
151;1760;1760;Protesta dentro del sistema legal;Calacoto;;;;;Pacajes;Charcas;Bolivia;;precios excesivos;;Golte, p. 131;;;;;;;;;;;
152;1760;1760;Protesta dentro del sistema legal;Toledo;;;;;Paria;Charcas;Bolivia;;reparto de 100 mulas;;Golte, p. 131;;;;;;;;;;;
153;1761;1761;Protesta dentro del sistema legal;Tarabucu;;;;;Tomina;Charcas;Bolivia;;Tejidos a 8 reales vara;;Golte, p. 131;;;;;;;;;;;
154;1761;1761;Protesta dentro del sistema legal;Tacobamba;;;;;Porco;Charcas;Bolivia;;embargo de bienes;;Golte, p. 131;;;;;;;;;;;
155;1761;1761;Protesta dentro del sistema legal;Pocota;;;;;Chayanta;Charcas;Bolivia;;precios excesivos;;Golte, p. 131;;;;;;;;;;;
156;1762;1762;Protesta dentro del sistema legal;Tapacari;;;;;Cochabamba;Charcas;Bolivia;;reparto de mercancias a la fuerza;;Golte, p. 131;;;;;;;;;;;
157;1762;1762;Protesta dentro del sistema legal;Viacha;;;;;Pacajes;Charcas;Bolivia;;precios excesivos;;Golte, p. 131;;;;;;;;;;;
158;1762;1762;Protesta dentro del sistema legal;Mohosa;;;;;Sicasica;Charcas;Bolivia;;exceso en el reparto;;Golte, p. 131;;;;;;;;;;;
159;1762;1762;Protesta dentro del sistema legal;;;;;;Azangaro;Peru;;;embargo de bienes;;Golte, p. 131;;;;;;;;;;;
160;1765;1765;Rebelion local;Paucarcolla;;;;;;Peru;;Puno;contra corregidores;;Golte, p. 141;;1655;178;PER;Peru;22;Puno;170;;1655;Paucarcolla
161;1765;1765;Rebelion local;Paucarcolla;;;;;;Peru;;Puno;contra corregidores;;Golte, p. 141;;1655;178;PER;Peru;22;Puno;170;;1655;Paucarcolla
162;176?;176?;Rebelion local;Pomacanchis;;;;;Quispicanchis;Peru;;Acomayo;por reparto;homicidio de teniente/corregidor;Golte, p. 141;;682;178;PER;Peru;8;Cusco;68;;682;Pomacanchi
163;176?;176?;Rebelion local;Cabanaconde;;;;;Caylloma;Peru;;Caylloma;contra corregidor ;murieron 300 indios;Golte, p. 141;;396;178;PER;Peru;4;Arequipa;39;;396;Cabanaconde
164;176?;176?;Rebelion local;Caylloma;;;;;;Peru;;Caylloma;contra corregidor ;;Golte, p. 141;;398;178;PER;Peru;4;Arequipa;39;;398;Caylloma
165;1767;1767;Rebelion local;Huanchaco;;;;;;Peru;;Trujillo;sin datos;;Golte, p. 141;;1191;178;PER;Peru;13;La Libertad;123;;1191;Huanchaco
166;1768;1768;Rebelion local;Pinchuichuru;;;;;;Peru;;Anta;sin datos;;Golte, p. 141;;693;178;PER;Peru;8;Cusco;69;;693;Zurite
166;1768;1768;Rebelion local;Surite;;;;;;Peru;;Anta;;;;;693;178;PER;Peru;8;Cusco;69;;693;Zurite
166;1768;1768;Rebelion local;Abancay;;;;;;Peru;;Abancay;;;;;250;178;PER;Peru;3;Apur√≠mac;28;;250;Abancay
167;1768;1768;Rebelion local;Chala;;;;;Chumbivilcas;Peru;;;contra corregidor ;campesinos se niegan a recibir las mercancias;Golte, p. 141;;;;;;;;;;;
168;1769;1769;Rebelion local;Callalli;;;;;Caylloma;Peru;;Caylloma;explusion del corregidor;homicidio del teniente;Golte, p. 142;;397;178;PER;Peru;4;Arequipa;39;;397;Callalli
169;1769;1769;Rebelion local;Sicasica;Sicasica;Sicasica;;;;Charcas;Bolivia;;homicidio del cobrador;;Golte, p. 142;;;;;;;;;;;
170;1769;1769;Rebelion local;Achacacha;;;;;;Charcas;Bolivia;;levantamiento del corregidor;;Golte, p. 142;;;;;;;;;;;
170;1769;1769;Rebelion local;Laxa;;;;;;Charcas;Bolivia;;;;;;;;;;;;;;;
170;1769;1769;Rebelion local;Omasuyu;;;;;;Charcas;Bolivia;;;;;;;;;;;;;;;
171;1769;1769;Rebelion local;Chulumani;;;;;Sicasica;Charcas;Bolivia;;por reparto;confrontacion armada entre 600 hombres ;Golte, p. 142;;;;;;;;;;;
172;1769;1769;Rebelion local;La Asunción;;;;;Cajamarca;Peru;;Cajamarca;sin datos;;Golte, p. 142;;553;178;PER;Peru;6;Cajamarca;55;;553;Asuncion
173;1769;1769;Rebelion local;Caylloma;;;;;;Peru;;Caylloma;sin datos;;Golte, p. 142;;398;178;PER;Peru;4;Arequipa;39;;398;Caylloma
174;1769;1769;Rebelion local;Sicuani;;;;;Canas y Canchis;Peru;;Canchis;sin datos;;Golte, p. 142;;717;178;PER;Peru;8;Cusco;72;;717;Sicuani
175;1770;1770;Rebelion local;Caylloma;;;;;;Peru;;Caylloma;sin datos;;Golte, p. 142;;398;178;PER;Peru;4;Arequipa;39;;398;Caylloma
176;1770;1770;Rebelion local;Totora;;;;;Carangas;Charcas;Bolivia;;contra corregidor ;vioelntos y excesivos repartimientos y cobranzas;Golte, p. 142;;;;;;;;;;;
176;1770;1770;;Curaguara;;;;;Carangas;Charcas;Bolivia;;;;;;;;;;;;;;;
177;1770;1770;Rebelion local;Morrope;;;;;;Peru;;Lambayeque;sin datos;;Golte, p. 142;;1229;178;PER;Peru;14;Lambayeque;127;;1229;Morrope
177;1770;1770;;Pacora;;;;;;Peru;;Lambayeque;;;;;1232;178;PER;Peru;14;Lambayeque;127;;1232;Pacora
177;1770;1770;;Jayanca;;;;;;Peru;;Lambayeque;;;;;1226;178;PER;Peru;14;Lambayeque;127;;1226;Jayanca
177;1770;1770;;Sana;;;;;;Peru;;Chiclayo;;;;;1216;178;PER;Peru;14;Lambayeque;125;;1216;Sa√±a
178;1771;1771;Rebelion local;Jesus de Machaca;Pacajes;Pacajes;;;;Peru;;;homicidio del corregidor;castigo a mujer por no pago del reparto;Golte, p. 142;;;;;;;;;;;
179;1771;1771;Rebelion local;Quechualla;;;;;;Charcas;Bolivia;;atentado de homicidio del corregidor;reparto;Golte, p. 142;;;;;;;;;;;
179;1771;1771;;Velinga;;;;;;Charcas;Bolivia;;;;;;;;;;;;;;;
180;1771;1771;Rebelion local;Andahuaylas;;;;;;Peru;;Andahuaylas;contra corregidor ;;Golte, p. 142;;259;178;PER;Peru;3;Apur√≠mac;29;;259;Andahuaylas
181;1772;1772;Rebelion local;Sondondo;;;;;Lucanas;Peru;;Lucanas;sin datos;;Golte, p. 142;;479;178;PER;Peru;5;Ayacucho;48;;479;Cabana
182;1772;1772;Rebelion local;Caylloma;;;;;;Peru;;Caylloma;contra el reparto;;Golte, p. 142;;398;178;PER;Peru;4;Arequipa;39;;398;Caylloma
183;1772;1772;Rebelion local;Quechualla;;;;;Condesuyos;Peru;;La Uni√≥n;contra corregidor ;;Golte, p. 143;;434;178;PER;Peru;4;Arequipa;42;;434;Quechualla
184;1773;1773;Rebelion local;Celendin;;;;;Cajamarca;Peru;;Celend√≠n;sin datos;;Golte, p. 143;;565;178;PER;Peru;6;Cajamarca;56;;565;Celendin
185;1773;1773;Rebelion local;Callalli;;;;;Caylloma;Peru;;Caylloma;contra corregidor ;reparto de mulas;Golte, p. 143;;397;178;PER;Peru;4;Arequipa;39;;397;Callalli
186;1773;1773;Rebelion local;Chuco;;;;;Huamachuco;Peru;;Santiago de Chuco;contra corregidor ;contra reparto;Golte, p. 143;;1187;178;PER;Peru;13;La Libertad;122;;1187;Santiago de Chuco
187;1774;1774;Rebelion local;Pampas Huanchay;;;;;Huaylas;Peru;;Huaraz;contra corregidor ;cobro repartimiento;Golte, p. 143;;139;178;PER;Peru;2;Ancash;16;;139;Huanchay
188;1774;1774;Rebelion local;Pocsi;;;;;Moquegua;Peru;;Arequipa;sin datos;;Golte, p. 143;;344;178;PER;Peru;4;Arequipa;35;;344;Pocsi
189;1774;1774;Rebelion local;Huaylas;;;;;Huaylas;Peru;;Huaylas;homicidio del corregidor;;Golte, p. 143;;173;178;PER;Peru;2;Ancash;19;;173;Huaylas
190;1774;1774;Rebelion local;Huamalies;;;;;;Peru;;Huamal√≠es;homicidio del corregidor;;Golte, p. 143;;812;178;PER;Peru;9;Hu√°nuco;84;;812;Llata
191;1774;1774;Rebelion local;Sicasica;;;;;;Charcas;Bolivia;;sin datos;;Golte, p. 143;;;;;;;;;;;
192;1774;1774;Rebelion local;Chuco;;;;;Huamachuco;Peru;;Santiago de Chuco;contra corregidor ;;Golte, p. 143;;1187;178;PER;Peru;13;La Libertad;122;;1187;Santiago de Chuco
193;1779;1779;Rebelion local;Camana;;;;;;Peru;;Caman√°;amenaza al corregidor con 300 hombres;cobro repartimiento;Golte, p. 143;1770s;360;178;PER;Peru;4;Arequipa;36;;360;Camana
194;1779;1779;Rebelion local;Lucanas;;;;;;Peru;;Lucanas;3 alzamientos contra el corregidor ;;Golte, p. 143;1770s;487;178;PER;Peru;5;Ayacucho;48;;487;Lucanas
195;1779;1779;Rebelion local;Puno;;;;;Paucarcolla;Peru;;Puno;2 alzamientos contra los corregidores;;Golte, p. 143;1770s;1658;178;PER;Peru;22;Puno;170;;1658;Puno
195;1779;1779;Rebelion local;Paucarcolla;;;;;;Peru;;Puno;;;Golte, p. 143;1770s;1655;178;PER;Peru;22;Puno;170;;1655;Paucarcolla
196;1779;1779;Rebelion local;Azangaro;;;;;Azangaro;Peru;;Az√°ngaro;atentado de homicidio del corregidor;;Golte, p. 144;1770s;1579;178;PER;Peru;22;Puno;161;;1579;Azangaro
197;1779;1779;Rebelion local;Paria;;;;;;Peru;;;homicidio del gobernador de Lanquipacha;;Golte, p. 144;1770s;;;;;;;;;;
198;1779;1779;Rebelion local;Conchucos;;;;;;Peru;;Pallasca;contra corregidor ;;Golte, p. 144;1770s;200;178;PER;Peru;2;Ancash;22;;200;Conchucos
199;1779;1779;Rebelion local;Urubamba;;;;;;Peru;;Urubamba;contra general Rosas y teniente;;Golte, p. 144;1770s;785;178;PER;Peru;8;Cusco;80;;785;Urubamba
200;1779;1779;Rebelion local;Aymaraes;;;;;;Peru;;Aymaraes;por reparto;;Golte, p. 144;1770s;287;178;PER;Peru;3;Apur√≠mac;31;;287;Chalhuanca
201;1779;1779;Rebelion local;Chaca;;;;;;Peru;;Asunci√≥n;homicidio de corregidor y cobrador;;Golte, p. 144;1770s;96;178;PER;Peru;2;Ancash;10;;96;Chacas
201;1779;1779;Rebelion local;Tinta;;;;;;Peru;;Canchis;;;Golte, p. 144;1770s;718;178;PER;Peru;8;Cusco;72;;718;Tinta
202;1779;1779;Rebelion local;Cotabambas;;;;;;Peru;;Cotabambas;contra corregidor ;2 pueblos por reparto;Golte, p. 144;1770s;311;178;PER;Peru;3;Apur√≠mac;33;;311;Cotabambas
203;1779;1779;Rebelion local;Parinacochas;;;;;;Peru;;Parinacochas;contral general;3 veces;Golte, p. 144;1770s;500;178;PER;Peru;5;Ayacucho;49;;500;Coracora
204;1779;1779;Rebelion local;Huanta;;;;;;Peru;;Huanta;contra corregidor ;por reparto;Golte, p. 144;1770s;465;178;PER;Peru;5;Ayacucho;46;;465;Huanta
205;1779;1779;Rebelion local;Tambo;;;;;Arequipa;Peru;;Caylloma;intento de rebelion;contra reparto;Golte, p. 144;1770s;411;178;PER;Peru;4;Arequipa;39;;411;Tisco
206;1779;1779;Rebelion local;Caraveli;;;;;Camana;Peru;;Caravel√≠;contra corregidor ;;Golte, p. 144;1770s;373;178;PER;Peru;4;Arequipa;37;;373;Caraveli
207;1779;1779;Rebelion local;Usmagama;;;;;Tarapaca;Peru;Chile;;contra cobrador;extorsiones ;Golte, p. 144;1770s;;;;;;;;;;
208;1779;1779;Rebelion local;Majes;;;;;Camana;Peru;;Castilla;contra teniente;;Golte, p. 144;1770s;394;178;PER;Peru;4;Arequipa;38;;394;Viraco
209;1775;1775;Rebelion local;San Juan;;;;;Quispicanchis;Peru;;;sin datos;;Golte, p. 145;;;;;;;;;;;
210;1775;1775;Rebelion local;Quiquijana;;;;;Quispicanchis;Peru;;Quispicanchi;homicidio del teniente;contra reparto;Golte, p. 145;;778;178;PER;Peru;8;Cusco;79;;778;Quiquijana
211;1775;1775;Rebelion local;Chumbivilcas;;;;;;Peru;;Chumbivilcas;homicidio del corregidor;mujeres!;Golte, p. 145;;725;178;PER;Peru;8;Cusco;73;;725;Santo Tomas
212;1775;1775;Rebelion local;Achoma;;;;;Caylloma;Peru;;Caylloma;contra corregidor ;corregidor queria encarcerar a los deudores;Golte, p. 145;;395;178;PER;Peru;4;Arequipa;39;;395;Achoma
213;1775;1775;Rebelion local;Chuquibamba;;;;;Condesuyos;Peru;;Condesuyos;contra corregidor ;;Golte, p. 145;;417;178;PER;Peru;4;Arequipa;40;;417;Chuquibamba
214;1776;1776;Rebelion local;San Gaban;;;;;Carabaya;Peru;;Carabaya;contra teniente;deudas;Golte, p. 145;;1600;178;PER;Peru;22;Puno;162;;1600;San Gaban
215;1776;1776;Rebelion local;Urubamba;;;;;;Peru;;Urubamba;contra corregidor;;Golte, p. 145;;785;178;PER;Peru;8;Cusco;80;;785;Urubamba
216;1776;1776;Rebelion local;Pampacolca;;;;;Condesuyos;Peru;;Castilla;incendio casa del cura;contra reparto;Golte, p. 145;;390;178;PER;Peru;4;Arequipa;38;;390;Pampacolca
217;1776;1776;Rebelion local;Pampacolca;;;;;Condesuyos;Peru;;Castilla;contra corregidor;;Golte, p. 145;;390;178;PER;Peru;4;Arequipa;38;;390;Pampacolca
218;1776;1776;Rebelion local;Pampacolca;;;;;Condesuyos;Peru;;Castilla;atentado de homicidio al teniente;;Golte, p. 145;;390;178;PER;Peru;4;Arequipa;38;;390;Pampacolca
219;1776;1776;Rebelion local;Velille;;;;;Chumbivilcas;Peru;;Chumbivilcas;homicidio del corregidor y cobrador;;Golte, p. 146;;726;178;PER;Peru;8;Cusco;73;;726;Velille
220;1776;1776;Rebelion local;Guancarama;;;;;Condesuyos;Peru;;Andahuaylas;ataque al corregidor;contra reparto;Golte, p. 146;;262;178;PER;Peru;3;Apur√≠mac;29;;262;Huancarama
221;1777;1777;Rebelion local;Casapalca;;;;;;Peru;;Huancavelica;sin datos;;Golte, p. 146;;919;178;PER;Peru;10;Huancavelica;96;;919;Yauli
222;1777;1777;Rebelion local;Chumbivilcas;;;;;;Peru;;Chumbivilcas;homicidio del corregidor;;Golte, p. 146;;725;178;PER;Peru;8;Cusco;73;;725;Santo Tomas
223;1777;1777;Rebelion local;Huamalies;;;;;;Peru;;Huamal√≠es;sin datos;;Golte, p. 146;;812;178;PER;Peru;9;Hu√°nuco;84;;812;Llata
224;1777;1777;Rebelion local;Ubinas;;;;;Moquegua;Peru;;General S√°nchez Cerro;contra corregidor;;Golte, p. 146;;1473;178;PER;Peru;19;Moquegua;147;;1473;Ubinas
225;1777;1777;Rebelion local;Huamanga;;;;;;Peru;;Huamanga;atentado de homicidio del corregidor;contra reparto;Golte, p. 146;;447;178;PER;Peru;5;Ayacucho;44;;447;Ayacucho
226;1777;1777;Rebelion local;Chayanta;;;;;;Charcas;Bolivia;;contra corregidor;;Golte, p. 146;;;;;;;;;;;
227;1777;1777;Rebelion local;Caylloma;;;;;;Peru;;Caylloma;contra corregidor ;corregidor hirio al cacique por el reparto;Golte, p. 146;;398;178;PER;Peru;4;Arequipa;39;;398;Caylloma
228;1777;1777;Rebelion local;Urubamba;;;;;;Peru;;Urubamba;contra corregidor;;Golte, p. 146;;785;178;PER;Peru;8;Cusco;80;;785;Urubamba
229;1778;1778;Rebelion local;Llacta Ouivilla;;;;;Huamalies;Peru;;;sin datos;;Golte, p. 146;;;;;;;;;;;
230;1778;1778;Rebelion local;Piscobamba;;;;;;Peru;;Mariscal Luzuriaga;sin datos;;Golte, p. 146;;187;178;PER;Peru;2;Ancash;20;;187;Piscobamba
230;1778;1778;Rebelion local;Chaca;;;;;;Peru;;Asunci√≥n;;;Golte, p. 146;;96;178;PER;Peru;2;Ancash;10;;96;Chacas
230;1778;1778;Rebelion local;Conchucos;;;;;;Peru;;Pallasca;;;Golte, p. 146;;200;178;PER;Peru;2;Ancash;22;;200;Conchucos
231;1778;1778;Rebelion local;Huamanga;;;;;;Peru;;Huamanga;sin datos;;Golte, p. 146;;447;178;PER;Peru;5;Ayacucho;44;;447;Ayacucho
232;1778;1778;Rebelion local;Cotabambas;;;;;;Peru;;Cotabambas;homicidio del corregidor y teniente;;Golte, p. 146;;311;178;PER;Peru;3;Apur√≠mac;33;;311;Cotabambas
233;1779;1779;Rebelion local;Viraco;;;;;Condesuyos;Peru;;Castilla;sin datos;;Golte, p. 146;;394;178;PER;Peru;4;Arequipa;38;;394;Viraco
234;1779;1779;Rebelion local;Huaraz;;;;;;Peru;;Huaraz;contra corregidor;2000 hombres armados;Golte, p. 146;;140;178;PER;Peru;2;Ancash;16;;140;Huaraz
234;1779;1779;Rebelion local;Caraz;;;;;;Peru;;Huaylas;;;;;170;178;PER;Peru;2;Ancash;19;;170;Caraz
234;1779;1779;Rebelion local;Huaylas;;;;;;Peru;;Huaylas;;;;;173;178;PER;Peru;2;Ancash;19;;173;Huaylas
