OficialID;foreignkey;prefix;prefixurl;suffixurl
2937;12813/alvaro-manrique-y-zuniga;dbe;https://dbe.rah.es/biografias/;
2938;5086/luis-de-velasco-y-castilla;dbe;https://dbe.rah.es/biografias/;
2940;13761/juan-de-mendoza-y-luna;dbe;https://dbe.rah.es/biografias/;
2941;14868/francisco-garcia-guerra;dbe;https://dbe.rah.es/biografias/;
2948;14822/garcia-sarmiento-de-sotomayor-y-enriquez-de-luna;dbe;https://dbe.rah.es/biografias/;
2951;8786/luis-enriquez-de-guzman-y-coresma;dbe;https://dbe.rah.es/biografias/;
2958;15610/tomas-antonio-de-la-cerda-y-aragon;dbe;https://dbe.rah.es/biografias/;
2979;10137/bernardo-de-galvez;dbe;https://dbe.rah.es/biografias/;
2980;63314/eusebio-ventura-belena;dbe;https://dbe.rah.es/biografias/;
2991;5424/juan-jose-ruiz-de-apodaca-y-eliza;dbe;https://dbe.rah.es/biografias/;
2993;12384/andres-hurtado-de-mendoza-y-fernandez-de-bobadilla;dbe;https://dbe.rah.es/biografias/;
2994;15398/diego-lopez-de-zuniga-y-velasco;dbe;https://dbe.rah.es/biografias/;
2997;12398/garcia-hurtado-de-mendoza;dbe;https://dbe.rah.es/biografias/;
2998;8992/francisco-de-borja-y-aragon;dbe;https://dbe.rah.es/biografias/;
2999;9375/luis-jeronimo-fernandez-de-cabrera-y-bobadilla-de-la-cerda;dbe;https://dbe.rah.es/biografias/;
3005;13644/manuel-oms-de-santa-pau-y-de-lanuza;dbe;https://dbe.rah.es/biografias/;
3009;7957/jose-de-armendariz-y-perurena;dbe;https://dbe.rah.es/biografias/;
3017;4332/jose-fernando-de-abascal-y-sousa;dbe;https://dbe.rah.es/biografias/;
3020;32638/pedro-ramirez-de-quinones;dbe;https://dbe.rah.es/biografias/;
3022;33740/manuel-barros-de-san-millan;dbe;https://dbe.rah.es/biografias/;
3023;76436/juan-lopez-de-cepeda;dbe;https://dbe.rah.es/biografias/;
3037;75745/jose-del-corral-calvo-de-la-banda;dbe;https://dbe.rah.es/biografias/;
3050;63647/antonio-hermenegildo-de-querejazu-y-mollinedo;dbe;https://dbe.rah.es/biografias/;
3055;47944/juan-victorino-martinez-de-tineo-y-torres;dbe;https://dbe.rah.es/biografias/;
3059;24959/ignacio-flores;dbe;https://dbe.rah.es/biografias/;
3062;14198/ramon-garcia-de-leon-y-pizarro;dbe;https://dbe.rah.es/biografias/;
3068;7548/hernando-de-santillan-y-figueroa;dbe;https://dbe.rah.es/biografias/;
3089;63477/francisco-de-lopez-de-dicastillo-y-azcona;dbe;https://dbe.rah.es/biografias/;
3095;63688/manuel-rubio-de-arevalo-y-martin;dbe;https://dbe.rah.es/biografias/;
3098;24954/juan-antonio-zelaya-y-vergara;dbe;https://dbe.rah.es/biografias/;
3106;63727/antonio-suarez-rodriguez-de-yebar-y-malagon;dbe;https://dbe.rah.es/biografias/;
3116;35410/jorge-de-escobedo-y-alarcon;dbe;https://dbe.rah.es/biografias/;
3121;8031/nicolas-antonio-de-arredondo-y-pelegrin;dbe;https://dbe.rah.es/biografias/;
3128;15356/francisco-de-paula-sanz;dbe;https://dbe.rah.es/biografias/;
3130;47952/francisco-de-garos;dbe;https://dbe.rah.es/biografias/;
3131;16266/benito-maria-de-la-mata-linares-y-vazquez-davila;dbe;https://dbe.rah.es/biografias/;
3132;63639/jose-de-la-portilla-y-galvez;dbe;https://dbe.rah.es/biografias/;
3142;16046/pio-tristan-y-moscoso;dbe;https://dbe.rah.es/biografias/;
3541;55679/jose-carlos-aguero-gonzalez;dbe;https://dbe.rah.es/biografias/;
3149;66193/tadeo-fernandez-davila;dbe;https://dbe.rah.es/biografias/;
3158;24230/juan-manuel-alvarez-de-faria-y-sanchez;dbe;https://dbe.rah.es/biografias/;
