ID;gz_id;foreignkey;foreignsite;foreignID;foreignprefix
5548;6000661;whg:177362;whg;177362;https://whgazetteer.org/places/
5549;6000659;whg:177361;whg;177361;https://whgazetteer.org/places/
5550;6000658;wd:Q3315139;wd;Q3315139;https://www.wikidata.org/wiki/
5551;6000658;whg:177360;whg;177360;https://whgazetteer.org/places/
5552;6000657;whg:177359;whg;177359;https://whgazetteer.org/places/
5553;6000656;whg:177358;whg;177358;https://whgazetteer.org/places/
5554;6000655;wd:Q3314010;wd;Q3314010;https://www.wikidata.org/wiki/
5555;6000655;whg:177357;whg;177357;https://whgazetteer.org/places/
5556;6000654;whg:177356;whg;177356;https://whgazetteer.org/places/
5557;6000653;whg:177355;whg;177355;https://whgazetteer.org/places/
5558;6000652;wd:Q3824982;wd;Q3824982;https://www.wikidata.org/wiki/
5559;6000652;whg:177354;whg;177354;https://whgazetteer.org/places/
5560;6000651;whg:177353;whg;177353;https://whgazetteer.org/places/
5561;6000650;wd:Q6320353;wd;Q6320353;https://www.wikidata.org/wiki/
5562;6000650;gn:8350965;gn;8350965;https://www.geonames.org/
5563;6000650;whg:177352;whg;177352;https://whgazetteer.org/places/
5564;6000649;wd:Q3824740;wd;Q3824740;https://www.wikidata.org/wiki/
5565;6000649;whg:177351;whg;177351;https://whgazetteer.org/places/
5566;6000648;whg:177350;whg;177350;https://whgazetteer.org/places/
5567;6000647;whg:177349;whg;177349;https://whgazetteer.org/places/
5568;6000646;wd:Q5139149;wd;Q5139149;https://www.wikidata.org/wiki/
5569;6000646;gn:8350958;gn;8350958;https://www.geonames.org/
5570;6000646;whg:177348;whg;177348;https://whgazetteer.org/places/
5571;6000645;whg:177347;whg;177347;https://whgazetteer.org/places/
5572;6000644;whg:177346;whg;177346;https://whgazetteer.org/places/
5573;6000643;whg:177345;whg;177345;https://whgazetteer.org/places/
5574;6000642;whg:177344;whg;177344;https://whgazetteer.org/places/
5575;6000641;wd:Q6319402;wd;Q6319402;https://www.wikidata.org/wiki/
5576;6000641;whg:177343;whg;177343;https://whgazetteer.org/places/
5577;6000640;whg:177342;whg;177342;https://whgazetteer.org/places/
5578;6000639;whg:177341;whg;177341;https://whgazetteer.org/places/
5579;6000638;whg:177340;whg;177340;https://whgazetteer.org/places/
5580;6000637;whg:177339;whg;177339;https://whgazetteer.org/places/
5581;6000636;wd:Q5811760;wd;Q5811760;https://www.wikidata.org/wiki/
5582;6000636;whg:177338;whg;177338;https://whgazetteer.org/places/
5583;6000635;wd:Q7271327;wd;Q7271327;https://www.wikidata.org/wiki/
5584;6000635;whg:177337;whg;177337;https://whgazetteer.org/places/
5585;6000634;whg:177336;whg;177336;https://whgazetteer.org/places/
5586;6000633;whg:177335;whg;177335;https://whgazetteer.org/places/
5587;6000632;wd:Q6319557;wd;Q6319557;https://www.wikidata.org/wiki/
5588;6000632;whg:177334;whg;177334;https://whgazetteer.org/places/
5589;6000631;whg:177333;whg;177333;https://whgazetteer.org/places/
5590;6000630;whg:177332;whg;177332;https://whgazetteer.org/places/
5591;6000629;whg:177331;whg;177331;https://whgazetteer.org/places/
5592;6000628;whg:177330;whg;177330;https://whgazetteer.org/places/
5593;6000627;whg:177329;whg;177329;https://whgazetteer.org/places/
5594;6000626;whg:177328;whg;177328;https://whgazetteer.org/places/
5595;6000625;whg:177327;whg;177327;https://whgazetteer.org/places/
5596;6000624;whg:177326;whg;177326;https://whgazetteer.org/places/
5597;6000623;whg:177325;whg;177325;https://whgazetteer.org/places/
5598;6000622;whg:177324;whg;177324;https://whgazetteer.org/places/
5599;6000621;whg:177323;whg;177323;https://whgazetteer.org/places/
5600;6000620;whg:177322;whg;177322;https://whgazetteer.org/places/
5601;6000619;whg:177321;whg;177321;https://whgazetteer.org/places/
5602;6000618;whg:177320;whg;177320;https://whgazetteer.org/places/
5603;6000617;wd:Q3314323;wd;Q3314323;https://www.wikidata.org/wiki/
5604;6000617;whg:177319;whg;177319;https://whgazetteer.org/places/
5605;6000616;wd:Q6319369;wd;Q6319369;https://www.wikidata.org/wiki/
5606;6000616;whg:177318;whg;177318;https://whgazetteer.org/places/
5607;6000615;wd:Q3344099;wd;Q3344099;https://www.wikidata.org/wiki/
5608;6000615;gn:3938825;gn;3938825;https://www.geonames.org/
5609;6000615;whg:177317;whg;177317;https://whgazetteer.org/places/
5610;6000614;wd:Q6320165;wd;Q6320165;https://www.wikidata.org/wiki/
5611;6000614;whg:177316;whg;177316;https://whgazetteer.org/places/
5612;6000613;wd:Q5202736;wd;Q5202736;https://www.wikidata.org/wiki/
5613;6000613;whg:177315;whg;177315;https://whgazetteer.org/places/
5614;6000612;wd:Q5116490;wd;Q5116490;https://www.wikidata.org/wiki/
5615;6000612;whg:177314;whg;177314;https://whgazetteer.org/places/
5616;6000611;whg:177313;whg;177313;https://whgazetteer.org/places/
5617;6000610;wd:Q3348254;wd;Q3348254;https://www.wikidata.org/wiki/
5618;6000610;whg:177312;whg;177312;https://whgazetteer.org/places/
5619;6000609;whg:177311;whg;177311;https://whgazetteer.org/places/
5620;6000608;whg:177310;whg;177310;https://whgazetteer.org/places/
5621;6000607;wd:Q5160385;wd;Q5160385;https://www.wikidata.org/wiki/
5622;6000607;whg:177309;whg;177309;https://whgazetteer.org/places/
5623;6000606;wd:Q4752655;wd;Q4752655;https://www.wikidata.org/wiki/
5624;6000606;whg:177308;whg;177308;https://whgazetteer.org/places/
5625;6000605;whg:177307;whg;177307;https://whgazetteer.org/places/
5626;6000604;whg:177306;whg;177306;https://whgazetteer.org/places/
5627;6000603;wd:Q6319784;wd;Q6319784;https://www.wikidata.org/wiki/
5628;6000603;whg:177305;whg;177305;https://whgazetteer.org/places/
5629;6000602;whg:177304;whg;177304;https://whgazetteer.org/places/
5630;6000601;whg:177303;whg;177303;https://whgazetteer.org/places/
5631;6000600;wd:Q4674452;wd;Q4674452;https://www.wikidata.org/wiki/
5632;6000600;whg:177302;whg;177302;https://whgazetteer.org/places/
5633;6000599;whg:177301;whg;177301;https://whgazetteer.org/places/
5634;6000598;wd:Q8769194;wd;Q8769194;https://www.wikidata.org/wiki/
5635;6000598;whg:177300;whg;177300;https://whgazetteer.org/places/
5636;6000597;gn:3941817;gn;3941817;https://www.geonames.org/
5637;6000597;loc:n79127682;loc;n79127682;https://lccn.loc.gov/
5638;6000597;wd:Q5192588;wd;Q5192588;https://www.wikidata.org/wiki/
5639;6000597;whg:177299;whg;177299;https://whgazetteer.org/places/
5640;6000596;whg:177298;whg;177298;https://whgazetteer.org/places/
5641;6000595;wd:Q3344173;wd;Q3344173;https://www.wikidata.org/wiki/
5642;6000595;loc:n83020945;loc;n83020945;https://lccn.loc.gov/
5643;6000595;gn:3943187;gn;3943187;https://www.geonames.org/
5644;6000595;gn:3943186;gn;3943186;https://www.geonames.org/
5645;6000595;whg:177297;whg;177297;https://whgazetteer.org/places/
5646;6000594;whg:177296;whg;177296;https://whgazetteer.org/places/
5647;6000593;whg:177295;whg;177295;https://whgazetteer.org/places/
5648;6000592;wd:Q6319586;wd;Q6319586;https://www.wikidata.org/wiki/
5649;6000592;whg:177294;whg;177294;https://whgazetteer.org/places/
5650;6000591;wd:Q5401065;wd;Q5401065;https://www.wikidata.org/wiki/
5651;6000591;tgn:1024532;tgn;1024532;http://vocab.getty.edu/page/tgn/
5652;6000591;whg:177293;whg;177293;https://whgazetteer.org/places/
5653;6000590;wd:Q27193742;wd;Q27193742;https://www.wikidata.org/wiki/
5654;6000590;whg:177292;whg;177292;https://whgazetteer.org/places/
5655;6000589;wd:Q4753471;wd;Q4753471;https://www.wikidata.org/wiki/
5656;6000589;whg:177291;whg;177291;https://whgazetteer.org/places/
5657;6000588;whg:177290;whg;177290;https://whgazetteer.org/places/
5658;6000587;whg:177289;whg;177289;https://whgazetteer.org/places/
5659;6000586;gn:3936391;gn;3936391;https://www.geonames.org/
5660;6000586;wd:Q3344061;wd;Q3344061;https://www.wikidata.org/wiki/
5661;6000586;whg:177288;whg;177288;https://whgazetteer.org/places/
5662;6000585;wd:Q6305629;wd;Q6305629;https://www.wikidata.org/wiki/
5663;6000585;whg:177287;whg;177287;https://whgazetteer.org/places/
5664;6000584;whg:177286;whg;177286;https://whgazetteer.org/places/
5665;6000583;gn:8350078;gn;8350078;https://www.geonames.org/
5666;6000583;wd:Q521655;wd;Q521655;https://www.wikidata.org/wiki/
5667;6000583;whg:177285;whg;177285;https://whgazetteer.org/places/
5668;6000582;wd:Q2307298;wd;Q2307298;https://www.wikidata.org/wiki/
5669;6000582;wd:Q3344877;wd;Q3344877;https://www.wikidata.org/wiki/
5670;6000582;whg:177284;whg;177284;https://whgazetteer.org/places/
5671;6000581;whg:177283;whg;177283;https://whgazetteer.org/places/
5672;6000580;whg:177282;whg;177282;https://whgazetteer.org/places/
5673;6000579;whg:177281;whg;177281;https://whgazetteer.org/places/
5674;6000578;whg:177280;whg;177280;https://whgazetteer.org/places/
5675;6000577;whg:177279;whg;177279;https://whgazetteer.org/places/
5676;6000576;whg:177278;whg;177278;https://whgazetteer.org/places/
5677;6000575;whg:177277;whg;177277;https://whgazetteer.org/places/
5678;6000574;whg:177276;whg;177276;https://whgazetteer.org/places/
5679;6000573;whg:177275;whg;177275;https://whgazetteer.org/places/
5680;6000572;whg:177274;whg;177274;https://whgazetteer.org/places/
5681;6000571;whg:177273;whg;177273;https://whgazetteer.org/places/
5682;6000570;whg:177272;whg;177272;https://whgazetteer.org/places/
5683;6000569;wd:Q3825527;wd;Q3825527;https://www.wikidata.org/wiki/
5684;6000569;gn:8350820;gn;8350820;https://www.geonames.org/
5685;6000569;whg:177271;whg;177271;https://whgazetteer.org/places/
5686;6000568;whg:177270;whg;177270;https://whgazetteer.org/places/
5687;6000567;whg:177269;whg;177269;https://whgazetteer.org/places/
5688;6000566;whg:177268;whg;177268;https://whgazetteer.org/places/
5689;6000565;gn:8349712;gn;8349712;https://www.geonames.org/
5690;6000565;wd:Q3825673;wd;Q3825673;https://www.wikidata.org/wiki/
5691;6000565;whg:177267;whg;177267;https://whgazetteer.org/places/
5692;6000564;whg:177266;whg;177266;https://whgazetteer.org/places/
5693;6000563;wd:Q3826113;wd;Q3826113;https://www.wikidata.org/wiki/
5694;6000563;whg:177265;whg;177265;https://whgazetteer.org/places/
5695;6000562;wd:Q3314084;wd;Q3314084;https://www.wikidata.org/wiki/
5696;6000562;whg:177264;whg;177264;https://whgazetteer.org/places/
5697;6000561;whg:177263;whg;177263;https://whgazetteer.org/places/
5698;6000560;wd:Q3824660;wd;Q3824660;https://www.wikidata.org/wiki/
5699;6000560;gn:8350471;gn;8350471;https://www.geonames.org/
5700;6000560;whg:177262;whg;177262;https://whgazetteer.org/places/
5701;6000559;wd:Q3825592;wd;Q3825592;https://www.wikidata.org/wiki/
5702;6000559;whg:177261;whg;177261;https://whgazetteer.org/places/
5703;6000558;wd:Q3321900;wd;Q3321900;https://www.wikidata.org/wiki/
5704;6000558;whg:177260;whg;177260;https://whgazetteer.org/places/
5705;6000557;wd:Q3826289;wd;Q3826289;https://www.wikidata.org/wiki/
5706;6000557;whg:177259;whg;177259;https://whgazetteer.org/places/
5707;6000556;wd:Q3825836;wd;Q3825836;https://www.wikidata.org/wiki/
5708;6000556;whg:177258;whg;177258;https://whgazetteer.org/places/
5709;6000555;whg:177257;whg;177257;https://whgazetteer.org/places/
5710;6000554;wd:Q2957693;wd;Q2957693;https://www.wikidata.org/wiki/
5711;6000554;whg:177256;whg;177256;https://whgazetteer.org/places/
5712;6000553;gn:8349702;gn;8349702;https://www.geonames.org/
5713;6000553;viaf:131519168;viaf;131519168;http://viaf.org/viaf/
5714;6000553;gn:3942259;gn;3942259;https://www.geonames.org/
5715;6000553;loc:n97016630;loc;n97016630;https://lccn.loc.gov/
5716;6000553;wd:Q763662;wd;Q763662;https://www.wikidata.org/wiki/
5717;6000553;whg:177255;whg;177255;https://whgazetteer.org/places/
5718;6000552;whg:177254;whg;177254;https://whgazetteer.org/places/
5719;6000551;whg:177253;whg;177253;https://whgazetteer.org/places/
5720;6000550;whg:177252;whg;177252;https://whgazetteer.org/places/
5721;6000549;whg:177251;whg;177251;https://whgazetteer.org/places/
5722;6000548;wd:Q5097638;wd;Q5097638;https://www.wikidata.org/wiki/
5723;6000548;gn:8350874;gn;8350874;https://www.geonames.org/
5724;6000548;whg:177250;whg;177250;https://whgazetteer.org/places/
5725;6000547;whg:177249;whg;177249;https://whgazetteer.org/places/
5726;6000546;whg:177248;whg;177248;https://whgazetteer.org/places/
5727;6000545;whg:177247;whg;177247;https://whgazetteer.org/places/
5728;6000544;whg:177246;whg;177246;https://whgazetteer.org/places/
5729;6000543;wd:Q2703273;wd;Q2703273;https://www.wikidata.org/wiki/
5730;6000543;whg:177245;whg;177245;https://whgazetteer.org/places/
5731;6000542;whg:177244;whg;177244;https://whgazetteer.org/places/
5732;6000541;whg:177243;whg;177243;https://whgazetteer.org/places/
5733;6000540;whg:177242;whg;177242;https://whgazetteer.org/places/
5734;6000539;whg:177241;whg;177241;https://whgazetteer.org/places/
5735;6000538;whg:177240;whg;177240;https://whgazetteer.org/places/
5736;6000537;whg:177239;whg;177239;https://whgazetteer.org/places/
5737;6000536;whg:177238;whg;177238;https://whgazetteer.org/places/
5738;6000535;wd:Q13189124;wd;Q13189124;https://www.wikidata.org/wiki/
5739;6000535;whg:177237;whg;177237;https://whgazetteer.org/places/
5740;6000534;whg:177236;whg;177236;https://whgazetteer.org/places/
5741;6000533;whg:177235;whg;177235;https://whgazetteer.org/places/
5742;6000532;whg:177234;whg;177234;https://whgazetteer.org/places/
5743;6000531;gn:3944157;gn;3944157;https://www.geonames.org/
5744;6000531;wd:Q13189348;wd;Q13189348;https://www.wikidata.org/wiki/
5745;6000531;whg:177233;whg;177233;https://whgazetteer.org/places/
5746;6000530;whg:177232;whg;177232;https://whgazetteer.org/places/
5747;6000529;whg:177231;whg;177231;https://whgazetteer.org/places/
5748;6000528;whg:177230;whg;177230;https://whgazetteer.org/places/
5749;6000527;whg:177229;whg;177229;https://whgazetteer.org/places/
5750;6000526;whg:177228;whg;177228;https://whgazetteer.org/places/
5751;6000525;whg:177227;whg;177227;https://whgazetteer.org/places/
5752;6000524;whg:177226;whg;177226;https://whgazetteer.org/places/
5753;6000523;whg:177225;whg;177225;https://whgazetteer.org/places/
5754;6000522;whg:177224;whg;177224;https://whgazetteer.org/places/
5755;6000521;whg:177223;whg;177223;https://whgazetteer.org/places/
5756;6000520;whg:177222;whg;177222;https://whgazetteer.org/places/
5757;6000519;whg:177221;whg;177221;https://whgazetteer.org/places/
5758;6000518;whg:177220;whg;177220;https://whgazetteer.org/places/
5759;6000517;whg:177219;whg;177219;https://whgazetteer.org/places/
5760;6000516;whg:177218;whg;177218;https://whgazetteer.org/places/
5761;6000515;whg:177217;whg;177217;https://whgazetteer.org/places/
5762;6000514;whg:177216;whg;177216;https://whgazetteer.org/places/
5763;6000513;whg:177215;whg;177215;https://whgazetteer.org/places/
5764;6000512;whg:177214;whg;177214;https://whgazetteer.org/places/
5765;6000511;whg:177213;whg;177213;https://whgazetteer.org/places/
5766;6000510;whg:177212;whg;177212;https://whgazetteer.org/places/
5767;6000509;whg:177211;whg;177211;https://whgazetteer.org/places/
5768;6000508;whg:177210;whg;177210;https://whgazetteer.org/places/
5769;6000507;wd:Q2918849;wd;Q2918849;https://www.wikidata.org/wiki/
5770;6000507;whg:177209;whg;177209;https://whgazetteer.org/places/
5771;6000506;gn:3931223;gn;3931223;https://www.geonames.org/
5772;6000506;loc:n80079191;loc;n80079191;https://lccn.loc.gov/
5773;6000506;wd:Q2726653;wd;Q2726653;https://www.wikidata.org/wiki/
5774;6000506;whg:177208;whg;177208;https://whgazetteer.org/places/
5775;6000505;whg:177207;whg;177207;https://whgazetteer.org/places/
5776;6000504;whg:177206;whg;177206;https://whgazetteer.org/places/
5777;6000503;wd:Q3823925;wd;Q3823925;https://www.wikidata.org/wiki/
5778;6000503;whg:177205;whg;177205;https://whgazetteer.org/places/
5779;6000502;whg:177204;whg;177204;https://whgazetteer.org/places/
5780;6000501;wd:Q3823849;wd;Q3823849;https://www.wikidata.org/wiki/
5781;6000501;whg:177203;whg;177203;https://whgazetteer.org/places/
5782;6000500;wd:Q3826366;wd;Q3826366;https://www.wikidata.org/wiki/
5783;6000500;whg:177202;whg;177202;https://whgazetteer.org/places/
5784;6000499;wd:Q3824004;wd;Q3824004;https://www.wikidata.org/wiki/
5785;6000499;whg:177201;whg;177201;https://whgazetteer.org/places/
5786;6000498;wd:Q3824770;wd;Q3824770;https://www.wikidata.org/wiki/
5787;6000498;whg:177200;whg;177200;https://whgazetteer.org/places/
5788;6000497;wd:Q3825519;wd;Q3825519;https://www.wikidata.org/wiki/
5789;6000497;whg:177199;whg;177199;https://whgazetteer.org/places/
5790;6000496;whg:177198;whg;177198;https://whgazetteer.org/places/
5791;6000495;whg:177197;whg;177197;https://whgazetteer.org/places/
5792;6000494;whg:177196;whg;177196;https://whgazetteer.org/places/
5793;6000492;wd:Q3824168;wd;Q3824168;https://www.wikidata.org/wiki/
5794;6000492;whg:177195;whg;177195;https://whgazetteer.org/places/
5795;6000491;wd:Q3824082;wd;Q3824082;https://www.wikidata.org/wiki/
5796;6000491;whg:177194;whg;177194;https://whgazetteer.org/places/
5797;6000490;whg:177193;whg;177193;https://whgazetteer.org/places/
5798;6000489;whg:177192;whg;177192;https://whgazetteer.org/places/
5799;6000488;whg:177191;whg;177191;https://whgazetteer.org/places/
5800;6000487;whg:177190;whg;177190;https://whgazetteer.org/places/
5801;6000486;whg:177189;whg;177189;https://whgazetteer.org/places/
5802;6000485;whg:177188;whg;177188;https://whgazetteer.org/places/
5803;6000484;whg:177187;whg;177187;https://whgazetteer.org/places/
5804;6000483;whg:177186;whg;177186;https://whgazetteer.org/places/
5805;6000482;whg:177185;whg;177185;https://whgazetteer.org/places/
5806;6000481;whg:177184;whg;177184;https://whgazetteer.org/places/
5807;6000480;whg:177183;whg;177183;https://whgazetteer.org/places/
5808;6000479;whg:177182;whg;177182;https://whgazetteer.org/places/
5809;6000478;whg:177181;whg;177181;https://whgazetteer.org/places/
5810;6000477;whg:177180;whg;177180;https://whgazetteer.org/places/
5811;6000476;whg:177179;whg;177179;https://whgazetteer.org/places/
5812;6000475;wd:Q3825866;wd;Q3825866;https://www.wikidata.org/wiki/
5813;6000475;whg:177178;whg;177178;https://whgazetteer.org/places/
5814;6000474;whg:177177;whg;177177;https://whgazetteer.org/places/
5815;6000473;whg:177176;whg;177176;https://whgazetteer.org/places/
5816;6000472;wd:Q3824092;wd;Q3824092;https://www.wikidata.org/wiki/
5817;6000472;whg:177175;whg;177175;https://whgazetteer.org/places/
5818;6000471;wd:Q2093702;wd;Q2093702;https://www.wikidata.org/wiki/
5819;6000471;whg:177174;whg;177174;https://whgazetteer.org/places/
5820;6000470;wd:Q3312387;wd;Q3312387;https://www.wikidata.org/wiki/
5821;6000470;whg:177173;whg;177173;https://whgazetteer.org/places/
5822;6000469;whg:177172;whg;177172;https://whgazetteer.org/places/
5823;6000468;wd:Q2158344;wd;Q2158344;https://www.wikidata.org/wiki/
5824;6000468;gn:3939386;gn;3939386;https://www.geonames.org/
5825;6000468;whg:177171;whg;177171;https://whgazetteer.org/places/
5826;6000467;whg:177170;whg;177170;https://whgazetteer.org/places/
5827;6000466;whg:177169;whg;177169;https://whgazetteer.org/places/
5828;6000465;whg:177168;whg;177168;https://whgazetteer.org/places/
5829;6000464;whg:177167;whg;177167;https://whgazetteer.org/places/
5830;6000463;whg:177166;whg;177166;https://whgazetteer.org/places/
5831;6000462;whg:177165;whg;177165;https://whgazetteer.org/places/
5832;6000461;whg:177164;whg;177164;https://whgazetteer.org/places/
5833;6000460;whg:177163;whg;177163;https://whgazetteer.org/places/
5834;6000459;wd:Q2566206;wd;Q2566206;https://www.wikidata.org/wiki/
5835;6000459;whg:177162;whg;177162;https://whgazetteer.org/places/
5836;6000458;whg:177161;whg;177161;https://whgazetteer.org/places/
5837;6000457;whg:177160;whg;177160;https://whgazetteer.org/places/
5838;6000456;whg:177159;whg;177159;https://whgazetteer.org/places/
5839;6000455;whg:177158;whg;177158;https://whgazetteer.org/places/
5840;6000454;whg:177157;whg;177157;https://whgazetteer.org/places/
5841;6000453;whg:177156;whg;177156;https://whgazetteer.org/places/
5842;6000452;wd:Q2724103;wd;Q2724103;https://www.wikidata.org/wiki/
5843;6000452;whg:177155;whg;177155;https://whgazetteer.org/places/
5844;6000451;whg:177154;whg;177154;https://whgazetteer.org/places/
5845;6000450;whg:177153;whg;177153;https://whgazetteer.org/places/
5846;6000449;wd:Q3825731;wd;Q3825731;https://www.wikidata.org/wiki/
5847;6000449;whg:177152;whg;177152;https://whgazetteer.org/places/
5848;6000448;whg:177151;whg;177151;https://whgazetteer.org/places/
5849;6000447;whg:177150;whg;177150;https://whgazetteer.org/places/
5850;6000446;wd:Q3825127;wd;Q3825127;https://www.wikidata.org/wiki/
5851;6000446;whg:177149;whg;177149;https://whgazetteer.org/places/
5852;6000445;wd:Q47390173;wd;Q47390173;https://www.wikidata.org/wiki/
5853;6000445;gn:3927401;gn;3927401;https://www.geonames.org/
5854;6000445;whg:177148;whg;177148;https://whgazetteer.org/places/
5855;6000444;whg:177147;whg;177147;https://whgazetteer.org/places/
5856;6000443;wd:Q3826220;wd;Q3826220;https://www.wikidata.org/wiki/
5857;6000443;whg:177146;whg;177146;https://whgazetteer.org/places/
5858;6000442;gn:3929040;gn;3929040;https://www.geonames.org/
5859;6000442;wd:Q3825860;wd;Q3825860;https://www.wikidata.org/wiki/
5860;6000442;loc:no2008145816;loc;no2008145816;https://lccn.loc.gov/
5861;6000442;whg:177145;whg;177145;https://whgazetteer.org/places/
5862;6000441;wd:Q3825355;wd;Q3825355;https://www.wikidata.org/wiki/
5863;6000441;gn:3934110;gn;3934110;https://www.geonames.org/
5864;6000441;whg:177144;whg;177144;https://whgazetteer.org/places/
5865;6000440;whg:177143;whg;177143;https://whgazetteer.org/places/
5866;6000439;whg:177142;whg;177142;https://whgazetteer.org/places/
5867;6000438;whg:177141;whg;177141;https://whgazetteer.org/places/
5868;6000437;whg:177140;whg;177140;https://whgazetteer.org/places/
5869;6000436;whg:177139;whg;177139;https://whgazetteer.org/places/
5870;6000435;whg:177138;whg;177138;https://whgazetteer.org/places/
5871;6000434;wd:Q3825956;wd;Q3825956;https://www.wikidata.org/wiki/
5872;6000434;whg:177137;whg;177137;https://whgazetteer.org/places/
5873;6000433;wd:Q3826309;wd;Q3826309;https://www.wikidata.org/wiki/
5874;6000433;whg:177136;whg;177136;https://whgazetteer.org/places/
5875;6000432;whg:177135;whg;177135;https://whgazetteer.org/places/
5876;6000431;wd:Q3825843;wd;Q3825843;https://www.wikidata.org/wiki/
5877;6000431;whg:177134;whg;177134;https://whgazetteer.org/places/
5878;6000430;wd:Q3824638;wd;Q3824638;https://www.wikidata.org/wiki/
5879;6000430;whg:177133;whg;177133;https://whgazetteer.org/places/
5880;6000429;wd:Q3826464;wd;Q3826464;https://www.wikidata.org/wiki/
5881;6000429;whg:177132;whg;177132;https://whgazetteer.org/places/
5882;6000428;gn:8350791;gn;8350791;https://www.geonames.org/
5883;6000428;wd:Q950080;wd;Q950080;https://www.wikidata.org/wiki/
5884;6000428;whg:177131;whg;177131;https://whgazetteer.org/places/
5885;6000427;wd:Q3826477;wd;Q3826477;https://www.wikidata.org/wiki/
5886;6000427;whg:177130;whg;177130;https://whgazetteer.org/places/
5887;6000426;gn:3943084;gn;3943084;https://www.geonames.org/
5888;6000426;wd:Q3655811;wd;Q3655811;https://www.wikidata.org/wiki/
5889;6000426;loc:n79067502;loc;n79067502;https://lccn.loc.gov/
5890;6000426;whg:177129;whg;177129;https://whgazetteer.org/places/
5891;6000425;wd:Q3344124;wd;Q3344124;https://www.wikidata.org/wiki/
5892;6000425;gn:3945793;gn;3945793;https://www.geonames.org/
5893;6000425;whg:177128;whg;177128;https://whgazetteer.org/places/
5894;6000424;wd:Q3826537;wd;Q3826537;https://www.wikidata.org/wiki/
5895;6000424;whg:177127;whg;177127;https://whgazetteer.org/places/
5896;6000423;wd:Q2475760;wd;Q2475760;https://www.wikidata.org/wiki/
5897;6000423;gn:3926141;gn;3926141;https://www.geonames.org/
5898;6000423;loc:n83179926;loc;n83179926;https://lccn.loc.gov/
5899;6000423;whg:177126;whg;177126;https://whgazetteer.org/places/
5900;6000422;whg:177125;whg;177125;https://whgazetteer.org/places/
5901;6000421;whg:177124;whg;177124;https://whgazetteer.org/places/
5902;6000420;whg:177123;whg;177123;https://whgazetteer.org/places/
5903;6000419;whg:177122;whg;177122;https://whgazetteer.org/places/
5904;6000418;whg:177121;whg;177121;https://whgazetteer.org/places/
5905;6000417;wd:Q2703041;wd;Q2703041;https://www.wikidata.org/wiki/
5906;6000417;whg:177120;whg;177120;https://whgazetteer.org/places/
5907;6000416;whg:177119;whg;177119;https://whgazetteer.org/places/
5908;6000415;whg:177118;whg;177118;https://whgazetteer.org/places/
5909;6000414;wd:Q2702895;wd;Q2702895;https://www.wikidata.org/wiki/
5910;6000414;whg:177117;whg;177117;https://whgazetteer.org/places/
5911;6000413;whg:177116;whg;177116;https://whgazetteer.org/places/
5912;6000412;whg:177115;whg;177115;https://whgazetteer.org/places/
5913;6000411;whg:177114;whg;177114;https://whgazetteer.org/places/
5914;6000410;wd:Q2702955;wd;Q2702955;https://www.wikidata.org/wiki/
5915;6000410;whg:177113;whg;177113;https://whgazetteer.org/places/
5916;6000409;whg:177112;whg;177112;https://whgazetteer.org/places/
5917;6000408;whg:177111;whg;177111;https://whgazetteer.org/places/
5918;6000407;whg:177110;whg;177110;https://whgazetteer.org/places/
5919;6000406;whg:177109;whg;177109;https://whgazetteer.org/places/
5920;6000405;whg:177108;whg;177108;https://whgazetteer.org/places/
5921;6000404;whg:177107;whg;177107;https://whgazetteer.org/places/
5922;6000403;wd:Q33479541;wd;Q33479541;https://www.wikidata.org/wiki/
5923;6000403;gn:3929607;gn;3929607;https://www.geonames.org/
5924;6000403;whg:177106;whg;177106;https://whgazetteer.org/places/
5925;6000402;gn:3933286;gn;3933286;https://www.geonames.org/
5926;6000402;wd:Q2703432;wd;Q2703432;https://www.wikidata.org/wiki/
5927;6000402;whg:177105;whg;177105;https://whgazetteer.org/places/
5928;6000401;wd:Q2702933;wd;Q2702933;https://www.wikidata.org/wiki/
5929;6000401;gn:8350952;gn;8350952;https://www.geonames.org/
5930;6000401;whg:177104;whg;177104;https://whgazetteer.org/places/
5931;6000400;wd:Q2703381;wd;Q2703381;https://www.wikidata.org/wiki/
5932;6000400;whg:177103;whg;177103;https://whgazetteer.org/places/
5933;6000399;wd:Q2707695;wd;Q2707695;https://www.wikidata.org/wiki/
5934;6000399;whg:177102;whg;177102;https://whgazetteer.org/places/
5935;6000398;wd:Q2703420;wd;Q2703420;https://www.wikidata.org/wiki/
5936;6000398;whg:177101;whg;177101;https://whgazetteer.org/places/
5937;6000397;wd:Q878820;wd;Q878820;https://www.wikidata.org/wiki/
5938;6000397;gn:8350932;gn;8350932;https://www.geonames.org/
5939;6000397;gn:3943769;gn;3943769;https://www.geonames.org/
5940;6000397;whg:177100;whg;177100;https://whgazetteer.org/places/
5941;6000396;whg:177099;whg;177099;https://whgazetteer.org/places/
5942;6000395;whg:177098;whg;177098;https://whgazetteer.org/places/
5943;6000394;whg:177097;whg;177097;https://whgazetteer.org/places/
5944;6000393;whg:177096;whg;177096;https://whgazetteer.org/places/
5945;6000392;whg:177095;whg;177095;https://whgazetteer.org/places/
5946;6000391;whg:177094;whg;177094;https://whgazetteer.org/places/
5947;6000390;wd:Q3824732;wd;Q3824732;https://www.wikidata.org/wiki/
