OficialID;nombre_id;NOM_entero;Nacimiento_y;Fallecimiento_y;N_date_t;F_date_t;Nombres;particulo;Apellidos;titulo_de_nobleza;religious_order;PlaceOfBirth_Settlement;PlaceOfBirth_GZ_ID;PlaceOfBirth_Province;PlaceOfBirth_Country;Nacimiento_num;PlaceOfDeath_Settlement;PlaceOfDeath_GZ_ID;Fallecimiento_Province;PlaceOfDeath_Country;Fallecimiento_num;Fuente;Nota;flag;status;cargo_primero;cargo_ultimo;NOM_entero_STANDARD;Nombres_standard;Apellidos_standard;Apellidos_min;RANGE_S;RANGE_E;dbe;no_foreignkey;nowiki;tocayos;Nombres_alternative;Apellidos_alternative;N_date;F_date;Nom1;Nom2;Nom3;Part1;Ap1;Part2;Ap2;Part3;Ap3;N1S;N2S;N3S;A1S;A2S;A3S;flag_num;update_flag;FullOficialID
81;bernardo_miera_y_pacheco;Bernardo Miera y Pacheco;1713;1785;1713;1785;Bernardo;;Miera y Pacheco;;;;;;;;;;;;;;;;q;JUGDNMGA;JUGDNMGA;Bernardo Miera y Pacheco;Bernardo;Miera y Pacheco;Miera Pacheco;1713;1785;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias81
82;vicente_armijo;Vicente Armijo;;;;;Vicente;;Armijo;;;;;;;;;;;;;;;;q;JUGDNMGA;JUGDNMGA;Vicente Armijo;Vicente;Armijo;Armijo;1712;1822;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias82
83;jose_herrera;José Herrera;;;;;José;;Herrera;;;;;;;;;;;;;;;;q;JUGDNMGA;JUGDNMGA;Jose Herrera;Jose;Herrera;Herrera;1716;1826;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias83
84;sebastian_vargas;Sebastián Vargas;;;;;Sebastián;;Vargas;;;;;;;;;;;;;;;;q;JUGDNMGA;JUGDNMGA;Sebastian Vargas;Sebastian;Vargas;Vargas;1654;1764;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias84
85;manuel_tenorio_de_alba;Manuel Tenorio de Alba;;;;;Manuel;;Tenorio de Alba;;;;;;;;;;;;;;Solo se menciona el pueblo de Pecos en su título - o tenía su residencia allá o existió otro AM en Galisteo.;;q;JUGDNMGA;JUGDNMGA;Manuel Tenorio de Alba;Manuel;Tenorio de Alba;Tenorio Alva;1665;1776;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias85
86;jose_bustamante_y_tagle;José Bustamante y Tagle;;;;;José;;Bustamante y Tagle;;;;;;;;;;;;;;;;q;JUGDNMSF;JUGDNMSF;Jose Bustamante y Tagle;Jose;Bustamante y Tagle;Bustamante Tagle;1689;1802;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias86
87;miguel_de_la_vega_y_coca;Miguel de la Vega y Coca;;;;;Miguel;de la;Vega y Coca;;;;;;;;;;;;;;;;q;JUGDNMSF;JUGDNMSF;Miguel de la Vega y Coca;Miguel;Vega y Coca;Vega Coca;1664;1774;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias87
88;carlos_fernandez_xiraldo;Carlos Fernández Xiraldo;;;;;Carlos;;Fernández Xiraldo;;;;;;;;;;;;;;;;q;JUGDNMTA;JUGDNMTA;Carlos Fernandez Xiraldo;Carlos;Fernandez Xiraldo;Fernandez Xiraldo;1690;1800;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias88
89;juan_gonzalez_bas;Juan González Bas;;;;;Juan;;González Bas;;;;;;;;;;;;;;;;q;JUGDNMAL;JUGDNMAL;Juan Gonzalez Bas;Juan;Gonzalez Bas;Gonzalez Bas;1652;1793;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias89
90;francisco_bueno_y_bohorques;Francisco Bueno y Bohorques;;;;;Francisco;;Bueno y Bohorques;;;;;;;;;;;;;;;;q;JUGDNMSF;JUGDNMSF;Francisco Bueno y Bohorques;Francisco;Bueno y Bohorques;Bueno Bohorques;1659;1773;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias90
91;jose_baca;José Baca;;;;;José;;Baca;;;;;;;;;;;;;;;;q;JUGDNMAL;JUGDNMAL;Jose Baca;Jose;Baca;Baca;1684;1794;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias91
92;felipe_tafoya;Felipe Tafoya;;;;;Felipe;;Tafoya;;;;;;;;;;;;;;;;q;JUGDNMSF;JUGDNMSF;Felipe Tafoya;Felipe;Tafoya;Tafoya;1700;1818;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias92
93;ramon_garcia_jurado;Ramón García Jurado;;;;;Ramón;;García Jurado;;;;;;;;;;;;;;En su título, es alcalde mayor de Zia y solo se mencionan los pueblos queres orientales.;;q;JUGDNMQU;JUGDNMSA;Ramon Garcia Jurado;Ramon;Garcia Jurado;Garcia Jurado;1667;1783;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias93
94;martin_hurtado;Martín Hurtado;;;;;Martín;;Hurtado;;;;;;;;;;;;;;;;q;JUGDNMAL;JUGDNMAL;Martin Hurtado;Martin;Hurtado;Hurtado;1662;1772;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias94
95;jacinto_sanchez_de_inigo;Jacinto Sánchez de Iñigo;;;;;Jacinto;;Sánchez de Iñigo;;;;;;;;;;;;;;;;q;JUGDNMSC;JUGDNMSC;Jacinto Sanchez de Inigo;Jacinto;Sanchez de Inigo;Sanchez Inigo;1653;1763;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias95
96;andres_montoya;Andrés Montoya;;;;;Andrés;;Montoya;;;;;;;;;;;;;;;;q;JUGDNMCO;JUGDNMCO;Andres Montoya;Andres;Montoya;Montoya;1668;1778;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias96
97;juan_montes_vigil;Juan Montes Vigil;;;;;Juan;;Montes Vigil;;;;;;;;;;;;;;También aparece como Juan Begil y Juan Vigil;;q;JUGDNMCO;JUGDNMCO;Juan Montes Vigil;Juan;Montes Vigil;Montes Vigil;1687;1803;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias97
99;luis_maria_cabeza_de_baca;Luis María Cabeza de Baca;;;;;Luis María;;Cabeza de Baca;;;;;;;;;;;;;;Fue teniente dependiente del alcalde mayor de Santa Cruz.;;q;JUGDNMCO;JUGDNMCO;Luis Maria Cabeza de Baca;Luis Maria;Cabeza de Baca;Caveza Baca;1732;1842;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias99
100;jose_miguel_de_la_pena;José Miguel de la Peña;;;;;José Miguel;de la;Peña;;;;;;;;;;;;;;;;q;JUGDNMCO;JUGDNMSF;Jose Miguel de la Pena;Jose Miguel;Pena;Pena;1712;1849;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias100
101;antonio_jose_ortiz;Antonio José Ortiz;;;;;Antonio José;;Ortiz;;;;;;;;;;;;;;;;q;JUGDNMSF;JUGDNMSF;Antonio Jose Ortiz;Antonio Jose;Ortiz;Ortiz;1725;1845;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias101
102;nerio_antonio_montoya;Nerio Antonio Montoya;;1794;;1794;Nerio Antonio;;Montoya;;;;;;;;;;;;;;;;q;JUGDNMSA;JUGDNMSA;Nerio Antonio Montoya;Nerio Antonio;Montoya;Montoya;1714;1794;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias102
103;manuel_gallegos;Manuel Gallegos;;;;;Manuel;;Gallegos;;;;;;;;;;;;;;;;q;JUGDNMSF;JUGDNMSF;Manuel Gallegos;Manuel;Gallegos;Gallegos;1701;1813;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias103
104;antonio_ulibarri;Antonio Ulibarri;;;;;Antonio;;Ulibarri;;;;;;;;;;;;;;;;q;JUGDNMSF;JUGDNMSF;Antonio Ulibarri;Antonio;Ulibarri;Ulivarri;1682;1799;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias104
105;juan_paez_hurtado;Juan Páez Hurtado;;;;;Juan;;Páez  Hurtado;;;;;;;;;;;;;;;;wsmwikibatch;PRGDNM00;JUGDNMSF;Juan Paez Hurtado;Juan;Paez  Hurtado;Paez  Hurtado;1680;1791;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias105
106;antonio_montoya_ii;Antonio Montoya II;;;;;Antonio;;Montoya II;;;;;;;;;;;;;;;;q;JUGDNMSF;JUGDNMSF;Antonio Montoya II;Antonio;Montoya II;Montoya II;1678;1790;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias106
107;alfonso_rael_de_aguilar;Alfonso Rael de Aguilar;;;;;Alfonso;;Rael de Aguilar;;;;;;;;;;;;;;Rael de Aguila dice que en 1714, Sebastián de Vargas fue solo teniente suyo.;;q;JUGDNMGA;JUGDNMGA;Alfonso Rael de Aguilar;Alfonso;Rael de Aguilar;Rael Aguilar;1654;1764;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias107
109;francisco_trebol_navarro;Francisco Trebol Navarro;;;;;Francisco;;Trebol  Navarro;;;;;;;;;;;;;;;;wsmwikibatch;JUGDNMAL;PRGDNM00;Francisco Trebol Navarro;Francisco;Trebol  Navarro;Trebol  Navarro;1708;1818;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias109
112;geronimo_cevallos;Geronimo Cevallos;;;;;Geronimo;;Cevallos;;;;;;;;;;;;;;;;q;JUGDNMLL;JUGDNMLL;Geronimo Cevallos;Geronimo;Cevallos;Cevallos;1686;1796;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias112
113;fernando_rumayor;Fernando Rumayor;;;;;Fernando;;Rumayor;;;;;;;;;;;;;;;;q;JUGDNMLL;JUGDNMLL;Fernando Rumayor;Fernando;Rumayor;Rumayor;1690;1800;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias113
114;jose_campos_redondo;José Campos Redondo;;;;;José;;Campos Redondo;;;;;;;;;;;;;;;;q;JUGDNMSC;JUGDNMSC;Jose Campos Redondo;Jose;Campos Redondo;Campos Redondo;1723;1833;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias114
116;tomas_pelayo;Tomás Pelayo;;;;;Tomás;;Pelayo;;;;;;;;;;;;;;;;q;JUGDSSAL;JUGDSSAL;Tomas Pelayo;Tomas;Pelayo;Pelayo;1741;1858;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias116
117;diego_ortiz_carvajal;Diego Ortíz Carvajal;;;;;Diego;;Ortíz Carvajal;;;;;;;;;;;;;;;;q;JUNGNEPZ;JUNGNEPZ;Diego Ortiz Carvajal;Diego;Ortiz Carvajal;Ortiz Carvajal;1641;1752;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias117
118;jacinto_de_la_cerda_maldonado;Jacinto de la Cerda Maldonado;;;;;Jacinto;de la;Cerda Maldonado;;;;;;;;;;;;;;;;q;JUNGNEPZ;JUNGNEPZ;Jacinto de la Cerda Maldonado;Jacinto;Cerda Maldonado;Cerda Maldonado;1644;1761;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias118
119;nicolas_hurtamechea;Nicolás Hurtamechea;;;;;Nicolás;;Hurtamechea;;;;;;;;;;;;;;;;q;JUNGNEPZ;JUNGNEPZ;Nicolas Hurtamechea;Nicolas;Hurtamechea;Hurtamechea;1646;1759;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias119
120;blas_valenzuela;Blas Valenzuela;;;;;Blas;;Valenzuela;;;;;;;;;;;;;;;;q;JUNGNEPZ;JUNGNEPZ;Blas Valenzuela;Blas;Valenzuela;Valenzuela;1652;1766;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias120
121;jeronimo_hurtado_de_aguila;Jerónimo Hurtado de Águila;;;;;Jerónimo;;Hurtado de Águila;;;;;;;;;;;;;;;;q;JUQUPOCT;JUQUPOCT;Jeronimo Hurtado de Aguila;Jeronimo;Hurtado de Aguila;Hurtado Aguila;1647;1757;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias121
122;andres_pinzon;Andrés Pinzón;;;;;Andrés;;Pinzón;;;;;;;;;;;;;;;;q;JUNGSFBG;JUNGSFBG;Andres Pinzon;Andres;Pinzon;Pinzon;1729;1843;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias122
123;juan_agustin_chavez;Juan Agustín Chavez;;;;;Juan Agustín;;Chavez;;;;;;;;;;;;;;;;q;JUNGSFBZ;JUNGSFBZ;Juan Agustin Chavez;Juan Agustin;Chavez;Chavez;1732;1856;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias123
124;manuel_gomez;Manuel Gomez;;;;;Manuel;;Gomez;;;;;;;;;;;;;;;;q;JUNGSFCA;JUNGSFCA;Manuel Gomez;Manuel;Gomez;Gomez;1731;1843;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias124
125;manuel_villaroel;Manuel Villaroel;;;;;Manuel;;Villaroel;;;;;;;;;;;;;;;;q;JUNGSFZI;JUNGSFZI;Manuel Villaroel;Manuel;Villaroel;Villaroel;1733;1843;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias125
126;mariano_riano;Mariano Riaño;;;;;Mariano;;Riaño;;;;;;;;;;;;;;;;q;JUNGSFUB;JUNGSFUB;Mariano Riano;Mariano;Riano;Riano;1732;1843;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias126
127;jose_acosta;José Acosta;;;;;José;;Acosta;;;;;;;;;;;;;;;;q;JUNGSFGD;JUNGSFGD;Jose Acosta;Jose;Acosta;Acosta;1730;1843;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias127
128;jose_jober;José Jober;;;;;José;;Jober;;;;;;;;;;;;;;;;q;PRNGTU00;PRNGTU00;Jose Jober;Jose;Jober;Jover;1733;1843;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias128
129;antonio_araos;Antonio Araos;;;;;Antonio;;Araos;;;;;;;;;;;;;;;;q;JUNGTUCH;JUNGTUCH;Antonio Araos;Antonio;Araos;Araos;1733;1843;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias129
130;miguel_ricaurte;Miguel Ricaurte;;;;;Miguel;;Ricaurte;;;;;;;;;;;;;;;;q;JUNGTUTM;JUNGTUTM;Miguel Ricaurte;Miguel;Ricaurte;Ricaurte;1733;1843;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias130
131;miguel_gonzalez;Miguel González;;;;;Miguel;;González;;;;;;;;;;;;;;;;q;JUNGTUDU;JUNGTUDU;Miguel Gonzalez;Miguel;Gonzalez;Gonzalez;1733;1843;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias131
132;tadeo_medina;Tadeo Medina;;;;;Tadeo;;Medina;;;;;;;;;;;;;;;;q;JUNGTUCV;JUNGTUSA;Tadeo Medina;Tadeo;Medina;Medina;1733;1856;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias132
133;juan_antonio_villamizar;Juan Antonio Villamizar;;;;;Juan Antonio;;Villamizar;;;;;;;;;;;;;;;;q;JUNGPPPP;JUNGPPPP;Juan Antonio Villamizar;Juan Antonio;Villamizar;Villamizar;1731;1843;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias133
134;antonio_silva;Antonio Silva;;;;;Antonio;;Silva;;;;;;;;;;;;;;;;q;JUNGSOSO;JUNGSOSO;Antonio Silva;Antonio;Silva;Silva;1731;1843;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias134
135;juan_buenaventura_ortiz;Juan Buenaventura Ortíz;;;;;Juan Buenaventura;;Ortíz;;;;;;;;;;;;;;;;q;JUNGTUVP;JUNGTUVP;Juan Buenaventura Ortiz;Juan Buenaventura;Ortiz;Ortiz;1730;1843;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias135
136;vicente_blanco;Vicente Blanco;;;;;Vicente;;Blanco;;;;;;;;;;;;;;;;q;JUNGSOVE;JUNGSOVE;Vicente Blanco;Vicente;Blanco;Blanco;1731;1843;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias136
137;antonio_felipe_camacho;Antonio Felipe Camacho;;;;;Antonio Felipe;;Camacho;;;;;;;;;;;;;;;;q;JUNGTUSO;JUNGSFGV;Antonio Felipe Camacho;Antonio Felipe;Camacho;Camacho;1729;1860;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias137
138;francisco_umana;Francisco Umaña;;;;;Francisco;;Umaña;;;;;;;;;;;;;;;;q;JUNGTUSA;JUNGTUSA;Francisco Umana;Francisco;Umana;Umana;1732;1843;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias138
140;fernando_pavon;Fernando Pavón;;;;;Fernando;;Pavón;;;;;;;;;;;;;;;;q;JUNGTUPA;JUNGTUPA;Fernando Pavon;Fernando;Pavon;Pavon;1730;1843;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias140
141;mariano_vargas_machuca;Mariano Vargas Machuca;;;;;Mariano;;Vargas Machuca;;;;;;;;;;;;;;;;q;JUNGTUCH;JUNGTUCH;Mariano Vargas Machuca;Mariano;Vargas Machuca;Vargas Machuca;1730;1856;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias141
142;manuel_nunez_balboa;Manuel Núñez Balboa;;;;;Manuel;;Núñez Balboa;;;;;;;;;;;;;;;;q;JUNGTUTE;JUNGTUTE;Manuel Nunez Balboa;Manuel;Nunez Balboa;Nunez Balvoa;1730;1843;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias142
143;antonio_larrabe;Antonio Larrabe;;;;;Antonio;;Larrabe;;;;;;;;;;;;;;;;q;JUNGCHCI;JUNGCHCI;Antonio Larrabe;Antonio;Larrabe;Larrave;1733;1843;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias143
144;jose_ceballos;José Ceballos;;;;;José;;Ceballos;;;;;;;;;;;;;;;;q;JMNGCHNO;JMNGCHNO;Jose Ceballos;Jose;Ceballos;Cevallos;1733;1843;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias144
145;jose_micaeli;José Micaeli;;;;;José;;Micaeli;;;;;;;;;;;;;;;;q;PRNGCH00;PRNGCH00;Jose Micaeli;Jose;Micaeli;Micaeli;1733;1843;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias145
146;andres_landazuri;Andrés Landazuri;;;;;Andrés;;Landazuri;;;;;;;;;;;;;;;;q;JMNGCHTA;JMNGCHTA;Andres Landazuri;Andres;Landazuri;Landazuri;1732;1843;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias146
147;jose_fernandez;José Fernández;;;;;José;;Fernández;;;;;;;;;;;;;;;;q;JMNGCHBB;JMNGCHBB;Jose Fernandez;Jose;Fernandez;Fernandez;1730;1843;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias147
148;agustin_ortiz_guevara;Agustín Ortíz Guevara;;;;;Agustín;;Ortíz Guevara;;;;;;;;;;;;;;;;q;JMNGCHCH;JMNGCHCH;Agustin Ortiz Guevara;Agustin;Ortiz Guevara;Ortiz Guevara;1730;1843;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias148
149;joaquin_moreno;Joaquín Moreno;;;;;Joaquín;;Moreno;;;;;;;;;;;;;;;;q;JMNGCHSI;JMNGCHSI;Joaquin Moreno;Joaquin;Moreno;Moreno;1730;1843;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias149
150;mateo_escarpeta;Mateo Escarpeta;;;;;Mateo;;Escarpeta;;;Cali;5600033;;COL;;;;;;;;;;q;JMNGCHTA;JMNGCHLL;Mateo Escarpeta;Mateo;Escarpeta;Escarpeta;1731;1843;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias150
151;francisco_javier_castaneda;Francisco Javier Castañeda;;;;;Francisco Javier;;Castañeda;;;;;;;;;;;;;;;;q;JMNGCHMU;JMNGCHMU;Francisco Javier Castaneda;Francisco Javier;Castaneda;Castaneda;1730;1843;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias151
152;jose_antonio_lago;José Antonio Lago;;1805;;1805;José Antonio;;Lago;;;La Coruña;;;ESP;;Quibdo;5000006;;COL;;;;;q;JUNGCHNO;JUNGCHNO;Jose Antonio Lago;Jose Antonio;Lago;Lago;1733;1805;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias152
153;jose_antonio_canabal;José Antonio Cañabal;;;;;José Antonio;;Cañabal;;;;;;;;;;;;;;;;q;JUNGCHNO;JUNGCHNO;Jose Antonio Canabal;Jose Antonio;Canabal;Canaval;1731;1843;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias153
154;mariano_ladron_de_guevara;Mariano Ladrón de Guevara;;;;;Mariano;;Ladrón de Guevara;;;;;;;;;;;;;;;;q;JMNGCHBA;JMNGCHBA;Mariano Ladron de Guevara;Mariano;Ladron de Guevara;Ladron Guevara;1733;1843;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias154
155;manuel_polo;Manuel Polo;;;;;Manuel;;Polo;;;;;;;;;;;;;;;;q;JMNGCHGU;JMNGCHGU;Manuel Polo;Manuel;Polo;Polo;1728;1843;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias155
156;juan_perez_monte;Juan Pérez Monte;;;;;Juan;;Pérez Monte;;;;;;;;;;;;;;;;q;PRNGMA00;PRNGMA00;Juan Perez Monte;Juan;Perez Monte;Perez Monte;1731;1843;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias156
157;jose_maria_conde;José María Conde;;;;;José María;;Conde;;;;;;;;;;;;;;;;q;JUNGMAIB;JUNGMAIB;Jose Maria Conde;Jose Maria;Conde;Conde;1728;1856;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias157
158;manuel_jose_torrijos;Manuel José Torrijos;;;;;Manuel José;;Torrijos;;;;;;;;;;;;;;;;q;JUNGMAPA;JUNGMAPA;Manuel Jose Torrijos;Manuel Jose;Torrijos;Torrijos;1732;1843;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias158
159;francisco_tordesillas;Francisco Tordesillas;;;;;Francisco;;Tordesillas;;;;;;;;;;;;;;;;q;PRNGTU00;PRNGTU00;Francisco Tordesillas;Francisco;Tordesillas;Tordesillas;1729;1839;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias159
160;ildefonso_jimenez;Ildefonso Jiménez;;;;;Ildefonso;;Jiménez;;;;;;;;;;;;;;;;q;JUNGTUSO;JUNGTUSO;Ildefonso Jimenez;Ildefonso;Jimenez;Jimenez;1731;1841;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias160
161;martin_jose_recalde;Martín José Recalde;;;;;Martín José;;Recalde;;;;;;;;;;;;;;;;q;JUNGMATO;PRNGTU00;Martin Jose Recalde;Martin Jose;Recalde;Recalde;1636;1764;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias161
162;miguel_borda;Miguel Borda;;;;;Miguel;;Borda;;;;;;;;;;;;;;;;q;PRNGTU00;PRNGTU00;Miguel Borda;Miguel;Borda;Borda;1637;1754;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias162
163;francisco_bautista_de_los_reyes;Francisco Bautista de los Reyes;;;;;Francisco Bautista;de los;Reyes;;;;;;;;;;;;;;;;q;PRNGTU00;PRNGTU00;Francisco Bautista de los Reyes;Francisco Bautista;Reyes;Reyes;1645;1756;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias163
164;juan_antonio_porras_y_santamaria;Juan Antonio Porras y Santamaría;;;;;Juan Antonio;;Porras y Santamaría;;;;;;;;;;;;;;;;q;PRNGTU00;PRNGTU00;Juan Antonio Porras y Santamaria;Juan Antonio;Porras y Santamaria;Porras Santamaria;1647;1759;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias164
165;juan_alonso_espinoza_de_los_monteros;Juan Alonso Espinoza de los Monteros;;;;;Juan Alonso;;Espinoza de los Monteros;;;;;;;;;;;;;;;;q;PRNGTU00;PRRPTU00;Juan Alonso Espinoza de los Monteros;Juan Alonso;Espinoza de los Monteros;Espinoza Monteros;1654;1768;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias165
166;jose_mendiburu;José Mendiburu;;;;;José;;Mendiburu;;;;;;;;;;;;;;;;q;PRNGTU00;PRNGTU00;Jose Mendiburu;Jose;Mendiburu;Mendivuru;1658;1773;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias166
167;jose_de_la_pedroza_y_guerrero;José de la Pedroza y Guerrero;;;;;José;de la;Pedroza y Guerrero;;;;;;;;;;;;;;;;q;PRNGTU00;PRNGTU00;Jose de la Pedroza y Guerrero;Jose;Pedroza y Guerrero;Pedroza Guerrero;1663;1777;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias167
168;nicolas_mujica_y_vergara;Nicolás Mújica y Vergara;;;;;Nicolás;;Mújica y Vergara;;;;;;;;;;;;;;;;q;PRNGTU00;PRNGTU00;Nicolas Mujica y Vergara;Nicolas;Mujica y Vergara;Mujica Vergara;1668;1783;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias168
169;juan_bautista_machin_barrera;Juan Bautista Machín Barrera;;;;;Juan Bautista;;Machín Barrera;;;Guipuzcoa;;;ESP;;;;;;;;;;q;PRNGTU00;PRNGTU00;Juan Bautista Machin Barrera;Juan Bautista;Machin Barrera;Machin Barrera;1736;1836;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias169
170;antonio_alvarez_de_abreu;Antonio Álvarez de Abreu;1683;1756;1683;1756;Antonio;;Álvarez de Abreu;;;;;;;;;;;;;;;;q;PRVECA00;PRNGTU00;Antonio Alvarez de Abreu;Antonio;Alvarez de Abreu;Alvarez Avreu;1688;1756;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias170
171;jose_ignacio_guerra;José Ignacio Guerra;;;;;José Ignacio;;Guerra;;;;;;;;;;;;;;;;q;PRNGTU00;PRNGTU00;Jose Ignacio Guerra;Jose Ignacio;Guerra;Guerra;1696;1811;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias171
172;jose_miguel_cabrera;José Miguel Cabrera;;;;;José Miguel;;Cabrera;;;;;;;;;;;;;;;;q;PRNGTU00;PRNGTU00;Jose Miguel Cabrera;Jose Miguel;Cabrera;Cavrera;1701;1814;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias172
176;francisco_baraya_y_la_campa;Francisco Baraya y la Campa;;;;;Francisco;;Baraya y la Campa;;;;;;;;;;;;;;;;q;PRNGAN00;PRNGAN00;Francisco Baraya y la Campa;Francisco;Baraya y la Campa;Baraya Campa;1733;1843;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias176
177;manuel_bengoa;Manuel Bengoa;;;;;Manuel;;Bengoa;;;;;;;;;;;;;;;;q;JMNGANSB;JMNGANSB;Manuel Bengoa;Manuel;Bengoa;Bengoa;1731;1843;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias177
178;jose_cruz_lara;José Cruz Lara;;;;;José;;Cruz Lara;;;;;;;;;;;;;;;;q;JMNGANSA;JMNGANSA;Jose Cruz Lara;Jose;Cruz Lara;Cruz Lara;1733;1843;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias178
179;jose_cassasola;José Cassasola;;;;;José;;Cassasola;;;;;;;;;;;;;;;;q;JUNGANRE;JUNGANRE;Jose Cassasola;Jose;Cassasola;Cassasola;1732;1843;;yes;;;;;;;;;;;;;;;;;;;;;;;;persIndias179
180;pedro_caballero_(yolombo_ngr);Pedro Caballero (Yolombo_NGR);;;;;Pedro;;Caballero;;;;;;;;;;;;;;;;q;PTNGANYO;PTNGANYO;Pedro Caballero (Yolombo_NGR);Pedro;Caballero;Cavallero;1714;1856;61127/pedro-caballero;;;si;;;;;;;;;;;;;;;;;;;;;;persIndias180
