Entidad;Nombre completo;START;START_ex;END;END_ex;Wikilink_tipo
JUNEMIHG;Subdelegacion de Huango;1787;exact;1803;exact;subdelegacion
JUNEMIPU;Subdelegacion de Puruandiro;1792;exact;1808;hgis;subdelegacion
JUNEMIAN;Subdelegacion de Angamacutiro;1790;exact;1805;exact;subdelegacion
JUNEMIHQ;Subdelegacion de Huaniqueo;1788;exact;1808;hgis;subdelegacion
JUNEMICO;Subdelegacion de Cocupao;1788;exact;1806;exact;subdelegacion
JUNEMITI;Subdelegacion de Tiripetio;1788;exact;1808;hgis;subdelegacion
JUNEMITB;Subdelegacion de Tacambaro;1788;exact;1808;hgis;subdelegacion
JUNEMIPA;Subdelegacion de Patzcuaro;1790;exact;1808;hgis;subdelegacion
JUNEMISC;Subdelegacion de Santa Clara;1788;exact;1807;exact;subdelegacion
JUNEMIER;Subdelegacion de Erongaricuaro;1788;exact;1806;exact;subdelegacion
JUNEMITA;Subdelegacion de Taretan;1787;exact;1808;hgis;subdelegacion
JUNEMIUO;Subdelegacion de Urecho;1788;exact;1805;exact;subdelegacion
JUNEMIUR;Subdelegacion de Uruapan;1789;exact;1808;hgis;subdelegacion
JUNEMIPR;Subdelegacion de Paracho;1791;exact;1808;hgis;subdelegacion
JUNEMIUO;Partido de Urecho;1111;start;1787;exact;partido
JUNEMICL;Alcaldia Mayor de Cuitzeo;1657;not_after;1792;exact;alcaldia_mayor
JUNEMICL;Subdelegacion de Cuitzeo;1793;exact;1808;hgis;subdelegacion
JUNEMXSF;Utopia de Santa Fe;1531;exact;1808;hgis;entidades_atipicas
PRGDZA00;Corregimiento-Intendencia de Zacatecas;1787;exact;1808;hgis;intendencia
JUNEMIJT;Corregimiento agregado de Teremendo;1689;ca;1712;not_after;agregado
JUNEMIHQ;Alcaldia Mayor agregada de Huaniqueo;1715;ca;1719;ca;agregado
JUNEMIJT;Alcaldia Mayor de Teremendo;1713;not_after;1719;not_before;alcaldia_mayor
PRCCCC00;Provincias de Charcas;1559;exact;1783;exact;cabecera
JUCHCOAR;Comandancia General de Frontera de Arauco;1701;hgis;1722;exact;comandancia_general
JUCHCOAR;Comandancia General de Frontera de Arauco;1727;exact;1774;ca;comandancia_general
PMCHCOAR;Partido cabecera de Arauco;1727;exact;1774;ca;cabecera
FRGUCYXI;Fronteras de Xicayes;1111;start;1808;hgis;fronteras
JUGUGUSF;Comandancia de San Felipe del Golfo;1751;not_after;1808;hgis;jurisdiccion_militar
JUCHCOVA;Gobernacion Politico-Militar de Valdivia;1645;exact;1808;hgis;gobernacion
JUCHSAVA;Gobernacion Politico-Militar de Valparaiso;1682;exact;1808;hgis;gobernacion
JURPBOMV;Gobernacion Politico-Militar de Montevideo;1784;exact;1808;hgis;gobernacion
JURPBOBO;Partido de Banda Oriental;1701;hgis;1808;hgis;partido
JURPMICA;Partido cabecera de Candelaria;1806;exact;1808;hgis;cabecera
JURPMICO;Tenencia de gobierno de Concepcion;1773;ca;1783;exact;partido
JURPMICO;Subdelegacion de Concepcion;1784;exact;1808;hgis;subdelegacion
JURPMISA;Tenencia de gobierno de Santiago;1770;exact;1783;exact;partido
JURPMISA;Subdelegacion de Santiago;1784;exact;1808;hgis;subdelegacion
JURPMISM;Tenencia de gobierno de San Miguel;1770;exact;1783;exact;partido
JURPMISM;Subdelegacion de San Miguel;1784;exact;1808;hgis;subdelegacion
JURPMIYA;Tenencia de gobierno de Yapeyu;1770;exact;1783;exact;partido
JURPMIYA;Subdelegacion de Yapeyu;1784;exact;1808;hgis;subdelegacion
PMRPBACP;Partido de Curupayty;1701;hgis;1808;hgis;partido
JUNEVCCS;Alcaldia Mayor de Cosamaloapan;1692;exact;1769;exact;alcaldia_mayor
JUNEMIJT;Corregimiento agregado de Teremendo;1720;not_before;1780;not_after;agregado
JUNESLVA;Corregimiento de Valles;1695;ca;1786;exact;corregimiento
JUNESLVA;Subdelegacion de Valles;1787;exact;1808;hgis;subdelegacion
JUNESLCH;Alcaldia Mayor de Charcas;1664;exact;1786;exact;alcaldia_mayor
JUNESLCH;Subdelegacion de Charcas;1787;exact;1808;hgis;subdelegacion
JUNESLGU;Alcaldia Mayor de Guadalcazar;1618;exact;1741;exact;alcaldia_mayor
JUNESLGU;Alcaldia Mayor agregada de Guadalcazar;1742;exact;1786;exact;agregado
JUNESLGU;Subdelegacion de Guadalcazar;1787;exact;1808;hgis;subdelegacion
JUNESLPB;Alcaldia Mayor de Salinas;1583;exact;1786;exact;alcaldia_mayor
JUNESLPB;Subdelegacion de Salinas;1787;exact;1808;hgis;subdelegacion
JUNESLRV;Subdelegacion de Rio Verde;1787;exact;1808;hgis;subdelegacion
JUNESLSL;Alcaldia Mayor de San Luis Potosi;1592;exact;1786;exact;alcaldia_mayor
JUNESLSL;Subdelegacion de San Luis Potosi;1787;exact;1808;hgis;subdelegacion
JUNESLSM;Subdelegacion de Santa Maria del Rio;1787;exact;1808;hgis;subdelegacion
JUNESLVE;Subdelegacion de Venado;1787;exact;1808;hgis;subdelegacion
JUNESLVS;Subdelegacion de Valle de San Francisco;1787;exact;1791;exact;subdelegacion
JUNESLCA;Subdelegacion de Catorze;1787;exact;1791;not_before;subdelegacion
JUNESLCA;Subdelegacion de Catorze;1802;not_after;1808;hgis;subdelegacion
OBGDMO00;Obispado de Monterrey;1779;exact;1808;hgis;obispado
FRPAPJXX;Fronteras de Gran Pajonal;1111;start;1808;hgis;fronteras
JUQURBAM;Corregimiento de Ambato;1797;exact;1808;hgis;corregimiento
AUQU0000;Audiencia Real de Quito;1722;exact;1808;hgis;audiencia
PRQUCU00;Gobernacion-Intendencia de Cuenca;1777;exact;1792;exact;intendencia
PRQUCU00;Gobernacion de Cuenca;1793;exact;1808;hgis;gobernacion
JUQUGQGQ;Jurisdiccion cabecera de Guayaquil;1534;exact;1808;hgis;cabecera
JUQUCHCH;Corregimiento de Chimbo;1565;not_before;1808;hgis;corregimiento
JUQUCUAL;Tenencia de gobierno de Alausi;1771;exact;1808;hgis;jurisdiccion
JUQUGQPV;Tenencia de gobierno de Puerto Viejo;1763;exact;1808;hgis;jurisdiccion
JUQUGQPU;Tenencia de gobierno de Puna;1763;exact;1808;hgis;partido
PRQUES00;Gobernacion de Esmeraldas;1738;not_before;1755;not_before;gobernacion
PRQUES00;Provincia de Esmeraldas;1606;not_before;1737;not_before;agregado
JUQUQUQU;Corregimiento de Quito;1548;exact;1771;exact;corregimiento
JUQUQUQU;Jurisdiccion cabecera de Quito;1772;exact;1808;hgis;cabecera
JUQUIBIB;Corregimiento de Ibarra;1606;exact;1808;hgis;corregimiento
JUQUOTOT;Corregimiento de Otavalo;1565;not_before;1808;hgis;corregimiento
PTQUJAJA;Jurisdiccion cabecera de Jaen;1701;hgis;1808;hgis;cabecera
JUQULTLT;Corregimiento de La Tacunga;1599;exact;1808;hgis;corregimiento
JUQULOZA;Alcaldia Mayor de Minas agregada de Zaruma;1701;hgis;1808;hgis;agregado
PTQUQUYU;Partido de Yumbos;1111;start;1808;hgis;partido
JUQURBRB;Corregimiento de Riobamba;1589;exact;1808;hgis;corregimiento
PTQURBRB;Jurisdiccion cabecera de Riobamba;1534;not_before;1808;hgis;cabecera
JUQUPOPO;Jurisdiccion cabecera de Popayan;1540;exact;1808;hgis;cabecera
JUQUPOAL;Jurisdiccion-Tenencia de gobierno de Almaguer;1551;exact;1808;hgis;jurisdiccion
JUQUPOPA;Jurisdiccion-Tenencia de gobierno de Pasto;1539;exact;1808;hgis;jurisdiccion
JUQUPOPS;Corregimiento de naturales de Los Pastos;1679;not_after;1752;not_after;corregimiento
JUQUPOBA;Jurisdiccion-Tenencia de gobierno de Barbacoas;1600;not_before;1808;hgis;partido
JUQUPOBU;Jurisdiccion-Tenencia de gobierno de Buga;1557;exact;1792;not_after;jurisdiccion
JUNGPOSU;Corregimiento de Vega de Supia;1793;not_after;1808;hgis;corregimiento
PTQUMCMC;Partido de Macas;1554;exact;1808;hgis;partido
JUNGPOAN;Jurisdiccion-Tenencia de gobierno de Anserma;1700;arbitrary;1808;hgis;jurisdiccion
JUNGPOCC;Tenencia de gobierno de Cuatro Ciudades;1700;arbitrary;1755;exact;jurisdiccion
JUNGANAR;Tenencia de gobierno de Rionegro;1786;ca;1792;ca;jurisdiccion
JUNGANAN;Jurisdiccion cabecera de Antioquia;1546;exact;1808;hgis;cabecera
JUNGPOCG;Jurisdiccion-Tenencia de gobierno de Cartago;1540;exact;1699;arbitrary;jurisdiccion
JUNGANAR;Jurisdiccion de Rionegro;1793;ca;1808;hgis;jurisdiccion
JUNGANAR;Jurisdiccion de Arma;1542;exact;1785;ca;jurisdiccion
JUNGNEPZ;Corregimiento de Paez;1701;hgis;1753;not_after;corregimiento
JUQUPORA;Tenencia de gobierno de Raposo;1701;arbitrary;1808;hgis;partido
JUQUPOMI;Tenencia de gobierno de Micay;1793;not_after;1808;hgis;partido
JUQUPOIS;Jurisdiccion-Tenencia de gobierno de Iscuande;1764;exact;1808;hgis;jurisdiccion
JUQUPOCA;Jurisdiccion-Tenencia de gobierno de Cali;1536;exact;1808;hgis;jurisdiccion
JUQUPOCT;Jurisdiccion-Tenencia de gobierno de Caloto;1543;exact;1808;hgis;jurisdiccion
JUQUPOBU;Jurisdiccion de Buga;1793;not_after;1808;hgis;jurisdiccion
PRGDTX00;Gobernacion de Texas;1722;exact;1808;hgis;gobernacion
PRNEMI00;Corregimiento-Intendencia de Valladolid;1787;exact;1808;hgis;intendencia
PRNEVC00;Gobernacion-Intendencia de Veracruz;1787;exact;1808;hgis;intendencia
PMNEMXMO;Partido de Motines de Zacatula;1111;start;1808;hgis;partido
JUPECUVI;Corregimiento de Vilcabamba;1781;not_after;1783;exact;corregimiento
JUNGSFGD;Corregimiento de Guaduas;1790;exact;1808;hgis;corregimiento
JUNGSFUB;Corregimiento de Ubate;1593;arbitrary;1704;not_after;corregimiento
JUNGSFBZ;Corregimiento de Boza;1593;arbitrary;1808;hgis;corregimiento
JUNGSFCA;Corregimiento de Caqueza;1751;arbitrary;1808;hgis;corregimiento
JUNGSFBG;Corregimiento de Bogota;1593;arbitrary;1808;hgis;corregimiento
JUNGSFSF;Jurisdiccion cabecera de Santa Fe;1539;exact;1808;hgis;cabecera
JUNGSFGV;Corregimiento de Guatavita;1593;not_after;1774;not_after;corregimiento
JUNGSFGV;Corregimiento de Choconta;1775;not_after;1808;hgis;corregimiento
JUNGSFPA;Corregimiento de Pasca;1584;not_after;1775;not_after;corregimiento
PTCHCOPE;Partido de Perquilauquen;1701;hgis;1795;exact;partido
OBCCSC00;Obispado de Santa Cruz;1605;exact;1808;hgis;obispado
MIPEOC00;Misiones de Ocopa;1701;hgis;1808;hgis;misiones
CGPI0000;Comandancia General de Provincias Internas;1791;exact;1808;hgis;comandancia_general
JUGDGDCO;Alcaldia Mayor de Colima;1524;exact;1789;exact;alcaldia_mayor
JUGDGDCO;Subdelegacion de Colima;1790;exact;1808;hgis;subdelegacion
JUGDGDZA;Alcaldia Mayor de Zapotlan;1639;not_after;1791;exact;alcaldia_mayor
JUGDGDZA;Subdelegacion de Zapotlan;1792;exact;1808;hgis;subdelegacion
JUGDGDTU;Subdelegacion de Tuscacuesco;1789;exact;1808;hgis;subdelegacion
JUGDGDSY;Alcaldia Mayor de Sayula;1615;exact;1788;exact;alcaldia_mayor
JUGDGDSY;Subdelegacion de Sayula;1789;exact;1808;hgis;subdelegacion
JUGDGDAU;Alcaldia Mayor de Autlan;1551;not_before;1786;exact;alcaldia_mayor
JUGDGDAU;Subdelegacion de Autlan;1789;exact;1808;hgis;subdelegacion
JUGDGDTO;Alcaldia Mayor de Purificacion;1585;not_after;1772;ca;alcaldia_mayor
JUGDGDTO;Alcaldia Mayor de Tomatlan;1773;ca;1791;exact;alcaldia_mayor
JUGDGDTO;Subdelegacion de Tomatlan;1792;exact;1808;hgis;subdelegacion
JUGDGDTE;Alcaldia Mayor de Tepic;1651;ca;1792;exact;alcaldia_mayor
JUGDGDTE;Subdelegacion de Tepic;1793;exact;1808;hgis;subdelegacion
JUGDGDSB;Comandancia de San Blas;1768;exact;1808;hgis;jurisdiccion_militar
JUGDGDCP;Subdelegacion-Jurisdiccion de Compostela;1798;not_before;1807;not_after;subdelegacion
JUGDGDSE;Alcaldia Mayor de Senticpac;1651;ca;1788;exact;alcaldia_mayor
JUGDGDSE;Subdelegacion de Senticpac;1789;exact;1808;hgis;subdelegacion
JUGDGDSM;Alcaldia Mayor de Tequepespan;1651;ca;1789;exact;alcaldia_mayor
JUGDGDSM;Subdelegacion de Santa Maria Del Oro;1790;exact;1808;hgis;subdelegacion
JUGDGDAC;Alcaldia Mayor de Acaponeta;1600;arbitrary;1790;exact;alcaldia_mayor
JUGDGDAC;Subdelegacion de Acaponeta;1791;exact;1808;hgis;subdelegacion
JUGDGDHC;Subdelegacion de San Sebastian;1792;exact;1808;hgis;subdelegacion
JUGDGDHC;Alcaldia Mayor de Hostotipac;1605;ca;1791;exact;alcaldia_mayor
JUGDGDGN;Alcaldia Mayor-Corregimiento de Guachinango;1549;exact;1599;arbitrary;alcaldia_mayor
JUGDGDGN;Alcaldia Mayor de Mascota;1760;not_after;1776;not_after;alcaldia_mayor
JUGDGDAH;Subdelegacion de Ahuacatlan;1793;exact;1808;hgis;subdelegacion
JUGDGDAH;Alcaldia Mayor de Ahuacatlan y Xala;1590;not_after;1792;exact;alcaldia_mayor
JUGDGDHQ;Alcaldia Mayor de Hostotipaquillo;1701;hgis;1788;exact;alcaldia_mayor
JUGDGDHQ;Subdelegacion de Hostotipaquillo;1789;exact;1808;hgis;subdelegacion
JUGDGDTQ;Corregimiento de Tequila;1563;exact;1789;exact;corregimiento
JUGDGDTQ;Subdelegacion de Tequila;1790;exact;1808;hgis;subdelegacion
JUGDGDET;Alcaldia Mayor de Etzatlan;1549;not_after;1786;exact;alcaldia_mayor
JUGDGDET;Subdelegacion de Etzatlan;1787;exact;1808;hgis;subdelegacion
JUGDGDLB;Alcaldia Mayor de La Barca;1676;not_after;1791;exact;alcaldia_mayor
JUGDGDLB;Subdelegacion de La Barca;1792;exact;1808;hgis;subdelegacion
JUGDGDTA;Corregimiento de Tala;1621;ca;1788;exact;corregimiento
JUGDGDTA;Subdelegacion de Tala;1789;exact;1808;hgis;subdelegacion
JUGDGDTL;Corregimiento de Tlajomulco;1700;not_after;1708;not_before;corregimiento
JUGDGDTL;Subdelegacion de Tlajomulco;1791;exact;1808;hgis;subdelegacion
JUGDGDTN;Corregimiento de Tonala;1549;ca;1789;exact;corregimiento
JUGDGDTN;Subdelegacion de Tonala;1790;exact;1808;hgis;subdelegacion
JUGDGDCA;Corregimiento agregado de Cajititlan;1700;ca;1786;not_after;agregado
JUGDGDGD;Jurisdiccion cabecera de Guadalajara;1542;exact;1808;hgis;cabecera
JUGDGDSC;Subdelegacion de La Barranca;1792;exact;1808;hgis;subdelegacion
JUGDGDTT;Corregimiento de Xonacatlan;1651;arbitrary;1740;ca;corregimiento
JUGDGDTT;Subdelegacion de Tecpatitlan;1789;exact;1808;hgis;subdelegacion
JUGDGDTT;Corregimiento de Tecpatitlan;1741;ca;1788;exact;corregimiento
JUGDGDCU;Corregimiento de Cuquio;1690;exact;1788;exact;corregimiento
JUGDGDCU;Subdelegacion de Cuquio;1789;exact;1808;hgis;subdelegacion
JUGDGDLA;Alcaldia Mayor de Lagos;1549;exact;1793;exact;alcaldia_mayor
JUGDGDLA;Subdelegacion de Lagos;1794;exact;1808;hgis;subdelegacion
JUGDGDTC;Corregimiento de Teocaltiche;1563;ca;1707;exact;corregimiento
JUGDGDJU;Alcaldia Mayor agregada de Juchipila;1690;exact;1788;exact;agregado
JUGDGDJU;Subdelegacion de Juchipila;1789;exact;1808;hgis;subdelegacion
JUGDGDAG;Alcaldia Mayor de Aguas Calientes;1575;exact;1786;exact;alcaldia_mayor
JUGDGDAG;Subdelegacion de Aguas Calientes;1787;exact;1808;hgis;subdelegacion
PTGDGDAI;Partido de Asientos;1111;start;1786;exact;partido
PRGDNA00;Tenencia de gobierno de Nayarit;1791;exact;1808;hgis;jurisdiccion
JUGDGDBO;Corregimiento de Bolaños;1756;exact;1799;ca;corregimiento
JUPEARAR;Corregimiento de Arequipa;1583;not_after;1783;exact;corregimiento
JUPECUCU;Corregimiento de Cuzco;1548;exact;1783;exact;corregimiento
JUGDZAZA;Corregimiento de Zacatecas;1580;exact;1786;exact;corregimiento
JUGDZAZA;Jurisdiccion cabecera de Zacatecas;1787;exact;1808;hgis;cabecera
JUGDZASI;Alcaldia Mayor agregada de Sierra de Pinos;1700;arbitrary;1786;exact;agregado
JUGDZASI;Subdelegacion de Sierra de Pinos;1787;exact;1808;hgis;subdelegacion
JUGDZAJE;Alcaldia Mayor de Jerez;1570;exact;1786;exact;alcaldia_mayor
PTGDZATL;Corregimiento agregado de Tlaltenango;1570;exact;1786;exact;agregado
JUGDZAFR;Alcaldia Mayor de Fresnillo;1572;not_after;1707;exact;alcaldia_mayor
JUGDZAFR;Subdelegacion de Fresnillo;1787;exact;1808;hgis;subdelegacion
PTGDZAFR;Jurisdiccion cabecera de Fresnillo;1111;start;1808;hgis;cabecera
JUGDZASO;Alcaldia Mayor de Sombrerete;1558;not_after;1786;exact;alcaldia_mayor
JUGDZASO;Subdelegacion de Sombrerete;1787;exact;1808;hgis;subdelegacion
JUGDZAMA;Alcaldia Mayor de Mazapil;1619;not_after;1786;exact;alcaldia_mayor
JUGDZAMA;Subdelegacion de Mazapil;1787;exact;1808;hgis;subdelegacion
JUGDZANI;Alcaldia Mayor* de Nieves;1736;not_after;1786;exact;alcaldia_mayor
JUGDZANI;Partido de Nieves;1787;exact;1791;not_after;partido
JUGDDUME;Alcaldia Mayor* de Mezquital;1723;exact;1792;not_before;alcaldia_mayor
JUGDDUGZ;Alcaldia Mayor* de Guazamota;1701;hgis;1722;not_after;alcaldia_mayor
JUGDDUME;Subdelegacion de  Mezquital;1793;not_before;1808;hgis;subdelegacion
JUGDDUGM;Alcaldia Mayor de San Diego del Rio;1757;ca;1784;ca;alcaldia_mayor
JUGDDUGM;Alcaldia Mayor de Guarisamey;1785;ca;1788;exact;alcaldia_mayor
JUGDDUGM;Subdelegacion de Guarisamey;1789;exact;1808;hgis;subdelegacion
JUGDDUME;Alcaldia Mayor* de Lajas;1701;hgis;1722;exact;alcaldia_mayor
JUGDDUTA;Subdelegacion de Tayoltita;1808;not_after;1808;hgis;subdelegacion
JUGDDUSD;Subdelegacion de San Dimas;1808;not_after;1808;hgis;subdelegacion
JUGDDUGA;Subdelegacion de Gavilanes;1808;not_after;1808;hgis;subdelegacion
JUGDDUVE;Subdelegacion de Ventanas;1808;not_after;1808;hgis;subdelegacion
JUGDDUSA;Subdelegacion de San Andres;1787;not_before;1808;hgis;subdelegacion
JUGDDUSA;Alcaldia Mayor de San Andres;1740;ca;1786;not_before;alcaldia_mayor
JUGDDUCN;Alcaldia Mayor* de Cianori;1671;not_after;1786;not_before;alcaldia_mayor
JUGDDUCN;Subdelegacion de Cianori;1787;not_before;1802;ca;subdelegacion
JUGDDUCA;Subdelegacion de Canelas;1803;not_before;1808;hgis;subdelegacion
JUGDDUTH;Alcaldia Mayor* de Tabahueto;1765;ca;1777;exact;alcaldia_mayor
JUGDDUND;Alcaldia Mayor de Nombre de Dios;1579;exact;1786;not_before;alcaldia_mayor
JUGDDUND;Subdelegacion de Nombre de Dios;1787;exact;1808;hgis;subdelegacion
JUGDDUCM;Alcaldia Mayor de Cuencame;1589;ca;1786;not_before;alcaldia_mayor
JUGDDUCM;Subdelegacion de Cuencame;1787;not_before;1808;hgis;subdelegacion
JUGDDUEG;Comandancia de El Gallo;1687;exact;1750;exact;jurisdiccion_militar
JUGDDUEG;Subdelegacion de El Gallo;1796;not_after;1808;hgis;subdelegacion
JUGDDUMA;Comandancia de Mapimi;1711;ca;1750;exact;jurisdiccion_militar
JUGDDUMA;Subdelegacion de Mapimi;1787;not_before;1808;hgis;subdelegacion
JUGDDUJR;Alcaldia Mayor de San Juan del Rio;1601;exact;1786;not_before;alcaldia_mayor
JUGDDUJR;Subdelegacion de San Juan del Rio;1787;not_before;1808;hgis;subdelegacion
JUGDDUCT;Subdelegacion de Canatlan;1796;exact;1808;hgis;subdelegacion
JUGDDUCO;Subdelegacion de Coneto;1808;not_after;1808;hgis;subdelegacion
JUGDDUPP;Alcaldia Mayor* de Papasquiaro;1693;ca;1786;not_before;alcaldia_mayor
JUGDDUPP;Subdelegacion de Papasquiaro;1787;not_before;1808;hgis;subdelegacion
JUGDDUSC;Subdelegacion de Tepehuanes;1799;not_after;1807;not_after;subdelegacion
JUGDDUTZ;Subdelegacion de Tamazula;1799;not_after;1808;hgis;subdelegacion
JUQUPOTU;Tenencia de gobierno de Tumaco;1764;exact;1808;hgis;partido
PRGDDU00;Gobernacion-Capitania General de Nueva Vizcaya;1562;exact;1786;exact;gobernacion
JUGDDUDU;Jurisdiccion cabecera de Durango;1563;exact;1808;hgis;cabecera
JUGDDUSC;Alcaldia Mayor de Santa Catarina;1721;not_after;1725;not_before;alcaldia_mayor
JUQUMCMC;Tenencia de gobierno de Macas;1554;not_before;1774;not_after;jurisdiccion
JUGDDUIN;Alcaldia Mayor de Real de Inde;1567;exact;1776;not_after;alcaldia_mayor
JUGDDUIN;Subdelegacion de Inde;1799;not_after;1808;hgis;subdelegacion
JUGDDURO;Alcaldia Mayor de Real del Oro;1777;not_after;1787;not_before;alcaldia_mayor
JUGDDURO;Subdelegacion de Real del Oro;1788;not_before;1808;hgis;subdelegacion
PTGDDUSM;Partido de Bocas;1111;start;1808;hgis;partido
JUGDDUVB;Alcaldia Mayor de San Bartolome;1641;not_before;1787;not_before;alcaldia_mayor
JUGDDUVB;Subdelegacion de San Bartolome;1788;not_before;1808;hgis;subdelegacion
JUGDDUGQ;Comandancia de Guajoquilla;1753;exact;1773;exact;jurisdiccion_militar
JUGDDUGQ;Subdelegacion de Guajoquilla;1788;not_before;1808;hgis;subdelegacion
JUGDDUGC;Subdelegacion de Guanacevi;1788;not_before;1808;hgis;subdelegacion
JUGDDUGC;Alcaldia Mayor* de Guanacevi;1601;exact;1787;not_before;alcaldia_mayor
JUGDDUCG;Comandancia de Cerro Gordo;1646;ca;1750;exact;jurisdiccion_militar
JUGDDUCG;Alcaldia Mayor de Cerro Gordo;1767;exact;1772;exact;alcaldia_mayor
JUGDDUCG;Subdelegacion de Cerro Gordo;1788;exact;1808;hgis;subdelegacion
JUGDDUBB;Alcaldia Mayor* de Santa Barbara;1723;not_after;1787;not_before;alcaldia_mayor
JUGDDUBB;Subdelegacion de Santa Barbara;1788;not_before;1808;hgis;subdelegacion
JUGDDUPL;Jurisdiccion cabecera de Parral;1631;not_after;1724;not_after;cabecera
JUGDDUPL;Alcaldia Mayor de Parral;1725;not_after;1728;not_after;alcaldia_mayor
JUGDDUPL;Subdelegacion de Parral;1788;exact;1808;hgis;subdelegacion
JUGDDUCI;Alcaldia Mayor de Cienega;1741;not_after;1787;not_before;alcaldia_mayor
JUGDDUCI;Subdelegacion de Cienega;1788;not_before;1808;hgis;subdelegacion
JUGDDUCR;Alcaldia Mayor de Cosihuiriachi;1688;exact;1787;not_before;alcaldia_mayor
JUGDDUCR;Subdelegacion de Cosihuiriachi;1788;not_before;1808;hgis;subdelegacion
JUGDDUBA;Subdelegacion de Basuchil;1791;not_before;1796;not_before;subdelegacion
JUGDDUBA;Subdelegacion de Basuchil;1802;not_after;1808;hgis;subdelegacion
JUGDDUMN;Alcaldia Mayor de Minas Nuevas;1634;exact;1729;not_before;alcaldia_mayor
JUGDDUCS;Alcaldia Mayor* de  Conchos;1752;ca;1792;not_before;alcaldia_mayor
JUGDDUCS;Subdelegacion de Conchos;1793;not_before;1808;hgis;subdelegacion
JUGDDUCH;Alcaldia Mayor de San Francisco;1708;exact;1717;exact;alcaldia_mayor
JUGDDUCH;Corregimiento de Chihuahua;1718;exact;1792;exact;corregimiento
JUGDDUJU;Subdelegacion de Julimes;1793;exact;1808;hgis;subdelegacion
JUGDDUBY;Subdelegacion de Babonoyaba;1793;exact;1808;hgis;subdelegacion
JUGDDUSI;Subdelegacion de Santa Isabel;1793;exact;1808;hgis;subdelegacion
JUGDDUCH;Subdelegacion de Chihuahua;1793;exact;1808;hgis;subdelegacion
JUGDDUBV;Alcaldia Mayor* de Casas Grandes y Valle de San Buenaventura;1666;not_after;1720;ca;alcaldia_mayor
JUGDDUBV;Subdelegacion de Valle de San Buenaventura;1788;not_before;1808;hgis;subdelegacion
JUGDDUBP;Alcaldia Mayor de Urique;1690;ca;1731;exact;alcaldia_mayor
JUGDDUBP;Alcaldia Mayor de Batopilas;1732;exact;1787;not_before;alcaldia_mayor
JUGDDUBP;Subdelegacion de Batopilas;1788;not_before;1808;hgis;subdelegacion
JUGDDUTO;Subdelegacion de Topago;1803;exact;1806;exact;subdelegacion
JUGDDUTO;Subdelegacion-Jurisdiccion de Topago;1798;not_before;1801;not_after;subdelegacion
JUGDDUTO;Alcaldia Mayor de Topago;1777;not_after;1787;not_after;alcaldia_mayor
JUGDDUNP;Alcaldia Mayor de San Juan Nepomuceno;1777;not_after;1787;not_after;alcaldia_mayor
JUGDDUJA;Alcaldia Mayor de  San Joaquin;1777;not_after;1787;not_after;alcaldia_mayor
JUGDDUPS;Alcaldia Mayor de Parras y Saltillo;1700;ca;1765;not_after;alcaldia_mayor
JUGDDUPS;Alcaldia Mayor de Parras y Saltillo;1766;not_after;1787;not_before;alcaldia_mayor
JUGDDUPS;Subdelegacion de Parras y Saltillo;1788;not_before;1808;hgis;subdelegacion
JUGDNLBL;Alcaldia Mayor de Boca de Leones;1694;exact;1786;not_before;alcaldia_mayor
JUGDNLCA;Alcaldia Mayor de Cadereyta;1637;exact;1786;not_before;alcaldia_mayor
JUGDNLVA;Alcaldia Mayor de Vallecillo;1766;exact;1772;exact;alcaldia_mayor
JUGDNLSC;Alcaldia Mayor de Santa Catarina;1725;exact;1786;not_before;alcaldia_mayor
JUGDNLSA;Alcaldia Mayor de Salinas;1646;exact;1786;not_before;alcaldia_mayor
JUGDNLRB;Alcaldia Mayor de San Antonio;1644;exact;1747;ca;alcaldia_mayor
FRGDNLHX;Fronteras de Huaxteca;1111;start;1747;exact;fronteras
JUGDNLPL;Alcaldia Mayor de Lampazos;1752;ca;1786;not_before;alcaldia_mayor
JUGDNLPI;Alcaldia Mayor* de Pilon;1715;ca;1786;not_before;alcaldia_mayor
JUGDNLPE;Alcaldia Mayor* de Pesqueria Grande;1720;ca;1786;not_before;alcaldia_mayor
JUGDNLMO;Jurisdiccion cabecera de Monterrey;1582;exact;1808;hgis;cabecera
JUGDNLLI;Alcaldia Mayor de San Cristobal;1691;not_before;1711;exact;alcaldia_mayor
JUGDNLLI;Alcaldia Mayor de Linares;1712;exact;1786;not_before;alcaldia_mayor
JUGDNLLA;Alcaldia Mayor* de Labradores;1691;not_before;1786;not_before;alcaldia_mayor
JUGDNLGU;Alcaldia Mayor de Guajuco;1736;not_after;1786;not_before;alcaldia_mayor
JUGDNLCE;Alcaldia Mayor de Cerralvo;1628;exact;1786;not_before;alcaldia_mayor
JUGDNLVA;Alcaldia Mayor de Vallecillo;1773;exact;1786;not_before;alcaldia_mayor
PRNGTU00;Corregimiento de Tunja;1539;exact;1808;hgis;corregimiento
JUNGTUSF;Gobernacion de San Faustino;1662;exact;1808;hgis;gobernacion
JUNGPPGI;Gobernacion de Giron;1631;exact;1794;exact;gobernacion
JUNGTUVP;Alcaldia Mayor de Minas de Vetas;1602;ca;1794;exact;alcaldia_mayor
JUNGTUTE;Corregimiento de Tensa;1593;arbitrary;1808;hgis;corregimiento
JUNGTUTM;Corregimiento de Turmeque;1593;arbitrary;1808;hgis;corregimiento
