Entidad;Nombre completo;START;START_ex;END;END_ex;Wikilink_tipo
SUNE0000;Virreinato de Nueva España;1535;exact;1808;hgis;virreinato
SUPE0000;Virreinato de Peru;1542;exact;1808;hgis;virreinato
SUNG0000;Virreinato de Nueva Granada;1717;exact;1723;exact;virreinato
SUNG0000;Virreinato de Nueva Granada;1740;exact;1808;hgis;virreinato
SURP0000;Virreinato de Rio de la Plata;1776;exact;1808;hgis;virreinato
AULI0000;Audiencia Real de Lima;1543;exact;1808;hgis;audiencia
AUSA0000;Audiencia Real de Santiago;1609;exact;1808;hgis;audiencia
AUCC0000;Audiencia Real de Charcas;1559;exact;1808;hgis;audiencia
AUQU0000;Audiencia Real de Quito;1564;exact;1717;exact;audiencia
AUBA0000;Audiencia Real de Buenos Aires;1785;exact;1808;hgis;audiencia
AUCU0000;Audiencia Real de Cuzco;1788;exact;1808;hgis;audiencia
AUMX0000;Audiencia Real de Mexico;1535;exact;1808;hgis;audiencia
AUPA0000;Audiencia Real de Panama;1565;exact;1716;exact;audiencia
AUPA0000;Audiencia Real de Panama;1722;exact;1750;exact;audiencia
AUCO0000;Audiencia Real de Guatemala;1570;exact;1808;hgis;audiencia
AUGD0000;Audiencia Real de Guadalajara;1548;exact;1808;hgis;audiencia
AUSF0000;Audiencia Real de Santa Fe;1550;exact;1808;hgis;audiencia
AUCA0000;Audiencia Real de Caracas;1786;exact;1808;hgis;audiencia
OBPELI00;Arzobispado de Lima;1546;exact;1808;hgis;arzobispado
OBPEHU00;Obispado de Huamanga;1612;exact;1808;hgis;obispado
OBPECU00;Obispado de Cuzco;1538;exact;1808;hgis;obispado
OBPEAR00;Obispado de Arequipa;1612;exact;1808;hgis;obispado
OBCCLP00;Obispado de La Paz;1605;exact;1808;hgis;obispado
OBCCCC00;Arzobispado de La Plata;1609;exact;1808;hgis;arzobispado
OBPETR00;Obispado de Trujillo;1577;exact;1808;hgis;obispado
OBQUCU00;Obispado de Cuenca;1787;exact;1808;hgis;obispado
OBQUQU00;Obispado de Quito;1546;exact;1808;hgis;obispado
OBQUMA00;Obispado de Maynas;1808;exact;1808;hgis;obispado
OBQUPO00;Obispado de Popayan;1547;exact;1808;hgis;obispado
OBCHSA00;Obispado de Santiago;1561;exact;1808;hgis;obispado
OBCHCO00;Obispado de Concepcion;1600;exact;1808;hgis;obispado
OBRPPA00;Obispado de Paraguay;1547;exact;1808;hgis;obispado
OBRPBA00;Obispado de Buenos Aires;1627;exact;1808;hgis;obispado
OBRPCO00;Obispado de Tucuman;1570;exact;1808;hgis;obispado
OBRPSA00;Obispado de Salta;1806;exact;1808;hgis;obispado
OBGUCH00;Obispado de Chiapas;1544;exact;1808;hgis;obispado
OBGUGU00;Obispado de Guatemala;1534;exact;1742;exact;obispado
OBGUGU00;Arzobispado de Guatemala;1743;exact;1808;hgis;arzobispado
OBGULE00;Obispado de Leon;1534;exact;1808;hgis;obispado
OBGUCY00;Obispado de Honduras;1534;exact;1560;exact;obispado
OBNEYU00;Obispado de Yucatan;1561;exact;1808;hgis;obispado
PRPELI00;Gobernacion-Intendencia de Lima;1784;exact;1808;hgis;intendencia
PRPETR00;Gobernacion-Intendencia de Trujillo;1784;exact;1808;hgis;intendencia
PRPEAR00;Gobernacion-Intendencia de Arequipa;1784;exact;1808;hgis;intendencia
PRPEHU00;Gobernacion-Intendencia de Huamanga;1784;exact;1808;hgis;intendencia
PRPECU00;Gobernacion-Intendencia de Cuzco;1784;exact;1808;hgis;intendencia
PRPEHV00;Gobernacion-Intendencia de Huancavelica;1784;exact;1808;hgis;intendencia
PRPETA00;Gobernacion-Intendencia de Tarma;1784;exact;1808;hgis;intendencia
PRCCPU00;Gobernacion-Intendencia de Puno;1784;exact;1808;hgis;intendencia
PRCHSA00;Gobernacion-Intendencia de Santiago;1786;exact;1808;hgis;intendencia
PRCHCO00;Gobernacion-Intendencia de Concepcion;1786;exact;1808;hgis;intendencia
PRCHCH00;Gobernacion de Chiloe;1601;exact;1783;not_before;gobernacion
PRCHCH00;Gobernacion-Intendencia de Chiloe;1784;exact;1788;exact;intendencia
PRCHCH00;Gobernacion de Chiloe;1789;exact;1808;hgis;gobernacion
PRRPTU00;Gobernacion-Capitania General de Tucuman;1564;exact;1783;exact;gobernacion
PRRPMIMI;Misiones de Guaranies;1111;start;1767;exact;misiones
PRRPMIMI;Gobernacion de Misiones;1768;exact;1803;exact;gobernacion
PRRPMIMI;Gobernacion Politico-Militar de Misiones;1804;exact;1805;exact;gobernacion
PRRPSA00;Gobernacion-Intendencia de Salta;1784;exact;1808;hgis;intendencia
PRRPCO00;Gobernacion-Intendencia de Cordoba;1784;exact;1808;hgis;intendencia
PRRPBA00;Gobernacion-Capitania General de Rio de la Plata;1620;exact;1783;exact;gobernacion
PRRPBA00;Gobernacion-Intendencia de Buenos Aires;1784;exact;1808;hgis;intendencia
PRRPPA00;Gobernacion-Capitania General de Paraguay;1620;exact;1730;exact;gobernacion
PRRPPA00;Gobernacion-Intendencia de Paraguay;1784;exact;1808;hgis;intendencia
PRGUNI00;Gobernacion-Intendencia de Leon;1787;exact;1808;hgis;intendencia
PRGUCY00;Gobernacion-Intendencia de Comayagua;1787;exact;1808;hgis;intendencia
PRGUSS00;Alcaldia Mayor de San Salvador;1579;exact;1786;exact;alcaldia_mayor
PRGUSS00;Gobernacion-Intendencia de San Salvador;1787;exact;1790;exact;intendencia
JUGUNISU;Corregimiento de Subtiava;1726;exact;1777;exact;corregimiento
JUGUNISU;Subdelegacion de Subtiava;1787;exact;1808;hgis;subdelegacion
JUGUNINC;Corregimiento de Nicoya;1697;ca;1786;exact;corregimiento
JUGUNINC;Subdelegacion de Nicoya;1787;exact;1808;hgis;subdelegacion
JUGUNIMG;Corregimiento de Sebaco;1568;arbitrary;1730;ca;corregimiento
JUGUNIMG;Corregimiento de Sebaco;1731;ca;1786;exact;corregimiento
JUGUNIMG;Subdelegacion de Matagalpa;1787;exact;1808;hgis;subdelegacion
JUGUNIRE;Corregimiento de El Realejo;1568;arbitrary;1786;exact;corregimiento
PTGUCYCY;Jurisdiccion cabecera de Comayagua;1111;start;1808;hgis;cabecera
JUGUCYTR;Gobernacion político-militar de Trujillo;1787;exact;1800;exact;gobernacion
JUGUCYOT;Subdelegacion de Olanchito;1787;exact;1808;hgis;subdelegacion
JUGUCYOL;Subdelegacion de Olancho;1787;exact;1808;hgis;subdelegacion
JUGUCYSP;Subdelegacion de San Pedro Sula;1787;exact;1808;hgis;subdelegacion
JUGUCYYO;Subdelegacion de Yoro;1787;exact;1808;hgis;subdelegacion
JUGUCYGR;Subdelegacion de Gracias a Dios;1787;exact;1808;hgis;subdelegacion
JUGUCYSE;Tenencia de subdelegacion de Sensenti;1787;not_before;1808;hgis;partido
JUGUCYCN;Subdelegacion de Chinda;1787;not_before;1808;hgis;subdelegacion
JUGUTGTG;Alcaldia Mayor de Tegucigalpa;1579;exact;1788;exact;alcaldia_mayor
JUGUTGTG;Subdelegacion de Tegucigalpa;1789;exact;1808;hgis;subdelegacion
JUGUSSSA;Subdelegacion de Santa Ana;1787;exact;1805;exact;subdelegacion
JUGUSSSV;Jurisdiccion de San Vicente;1701;hgis;1786;exact;jurisdiccion
JUGUSSSV;Subdelegacion-Jurisdiccion de San Vicente;1787;exact;1808;hgis;subdelegacion
JUGUSSSM;Jurisdiccion de San Miguel;1701;hgis;1786;exact;jurisdiccion
JUGUSSSM;Subdelegacion-Jurisdiccion de San Miguel;1787;exact;1808;hgis;subdelegacion
PTGUSSOL;Tenencia de subdelegacion de Olocuilta;1787;exact;1808;hgis;partido
PTGUSSCO;Partido de Cojutepeque;1701;hgis;1786;exact;partido
PTGUSSCO;Tenencia de subdelegacion de Cojutepeque;1787;exact;1808;hgis;partido
PTGUSSTE;Tenencia de subdelegacion de Texutla;1787;exact;1808;hgis;partido
PTGUSSOP;Tenencia de subdelegacion de Opico;1787;exact;1808;hgis;partido
PTGUSSUS;Partido de Usulutan;1701;hgis;1786;exact;partido
PTGUSSUS;Tenencia de subdelegacion de Usulutan;1787;exact;1808;hgis;partido
PTGUSSGO;Tenencia de subdelegacion de Gotera;1787;exact;1808;hgis;partido
PTGUSSAL;Tenencia de subdelegacion de San Alejo;1787;exact;1808;hgis;partido
JUGUSSSC;Subdelegacion de Sacatecoluca;1787;not_before;1808;hgis;subdelegacion
PTGUSSSN;Tenencia de subdelegacion de Titiguapa;1787;exact;1798;exact;partido
JUGUSSME;Subdelegacion de Metapas;1806;exact;1808;hgis;subdelegacion
JUGUGUSS;Alcaldia Mayor de Sonsonate;1539;exact;1808;hgis;alcaldia_mayor
PTGUGUGZ;Partido de Guazacapan;1692;not_after;1808;hgis;partido
JUGUGUES;Alcaldia Mayor de Escuintla;1692;not_after;1808;hgis;alcaldia_mayor
JUGUGUCM;Corregimiento de Chiquimula;1560;arbitrary;1763;ca;corregimiento
JUGUGUAC;Corregimiento de Acasaguastlan;1551;ca;1714;exact;corregimiento
JUGUGUCT;Alcaldia Mayor de Chimaltenango;1754;ca;1808;hgis;alcaldia_mayor
JUGUGUGU;Corregimiento de El Valle;1547;ca;1753;ca;corregimiento
JUGUGUVE;Alcaldia Mayor de Verapaz;1560;exact;1808;hgis;alcaldia_mayor
MIGUGUPE;Presidio de Peten;1697;exact;1786;arbitrary;jurisdiccion_militar
JUGUGUTO;Corregimiento de Totonicapan;1678;exact;1707;not_after;corregimiento
JUGUGUTO;Alcaldia Mayor de Totonicapan;1708;not_after;1808;hgis;alcaldia_mayor
PTGUGUTO;Partido cabecera de Totonicapan;1678;exact;1808;hgis;cabecera
PTGUGUAT;Partido de Atitan;1547;exact;1808;hgis;partido
JUGUGUSO;Alcaldia Mayor de Solola;1689;exact;1794;not_after;alcaldia_mayor
JUGUGUAM;Alcaldia Mayor de Amatique;1604;exact;1755;ca;alcaldia_mayor
JURPMAMA;Gobernacion de Malvinas;1766;exact;1773;exact;gobernacion
JURPPGPG;Superintendencia de Patagones;1779;exact;1786;exact;entidades_atipicas
JURPPGPG;Comandancia de Patagones;1787;exact;1808;exact;jurisdiccion_militar
JURPBACR;Tenencia de gobierno de Corrientes;1701;hgis;1783;exact;jurisdiccion
JURPBACR;Subdelegacion de Corrientes;1784;exact;1808;hgis;subdelegacion
JURPBASF;Tenencia de gobierno de Santa Fe;1701;hgis;1783;exact;jurisdiccion
JURPBASF;Subdelegacion de Santa Fe;1784;exact;1808;hgis;subdelegacion
JURPCOME;Jurisdiccion cabecera de Mendoza;1701;hgis;1783;exact;cabecera
JURPCOME;Subdelegacion de Mendoza;1784;exact;1808;hgis;subdelegacion
JURPCOSJ;Tenencia de corregimiento de San Juan;1701;hgis;1783;exact;jurisdiccion
JURPCOSJ;Subdelegacion de San Juan;1784;exact;1808;hgis;subdelegacion
JURPCOSL;Tenencia de corregimiento de San Luis;1701;hgis;1783;exact;jurisdiccion
JURPCOSL;Subdelegacion de San Luis;1784;exact;1808;hgis;subdelegacion
JURPCOLR;Tenencia de gobierno de La Rioja;1701;hgis;1783;exact;jurisdiccion
JURPCOLR;Subdelegacion de La Rioja;1784;exact;1808;hgis;subdelegacion
JURPCOCO;Jurisdiccion cabecera de Cordoba;1701;hgis;1783;exact;cabecera
JURPCOCO;Subdelegacion de Cordoba;1784;exact;1808;hgis;subdelegacion
JURPSASA;Tenencia de gobierno de Salta;1701;hgis;1783;exact;jurisdiccion
JURPSASA;Subdelegacion de Salta;1784;exact;1808;hgis;subdelegacion
JURPSAPU;Subdelegacion de La Puna;1796;exact;1808;hgis;subdelegacion
JURPSASM;Tenencia de gobierno de San Miguel;1701;hgis;1783;exact;jurisdiccion
JURPSASM;Subdelegacion de San Miguel;1784;exact;1808;hgis;subdelegacion
JURPSAES;Tenencia de gobierno de Santiago;1701;hgis;1783;exact;jurisdiccion
JURPSAES;Subdelegacion de Santiago;1784;exact;1808;hgis;subdelegacion
JURPSACT;Tenencia de gobierno de Catamarca;1701;hgis;1783;exact;jurisdiccion
JURPSACT;Subdelegacion de Catamarca;1784;exact;1808;hgis;subdelegacion
JURPSAJU;Tenencia de gobierno de Jujuy;1701;hgis;1783;exact;jurisdiccion
JURPSAJU;Subdelegacion de Jujuy;1784;exact;1808;hgis;subdelegacion
JURPSANO;Subdelegacion de Nueva Oran;1795;exact;1808;hgis;subdelegacion
PTRPPACO;Partido de Villa Real;1773;exact;1783;exact;partido
PTRPPACO;Subdelegacion de Villa Real;1784;exact;1808;hgis;subdelegacion
JURPPACU;Partido de Curuguaty;1716;exact;1783;exact;partido
JURPPACU;Subdelegacion de Curuguaty;1784;exact;1808;hgis;subdelegacion
JURPPAES;Jurisdiccion de Villarrica;1701;hgis;1783;exact;jurisdiccion
JURPPAES;Subdelegacion de Villarrica;1784;exact;1808;hgis;subdelegacion
JURPPAYC;Subdelegacion de Ycuamandiyu;1784;exact;1808;hgis;subdelegacion
PMRPPANE;Pueblo de San Juan Nepomuceno;1797;exact;1808;hgis;jurisdiccion
PTRPPACU;Partido de Cuarepoti;1787;exact;1808;hgis;partido
PMRPPATO;Pueblo de Tobati;1701;hgis;1808;hgis;jurisdiccion
PMRPPAEM;Pueblo de Emboscada;1740;ca;1808;hgis;jurisdiccion
PMRPPAYU;Pueblo de Yuty;1701;hgis;1808;hgis;jurisdiccion
PMRPPACA;Pueblo de Caazapa;1701;hgis;1808;hgis;jurisdiccion
PMRPPAIE;Pueblo de Itape;1701;hgis;1808;hgis;jurisdiccion
PMRPPAIA;Pueblo de Ita;1701;hgis;1808;hgis;jurisdiccion
PMRPPAGU;Pueblo de Guarambare;1701;hgis;1808;hgis;jurisdiccion
PMRPPAIP;Pueblo de Ipane;1701;hgis;1808;hgis;jurisdiccion
PMRPPALA;Pueblo de Los Altos;1701;hgis;1808;hgis;jurisdiccion
PMRPPAAT;Pueblo de Atira;1701;hgis;1808;hgis;jurisdiccion
PMRPPASE;Pueblo de San Estanislao;1749;exact;1808;hgis;jurisdiccion
PMRPPASJ;Pueblo de San Joaquin;1747;exact;1808;hgis;jurisdiccion
PMRPPABE;Pueblo de Belen;1760;exact;1808;hgis;jurisdiccion
JURPBABA;Jurisdiccion cabecera de Buenos Aires;1701;hgis;1808;not_before;cabecera
JURPBOMV;Jurisdiccion de Montevideo;1726;exact;1750;exact;jurisdiccion
JURPBOMV;Gobernacion de Montevideo;1751;exact;1783;exact;gobernacion
PMRPBOPO;Partido de Porongos;1804;ca;1808;hgis;partido
PMRPBOCO;Partido de Colla;1775;exact;1776;exact;partido
PMRPBODO;Partido de El Espinillo;1774;exact;1808;hgis;partido
PMRPBOLV;Partido de Las Viboras;1758;exact;1808;hgis;partido
PMRPERES;Partido de Esquina;1782;exact;1808;hgis;partido
PMRPERGY;Partido de Gualeguay;1777;not_after;1808;hgis;partido
PMRPERGU;Partido de Gualeguaychu;1777;not_after;1808;hgis;partido
PMRPERAC;Partido de Arroyo de la China;1777;not_after;1808;hgis;partido
PMRPERLB;Partido de La Bajada;1777;not_after;1808;hgis;partido
PMRPERNO;Partido de Nogoya;1777;not_after;1808;hgis;partido
JURPBAER;Comandancia General de Entrerrios;1782;exact;1808;hgis;comandancia_general
JUPEARAC;Corregimiento de Arica;1583;not_after;1783;exact;corregimiento
JUPEARAC;Subdelegacion de Arica;1784;exact;1808;hgis;subdelegacion
JUPEARAR;Subdelegacion de Arequipa;1784;exact;1808;hgis;subdelegacion
JUPEARCA;Corregimiento de Camana;1583;not_after;1783;exact;corregimiento
JUPEARCA;Subdelegacion de Camana;1784;exact;1808;hgis;subdelegacion
JUPEARCG;Corregimiento de Collaguas;1583;not_after;1783;exact;corregimiento
JUPEARCG;Subdelegacion de Collaguas;1784;exact;1808;hgis;subdelegacion
JUPEARCS;Corregimiento de Condesuyos;1583;not_after;1783;exact;corregimiento
JUPEARCS;Subdelegacion de Condesuyos;1784;exact;1808;hgis;subdelegacion
JUPEARMO;Corregimiento de Moquegua;1600;arbitrary;1783;exact;corregimiento
JUPEARMO;Subdelegacion de Moquegua;1784;exact;1808;hgis;subdelegacion
JUPEARTA;Corregimiento de Tarapaca;1768;exact;1783;exact;corregimiento
JUPEARTA;Subdelegacion de Tarapaca;1784;exact;1808;hgis;subdelegacion
JUPECUAB;Corregimiento de Abancay;1583;not_after;1783;exact;corregimiento
JUPECUAB;Subdelegacion de Abancay;1784;exact;1808;hgis;subdelegacion
JUPECUAY;Corregimiento de Aymaraes;1583;not_after;1783;exact;corregimiento
JUPECUAY;Subdelegacion de Aymaraes;1784;exact;1808;hgis;subdelegacion
JUPECUCB;Corregimiento de Cotabambas;1583;not_after;1783;exact;corregimiento
JUPECUCB;Subdelegacion de Cotabambas;1784;exact;1808;hgis;subdelegacion
JUPECUCH;Corregimiento de Chumbivilcas;1583;not_after;1783;exact;corregimiento
JUPECUCH;Subdelegacion de Chumbivilcas;1784;exact;1808;hgis;subdelegacion
JUPECUCL;Corregimiento de Calca y Lares;1600;arbitrary;1783;exact;corregimiento
JUPECUCL;Subdelegacion de Calca y Lares;1784;exact;1808;hgis;subdelegacion
JUPECUCU;Subdelegacion de Cuzco;1784;exact;1808;hgis;subdelegacion
JUPECUPA;Corregimiento de Chilques y Masques;1583;not_after;1783;exact;corregimiento
JUPECUPA;Subdelegacion de Paruro;1784;exact;1808;hgis;subdelegacion
JUPECUPT;Corregimiento de Los Andes;1583;not_after;1716;not_after;corregimiento
JUPECUPT;Corregimiento de Paucartambo;1717;not_after;1783;exact;corregimiento
JUPECUPT;Subdelegacion de Paucartambo;1784;exact;1808;hgis;subdelegacion
JUPECUQU;Corregimiento de Quispicanchis;1583;not_after;1783;exact;corregimiento
JUPECUQU;Subdelegacion de Quispicanchis;1784;exact;1808;hgis;subdelegacion
JUPECUTI;Corregimiento de Canas y Canchis;1583;not_after;1783;exact;corregimiento
JUPECUTI;Subdelegacion de Tinta;1784;exact;1808;hgis;subdelegacion
JUPECUUR;Subdelegacion de Urubamba;1784;exact;1808;hgis;subdelegacion
JUPEHUAH;Corregimiento de Andahuaylas;1583;not_after;1783;exact;corregimiento
JUPEHUAH;Subdelegacion de Andahuaylas;1784;exact;1808;hgis;subdelegacion
JUPEHUAN;Subdelegacion de Anco;1784;exact;1808;hgis;subdelegacion
JUPEHUCA;Corregimiento de Vilcas Huaman;1600;arbitrary;1783;exact;corregimiento
JUPEHUCA;Subdelegacion de Cangallo;1784;exact;1808;hgis;subdelegacion
JUPEHUHT;Corregimiento de Huanta;1600;arbitrary;1783;exact;corregimiento
JUPEHUHT;Subdelegacion de Huanta;1784;exact;1808;hgis;subdelegacion
JUPEHULU;Corregimiento de Lucanas;1583;not_after;1783;exact;corregimiento
JUPEHULU;Subdelegacion de Lucanas;1784;exact;1808;hgis;subdelegacion
JUPEHUPA;Corregimiento de Parinacochas;1583;not_after;1783;exact;corregimiento
JUPEHUPA;Subdelegacion de Parinacochas;1784;exact;1808;hgis;subdelegacion
JUPEHVAN;Subdelegacion de Angaraes;1784;exact;1808;hgis;subdelegacion
JUPEHVCA;Corregimiento de Castrovirreina;1591;exact;1783;exact;corregimiento
JUPEHVCA;Subdelegacion de Castrovirreina;1784;exact;1808;hgis;subdelegacion
JUPEHVHV;Subdelegacion de Huancavelica;1784;exact;1808;hgis;subdelegacion
JUPEHVTA;Subdelegacion de Tayacaja;1784;exact;1808;hgis;subdelegacion
JUPELICA;Corregimiento de Cañete;1576;exact;1783;exact;corregimiento
JUPELICA;Subdelegacion de Cañete;1784;exact;1808;hgis;subdelegacion
JUPELICH;Corregimiento de Chancay;1631;arbitrary;1783;exact;corregimiento
JUPELICH;Subdelegacion de Chancay;1784;exact;1808;hgis;subdelegacion
JUPELICL;Corregimiento de El Cercado;1591;exact;1783;exact;corregimiento
JUPELICL;Subdelegacion de El Cercado;1784;exact;1808;hgis;subdelegacion
JUPELICN;Corregimiento de Canta;1574;exact;1783;exact;corregimiento
JUPELICN;Subdelegacion de Canta;1784;exact;1808;hgis;subdelegacion
JUPELICO;Gobernacion Politico-Militar de El Callao;1746;not_after;1808;hgis;gobernacion
JUPELIHU;Corregimiento de Huarochiri;1574;exact;1782;exact;corregimiento
JUPELIHU;Gobernacion Politico-Militar de Huarochiri;1783;exact;1808;hgis;gobernacion
JUPELIIC;Corregimiento de Ica;1574;exact;1783;exact;corregimiento
JUPELIIC;Subdelegacion de Ica;1784;exact;1808;hgis;subdelegacion
JUPELISA;Corregimiento de Santa;1583;not_after;1783;exact;corregimiento
JUPELISA;Subdelegacion de Santa;1784;exact;1808;hgis;subdelegacion
JUPELIYA;Corregimiento de Yauyos;1583;not_after;1783;exact;corregimiento
JUPELIYA;Subdelegacion de Yauyos;1784;exact;1808;hgis;subdelegacion
JUPETACA;Corregimiento de Cajatambo;1574;not_after;1783;exact;corregimiento
JUPETACA;Subdelegacion de Cajatambo;1784;exact;1808;hgis;subdelegacion
JUPETACO;Corregimiento de Conchucos;1583;not_after;1783;exact;corregimiento
JUPETACO;Subdelegacion de Conchucos;1784;exact;1808;hgis;subdelegacion
JUPETAHM;Corregimiento de Huamalies;1583;not_after;1783;exact;corregimiento
JUPETAHM;Subdelegacion de Huamalies;1784;exact;1808;hgis;subdelegacion
JUPETAHN;Corregimiento de Huanuco;1583;not_after;1783;exact;corregimiento
JUPETAHN;Subdelegacion de Huanuco;1784;exact;1808;hgis;subdelegacion
JUPETAHY;Corregimiento de Huaylas;1570;not_after;1783;exact;corregimiento
JUPETAHY;Subdelegacion de Huaylas;1784;exact;1808;hgis;subdelegacion
JUPETAJA;Corregimiento de Jauja;1570;not_after;1783;exact;corregimiento
JUPETAJA;Subdelegacion de Jauja;1784;exact;1808;hgis;subdelegacion
JUPETAPA;Subdelegacion de Panatahuas;1793;exact;1808;hgis;subdelegacion
JUPETATA;Corregimiento de Tarma;1631;arbitrary;1783;exact;corregimiento
JUPETATA;Subdelegacion de Tarma;1784;exact;1808;hgis;subdelegacion
JUPETRCA;Corregimiento de Cajamarca;1565;not_after;1783;exact;corregimiento
JUPETRCA;Subdelegacion de Cajamarca;1784;exact;1808;hgis;subdelegacion
JUPETRCH;Corregimiento de Chachapoyas;1565;not_after;1783;exact;corregimiento
JUPETRCH;Subdelegacion de Chachapoyas;1784;exact;1808;hgis;subdelegacion
JUPETRHB;Subdelegacion de Huambos;1787;exact;1808;hgis;subdelegacion
JUPETRHM;Corregimiento de Huamachuco;1759;exact;1783;exact;corregimiento
JUPETRHM;Subdelegacion de Huamachuco;1784;exact;1808;hgis;subdelegacion
JUPETRLU;Corregimiento de Luya y Chillaos;1583;not_after;1772;exact;corregimiento
JUPETRPA;Corregimiento de Cajamarquilla;1583;not_after;1783;exact;corregimiento
JUPETRPA;Subdelegacion de Pataz;1784;exact;1808;hgis;subdelegacion
JUPETRPI;Corregimiento de Piura;1565;not_after;1783;exact;corregimiento
JUPETRPI;Subdelegacion de Piura;1784;exact;1808;hgis;subdelegacion
JUPETRSA;Corregimiento de Saña;1565;not_after;1783;exact;corregimiento
JUPETRSA;Subdelegacion de Saña;1784;exact;1808;hgis;subdelegacion
JUPETRTR;Subdelegacion de Trujillo;1784;exact;1808;hgis;subdelegacion
PRQUGQ00;Gobernacion de Guayaquil;1763;exact;1808;hgis;gobernacion
JUQUGQBB;Tenencia de gobierno de Baba;1763;exact;1808;hgis;partido
JUQUGQBH;Tenencia de gobierno de Babahoyo;1763;exact;1808;hgis;partido
JUQUGQBZ;Tenencia de gobierno de Balzar;1763;exact;1808;hgis;partido
JUQUGQCA;Tenencia de gobierno de La Canoa;1768;exact;1808;hgis;partido
JUQUGQDA;Tenencia de gobierno de Daule;1763;exact;1808;hgis;partido
JUQUGQMA;Tenencia de gobierno de Machala;1783;exact;1808;hgis;partido
JUQUGQNA;Tenencia de gobierno de Naranjal;1763;exact;1808;hgis;partido
JUQUGQPA;Tenencia de gobierno de Palenque;1763;exact;1808;hgis;partido
JUQUGQPV;Tenencia de corregimiento de Puerto Viejo;1552;exact;1762;exact;jurisdiccion
JUQUGQSB;Tenencia de gobierno de Samborondon;1789;not_after;1808;hgis;partido
JUQUGQYA;Tenencia de gobierno de Yaguachi;1763;exact;1808;hgis;partido
MIQUMANA;Misiones de Bajo Napo;1701;hgis;1808;hgis;misiones
MIQUMABO;Misiones de Marañon Alto;1701;hgis;1808;hgis;misiones
MIQUMAOM;Misiones de Marañon Bajo;1701;hgis;1808;hgis;misiones
PRQUMA00;Gobernacion-Capitania General de San Francisco Borja;1619;exact;1743;exact;gobernacion
PRQUMA00;Gobernacion de Maynas;1758;exact;1802;exact;gobernacion
PRQUMA00;Gobernacion cabecera de Maynas;1803;exact;1808;hgis;gobernacion
JUQUMCMC;Gobernacion de Macas;1775;not_after;1808;hgis;gobernacion
PTQUQJCA;Partido de Canelos;1701;hgis;1808;hgis;partido
FRQUMCHU;Fronteras de Huamboyas;1111;start;1808;hgis;fronteras
PTQUYAZA;Partido de Zamora;1600;arbitrary;1808;hgis;partido
PRQUQJ00;Gobernacion de Quijos y Macas;1709;exact;1774;not_after;gobernacion
PTPETRMO;Jurisdiccion de Moyobamba;1701;hgis;1802;hgis;jurisdiccion
PTQUPOMO;Provincia de Mocoa;1691;not_before;1805;not_after;agregado
PRQUJA00;Gobernacion de Jaen;1582;not_before;1808;hgis;gobernacion
PRQUYA00;Gobernacion agregada de Yaguarzongo;1618;exact;1808;hgis;agregado
PRQUCU00;Gobernacion de Cuenca;1771;exact;1776;exact;gobernacion
JUCHCOOS;Gobernacion de Osorno;1796;exact;1808;hgis;gobernacion
JUCHCOCH;Corregimiento de Chillan;1593;not_after;1785;exact;corregimiento
JUCHCOCH;Subdelegacion de Chillan;1786;exact;1808;hgis;subdelegacion
JUCHCOCQ;Corregimiento de Cauquenes;1768;exact;1785;exact;corregimiento
JUCHCOCQ;Subdelegacion de Cauquenes;1786;exact;1808;hgis;subdelegacion
JUCHCOIL;Subdelegacion de Isla de Laja;1793;exact;1808;hgis;subdelegacion
JUCHCOIT;Corregimiento de Itata;1593;exact;1785;exact;corregimiento
JUCHCOIT;Subdelegacion de Itata;1786;exact;1808;hgis;subdelegacion
JUCHCOJF;Gobernacion Politico-Militar de Juan Fernandez;1750;exact;1808;hgis;gobernacion
JUCHCOLI;Subdelegacion de Linares;1796;exact;1808;hgis;subdelegacion
JUCHCOPU;Corregimiento de Puchacay;1593;not_before;1785;exact;corregimiento
JUCHCOPU;Subdelegacion de Puchacay;1786;exact;1808;hgis;subdelegacion
JUCHCORE;Corregimiento de Estancia del Rey;1655;not_after;1764;ca;corregimiento
JUCHCORE;Corregimiento de Rere;1765;ca;1785;exact;corregimiento
JUCHCORE;Subdelegacion de Rere;1786;exact;1808;hgis;subdelegacion
JUCHCYCY;Corregimiento de Cuyo;1568;exact;1783;exact;corregimiento
JUCHSAAC;Corregimiento de Aconcagua;1593;exact;1785;exact;corregimiento
JUCHSAAC;Subdelegacion de Aconcagua;1786;exact;1808;hgis;subdelegacion
JUCHSACC;Subdelegacion de Illapel;1787;exact;1808;hgis;subdelegacion
JUCHSACO;Corregimiento de Colchagua;1593;exact;1785;exact;corregimiento
JUCHSACO;Subdelegacion de Colchagua;1786;exact;1808;hgis;subdelegacion
JUCHSAPE;Subdelegacion de La Ligua;1800;exact;1808;hgis;subdelegacion
JUCHSACP;Corregimiento de Copiapo;1593;not_before;1785;exact;corregimiento
JUCHSACP;Subdelegacion de Copiapo;1786;exact;1808;hgis;subdelegacion
JUCHSACQ;Corregimiento de Coquimbo;1750;arbitrary;1785;exact;corregimiento
JUCHSACQ;Subdelegacion de Coquimbo;1786;exact;1808;hgis;subdelegacion
JUCHSACR;Subdelegacion de Curico;1793;exact;1808;hgis;subdelegacion
JUCHSAHU;Subdelegacion de Huasco;1787;exact;1808;hgis;subdelegacion
