gz_id;Entidad_ID;Nivel;tipo;Label;lat;lon;start;START_ex;end_;END_ex;C_START;C_Start_ex;C_END_;C_END_ex;gz_start;gz_end;tipolink;Cabecera;fuente_ID;template
1000000;FRBRXXXX;Fronteras;Fronteras;Brasil;90;0;1111;start;1749;exact;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-1749)
1000000;FRBRXXXX;Fronteras;Fronteras;Brasil;90;0;1761;exact;1776;exact;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1761-1776)
1000000;FRCCCHGU;Fronteras;Fronteras;Guaycurus;90;0;1111;start;9999;end;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-9999)
1000000;FRCCLPBO;Fronteras;Fronteras;Bopis;90;0;1111;start;9999;end;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-9999)
1000000;FRCEPAXX;Fronteras;Fronteras;Patagonia;90;0;1111;start;9999;end;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-9999)
1000000;FRCEXXXX;Fronteras;Fronteras;Tierra magallanica;90;0;1111;start;1808;hgis;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-1808)
1000000;FRCHBMBM;Fronteras;Fronteras;Butalmapus;90;0;1111;start;1808;hgis;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-1808)
1000000;FRCIGIXX;Fronteras;Fronteras;Gila;90;0;1111;start;1808;hgis;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-1808)
1000000;FRCIMOXX;Fronteras;Fronteras;Moqui;90;0;1111;start;1808;hgis;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-1808)
1000000;FRCINAXX;Fronteras;Fronteras;Navajos;90;0;1111;start;1808;hgis;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-1808)
1000000;FRCITEXX;Fronteras;Fronteras;Gran Teguayo;90;0;1111;start;1808;hgis;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-1808)
1000000;FRCIXXXX;Fronteras;Fronteras;Cibola;90;0;1111;start;1808;hgis;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-1808)
1000000;FRCIYUXX;Fronteras;Fronteras;Yutas;90;0;1111;start;1808;hgis;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-1808)
1000000;FRCMSGXX;Fronteras;Fronteras;Sierra Gorda;90;0;1111;start;9999;end;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-9999)
1000000;FRCMXXXX;Fronteras;Fronteras;Chichimeca;90;0;1111;start;9999;end;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-9999)
1000000;FREDBPXX;Fronteras;Fronteras;Bajo Putumayo;90;0;1111;start;1808;hgis;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-1808)
1000000;FREDCAXX;Fronteras;Fronteras;Pais de la Canela;90;0;1111;start;1808;hgis;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-1808)
1000000;FREDXXXX;Fronteras;Fronteras;El Dorado;90;0;1111;start;1808;hgis;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-1808)
1000000;FRFLGUXX;Fronteras;Fronteras;Guale;90;0;1111;start;1731;exact;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-1731)
1000000;FRFLXXXX;Fronteras;Fronteras;La Florida;90;0;1111;start;9999;end;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-9999)
1000000;FRGDNLHX;Fronteras;Fronteras;Huaxteca;90;0;1111;start;1747;exact;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-1747)
1000000;FRGDTXCO;Fronteras;Fronteras;Comancheria;90;0;1111;start;1808;hgis;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-1808)
1000000;FRGUCYTA;Fronteras;Fronteras;Taguzalpa;90;0;1111;start;1808;hgis;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-1808)
1000000;FRGUCYXI;Fronteras;Fronteras;Xicayes;90;0;1111;start;1808;hgis;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-1808)
1000000;FRGUMOCH;Fronteras;Fronteras;Choles;90;0;1111;start;1808;hgis;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-1808)
1000000;FRGUMOLA;Fronteras;Fronteras;Lacandones;90;0;1111;start;1808;hgis;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-1808)
1000000;FRGUNITO;Fronteras;Fronteras;Tologalpa;90;0;1111;start;1808;hgis;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-1808)
1000000;FRMOCMXX;Fronteras;Fronteras;Costa mosquita;90;0;1111;start;9999;end;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-9999)
1000000;FRMOMOXX;Fronteras;Reino indigena;Reino mosquito;90;0;1701;hgis;9999;end;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1701-9999)
1000000;FRMORFXX;Fronteras;Fronteras;Suerre;90;0;1111;start;9999;end;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-9999)
1000000;FRMOTABT;Fronteras;Fronteras;Bocas del Toro;90;0;1111;start;9999;end;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-9999)
1000000;FRMOTAXX;Fronteras;Fronteras;Talamanca;90;0;1111;start;9999;end;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-9999)
1000000;FRMOXXXX;Fronteras;Fronteras;Golfo;90;0;1111;start;9999;end;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-9999)
1000000;FRNGCHCH;Fronteras;Fronteras;Chocoes;90;0;1111;start;1808;hgis;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-1808)
1000000;FRNGCUXX;Fronteras;Fronteras;Darienes;90;0;1111;start;1808;hgis;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-1808)
1000000;FRNGEDLL;Fronteras;Fronteras;Llanos;90;0;1111;start;9999;end;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-9999)
1000000;FRNGMOXX;Fronteras;Fronteras;Motilones;90;0;1111;start;1808;hgis;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-1808)
1000000;FRNGSMAR;Fronteras;Fronteras;Araguacos;90;0;1111;start;1808;hgis;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-1808)
1000000;FRNGSMCH;Fronteras;Fronteras;Chimilas;90;0;1111;start;1808;hgis;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-1808)
1000000;FRNGSMGU;Fronteras;Fronteras;Guajiros;90;0;1111;start;1808;hgis;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-1808)
1000000;FRPAMAGU;Fronteras;Fronteras;Guayra;90;0;1637;ca;1808;hgis;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1637-1808)
1000000;FRPAMAIT;Fronteras;Fronteras;Itatines y Jerez;90;0;1111;start;1808;hgis;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-1808)
1000000;FRPAMAXX;Fronteras;Fronteras;Mamelucos;90;0;1111;start;1808;hgis;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-1808)
1000000;FRPAPJXX;Fronteras;Fronteras;Gran Pajonal;90;0;1111;start;1808;hgis;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-1808)
1000000;FRPAPSXX;Fronteras;Fronteras;Pampa del Sacramento;90;0;1111;start;1808;hgis;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-1808)
1000000;FRPAXXXX;Fronteras;Fronteras;Paititi;90;0;1111;start;1808;hgis;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-1808)
1000000;FRQUJIXX;Fronteras;Fronteras;Jivaros;90;0;1111;start;1808;hgis;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-1808)
1000000;FRQUMCHU;Fronteras;Fronteras;Huamboyas;90;0;1111;start;1808;hgis;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-1808)
1000000;FRQUPOCO;Fronteras;Fronteras;Cofanes;90;0;1111;start;1808;hgis;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-1808)
1000000;FRQUPOXX;Fronteras;Fronteras;Popayan;90;0;1111;start;1808;hgis;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-1808)
1000000;FRQVBMXX;Fronteras;Fronteras;Bolson de Mapimi;90;0;1111;start;1808;hgis;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-1808)
1000000;FRQVLIXX;Fronteras;Fronteras;Apacheria Lipanes;90;0;1111;start;1808;hgis;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-1808)
1000000;FRQVLLXX;Fronteras;Fronteras;Comancheria;90;0;1111;start;9999;end;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-9999)
1000000;FRQVNMNT;Fronteras;Fronteras;Natage;90;0;1111;start;1808;hgis;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-1808)
1000000;FRQVSMXX;Fronteras;Fronteras;Seno mexicano;90;0;1111;start;9999;end;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-9999)
1000000;FRQVXXXX;Fronteras;Fronteras;Quivira;90;0;1111;start;1808;hgis;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-1808)
1000000;FRRPCHBO;Fronteras;Fronteras;Chaco Septentrional;90;0;1111;start;1808;hgis;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-1808)
1000000;FRRPCHGU;Fronteras;Fronteras;Chaco Gualamba;90;0;1111;start;1808;hgis;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-1808)
1000000;FRRPCHLL;Fronteras;Fronteras;Llanos de Manso;90;0;1111;start;1808;hgis;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-1808)
1000000;FRRPCHXX;Fronteras;Fronteras;Gran Chaco;90;0;1111;start;1808;hgis;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-1808)
1000000;FRRPMICH;Fronteras;Fronteras;Charruas;90;0;1111;start;9999;end;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-9999)
1000000;FRRPYEVA;Fronteras;Fronteras;Yerbales y Vaquerias;90;0;1111;start;1808;hgis;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-1808)
1000000;FRSDPRVI;Partido;Fronteras;isla de Vieque;90;0;1111;start;9999;end;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-9999)
1000000;FRVEGUCA;Fronteras;Fronteras;Caribana;90;0;1111;start;9999;end;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-9999)
1000000;FRVEGULP;Fronteras;Fronteras;Laguna del Parime;90;0;1111;start;9999;end;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-9999)
1000000;FRVEGUPA;Fronteras;Fronteras;Paria;90;0;1111;start;9999;end;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-9999)
1000000;FRVEGUXX;Fronteras;Fronteras;Guayana;90;0;1111;start;9999;end;1111;start;9999;end;1111;9999;fronteras;[-];desconocida;[[:gazetteer:1000000|[-]]] (1111-9999)
1000000;JCGDGDAT;Jurisdiccion;Corregimiento;Atemaxaque;90;0;1549;not_after;1599;ca;1111;start;9999;end;1111;9999;corregimiento;[-];desconocida;[[:gazetteer:1000000|[-]]] (1549-1599)
1000000;JCGDGDCI;Jurisdiccion;Corregimiento;Cihuatlan;90;0;1534;ca;1599;not_after;1111;start;9999;end;1111;9999;corregimiento;[-];desconocida;[[:gazetteer:1000000|[-]]] (1534-1599)
1000000;JCGDGDCQ;Jurisdiccion;Corregimiento;Copala y Quilitlan;90;0;1563;ca;1568;not_after;1111;start;9999;end;1111;9999;corregimiento;[-];desconocida;[[:gazetteer:1000000|[-]]] (1563-1568)
1000000;JCGDGDCZ;Jurisdiccion;Corregimiento;Camotlan;90;0;1549;ca;1568;not_after;1111;start;9999;end;1111;9999;corregimiento;[-];desconocida;[[:gazetteer:1000000|[-]]] (1549-1568)
1000000;JCGDGDES;Jurisdiccion;Corregimiento;Espuchimilco;90;0;1534;ca;1599;not_after;1111;start;9999;end;1111;9999;corregimiento;[-];desconocida;[[:gazetteer:1000000|[-]]] (1534-1599)
1000000;JCGDGDMA;Jurisdiccion;Corregimiento;Mascota;90;0;1571;not_before;1599;ca;1111;start;9999;end;1111;9999;corregimiento;[-];desconocida;[[:gazetteer:1000000|[-]]] (1571-1599)
1000000;JCGDGDME;Jurisdiccion;Corregimiento;Mezquituta;90;0;1550;exact;1616;not_before;1111;start;9999;end;1111;9999;corregimiento;[-];desconocida;[[:gazetteer:1000000|[-]]] (1550-1616)
1000000;JCGDGDMT;Jurisdiccion;Corregimiento;Mochotiltique;90;0;1550;ca;1569;not_after;1111;start;9999;end;1111;9999;corregimiento;[-];desconocida;[[:gazetteer:1000000|[-]]] (1550-1569)
1000000;JCGDGDOP;Jurisdiccion;Corregimiento;Opono;90;0;1566;ca;1599;ca;1111;start;9999;end;1111;9999;corregimiento;[-];desconocida;[[:gazetteer:1000000|[-]]] (1566-1599)
1000000;JCGDGDPA;Jurisdiccion;Corregimiento;Panpuchin;90;0;1566;ca;1599;ca;1111;start;9999;end;1111;9999;corregimiento;[-];desconocida;[[:gazetteer:1000000|[-]]] (1566-1599)
1000000;JCGDGDPI;Jurisdiccion;Corregimiento;Piloto;90;0;1566;ca;1599;ca;1111;start;9999;end;1111;9999;corregimiento;[-];desconocida;[[:gazetteer:1000000|[-]]] (1566-1599)
1000000;JCGDGDSU;Jurisdiccion;Alcaldia Mayor-Corregimiento;Suchipil;90;0;1582;ca;1589;not_after;1111;start;9999;end;1111;9999;alcaldia_mayor;[-];desconocida;[[:gazetteer:1000000|[-]]] (1582-1589)
1000000;JCGDGDSU;Jurisdiccion;Corregimiento;Suchipil;90;0;1549;not_after;1581;ca;1111;start;9999;end;1111;9999;corregimiento;[-];desconocida;[[:gazetteer:1000000|[-]]] (1549-1581)
1000000;JCGDGDTE;Jurisdiccion;Corregimiento;Tetlan-Analco;90;0;1549;not_after;1599;ca;1111;start;9999;end;1111;9999;corregimiento;[-];desconocida;[[:gazetteer:1000000|[-]]] (1549-1599)
1000000;JCGDGDTL;Jurisdiccion;Corregimiento;Tlaquepaque;90;0;1549;ca;1666;ca;1111;start;9999;end;1111;9999;corregimiento;[-];desconocida;[[:gazetteer:1000000|[-]]] (1549-1666)
1000000;JCGDGDXA;Jurisdiccion;Corregimiento;Xala;90;0;1549;not_after;1589;not_after;1111;start;9999;end;1111;9999;corregimiento;[-];desconocida;[[:gazetteer:1000000|[-]]] (1549-1589)
1000000;JCGDGDXI;Jurisdiccion;Corregimiento;Xiquitlan;90;0;1534;ca;1599;not_after;1111;start;9999;end;1111;9999;corregimiento;[-];desconocida;[[:gazetteer:1000000|[-]]] (1534-1599)
1000000;JCNECOAC;Jurisdiccion;Corregimiento;Acautlan;90;0;1545;not_after;1590;ca;1111;start;9999;end;1111;9999;corregimiento;[-];desconocida;[[:gazetteer:1000000|[-]]] (1545-1590)
1000000;JCNECOAL;Jurisdiccion;Corregimiento;Alima;90;0;1531;not_before;1590;ca;1111;start;9999;end;1111;9999;corregimiento;[-];desconocida;[[:gazetteer:1000000|[-]]] (1531-1590)
1000000;JCNECOCH;Jurisdiccion;Corregimiento;Chiametla;90;0;1545;not_after;1566;not_after;1111;start;9999;end;1111;9999;corregimiento;[-];desconocida;[[:gazetteer:1000000|[-]]] (1545-1566)
1000000;JCNECOES;Jurisdiccion;Corregimiento;Escayamoca;90;0;1531;not_before;1590;ca;1111;start;9999;end;1111;9999;corregimiento;[-];desconocida;[[:gazetteer:1000000|[-]]] (1531-1590)
1000000;JCNECOIH;Jurisdiccion;Corregimiento;Ixtlahuaca;90;0;1531;not_before;1590;ca;1111;start;9999;end;1111;9999;corregimiento;[-];desconocida;[[:gazetteer:1000000|[-]]] (1531-1590)
1000000;JCNECOIT;Jurisdiccion;Corregimiento;Ixtapa;90;0;1545;not_after;1590;ca;1111;start;9999;end;1111;9999;corregimiento;[-];desconocida;[[:gazetteer:1000000|[-]]] (1545-1590)
1000000;JCNECOQU;Jurisdiccion;Corregimiento;Quezalapa;90;0;1545;not_after;1590;ca;1111;start;9999;end;1111;9999;corregimiento;[-];desconocida;[[:gazetteer:1000000|[-]]] (1545-1590)
1000000;JCNECOTA;Jurisdiccion;Corregimiento;Tamala;90;0;1531;not_before;1590;ca;1111;start;9999;end;1111;9999;corregimiento;[-];desconocida;[[:gazetteer:1000000|[-]]] (1531-1590)
1000000;JCNECOTC;Jurisdiccion;Corregimiento;Tecoman;90;0;1531;not_before;1566;not_after;1111;start;9999;end;1111;9999;corregimiento;[-];desconocida;[[:gazetteer:1000000|[-]]] (1531-1566)
1000000;JCNECOTC;Jurisdiccion;Corregimiento;Tecoman;90;0;1567;not_after;1590;ca;1111;start;9999;end;1111;9999;corregimiento;[-];desconocida;[[:gazetteer:1000000|[-]]] (1567-1590)
1000000;JCNECOTP;Jurisdiccion;Corregimiento;Tepetitongo;90;0;1531;not_before;1590;ca;1111;start;9999;end;1111;9999;corregimiento;[-];desconocida;[[:gazetteer:1000000|[-]]] (1531-1590)
1000000;JCNECOTT;Jurisdiccion;Corregimiento;Tecpa;90;0;1545;not_after;1590;ca;1111;start;9999;end;1111;9999;corregimiento;[-];desconocida;[[:gazetteer:1000000|[-]]] (1545-1590)
1000000;JCNECOXO;Jurisdiccion;Corregimiento;Xocotlan;90;0;1545;not_after;1590;ca;1111;start;9999;end;1111;9999;corregimiento;[-];desconocida;[[:gazetteer:1000000|[-]]] (1545-1590)
1000000;JCNECOXU;Jurisdiccion;Corregimiento;Xuluapa;90;0;1567;not_after;1590;ca;1111;start;9999;end;1111;9999;corregimiento;[-];desconocida;[[:gazetteer:1000000|[-]]] (1567-1590)
1000000;JCNECOZA;Jurisdiccion;Corregimiento;Zalagua;90;0;1531;not_before;1566;not_after;1111;start;9999;end;1111;9999;corregimiento;[-];desconocida;[[:gazetteer:1000000|[-]]] (1531-1566)
1000000;JCNEMIAQ;Jurisdiccion;Corregimiento;Aquila;90;0;1559;not_after;1599;ca;1111;start;9999;end;1111;9999;corregimiento;[-];desconocida;[[:gazetteer:1000000|[-]]] (1559-1599)
1000000;JCNEMICH;Jurisdiccion;Corregimiento;Chocandiro;90;0;1597;ca;1599;ca;1111;start;9999;end;1111;9999;corregimiento;[-];desconocida;[[:gazetteer:1000000|[-]]] (1597-1599)
1000000;JCNEMICP;Jurisdiccion;Corregimiento;Capula;90;0;1534;ca;1599;ca;1111;start;9999;end;1111;9999;corregimiento;[-];desconocida;[[:gazetteer:1000000|[-]]] (1534-1599)
1000000;JCNEMIES;Jurisdiccion;Alcaldia Mayor;Minas del Espiritu Santo;90;0;1566;exact;1599;arbitrary;1111;start;9999;end;1111;9999;alcaldia_mayor;[-];desconocida;[[:gazetteer:1000000|[-]]] (1566-1599)
1000000;JCNEMIMM;Jurisdiccion;Corregimiento;Motin;90;0;1555;not_after;1599;ca;1111;start;9999;end;1111;9999;corregimiento;[-];desconocida;[[:gazetteer:1000000|[-]]] (1555-1599)
1000000;JCNEMINE;Jurisdiccion;Corregimiento;Necotlan;90;0;1545;ca;1599;ca;1111;start;9999;end;1111;9999;corregimiento;[-];desconocida;[[:gazetteer:1000000|[-]]] (1545-1599)
1000000;JCNEMXCI;Jurisdiccion;Corregimiento;Citlaltomagua;90;0;1535;ca;1599;not_after;1111;start;9999;end;1111;9999;corregimiento;[-];desconocida;[[:gazetteer:1000000|[-]]] (1535-1599)
1000000;JCNEMXOS;Jurisdiccion;Corregimiento;Ostotipac;90;0;1545;exact;1555;ca;1111;start;9999;end;1111;9999;corregimiento;[-];desconocida;[[:gazetteer:1000000|[-]]] (1545-1555)
1000000;JCNEMXSY;Jurisdiccion;Corregimiento;Sayula;90;0;1551;ca;1599;ca;1111;start;9999;end;1111;9999;corregimiento;[-];desconocida;[[:gazetteer:1000000|[-]]] (1551-1599)
1000000;JCNEMXTC;Jurisdiccion;Corregimiento;Tlacozautitlan;90;0;1561;not_before;1599;ca;1111;start;9999;end;1111;9999;corregimiento;[-];desconocida;[[:gazetteer:1000000|[-]]] (1561-1599)
1000000;JCNEMXTE;Jurisdiccion;Corregimiento;Tustepec;90;0;1545;exact;1576;not_before;1111;start;9999;end;1111;9999;corregimiento;[-];desconocida;[[:gazetteer:1000000|[-]]] (1545-1576)
1000000;JCNEOAAM;Jurisdiccion;Corregimiento;Amoltepec;90;0;1545;exact;1579;not_after;1111;start;9999;end;1111;9999;corregimiento;[-];desconocida;[[:gazetteer:1000000|[-]]] (1545-1579)
1000000;JCNEOACH;Jurisdiccion;Corregimiento;Chimaltepec;90;0;1553;arbitrary;1599;ca;1111;start;9999;end;1111;9999;corregimiento;[-];desconocida;[[:gazetteer:1000000|[-]]] (1553-1599)
1000000;JCNEOACN;Jurisdiccion;Corregimiento;Cuahuitlan;90;0;1534;ca;1581;ca;1111;start;9999;end;1111;9999;corregimiento;[-];desconocida;[[:gazetteer:1000000|[-]]] (1534-1581)
1000000;JCNEOACO;Jurisdiccion;Corregimiento;Coatlan e Ixpaltepec;90;0;1553;arbitrary;1599;ca;1111;start;9999;end;1111;9999;corregimiento;[-];desconocida;[[:gazetteer:1000000|[-]]] (1553-1599)
