ID;gz_id;republica;fuente_ID;start;start_ex;end_;end_ex;check;template;es_parte_de;check1;template1
1;1000001;Cabildo;s.d.;1111;start;9999;end;-1;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000001]]@republica: Cabildo@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000001@----;;;
2;1000002;Cabildo;s.d.;1111;start;9999;end;-1;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000002]]@republica: Cabildo@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000002@----;;;
3;1000003;Cabildo;s.d.;1715;exact;9999;end;-1;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000003]]@republica: Cabildo@Desde: 1715@Hasta: 9999@Desdefuzzy: exact@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000003@----;;;
4;1000003;s.d.;s.d.;1111;exact;1714;exact;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000003]]@republica: s.d.@Desde: 1111@Hasta: 1714@Desdefuzzy: exact@Hastafuzzy: exact@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000003@----;;;
5;1000004;Cabildo;s.d.;1111;start;9999;end;-1;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000004]]@republica: Cabildo@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000004@----;;;
6;1000005;Cabildo;s.d.;1111;start;9999;end;-1;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000005]]@republica: Cabildo@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000005@----;;;
7;1000006;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000006]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000006@----;;;
8;1000007;Cabildo;s.d.;1111;start;9999;end;-1;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000007]]@republica: Cabildo@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000007@----;;;
9;1000008;Cabildo;s.d.;1111;start;9999;end;-1;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000008]]@republica: Cabildo@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000008@----;;;
10;1000009;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000009]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000009@----;;;
11;1000010;s.d.;s.d.;1111;exact;1589;ca;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000010]]@republica: s.d.@Desde: 1111@Hasta: 1589@Desdefuzzy: exact@Hastafuzzy: ca@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000010@----;;;
12;1000010;Cabildo;s.d.;1596;exact;9999;end;-1;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000010]]@republica: Cabildo@Desde: 1596@Hasta: 9999@Desdefuzzy: exact@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000010@----;;;
13;1000011;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000011]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000011@----;;;
14;1000012;Cabildo;gerhard-north;1692;exact;9999;end;-1;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000012]]@republica: Cabildo@Desde: 1692@Hasta: 9999@Desdefuzzy: exact@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:gerhard-north]]@ID:1000012@----;;;
15;1000012;Cabildo;gerhard-north;1111;exact;1679;exact;-1;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000012]]@republica: Cabildo@Desde: 1111@Hasta: 1679@Desdefuzzy: exact@Hastafuzzy: exact@Fuente_wiki:  [[:fuentes:gerhard-north]]@ID:1000012@----;;;
16;1000013;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000013]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000013@----;;;
17;1000014;Cabildo;s.d.;1111;start;9999;end;-1;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000014]]@republica: Cabildo@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000014@----;;;
18;1000015;Cabildo;s.d.;1111;start;9999;end;-1;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000015]]@republica: Cabildo@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000015@----;;;
19;1000016;Cabildo;s.d.;1111;start;9999;end;-1;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000016]]@republica: Cabildo@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000016@----;;;
20;1000017;No;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000017]]@republica: No@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000017@----;;;
21;1000018;Cabildo;s.d.;1111;exact;1676;exact;-1;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000018]]@republica: Cabildo@Desde: 1111@Hasta: 1676@Desdefuzzy: exact@Hastafuzzy: exact@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000018@----;;;
22;1000018;No;s.d.;1677;exact;1784;exact;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000018]]@republica: No@Desde: 1677@Hasta: 1784@Desdefuzzy: exact@Hastafuzzy: exact@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000018@----;;;
23;1000018;Cabildo;s.d.;1785;exact;9999;end;-1;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000018]]@republica: Cabildo@Desde: 1785@Hasta: 9999@Desdefuzzy: exact@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000018@----;;;
24;1000019;No;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000019]]@republica: No@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000019@----;;;
25;1005101;No;s.d.;1778;exact;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1005101]]@republica: No@Desde: 1778@Hasta: 9999@Desdefuzzy: exact@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1005101@----;;;
26;9901127;No;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:9901127]]@republica: No@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:9901127@----;;;
27;9901124;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:9901124]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:9901124@----;;;
28;9900746;No;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:9900746]]@republica: No@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:9900746@----;;;
29;5600830;s.d.;s.d.;1111;ca;1793;ca;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:5600830]]@republica: s.d.@Desde: 1111@Hasta: 1793@Desdefuzzy: ca@Hastafuzzy: ca@Fuente_wiki:  [[:fuentes:s.d.]]@ID:5600830@----;;;
30;9901121;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:9901121]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:9901121@----;;;
31;9901120;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:9901120]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:9901120@----;;;
32;9900241;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:9900241]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:9900241@----;;;
33;9901123;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:9901123]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:9901123@----;;;
34;9901122;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:9901122]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:9901122@----;;;
35;9000011;Cabildo;s.d.;1634;exact;9999;end;-1;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:9000011]]@republica: Cabildo@Desde: 1634@Hasta: 9999@Desdefuzzy: exact@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:9000011@----;;;
36;9000011;No;s.d.;1631;exact;1633;exact;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:9000011]]@republica: No@Desde: 1631@Hasta: 1633@Desdefuzzy: exact@Hastafuzzy: exact@Fuente_wiki:  [[:fuentes:s.d.]]@ID:9000011@----;;;
37;7000004;Cabildo;s.d.;1111;exact;1599;exact;-1;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:7000004]]@republica: Cabildo@Desde: 1111@Hasta: 1599@Desdefuzzy: exact@Hastafuzzy: exact@Fuente_wiki:  [[:fuentes:s.d.]]@ID:7000004@----;;;
38;9901126;No;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:9901126]]@republica: No@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:9901126@----;;;
39;1000020;Cabildo;s.d.;1111;start;9999;end;-1;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000020]]@republica: Cabildo@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000020@----;;;
41;1000022;Cabildo;s.d.;1111;start;9999;end;-1;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000022]]@republica: Cabildo@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000022@----;;;
42;1000023;Cabildo;gerhardSE;1111;start;9999;end;-1;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000023]]@republica: Cabildo@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:gerhardSE]]@ID:1000023@----;;;
43;1000024;Cabildo;s.d.;1111;start;9999;end;-1;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000024]]@republica: Cabildo@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000024@----;;;
44;1000025;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000025]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000025@----;;;
45;1000026;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000026]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000026@----;;;
46;1000027;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000027]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000027@----;;;
47;1000028;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000028]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000028@----;;;
48;1000029;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000029]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000029@----;;;
49;1000030;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000030]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000030@----;;;
50;1000031;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000031]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000031@----;;;
51;1000032;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000032]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000032@----;;;
52;1000033;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000033]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000033@----;;;
53;1000034;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000034]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000034@----;;;
54;9901125;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:9901125]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:9901125@----;;;
55;1000035;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000035]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000035@----;;;
56;1000036;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000036]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000036@----;;;
57;1000038;s.d.;s.d.;1111;start;1786;exact;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000038]]@republica: s.d.@Desde: 1111@Hasta: 1786@Desdefuzzy: start@Hastafuzzy: exact@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000038@----;;;
58;1000038;No;gerhard-north;1787;exact;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000038]]@republica: No@Desde: 1787@Hasta: 9999@Desdefuzzy: exact@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:gerhard-north]]@ID:1000038@----;;;
59;1000039;Cabildo;gerhard-north;1111;start;9999;end;-1;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000039]]@republica: Cabildo@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:gerhard-north]]@ID:1000039@----;;;
60;1000040;Si;s.d.;1111;start;9999;end;-1;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000040]]@republica: Si@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000040@----;;;
61;1000041;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000041]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000041@----;;;
62;1000042;Cabildo;gerhard-north;1111;start;9999;end;-1;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000042]]@republica: Cabildo@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:gerhard-north]]@ID:1000042@----;;;
63;1000043;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000043]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000043@----;;;
64;1000044;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000044]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000044@----;;;
65;1000045;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000045]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000045@----;;;
66;1000046;No;gerhard-north;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000046]]@republica: No@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:gerhard-north]]@ID:1000046@----;;;
67;1000047;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000047]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000047@----;;;
68;1000048;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000048]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000048@----;;;
69;1000049;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000049]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000049@----;;;
70;1000050;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000050]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000050@----;;;
71;1000051;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000051]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000051@----;;;
72;1000052;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000052]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000052@----;;;
73;1000053;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000053]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000053@----;;;
74;1000054;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000054]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000054@----;;;
75;1000055;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000055]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000055@----;;;
76;1000056;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000056]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000056@----;;;
77;1000057;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000057]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000057@----;;;
78;1000058;s.d.;gerhard-north;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000058]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:gerhard-north]]@ID:1000058@----;;;
79;1000059;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000059]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000059@----;;;
80;1000060;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000060]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000060@----;;;
81;1000061;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000061]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000061@----;;;
82;1000062;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000062]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000062@----;;;
83;1000063;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000063]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000063@----;;;
84;1000064;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000064]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000064@----;;;
85;1000065;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000065]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000065@----;;;
86;1000066;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000066]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000066@----;;;
87;1000067;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000067]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000067@----;;;
88;1000068;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000068]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000068@----;;;
89;1000069;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000069]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000069@----;;;
90;1000070;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000070]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000070@----;;;
91;1000071;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000071]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000071@----;;;
92;1000072;s.d.;s.d.;1111;start;9999;end;0;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000072]]@republica: s.d.@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000072@----;;;
93;1000073;Cabildo;s.d.;1111;start;9999;end;-1;---- dataentry cabildo ----@GZ ID_wiki: [[:gazetteer:1000073]]@republica: Cabildo@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@Fuente_wiki:  [[:fuentes:s.d.]]@ID:1000073@----;;;
