Entidad_ID;Variantes;Nivel;overlap_start;overlap_end;Region;Lat_Capital;Lon_Capital
JUGDNLSC;Valle de Santa Catarina @;Jurisdiccion;1725;1808;Nueva Galicia y Septentrion;25.6745;-100.46164
JUGDNLSC;Valle de Santa Catarina @;Partido;1725;1808;Nueva Galicia y Septentrion;25.6745;-100.46164
JUGDNLVA;Vallecillo @;Jurisdiccion;1766;1808;Nueva Galicia y Septentrion;26.6595;-99.9805
JUGDNLVA;Vallecillo @;Partido;1766;1808;Nueva Galicia y Septentrion;26.6595;-99.9805
JUGDNMAL;Alburquerque @ Las Salinas @ Rio abajo @ Albuquerque;Jurisdiccion;1701;1808;Nueva Galicia y Septentrion;35.08257;-106.65169
JUGDNMAL;Alburquerque @ Las Salinas @ Rio abajo @ Albuquerque;Partido;1701;1808;Nueva Galicia y Septentrion;35.08257;-106.65169
JUGDNMCO;Cochiti @;Jurisdiccion;1728;1773;Nueva Galicia y Septentrion;35.6349;-106.3471
JUGDNMCO;Cochiti @;Partido;1701;1808;Nueva Galicia y Septentrion;35.6349;-106.3471
JUGDNMEP;El Paso @ El Paso del Norte;Jurisdiccion;1701;1808;Nueva Galicia y Septentrion;31.7333;-106.4833
JUGDNMEP;El Paso @ El Paso del Norte;Partido;1701;1808;Nueva Galicia y Septentrion;31.7333;-106.4833
JUGDNMGA;Galisteo @ Pecos @ Galisteo y Pecos;Partido;1701;1808;Nueva Galicia y Septentrion;35.5467;-105.6741
JUGDNMLL;La Laguna @ Jemes;Jurisdiccion;1701;1808;Nueva Galicia y Septentrion;35.0314;-107.3839
JUGDNMLL;La Laguna @ Jemes;Partido;1701;1808;Nueva Galicia y Septentrion;35.0314;-107.3839
JUGDNMQU;Los Queres @ Jemes @ Gemes @ Keres @ Xemez @ Gemez @ Jemez @ Zia @ Cochiti;Jurisdiccion;1701;1808;Nueva Galicia y Septentrion;35.4339;-106.4461
JUGDNMQU;Los Queres @ Jemes @ Gemes @ Keres @ Xemez @ Gemez @ Jemez @ Zia @ Cochiti;Partido;1701;1808;Nueva Galicia y Septentrion;35.4339;-106.4461
JUGDNMSA;Sandia @ Bernalillo @ San Carlos de Alameda @ Alamada @ Isleta;Jurisdiccion;1701;1802;Nueva Galicia y Septentrion;35.30014;-106.55125
JUGDNMSA;Sandia @ Bernalillo @ San Carlos de Alameda @ Alamada @ Isleta;Partido;1701;1808;Nueva Galicia y Septentrion;35.30014;-106.55125
JUGDNMSC;Santa Cruz de la Cañada @ Rio arriba;Jurisdiccion;1701;1808;Nueva Galicia y Septentrion;35.99242;-106.04755
JUGDNMSC;Santa Cruz de la Cañada @ Rio arriba;Partido;1701;1808;Nueva Galicia y Septentrion;35.99242;-106.04755
JUGDNMSF;Santa Fe @;Jurisdiccion;1701;1808;Nueva Galicia y Septentrion;35.6875;-105.93851
JUGDNMSF;Santa Fe @;Partido;1701;1808;Nueva Galicia y Septentrion;35.6875;-105.93851
JUGDNMTA;Taos @ Tewas @ Tiwas @ Tihuas @ Teguas @ Tehuas @ Tiguas @ Thaos @ Taos y Picuries;Jurisdiccion;1701;1789;Nueva Galicia y Septentrion;36.4386;-105.5439
JUGDNMTA;Taos @ Tewas @ Tiwas @ Tihuas @ Teguas @ Tehuas @ Tiguas @ Thaos @ Taos y Picuries;Partido;1701;1808;Nueva Galicia y Septentrion;36.4386;-105.5439
JUGDNMZU;Zuñi @;Jurisdiccion;1701;1808;Nueva Galicia y Septentrion;35.0694;-108.8478
JUGDNMZU;Zuñi @;Partido;1701;1808;Nueva Galicia y Septentrion;35.0694;-108.8478
JUGDSSAI;Aigame @ Real de Aigame @ Pimeria Baja;Jurisdiccion;1787;1808;Nueva Galicia y Septentrion;28.49283;-110.30029
JUGDSSAI;Aigame @ Real de Aigame @ Pimeria Baja;Partido;1775;1808;Nueva Galicia y Septentrion;28.49283;-110.30029
JUGDSSAL;Alamos @;Jurisdiccion;1783;1808;Nueva Galicia y Septentrion;27.02667;-108.94179
JUGDSSAL;Alamos @;Partido;1733;1808;Nueva Galicia y Septentrion;27.02667;-108.94179
JUGDSSCH;Chametla @  Chiametla @ Villa del Espiritu Santo;Provincia_menor;1532;1808;Nueva Galicia y Septentrion;90;0
JUGDSSCI;Cieneguilla @;Jurisdiccion;1787;1808;Nueva Galicia y Septentrion;30.1954;-111.9462
JUGDSSCI;Cieneguilla @;Partido;1771;1808;Nueva Galicia y Septentrion;30.1954;-111.9462
JUGDSSCP;Copala @ Panico y San Bartolome @ San Bartolome Copala @ San Jose Copala @ Chiametla y Maloya;Jurisdiccion;1701;1808;Nueva Galicia y Septentrion;23.28866;-106.06663
JUGDSSCP;Copala @ Panico y San Bartolome @ San Bartolome Copala @ San Jose Copala @ Chiametla y Maloya;Partido;1701;1808;Nueva Galicia y Septentrion;23.28866;-106.06663
JUGDSSCS;Cosala @ Las Virgenes @ Once mil virgenes de Cosala;Jurisdiccion;1771;1808;Nueva Galicia y Septentrion;24.4117;-106.68896
JUGDSSCS;Cosala @ Las Virgenes @ Once mil virgenes de Cosala;Partido;1771;1808;Nueva Galicia y Septentrion;24.4117;-106.68896
JUGDSSCU;Culiacan @;Jurisdiccion;1701;1808;Nueva Galicia y Septentrion;24.80768;-107.39457
JUGDSSCU;Culiacan @;Partido;1701;1808;Nueva Galicia y Septentrion;24.80768;-107.39457
JUGDSSCU;Culiacan @;Provincia_menor;1531;1808;Nueva Galicia y Septentrion;24.80768;-107.39457
JUGDSSEF;El Fuerte @;Jurisdiccion;1783;1808;Nueva Galicia y Septentrion;26.41667;-108.61951
JUGDSSEF;El Fuerte @;Partido;1733;1808;Nueva Galicia y Septentrion;26.41667;-108.61951
JUGDSSMY;Maloya @ Matatan @ Cacalotan y Maloya;Jurisdiccion;1705;1808;Nueva Galicia y Septentrion;22.94861;-105.60556
JUGDSSMY;Maloya @ Matatan @ Cacalotan y Maloya;Partido;1705;1808;Nueva Galicia y Septentrion;22.94861;-105.60556
JUGDSSOS;Ostimuri @ Hostimuri @ Rio Chico @ Ustimuri @ Ostimuri, Valloreca y Rio Chico;Jurisdiccion;1701;1808;Nueva Galicia y Septentrion;28.33417;-109.50783
JUGDSSOS;Ostimuri @ Hostimuri @ Rio Chico @ Ustimuri @ Ostimuri, Valloreca y Rio Chico;Partido;1701;1808;Nueva Galicia y Septentrion;28.33417;-109.50783
JUGDSSOS;Ostimuri @ Hostimuri @ Rio Chico @ Ustimuri @ Ostimuri, Valloreca y Rio Chico;Provincia_menor;1676;1808;Nueva Galicia y Septentrion;28.33417;-109.50783
JUGDSSRO;Rosario @ Chametla @ Chametla y Salinas @ Real de Rosario y Chametla @ Chiametla;Jurisdiccion;1701;1808;Nueva Galicia y Septentrion;22.99209;-105.86213
JUGDSSRO;Rosario @ Chametla @ Chametla y Salinas @ Real de Rosario y Chametla @ Chiametla;Partido;1701;1808;Nueva Galicia y Septentrion;22.99209;-105.86213
JUGDSSRO;Rosario @ Chametla @ Chametla y Salinas @ Real de Rosario y Chametla @ Chiametla;Provincia_menor;1660;1704;Nueva Galicia y Septentrion;22.99209;-105.86213
JUGDSSSC;Santiago de los Caballeros @ Badiraguato @ San Benito;Jurisdiccion;1701;1782;Nueva Galicia y Septentrion;25.5126;-107.762
JUGDSSSC;Santiago de los Caballeros @ Badiraguato @ San Benito;Partido;1701;1741;Nueva Galicia y Septentrion;25.5126;-107.762
JUGDSSSI;Sinaloa @ Cinaloa;Jurisdiccion;1701;1808;Nueva Galicia y Septentrion;25.82122;-108.22194
JUGDSSSI;Sinaloa @ Cinaloa;Partido;1701;1808;Nueva Galicia y Septentrion;25.82122;-108.22194
JUGDSSSI;Sinaloa @ Cinaloa;Provincia_menor;1640;1808;Nueva Galicia y Septentrion;25.82122;-108.22194
JUGDSSSO;Sonora @ San Antonio de la Huerta @ Horcasitas @ San Juan Bautista;Jurisdiccion;1701;1808;Nueva Galicia y Septentrion;28.63;-109.61
JUGDSSSO;Sonora @ San Antonio de la Huerta @ Horcasitas @ San Juan Bautista;Provincia_menor;1641;1808;Nueva Galicia y Septentrion;28.63;-109.61
JUGDZAFR;Fresnillo @;Jurisdiccion;1701;1808;Nueva Galicia y Septentrion;23.1727;-102.8694
JUGDZAFR;Fresnillo @;Provincia_menor;1572;1707;Nueva Galicia y Septentrion;23.1727;-102.8694
JUGDZAJE;Jerez @ Jerez-Tlaltenango @ Xerez @ Jerez de la Frontera;Jurisdiccion;1701;1786;Nueva Galicia y Septentrion;22.64919;-102.98973
JUGDZAJE;Jerez @ Jerez-Tlaltenango @ Xerez @ Jerez de la Frontera;Partido;1701;1808;Nueva Galicia y Septentrion;22.64919;-102.98973
JUGDZAJE;Jerez @ Jerez-Tlaltenango @ Xerez @ Jerez de la Frontera;Provincia_menor;1708;1786;Nueva Galicia y Septentrion;22.64919;-102.98973
JUGDZAMA;Mazapil @;Jurisdiccion;1701;1808;Nueva Galicia y Septentrion;24.64;-101.5527
JUGDZAMA;Mazapil @;Partido;1701;1808;Nueva Galicia y Septentrion;24.64;-101.5527
JUGDZAMA;Mazapil @;Provincia_menor;1619;1786;Nueva Galicia y Septentrion;24.64;-101.5527
JUGDZANI;Nieves @;Jurisdiccion;1736;1808;Nueva Galicia y Septentrion;23.99728;-103.01934
JUGDZANI;Nieves @;Partido;1701;1808;Nueva Galicia y Septentrion;23.99728;-103.01934
JUGDZANI;Nieves @;Provincia_menor;1745;1786;Nueva Galicia y Septentrion;23.99728;-103.01934
JUGDZASI;Sierra de Pinos @;Jurisdiccion;1701;1808;Nueva Galicia y Septentrion;22.29794;-101.57499
JUGDZASI;Sierra de Pinos @;Partido;1701;1808;Nueva Galicia y Septentrion;22.29794;-101.57499
JUGDZASO;Sombrerete @ Llerena Real @ Minas de San Martin y Avino;Jurisdiccion;1558;1808;Nueva Galicia y Septentrion;23.63278;-103.64106
JUGDZASO;Sombrerete @ Llerena Real @ Minas de San Martin y Avino;Partido;1701;1808;Nueva Galicia y Septentrion;23.63278;-103.64106
JUGDZASO;Sombrerete @ Llerena Real @ Minas de San Martin y Avino;Provincia_menor;1558;1786;Nueva Galicia y Septentrion;23.63278;-103.64106
JUGDZAZA;Zacatecas @;Jurisdiccion;1701;1808;Nueva Galicia y Septentrion;22.7758;-102.57148
JUGDZAZA;Zacatecas @;Partido;1701;1808;Nueva Galicia y Septentrion;22.7758;-102.57148
JUGDZAZA;Zacatecas @;Provincia_menor;1549;1786;Nueva Galicia y Septentrion;22.7758;-102.57148
JUGUCHCO;Comitan @ Los Llanos;Jurisdiccion;1786;1808;Guatemala;16.25111;-92.13417
JUGUCHCO;Comitan @ Los Llanos;Partido;1701;1808;Guatemala;16.25111;-92.13417
JUGUCHCR;Ciudad Real @ Chiapas;Jurisdiccion;1701;1808;Guatemala;16.73695;-92.63753
JUGUCHCR;Ciudad Real @ Chiapas;Provincia;1535;1543;Guatemala;16.73695;-92.63753
JUGUCHCR;Ciudad Real @ Chiapas;Provincia_mayor;1535;1543;Guatemala;16.73695;-92.63753
JUGUCHCR;Ciudad Real @ Chiapas;Provincia_menor;1527;1785;Guatemala;16.73695;-92.63753
JUGUCHHU;Huistan @ Guista;Jurisdiccion;1786;1808;Guatemala;16.71;-92.45278
JUGUCHHU;Huistan @ Guista;Partido;1786;1808;Guatemala;16.71;-92.45278
JUGUCHIX;Ixtacomitan @;Jurisdiccion;1786;1808;Guatemala;17.43028;-93.095
JUGUCHIX;Ixtacomitan @;Partido;1786;1808;Guatemala;17.43028;-93.095
JUGUCHOC;Ocozingo @ Ocosingo @ Tzendales @ Sendales @ Chontales;Jurisdiccion;1786;1808;Guatemala;16.90722;-92.09611
JUGUCHOC;Ocozingo @ Ocosingo @ Tzendales @ Sendales @ Chontales;Partido;1786;1808;Guatemala;16.90722;-92.09611
JUGUCHPA;Palenque @;Jurisdiccion;1786;1808;Guatemala;17.50917;-91.98222
JUGUCHPA;Palenque @;Partido;1786;1808;Guatemala;17.50917;-91.98222
JUGUCHSA;San Andres @ Corona @ Coronas y Chinampas;Jurisdiccion;1786;1808;Guatemala;16.88361;-92.71333
JUGUCHSA;San Andres @ Corona @ Coronas y Chinampas;Partido;1701;1808;Guatemala;16.88361;-92.71333
JUGUCHSI;Simojovel @ Guardiania de Huitiupan;Jurisdiccion;1786;1808;Guatemala;17.18583;-92.67639
JUGUCHSI;Simojovel @ Guardiania de Huitiupan;Partido;1701;1808;Guatemala;17.18583;-92.67639
JUGUCHSO;Soconusco @;Jurisdiccion;1701;1785;Guatemala;14.90806;-92.26056
JUGUCHSO;Soconusco @;Partido;1701;1808;Guatemala;14.90806;-92.26056
JUGUCHSO;Soconusco @;Provincia;1561;1785;Guatemala;14.90806;-92.26056
JUGUCHSO;Soconusco @;Provincia_menor;1531;1785;Guatemala;14.90806;-92.26056
JUGUCHTA;Tapachula @;Jurisdiccion;1786;1808;Guatemala;14.90806;-92.26056
JUGUCHTI;Tila @;Jurisdiccion;1786;1808;Guatemala;17.30028;-92.42556
JUGUCHTI;Tila @;Partido;1786;1808;Guatemala;17.30028;-92.42556
JUGUCHTO;Tonala @;Jurisdiccion;1786;1808;Guatemala;16.08639;-93.755
JUGUCHTO;Tonala @;Partido;1786;1808;Guatemala;16.08639;-93.755
JUGUCHTU;Tuxtla @;Jurisdiccion;1769;1808;Guatemala;16.75278;-93.11667
JUGUCHTU;Tuxtla @;Partido;1769;1808;Guatemala;16.75278;-93.11667
JUGUCHTU;Tuxtla @;Provincia_menor;1769;1785;Guatemala;16.75278;-93.11667
JUGUCRCA;Cartago @;Jurisdiccion;1574;1808;Guatemala;9.86474;-83.92088
JUGUCRCA;Cartago @;Partido;1701;1808;Guatemala;9.86474;-83.92088
JUGUCRCH;Chirripo @;Jurisdiccion;1632;1659;Guatemala;90;0
JUGUCRES;Esparza @;Jurisdiccion;1577;1808;Guatemala;9.99007;-84.66657
JUGUCRES;Esparza @;Partido;1701;1808;Guatemala;9.99007;-84.66657
JUGUCRPA;Pacaca @ Pacaca y Azerri;Jurisdiccion;1583;1659;Guatemala;90;0
JUGUCRQU;Quepo @ Quepos;Jurisdiccion;1583;1659;Guatemala;90;0
JUGUCRTR;Turrialba @ Turrialba y Puerto de Suerre @ Ujarraz @ Tucurrique;Jurisdiccion;1591;1659;Guatemala;90;0
JUGUCYCN;Chinda @;Jurisdiccion;1787;1808;Guatemala;15.1167;-88.2
JUGUCYCN;Chinda @;Partido;1787;1808;Guatemala;15.1167;-88.2
JUGUCYCY;Comayagua @ Valle de las Higueras;Jurisdiccion;1701;1808;Guatemala;14.45115;-87.63814
JUGUCYCY;Comayagua @ Valle de las Higueras;Partido;1701;1751;Guatemala;14.45115;-87.63814
JUGUCYGR;Gracias a Dios @;Jurisdiccion;1787;1808;Guatemala;14.58872;-88.58315
JUGUCYGR;Gracias a Dios @;Partido;1701;1808;Guatemala;14.58872;-88.58315
JUGUCYOL;Olancho @;Jurisdiccion;1787;1808;Guatemala;14.9189;-86.3738
JUGUCYOL;Olancho @;Partido;1701;1808;Guatemala;14.9189;-86.3738
JUGUCYOM;Omoa @;Jurisdiccion;1752;1808;Guatemala;15.77848;-88.03977
JUGUCYOM;Omoa @;Partido;1752;1808;Guatemala;15.77848;-88.03977
JUGUCYOT;Olanchito @;Jurisdiccion;1787;1808;Guatemala;15.48748;-86.58145
JUGUCYOT;Olanchito @;Partido;1701;1808;Guatemala;15.48748;-86.58145
JUGUCYSE;Sensenti @;Jurisdiccion;1701;1808;Guatemala;14.49578;-88.93887
JUGUCYSE;Sensenti @;Partido;1787;1808;Guatemala;14.49578;-88.93887
JUGUCYSE;Sensenti @;Provincia_menor;1580;1702;Guatemala;14.49578;-88.93887
JUGUCYSP;San Pedro Sula @;Jurisdiccion;1787;1808;Guatemala;15.50507;-88.02413
JUGUCYSP;San Pedro Sula @;Partido;1701;1808;Guatemala;15.50507;-88.02413
JUGUCYTC;Tencoa @ Santa Barbara;Jurisdiccion;1787;1808;Guatemala;14.91868;-88.23502
JUGUCYTC;Tencoa @ Santa Barbara;Partido;1701;1808;Guatemala;14.91868;-88.23502
JUGUCYTR;Trujillo @;Jurisdiccion;1787;1808;Guatemala;15.91727;-85.95522
JUGUCYTR;Trujillo @;Partido;1787;1808;Guatemala;15.91727;-85.95522
JUGUCYYO;Yoro @;Jurisdiccion;1787;1808;Guatemala;15.14251;-87.12867
JUGUCYYO;Yoro @;Partido;1701;1808;Guatemala;15.14251;-87.12867
JUGUGUAC;Acasaguastlan @ Zacapa @ Casablastran @ Casalbastran @ Casabeltran;Jurisdiccion;1701;1764;Guatemala;14.9265;-89.868
JUGUGUAC;Acasaguastlan @ Zacapa @ Casablastran @ Casalbastran @ Casabeltran;Partido;1701;1808;Guatemala;14.9265;-89.868
JUGUGUAC;Acasaguastlan @ Zacapa @ Casablastran @ Casalbastran @ Casabeltran;Provincia_menor;1551;1763;Guatemala;14.9265;-89.868
JUGUGUAM;Amatique @ Amatique y Santo Tomas de Castilla;Jurisdiccion;1701;1750;Guatemala;15.6372;-88.99406
JUGUGUAM;Amatique @ Amatique y Santo Tomas de Castilla;Partido;1701;1750;Guatemala;15.6372;-88.99406
JUGUGUAM;Amatique @ Amatique y Santo Tomas de Castilla;Provincia_menor;1604;1750;Guatemala;15.6372;-88.99406
JUGUGUCM;Chiquimula @ Chiquimula y Acasaguastlan @ Chiquimula y Zacapa;Jurisdiccion;1701;1808;Guatemala;14.80061;-89.54405
JUGUGUCM;Chiquimula @ Chiquimula y Acasaguastlan @ Chiquimula y Zacapa;Partido;1701;1763;Guatemala;14.80061;-89.54405
JUGUGUCM;Chiquimula @ Chiquimula y Acasaguastlan @ Chiquimula y Zacapa;Provincia_menor;1560;1808;Guatemala;14.80061;-89.54405
JUGUGUCT;Chimaltenango @;Jurisdiccion;1754;1808;Guatemala;14.66212;-90.82085
JUGUGUCT;Chimaltenango @;Provincia_menor;1754;1808;Guatemala;14.66212;-90.82085
JUGUGUES;Escuintla @ Escuintla y Guazacapan @ Escuintepeque;Jurisdiccion;1701;1808;Guatemala;14.3006;-90.786
JUGUGUES;Escuintla @ Escuintla y Guazacapan @ Escuintepeque;Provincia_menor;1547;1808;Guatemala;14.3006;-90.786
JUGUGUGU;Valle de Guatemala @ Guatemala @ Nueva Guatemala;Jurisdiccion;1701;1808;Guatemala;14.62181;-90.51879
JUGUGUGU;Valle de Guatemala @ Guatemala @ Nueva Guatemala;Partido;1701;1808;Guatemala;14.62181;-90.51879
JUGUGUGU;Valle de Guatemala @ Guatemala @ Nueva Guatemala;Provincia_menor;1547;1753;Guatemala;14.62181;-90.51879
JUGUGUIS;isla de San Andres @ Isla de San Andres y Costa de Mosquitos;Jurisdiccion;1775;1808;Guatemala;12.58341;-81.70517
JUGUGUIS;isla de San Andres @ Isla de San Andres y Costa de Mosquitos;Partido;1775;1808;Guatemala;12.58341;-81.70517
JUGUGUQU;Quetzaltenango @ Casaltenango;Jurisdiccion;1701;1808;Guatemala;14.84411;-91.51907
JUGUGUQU;Quetzaltenango @ Casaltenango;Partido;1701;1808;Guatemala;14.84411;-91.51907
JUGUGUQU;Quetzaltenango @ Casaltenango;Provincia_menor;1547;1808;Guatemala;14.84411;-91.51907
JUGUGUSA;Sacatepeques @ Sacatepeques y Amatitanes @ Amatitan y Zacatepeques;Jurisdiccion;1754;1808;Guatemala;14.62181;-90.51879
JUGUGUSA;Sacatepeques @ Sacatepeques y Amatitanes @ Amatitan y Zacatepeques;Provincia_menor;1754;1808;Guatemala;14.62181;-90.51879
JUGUGUSF;San Felipe del Golfo @ Castillo de San Felipe @ San Felipe del Golfo Dulce @ San Felipe de Lara;Jurisdiccion;1751;1808;Guatemala;15.6372;-88.99406
JUGUGUSF;San Felipe del Golfo @ Castillo de San Felipe @ San Felipe del Golfo Dulce @ San Felipe de Lara;Partido;1751;1808;Guatemala;15.6372;-88.99406
JUGUGUSO;Solola @ Tecpanatitan @ Tecpan Atitlan @ Atitan y Atepanatitan @ Atitlan @ Atitan y Tecpanatitlan @ Atitlan y Tecpanatitlan;Jurisdiccion;1701;1808;Guatemala;14.7708;-91.18202
JUGUGUSO;Solola @ Tecpanatitan @ Tecpan Atitlan @ Atitan y Atepanatitan @ Atitlan @ Atitan y Tecpanatitlan @ Atitlan y Tecpanatitlan;Provincia_menor;1547;1808;Guatemala;14.7708;-91.18202
JUGUGUSS;Sonsonate @;Jurisdiccion;1701;1808;Guatemala;13.7256;-89.7271
JUGUGUSS;Sonsonate @;Partido;1701;1808;Guatemala;13.7256;-89.7271
JUGUGUSS;Sonsonate @;Provincia_menor;1539;1808;Guatemala;13.7256;-89.7271
JUGUGUSU;Suchiltepequez @ San Antonio @ Suchitepeque @ Suchiltepeques @ Zapotitlan y San Antonio de Suchiltepeques;Jurisdiccion;1701;1808;Guatemala;14.53046;-91.50957
JUGUGUSU;Suchiltepequez @ San Antonio @ Suchitepeque @ Suchiltepeques @ Zapotitlan y San Antonio de Suchiltepeques;Partido;1701;1808;Guatemala;14.53046;-91.50957
JUGUGUSU;Suchiltepequez @ San Antonio @ Suchitepeque @ Suchiltepeques @ Zapotitlan y San Antonio de Suchiltepeques;Provincia_menor;1547;1808;Guatemala;14.53046;-91.50957
JUGUGUTO;Totonicapan @ Totonicapan y Huehuetenango;Jurisdiccion;1701;1808;Guatemala;14.91124;-91.35983
JUGUGUTO;Totonicapan @ Totonicapan y Huehuetenango;Provincia_menor;1547;1808;Guatemala;14.91124;-91.35983
JUGUGUVE;Verapaz @;Jurisdiccion;1701;1808;Guatemala;15.47059;-90.36855
JUGUGUVE;Verapaz @;Partido;1701;1808;Guatemala;15.47059;-90.36855
JUGUGUVE;Verapaz @;Provincia;1560;1603;Guatemala;15.47059;-90.36855
JUGUGUVE;Verapaz @;Provincia_mayor;1560;1603;Guatemala;15.47059;-90.36855
JUGUGUVE;Verapaz @;Provincia_menor;1560;1808;Guatemala;15.47059;-90.36855
JUGUNIGR;Granada @;Jurisdiccion;1701;1808;Guatemala;11.93473;-85.95877
JUGUNIGR;Granada @;Partido;1701;1808;Guatemala;11.93473;-85.95877
JUGUNILE;Leon @;Jurisdiccion;1701;1808;Guatemala;12.43496;-86.87836
JUGUNILE;Leon @;Partido;1701;1808;Guatemala;12.43496;-86.87836
JUGUNIMA;Masaya @ Monimbo;Jurisdiccion;1632;1808;Guatemala;11.97378;-86.09631
JUGUNIMA;Masaya @ Monimbo;Provincia_menor;1632;1672;Guatemala;11.97378;-86.09631
JUGUNIMG;Sebaco @ Sebaco @ Sebaco y Chontales @ Matagalpa @ Matagalpa y Chontales;Jurisdiccion;1701;1808;Guatemala;12.92307;-85.91842
JUGUNIMG;Sebaco @ Sebaco @ Sebaco y Chontales @ Matagalpa @ Matagalpa y Chontales;Partido;1701;1808;Guatemala;12.92307;-85.91842
JUGUNIMG;Sebaco @ Sebaco @ Sebaco y Chontales @ Matagalpa @ Matagalpa y Chontales;Provincia_menor;1568;1786;Guatemala;12.92307;-85.91842
JUGUNINC;Nicoya @ Bruselas;Jurisdiccion;1701;1808;Guatemala;10.14356;-85.45381
JUGUNINC;Nicoya @ Bruselas;Partido;1701;1808;Guatemala;10.14356;-85.45381
JUGUNINC;Nicoya @ Bruselas;Provincia_menor;1566;1786;Guatemala;10.14356;-85.45381
JUGUNINI;Nicaragua @;Jurisdiccion;1720;1786;Guatemala;11.43759;-85.8273
JUGUNINI;Nicaragua @;Partido;1720;1808;Guatemala;11.43759;-85.8273
JUGUNINS;Nueva Segovia @;Jurisdiccion;1701;1808;Guatemala;13.6401;-86.3083
JUGUNINS;Nueva Segovia @;Partido;1701;1808;Guatemala;13.6401;-86.3083
JUGUNIRE;Realejo @;Jurisdiccion;1701;1808;Guatemala;12.544;-87.16628
JUGUNIRE;Realejo @;Partido;1701;1808;Guatemala;12.544;-87.16628
JUGUNIRE;Realejo @;Provincia_menor;1568;1786;Guatemala;12.544;-87.16628
JUGUNISJ;Rio San Juan @ Castillo de Concepcion;Jurisdiccion;1701;1808;Guatemala;11.0193;-84.39678
JUGUNISU;Subtiava @ Sutiaba;Jurisdiccion;1568;1808;Guatemala;12.43361;-86.89506
JUGUNISU;Subtiava @ Sutiaba;Partido;1701;1808;Guatemala;12.43361;-86.89506
JUGUNISU;Subtiava @ Sutiaba;Provincia_menor;1568;1777;Guatemala;12.43361;-86.89506
JUGUSSCH;Chalatenango @;Jurisdiccion;1806;1808;Guatemala;14.04139;-88.93941
JUGUSSCH;Chalatenango @;Partido;1787;1808;Guatemala;14.04139;-88.93941
JUGUSSME;Metapas @;Jurisdiccion;1806;1808;Guatemala;14.33111;-89.44274
JUGUSSME;Metapas @;Partido;1787;1808;Guatemala;14.33111;-89.44274
JUGUSSSA;Santa Ana @ Santa Ana la Grande;Jurisdiccion;1787;1808;Guatemala;13.99087;-89.55719
JUGUSSSA;Santa Ana @ Santa Ana la Grande;Partido;1701;1808;Guatemala;13.99087;-89.55719
JUGUSSSC;Sacatecoluca @ Zacatecoluca;Jurisdiccion;1787;1808;Guatemala;13.50897;-88.86996
JUGUSSSC;Sacatecoluca @ Zacatecoluca;Partido;1787;1808;Guatemala;13.50897;-88.86996
JUGUSSSM;San Miguel @;Jurisdiccion;1701;1808;Guatemala;13.48039;-88.17722
JUGUSSSM;San Miguel @;Partido;1701;1808;Guatemala;13.48039;-88.17722
JUGUSSSS;San Salvador @;Jurisdiccion;1701;1808;Guatemala;13.69834;-89.19136
JUGUSSSS;San Salvador @;Partido;1701;1808;Guatemala;13.69834;-89.19136
JUGUSSSV;San Vicente @;Jurisdiccion;1701;1808;Guatemala;13.64086;-88.78425
JUGUSSSV;San Vicente @;Partido;1701;1808;Guatemala;13.64086;-88.78425
JUGUTGAG;Aguanqueterique @;Partido;1743;1800;Guatemala;13.95351;-87.66859
JUGUTGCE;Cedros @ Cantarranas;Partido;1743;1808;Guatemala;14.26289;-87.02825
JUGUTGCT;Choluteca @;Partido;1743;1808;Guatemala;13.30047;-87.18459
JUGUTGDA;Danli @;Partido;1743;1808;Guatemala;14.03084;-86.56703
JUGUTGNA;Nacaome @;Partido;1743;1808;Guatemala;13.5357;-87.487
JUGUTGTG;Tegucigalpa @ Minas y registros de Honduras @ Minas de Tegucigalpa, Acapcap y villa de Choluteca @ Minas de Tegucigalpa y Real del Corpus;Jurisdiccion;1701;1808;Guatemala;14.10545;-87.20414
JUGUTGTG;Tegucigalpa @ Minas y registros de Honduras @ Minas de Tegucigalpa, Acapcap y villa de Choluteca @ Minas de Tegucigalpa y Real del Corpus;Partido;1701;1808;Guatemala;14.10545;-87.20414
JUGUTGTG;Tegucigalpa @ Minas y registros de Honduras @ Minas de Tegucigalpa, Acapcap y villa de Choluteca @ Minas de Tegucigalpa y Real del Corpus;Provincia_menor;1579;1788;Guatemala;14.10545;-87.20414
JUNEBEBE;Belice @ Walix @ Baliza @ Walis @ Balix @ Belize;Jurisdiccion;1763;1796;Nueva España;90;0
JUNEBEBE;Belice @ Walix @ Baliza @ Walis @ Balix @ Belize;Partido;1763;1796;Nueva España;90;0
JUNEBEBE;Belice @ Walix @ Baliza @ Walis @ Balix @ Belize;Provincia;1763;1796;Nueva España;90;0
JUNEBEBE;Belice @ Walix @ Baliza @ Walis @ Balix @ Belize;Provincia_menor;1763;1796;Nueva España;90;0
JUNECLCN;California Alta @ California Nueva;Jurisdiccion;1770;1808;Nueva Galicia y Septentrion;36.59552;-121.89061
JUNECLCN;California Alta @ California Nueva;Partido;1770;1781;Nueva Galicia y Septentrion;36.59552;-121.89061
JUNECLCN;California Alta @ California Nueva;Provincia;1804;1808;Nueva Galicia y Septentrion;36.59552;-121.89061
JUNECLCN;California Alta @ California Nueva;Provincia_mayor;1804;1808;Nueva Galicia y Septentrion;36.59552;-121.89061
