ID;gz_id;label;nombre;nombrehoy;variantes;santo;fuente_ID;start;start_ex;end_;end_ex;check;template;check1;template1;wikitext1;wikitext2;wikitext
1;5000031;La Palma;La Palma;;;;estado_1794;1581;exact;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:5000031]]@Nombre: La Palma@Santo: @Desde: 1581@Hasta: 9999@Desdefuzzy: exact@Hastafuzzy: end@ID:5000031@----;;;;;
2;5600524;Mocoa;Agreda Mocoa;;San Miguel de Nieto @ Agreda;San Miguel;wikipedia;1651;exact;1690;not_before;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:5600524]]@Nombre: Agreda Mocoa@Santo: San Miguel@Desde: 1651@Hasta: 1690@Desdefuzzy: exact@Hastafuzzy: not_before@ID:5600524@----;;;;;
3;5600524;San Miguel Mocoa;Mocoa;;San Miguel de Nieto @ Agreda;San Miguel;wikipedia;1691;not_before;1749;ca;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:5600524]]@Nombre: Mocoa@Santo: San Miguel@Desde: 1691@Hasta: 1749@Desdefuzzy: not_before@Hastafuzzy: ca@ID:5600524@----;;;;;
4;5600051;San Vicente;San Vicente Ferrer de Paez;;;;wikipedia;1562;exact;1570;ca;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:5600051]]@Nombre: San Vicente Ferrer de Paez@Santo: @Desde: 1562@Hasta: 1570@Desdefuzzy: exact@Hastafuzzy: ca@ID:5600051@----;;;;;
5;5600051;San Juan de Huila;San Juan de Huila;;;;wikipedia;1571;ca;1581;ca;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:5600051]]@Nombre: San Juan de Huila@Santo: @Desde: 1571@Hasta: 1581@Desdefuzzy: ca@Hastafuzzy: ca@ID:5600051@----;;;;;
6;5600051;Caloto;Caloto;;;;wikipedia;1543;exact;1561;exact;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:5600051]]@Nombre: Caloto@Santo: @Desde: 1543@Hasta: 1561@Desdefuzzy: exact@Hastafuzzy: exact@ID:5600051@----;;;;;
7;1003044;Guila;San Pablo Guila;;;San Pablo;tanck;1111;start;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1003044]]@Nombre: San Pablo Guila@Santo: San Pablo@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@ID:1003044@----;;;;;
8;9901129;Jocotlan;Jocotlan;;Xocotlan;Santo Domingo;gerhard-north;1549;not_after;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:9901129]]@Nombre: Jocotlan@Santo: Santo Domingo@Desde: 1549@Hasta: 9999@Desdefuzzy: not_after@Hastafuzzy: end@ID:9901129@----;;;;;
9;9901130;Amaxaque;Amaxaque;;Amajac;;gerhard-north;1566;ca;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:9901130]]@Nombre: Amaxaque@Santo: @Desde: 1566@Hasta: 9999@Desdefuzzy: ca@Hastafuzzy: end@ID:9901130@----;;;;;
10;9901131;Copala;Copala;;;;gerhard-north;1111;start;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:9901131]]@Nombre: Copala@Santo: @Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@ID:9901131@----;;;;;
11;1000016;San Luis Potosi;San Luis Potosi;San Luis Potosi;;San Luis;gerhardNE;1592;start;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000016]]@Nombre: San Luis Potosi@Santo: San Luis@Desde: 1592@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@ID:1000016@----;;;;;
12;1000017;Arizpe;Arizpe;Arizpe;;;gerhard-north;1646;exact;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000017]]@Nombre: Arizpe@Santo: @Desde: 1646@Hasta: 9999@Desdefuzzy: exact@Hastafuzzy: end@ID:1000017@----;;;;;
13;1000018;Villahermosa;Villahermosa;Villahermosa;;;gerhardSE;1564;exact;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000018]]@Nombre: Villahermosa@Santo: @Desde: 1564@Hasta: 9999@Desdefuzzy: exact@Hastafuzzy: end@ID:1000018@----;;;;;
14;1000019;San Antonio;San Antonio de Bexar;San Antonio;;San Antonio;gerhard-north;1718;exact;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000019]]@Nombre: San Antonio de Bexar@Santo: San Antonio@Desde: 1718@Hasta: 9999@Desdefuzzy: exact@Hastafuzzy: end@ID:1000019@----;;;;;
15;1000020;Tlaxcala;Tlaxcala;Tlaxcala de Xicohtencatl;;;gerhardNE;1111;start;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000020]]@Nombre: Tlaxcala@Santo: @Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@ID:1000020@----;;;;;
16;1000021;Veracruz;Villa Rica de la Veracruz;Veracruz;;;gerhardNE;1519;exact;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000021]]@Nombre: Villa Rica de la Veracruz@Santo: @Desde: 1519@Hasta: 9999@Desdefuzzy: exact@Hastafuzzy: end@ID:1000021@----;;;;;
17;1000022;Merida;Merida;Merida;;;gerhardSE;1542;exact;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000022]]@Nombre: Merida@Santo: @Desde: 1542@Hasta: 9999@Desdefuzzy: exact@Hastafuzzy: end@ID:1000022@----;;;;;
18;1000023;Valladolid;Valladolid;Valladolid;;;MP-Mexico_756;1543;exact;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000023]]@Nombre: Valladolid@Santo: @Desde: 1543@Hasta: 9999@Desdefuzzy: exact@Hastafuzzy: end@ID:1000023@----;;;;;
19;1000024;Zacatecas;Zacatecas;Zacatecas;;;gerhard-north;1548;exact;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000024]]@Nombre: Zacatecas@Santo: @Desde: 1548@Hasta: 9999@Desdefuzzy: exact@Hastafuzzy: end@ID:1000024@----;;;;;
20;1000025;Loreto;Loreto;Loreto Concho;;;gerhard-north;1111;start;1808;hgis;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000025]]@Nombre: Loreto@Santo: @Desde: 1111@Hasta: 1808@Desdefuzzy: start@Hastafuzzy: hgis@ID:1000025@----;;;;;
21;1000026;Batopilas;San Pedro Batopilas;;;San Pedro;gerhard-north;1708;exact;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000026]]@Nombre: San Pedro Batopilas@Santo: San Pedro@Desde: 1708@Hasta: 9999@Desdefuzzy: exact@Hastafuzzy: end@ID:1000026@----;;;;;
22;1000027;Cerro Gordo;Cerro Gordo;Villa Hidalgo;;;gerhard-north;1111;start;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000027]]@Nombre: Cerro Gordo@Santo: @Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@ID:1000027@----;;;;;
23;1000028;Sianori;Sianori;;;;gerhard-north;1680;start;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000028]]@Nombre: Sianori@Santo: @Desde: 1680@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@ID:1000028@----;;;;;
24;9901127;Becerra;Becerra;;;;gerhard-north;1770;ca;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:9901127]]@Nombre: Becerra@Santo: @Desde: 1770@Hasta: 9999@Desdefuzzy: ca@Hastafuzzy: end@ID:9901127@----;;;;;
25;9901124;Concepcion;Concepcion Chinoha;;;Concepcion;juarros;1111;start;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:9901124]]@Nombre: Concepcion Chinoha@Santo: Concepcion@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@ID:9901124@----;;;;;
26;9900746;Corpus;Corpus;;;;elhuyar;1784;not_before;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:9900746]]@Nombre: Corpus@Santo: @Desde: 1784@Hasta: 9999@Desdefuzzy: not_before@Hastafuzzy: end@ID:9900746@----;;;;;
27;5600830;Asuncion;Asuncion;;;;ehcial-merc;1788;ca;1793;ca;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:5600830]]@Nombre: Asuncion@Santo: @Desde: 1788@Hasta: 1793@Desdefuzzy: ca@Hastafuzzy: ca@ID:5600830@----;;;;;
28;9901121;don Pedro;don Pedro;;;;seiferheld;1111;start;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:9901121]]@Nombre: don Pedro@Santo: @Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@ID:9901121@----;;;;;
29;9901120;Ongamira;Ongamira;;;;tell;1111;start;1749;not_after;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:9901120]]@Nombre: Ongamira@Santo: @Desde: 1111@Hasta: 1749@Desdefuzzy: start@Hastafuzzy: not_after@ID:9901120@----;;;;;
30;9900241;San Pedro;San Pedro;;;;vollmer;1111;start;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:9900241]]@Nombre: San Pedro@Santo: @Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@ID:9900241@----;;;;;
31;9901123;San Nicolas;San Nicolas;;;;sunchales;1783;exact;1792;ca;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:9901123]]@Nombre: San Nicolas@Santo: @Desde: 1783@Hasta: 1792@Desdefuzzy: exact@Hastafuzzy: ca@ID:9901123@----;;;;;
32;9901122;Feliu;Feliu;;;;sunchales;1793;exact;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:9901122]]@Nombre: Feliu@Santo: @Desde: 1793@Hasta: 9999@Desdefuzzy: exact@Hastafuzzy: end@ID:9901122@----;;;;;
33;5000828;Orino;Orino;;Ovinos @;;MP-Panama,184;1776;not_after;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:5000828]]@Nombre: Orino@Santo: @Desde: 1776@Hasta: 9999@Desdefuzzy: not_after@Hastafuzzy: end@ID:5000828@----;;;;;
34;1004936;Nadadores;"NS de la Victoria Casa Fuerte de los Nadadores_x000d_
NS de la Victoria Casa Fuerte de los Nadadores";;;;navarro-noriega;1733;exact;9999;end;;"---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1004936]]@Nombre: NS de la Victoria Casa Fuerte de los Nadadores_x000d_
NS de la Victoria Casa Fuerte de los Nadadores@Santo: @Desde: 1733@Hasta: 9999@Desdefuzzy: exact@Hastafuzzy: end@ID:1004936@----";;;;;
35;4000015;Calabozo;Todos Santos Calabozo;;Candelaria de Calabozo @;Todos Santos;lombardi;1738;exact;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:4000015]]@Nombre: Todos Santos Calabozo@Santo: Todos Santos@Desde: 1738@Hasta: 9999@Desdefuzzy: exact@Hastafuzzy: end@ID:4000015@----;;;;;
36;4000109;Cojede;San Francisco Cojede;;Cogedes @  San Diego;San Francisco;lombardi;1751;ca;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:4000109]]@Nombre: San Francisco Cojede@Santo: San Francisco@Desde: 1751@Hasta: 9999@Desdefuzzy: ca@Hastafuzzy: end@ID:4000109@----;;;;;
37;5000224;Guamo;Santa Ana Guamo;;;;estado_1794;1772;exact;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:5000224]]@Nombre: Santa Ana Guamo@Santo: @Desde: 1772@Hasta: 9999@Desdefuzzy: exact@Hastafuzzy: end@ID:5000224@----;;;;;
38;5000634;Plato;Candelaria Plato;;;Candelaria;estado_1794;1754;exact;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:5000634]]@Nombre: Candelaria Plato@Santo: Candelaria@Desde: 1754@Hasta: 9999@Desdefuzzy: exact@Hastafuzzy: end@ID:5000634@----;;;;;
39;5600277;Cahuapanas;Nueva Concepcion de Cahuapanas;;;Concepcion;velasco;1726;exact;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:5600277]]@Nombre: Nueva Concepcion de Cahuapanas@Santo: Concepcion@Desde: 1726@Hasta: 9999@Desdefuzzy: exact@Hastafuzzy: end@ID:5600277@----;;;;;
40;6001433;Cherrepe;San Joaquin Cherrepe;;;San Joaquin;vollmer;1782;exact;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:6001433]]@Nombre: San Joaquin Cherrepe@Santo: San Joaquin@Desde: 1782@Hasta: 9999@Desdefuzzy: exact@Hastafuzzy: end@ID:6001433@----;;;;;
41;7000004;La Imperial;La Imperial;Carahue;;;bueno;1550;exact;1599;exact;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:7000004]]@Nombre: La Imperial@Santo: @Desde: 1550@Hasta: 1599@Desdefuzzy: exact@Hastafuzzy: exact@ID:7000004@----;;;;;
42;1000001;Mexico;Mexico;Ciudad de Mexico;;;gerhardNE;1521;exact;1808;hgis;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000001]]@Nombre: Mexico@Santo: @Desde: 1521@Hasta: 1808@Desdefuzzy: exact@Hastafuzzy: hgis@ID:1000001@----;;;;;
43;1000002;Guadalajara;Guadalajara;Guadalajara;;;gerhard-north;1532;exact;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000002]]@Nombre: Guadalajara@Santo: @Desde: 1532@Hasta: 9999@Desdefuzzy: exact@Hastafuzzy: end@ID:1000002@----;;;;;
44;1000003;Chihuahua;Chihuahua;Chihuahua;San Francisco de Cuellar @;;gerhard-north;1708;exact;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000003]]@Nombre: Chihuahua@Santo: @Desde: 1708@Hasta: 9999@Desdefuzzy: exact@Hastafuzzy: end@ID:1000003@----;;;;;
45;1000004;Durango;Durango;Durango;Guadiana;;gerhard-north;1563;exact;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000004]]@Nombre: Durango@Santo: @Desde: 1563@Hasta: 9999@Desdefuzzy: exact@Hastafuzzy: end@ID:1000004@----;;;;;
46;1000005;Guanajuato;Real de Guanajuato;Guanajuato;;;gerhardNE;1546;exact;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000005]]@Nombre: Real de Guanajuato@Santo: @Desde: 1546@Hasta: 9999@Desdefuzzy: exact@Hastafuzzy: end@ID:1000005@----;;;;;
47;1000006;Acapulco;Acapulco;Acapulco de Juarez;Ciudad de los Reyes @;;gerhardNE;1550;exact;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000006]]@Nombre: Acapulco@Santo: @Desde: 1550@Hasta: 9999@Desdefuzzy: exact@Hastafuzzy: end@ID:1000006@----;;;;;
48;1000007;Pachuca;Real de Pachuca;;Real de Pachuca @;;gerhardNE;1569;exact;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000007]]@Nombre: Real de Pachuca@Santo: @Desde: 1569@Hasta: 9999@Desdefuzzy: exact@Hastafuzzy: end@ID:1000007@----;;;;;
49;1000008;Valladolid;Valladolid;;;;tanck;1545;exact;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000008]]@Nombre: Valladolid@Santo: @Desde: 1545@Hasta: 9999@Desdefuzzy: exact@Hastafuzzy: end@ID:1000008@----;;;;;
50;1000009;Compostela;Compostela;Compostela;;;gerhard-north;1540;exact;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000009]]@Nombre: Compostela@Santo: @Desde: 1540@Hasta: 9999@Desdefuzzy: exact@Hastafuzzy: end@ID:1000009@----;;;;;
51;1000010;San Luis Rey de Francia;San Luis Rey de Francia;Monterrey;;San Luis;gerhard-north;1582;exact;1589;ca;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000010]]@Nombre: San Luis Rey de Francia@Santo: San Luis@Desde: 1582@Hasta: 1589@Desdefuzzy: exact@Hastafuzzy: ca@ID:1000010@----;;;;;
52;1000010;Monterrey;Monterrey;Monterrey;;;gerhard-north;1596;exact;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000010]]@Nombre: Monterrey@Santo: @Desde: 1596@Hasta: 9999@Desdefuzzy: exact@Hastafuzzy: end@ID:1000010@----;;;;;
53;1000011;Linares;San Felipe de Linares;Linares;;San Felipe;gerhard-north;1712;exact;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000011]]@Nombre: San Felipe de Linares@Santo: San Felipe@Desde: 1712@Hasta: 9999@Desdefuzzy: exact@Hastafuzzy: end@ID:1000011@----;;;;;
54;1000012;Santa Fe;Santa Fe;Santa Fe;;Santa Fe;gerhard-north;1692;exact;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000012]]@Nombre: Santa Fe@Santo: Santa Fe@Desde: 1692@Hasta: 9999@Desdefuzzy: exact@Hastafuzzy: end@ID:1000012@----;;;;;
55;1000012;Santa Fe;Santa Fe;Santa Fe;;Santa Fe;gerhard-north;1607;exact;1679;exact;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000012]]@Nombre: Santa Fe@Santo: Santa Fe@Desde: 1607@Hasta: 1679@Desdefuzzy: exact@Hastafuzzy: exact@ID:1000012@----;;;;;
56;1000013;Santander;Santander;Santander Jimenez;;Santander;gerhard-north;1749;exact;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000013]]@Nombre: Santander@Santo: Santander@Desde: 1749@Hasta: 9999@Desdefuzzy: exact@Hastafuzzy: end@ID:1000013@----;;;;;
57;1000014;Antequera;Antequera;Oaxaca de Juarez;;;gerhardNE;1531;exact;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000014]]@Nombre: Antequera@Santo: @Desde: 1531@Hasta: 9999@Desdefuzzy: exact@Hastafuzzy: end@ID:1000014@----;;;;;
58;1000015;Puebla;Puebla de los Angeles;Puebla de Zaragoza;;;gerhardNE;1531;exact;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000015]]@Nombre: Puebla de los Angeles@Santo: @Desde: 1531@Hasta: 9999@Desdefuzzy: exact@Hastafuzzy: end@ID:1000015@----;;;;;
59;7001001;Angol;San Francisco de la Vega de Angol;;;San Francisco;wikipedia;1637;exact;1640;exact;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:7001001]]@Nombre: San Francisco de la Vega de Angol@Santo: San Francisco@Desde: 1637@Hasta: 1640@Desdefuzzy: exact@Hastafuzzy: exact@ID:7001001@----;;;;;
60;9901126;Ozumatlan;Real de Ozumatlan;;;San Agustin;gerhardNE;1539;not_after;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:9901126]]@Nombre: Real de Ozumatlan@Santo: San Agustin@Desde: 1539@Hasta: 9999@Desdefuzzy: not_after@Hastafuzzy: end@ID:9901126@----;;;;;
61;1000029;Cienega de los Olivos;Cienega de los Olivos;Valle de Olivos;;;gerhard-north;1111;start;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000029]]@Nombre: Cienega de los Olivos@Santo: @Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@ID:1000029@----;;;;;
62;1000030;Conchos;San Francisco Conchos;;;San Francisco;tanck;1111;start;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000030]]@Nombre: San Francisco Conchos@Santo: San Francisco@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@ID:1000030@----;;;;;
63;1000031;Cuencame;San Antonio Cuencame;;;San Antonio;gerhard-north;1111;start;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000031]]@Nombre: San Antonio Cuencame@Santo: San Antonio@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@ID:1000031@----;;;;;
64;1000032;Cusihuiriachi;Santa Rosa Cusihuiriachi;;;Santa Rosa;gerhard-north;1688;exact;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000032]]@Nombre: Santa Rosa Cusihuiriachi@Santo: Santa Rosa@Desde: 1688@Hasta: 9999@Desdefuzzy: exact@Hastafuzzy: end@ID:1000032@----;;;;;
65;1000033;Guanacevi;Guanacevi;;;;gerhard-north;1111;start;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000033]]@Nombre: Guanacevi@Santo: @Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@ID:1000033@----;;;;;
66;1000034;Guarisamey;San Pedro Guarisamey;;San Pedro Hetasi;San Pedro;tanck;1111;start;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000034]]@Nombre: San Pedro Guarisamey@Santo: San Pedro@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@ID:1000034@----;;;;;
67;9901125;Guarisamey;Consolacion de Agua Caliente de Guarisamey;;Agua Caliente;San Pedro;gerhard-north;1783;exact;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:9901125]]@Nombre: Consolacion de Agua Caliente de Guarisamey@Santo: San Pedro@Desde: 1783@Hasta: 9999@Desdefuzzy: exact@Hastafuzzy: end@ID:9901125@----;;;;;
68;1000035;Mapimi;Santiago Mapimi;;;Santiago;gerhard-north;1598;ca;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000035]]@Nombre: Santiago Mapimi@Santo: Santiago@Desde: 1598@Hasta: 9999@Desdefuzzy: ca@Hastafuzzy: end@ID:1000035@----;;;;;
69;1000036;Mezquital;San Francisco Mezquital;;;San Francisco;tanck;1111;start;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000036]]@Nombre: San Francisco Mezquital@Santo: San Francisco@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@ID:1000036@----;;;;;
70;1000038;Papasquiaro;Santiago Papasquiaro;;;Santiago;tanck;1111;start;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000038]]@Nombre: Santiago Papasquiaro@Santo: Santiago@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@ID:1000038@----;;;;;
71;1000039;Parral;Parral;;;;gerhard-north;1631;exact;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000039]]@Nombre: Parral@Santo: @Desde: 1631@Hasta: 9999@Desdefuzzy: exact@Hastafuzzy: end@ID:1000039@----;;;;;
72;1000040;Parras;Santa Maria Parras;;;Santa Maria;tanck;1111;start;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000040]]@Nombre: Santa Maria Parras@Santo: Santa Maria@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@ID:1000040@----;;;;;
73;1000041;Real del Oro;Real de las Mercedes del Oro;Santa Maria del Oro;;;gerhard-north;1111;start;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000041]]@Nombre: Real de las Mercedes del Oro@Santo: @Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@ID:1000041@----;;;;;
74;1000042;Saltillo;Saltillo;;;;gerhard-north;1577;exact;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000042]]@Nombre: Saltillo@Santo: @Desde: 1577@Hasta: 9999@Desdefuzzy: exact@Hastafuzzy: end@ID:1000042@----;;;;;
75;1000043;San Gregorio;San Gregorio de Bozas;;;San Gregorio;tanck;1111;start;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000043]]@Nombre: San Gregorio de Bozas@Santo: San Gregorio@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@ID:1000043@----;;;;;
76;1000044;Valle de San Buenaventura;Valle de San Buenaventura;;;;gerhard-north;1111;start;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000044]]@Nombre: Valle de San Buenaventura@Santo: @Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@ID:1000044@----;;;;;
77;1000045;San Juan del Rio;San Juan del Rio;;;San Juan;gerhard-north;1111;start;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000045]]@Nombre: San Juan del Rio@Santo: San Juan@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@ID:1000045@----;;;;;
78;1000046;Santa Barbara;Santa Barbara;;;Santa Barbara;gerhard-north;1564;exact;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000046]]@Nombre: Santa Barbara@Santo: Santa Barbara@Desde: 1564@Hasta: 9999@Desdefuzzy: exact@Hastafuzzy: end@ID:1000046@----;;;;;
79;1000047;Valle de San Bartolome;valle de San Bartolome;Valle de Allende;;;gerhard-north;1572;exact;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000047]]@Nombre: valle de San Bartolome@Santo: @Desde: 1572@Hasta: 9999@Desdefuzzy: exact@Hastafuzzy: end@ID:1000047@----;;;;;
80;1000048;Acaponeta;Asuncion Acaponeta;;;Asuncion;tanck;1111;start;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000048]]@Nombre: Asuncion Acaponeta@Santo: Asuncion@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@ID:1000048@----;;;;;
81;1000049;Ahuacatlan;San Juan Evangelista Ahuacatlan;;;San Juan Evangelista;tanck;1111;start;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000049]]@Nombre: San Juan Evangelista Ahuacatlan@Santo: San Juan Evangelista@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@ID:1000049@----;;;;;
82;1000050;Autlan;San Salvador Autlan;;;San Salvador;tanck;1111;start;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000050]]@Nombre: San Salvador Autlan@Santo: San Salvador@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@ID:1000050@----;;;;;
83;1000051;Bolaños;San Miguel Bolaños;;;San Antonio;gerhard-north;1739;exact;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000051]]@Nombre: San Miguel Bolaños@Santo: San Antonio@Desde: 1739@Hasta: 9999@Desdefuzzy: exact@Hastafuzzy: end@ID:1000051@----;;;;;
84;1000052;Cuquio;San Felipe Cuquio;;;San Felipe;tanck;1111;start;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000052]]@Nombre: San Felipe Cuquio@Santo: San Felipe@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@ID:1000052@----;;;;;
85;1000053;Ahualulco;San Francisco Ahualulco;;Ayahualulco @;San Francisco;tanck;1111;start;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000053]]@Nombre: San Francisco Ahualulco@Santo: San Francisco@Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@ID:1000053@----;;;;;
86;1000054;Guachinango;Guachinango;;;;gerhard-north;1111;start;9999;end;;---- dataentry nombre ----@GZ ID_wiki: [[:gazetteer:1000054]]@Nombre: Guachinango@Santo: @Desde: 1111@Hasta: 9999@Desdefuzzy: start@Hastafuzzy: end@ID:1000054@----;;;;;
