ID;fuenteID;entidadID;tipo;implicito;foco;tiempo;grupo;Citacion
4;bueno;JUCHCOCH;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
5;bueno;JUCHCOCO;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
6;bueno;JUCHCOCQ;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
8;bueno;JUCHCOIT;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
9;bueno;JUCHCOJF;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
11;bueno;JUCHCOPU;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
12;bueno;JUCHCORE;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
13;bueno;JUCHCOVA;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
15;bueno;JUCHSAAC;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
16;bueno;JUCHSAVA;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
17;bueno;JUCHSACO;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
18;bueno;JUCHSACP;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
19;bueno;JUCHSACQ;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
23;bueno;JUCHSAMA;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
24;bueno;JUCHSAME;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
26;bueno;JUCHSAQU;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
27;bueno;JUCHSARA;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
28;bueno;JUCHSASA;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
29;bueno;JUCHCYCY;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
32;bueno;PRCHCH00;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
33;bueno;OBCHSA00;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
34;bueno;OBCHCO00;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
35;bueno;FRCHBMBM;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
36;goyeneche;SUCH0000;Relación;no;no;1796;Relaciones;Vicente Carvallo Goyeneche, Descripción Histórico-Geográfica del Reino de Chile (1796)
37;goyeneche;RERECH00;Relación;no;no;1796;Relaciones;Vicente Carvallo Goyeneche, Descripción Histórico-Geográfica del Reino de Chile (1796)
38;goyeneche;PRCHSA00;Relación;no;no;1796;Relaciones;Vicente Carvallo Goyeneche, Descripción Histórico-Geográfica del Reino de Chile (1796)
40;goyeneche;PRCHCO00;Relación;no;no;1796;Relaciones;Vicente Carvallo Goyeneche, Descripción Histórico-Geográfica del Reino de Chile (1796)
41;goyeneche;PRCHCH00;Relación;no;no;1796;Relaciones;Vicente Carvallo Goyeneche, Descripción Histórico-Geográfica del Reino de Chile (1796)
42;goyeneche;PTCHCHCM;Relación;no;no;1796;Relaciones;Vicente Carvallo Goyeneche, Descripción Histórico-Geográfica del Reino de Chile (1796)
43;goyeneche;JUCHCOCH;Relación;no;no;1796;Relaciones;Vicente Carvallo Goyeneche, Descripción Histórico-Geográfica del Reino de Chile (1796)
44;goyeneche;JUCHCOCO;Relación;no;no;1796;Relaciones;Vicente Carvallo Goyeneche, Descripción Histórico-Geográfica del Reino de Chile (1796)
45;goyeneche;JUCHCOCQ;Relación;no;no;1796;Relaciones;Vicente Carvallo Goyeneche, Descripción Histórico-Geográfica del Reino de Chile (1796)
46;goyeneche;JUCHCOIL;Relación;no;no;1796;Relaciones;Vicente Carvallo Goyeneche, Descripción Histórico-Geográfica del Reino de Chile (1796)
47;goyeneche;JUCHCOIT;Relación;no;no;1796;Relaciones;Vicente Carvallo Goyeneche, Descripción Histórico-Geográfica del Reino de Chile (1796)
48;goyeneche;JUCHSAME;Relación;no;no;1796;Relaciones;Vicente Carvallo Goyeneche, Descripción Histórico-Geográfica del Reino de Chile (1796)
49;goyeneche;JUCHCOJF;Relación;no;no;1796;Relaciones;Vicente Carvallo Goyeneche, Descripción Histórico-Geográfica del Reino de Chile (1796)
52;goyeneche;JUCHCOPU;Relación;no;no;1796;Relaciones;Vicente Carvallo Goyeneche, Descripción Histórico-Geográfica del Reino de Chile (1796)
53;goyeneche;JUCHCORE;Relación;no;no;1796;Relaciones;Vicente Carvallo Goyeneche, Descripción Histórico-Geográfica del Reino de Chile (1796)
54;goyeneche;JUCHCOVA;Relación;no;no;1796;Relaciones;Vicente Carvallo Goyeneche, Descripción Histórico-Geográfica del Reino de Chile (1796)
55;goyeneche;JUCHCOAR;Relación;no;no;1796;Relaciones;Vicente Carvallo Goyeneche, Descripción Histórico-Geográfica del Reino de Chile (1796)
56;goyeneche;JUCHSAAC;Relación;no;no;1796;Relaciones;Vicente Carvallo Goyeneche, Descripción Histórico-Geográfica del Reino de Chile (1796)
58;goyeneche;JUCHSACO;Relación;no;no;1796;Relaciones;Vicente Carvallo Goyeneche, Descripción Histórico-Geográfica del Reino de Chile (1796)
59;goyeneche;JUCHSACP;Relación;no;no;1796;Relaciones;Vicente Carvallo Goyeneche, Descripción Histórico-Geográfica del Reino de Chile (1796)
60;goyeneche;JUCHSACQ;Relación;no;no;1796;Relaciones;Vicente Carvallo Goyeneche, Descripción Histórico-Geográfica del Reino de Chile (1796)
63;goyeneche;JUCHSAMA;Relación;no;no;1796;Relaciones;Vicente Carvallo Goyeneche, Descripción Histórico-Geográfica del Reino de Chile (1796)
65;goyeneche;JUCHSAQU;Relación;no;no;1796;Relaciones;Vicente Carvallo Goyeneche, Descripción Histórico-Geográfica del Reino de Chile (1796)
66;goyeneche;JUCHSARA;Relación;no;no;1796;Relaciones;Vicente Carvallo Goyeneche, Descripción Histórico-Geográfica del Reino de Chile (1796)
67;goyeneche;JUCHSASA;Relación;no;no;1796;Relaciones;Vicente Carvallo Goyeneche, Descripción Histórico-Geográfica del Reino de Chile (1796)
68;goyeneche;JUCHSAVA;Relación;no;no;1796;Relaciones;Vicente Carvallo Goyeneche, Descripción Histórico-Geográfica del Reino de Chile (1796)
70;goyeneche;FRCHBMBM;Relación;no;no;1796;Relaciones;Vicente Carvallo Goyeneche, Descripción Histórico-Geográfica del Reino de Chile (1796)
71;rel-geo-1756;SUCH0000;Relación;si;implícito;1756;Relaciones;Francisco de Solano, Relaciones geográficas del Reino de Chile, 1756 (Santiago de Chile 1995)
72;rel-geo-1756;RERECH00;Relación;si;implícito;1756;Relaciones;Francisco de Solano, Relaciones geográficas del Reino de Chile, 1756 (Santiago de Chile 1995)
73;rel-geo-1756;PRCHSA00;Relación;si;implícito;1756;Relaciones;Francisco de Solano, Relaciones geográficas del Reino de Chile, 1756 (Santiago de Chile 1995)
74;rel-geo-1756;AUSA0000;Relación;si;implícito;1756;Relaciones;Francisco de Solano, Relaciones geográficas del Reino de Chile, 1756 (Santiago de Chile 1995)
75;rel-geo-1756;PRCHCO00;Relación;si;implícito;1756;Relaciones;Francisco de Solano, Relaciones geográficas del Reino de Chile, 1756 (Santiago de Chile 1995)
76;rel-geo-1756;PRCHCH00;Relación;no;no;1756;Relaciones;Francisco de Solano, Relaciones geográficas del Reino de Chile, 1756 (Santiago de Chile 1995)
87;rel-geo-1756;JUCHCOCH;Relación;no;no;1756;Relaciones;Francisco de Solano, Relaciones geográficas del Reino de Chile, 1756 (Santiago de Chile 1995)
88;rel-geo-1756;JUCHCOCO;Relación;no;no;1756;Relaciones;Francisco de Solano, Relaciones geográficas del Reino de Chile, 1756 (Santiago de Chile 1995)
89;rel-geo-1756;JUCHCOIT;Relación;no;no;1756;Relaciones;Francisco de Solano, Relaciones geográficas del Reino de Chile, 1756 (Santiago de Chile 1995)
90;rel-geo-1756;JUCHSAME;Relación;no;no;1756;Relaciones;Francisco de Solano, Relaciones geográficas del Reino de Chile, 1756 (Santiago de Chile 1995)
91;rel-geo-1756;JUCHCOJF;Relación;no;no;1756;Relaciones;Francisco de Solano, Relaciones geográficas del Reino de Chile, 1756 (Santiago de Chile 1995)
93;rel-geo-1756;JUCHCORE;Relación;no;no;1756;Relaciones;Francisco de Solano, Relaciones geográficas del Reino de Chile, 1756 (Santiago de Chile 1995)
94;rel-geo-1756;JUCHCOAR;Relación;no;no;1756;Relaciones;Francisco de Solano, Relaciones geográficas del Reino de Chile, 1756 (Santiago de Chile 1995)
95;rel-geo-1756;JUCHSAAC;Relación;no;no;1756;Relaciones;Francisco de Solano, Relaciones geográficas del Reino de Chile, 1756 (Santiago de Chile 1995)
96;rel-geo-1756;JUCHSACO;Relación;no;no;1756;Relaciones;Francisco de Solano, Relaciones geográficas del Reino de Chile, 1756 (Santiago de Chile 1995)
97;rel-geo-1756;JUCHSACP;Relación;no;no;1756;Relaciones;Francisco de Solano, Relaciones geográficas del Reino de Chile, 1756 (Santiago de Chile 1995)
99;rel-geo-1756;JUCHSAMA;Relación;no;no;1756;Relaciones;Francisco de Solano, Relaciones geográficas del Reino de Chile, 1756 (Santiago de Chile 1995)
100;rel-geo-1756;JUCHSARA;Relación;no;no;1756;Relaciones;Francisco de Solano, Relaciones geográficas del Reino de Chile, 1756 (Santiago de Chile 1995)
102;rel-geo-1756;JUCHSAVA;Relación;no;no;1756;Relaciones;Francisco de Solano, Relaciones geográficas del Reino de Chile, 1756 (Santiago de Chile 1995)
103;rel-eco-1780;SUCH0000;Relación;no;no;1780;Relaciones;Francisco de Solano, Relaciones económicas de Chile, 1780 (Madrid 1994)
104;rel-eco-1780;RERECH00;Relación;no;no;1780;Relaciones;Francisco de Solano, Relaciones económicas de Chile, 1780 (Madrid 1994)
105;rel-eco-1780;PRCHSA00;Relación;si;implícito;1780;Relaciones;Francisco de Solano, Relaciones económicas de Chile, 1780 (Madrid 1994)
106;rel-eco-1780;AUSA0000;Relación;si;implícito;1780;Relaciones;Francisco de Solano, Relaciones económicas de Chile, 1780 (Madrid 1994)
107;rel-eco-1780;PRCHCO00;Relación;si;implícito;1780;Relaciones;Francisco de Solano, Relaciones económicas de Chile, 1780 (Madrid 1994)
108;rel-eco-1780;JUCHCOCH;Relación;no;no;1780;Relaciones;Francisco de Solano, Relaciones económicas de Chile, 1780 (Madrid 1994)
109;rel-eco-1780;JUCHCOCO;Relación;no;no;1780;Relaciones;Francisco de Solano, Relaciones económicas de Chile, 1780 (Madrid 1994)
110;rel-eco-1780;JUCHCOCQ;Relación;no;no;1780;Relaciones;Francisco de Solano, Relaciones económicas de Chile, 1780 (Madrid 1994)
111;rel-eco-1780;JUCHCOIT;Relación;no;no;1780;Relaciones;Francisco de Solano, Relaciones económicas de Chile, 1780 (Madrid 1994)
112;rel-eco-1780;JUCHSAME;Relación;no;no;1780;Relaciones;Francisco de Solano, Relaciones económicas de Chile, 1780 (Madrid 1994)
113;rel-eco-1780;JUCHCOPU;Relación;no;no;1780;Relaciones;Francisco de Solano, Relaciones económicas de Chile, 1780 (Madrid 1994)
114;rel-eco-1780;JUCHCORE;Relación;no;no;1780;Relaciones;Francisco de Solano, Relaciones económicas de Chile, 1780 (Madrid 1994)
115;rel-eco-1780;JUCHSAAC;Relación;no;no;1780;Relaciones;Francisco de Solano, Relaciones económicas de Chile, 1780 (Madrid 1994)
116;rel-eco-1780;JUCHSACO;Relación;no;no;1780;Relaciones;Francisco de Solano, Relaciones económicas de Chile, 1780 (Madrid 1994)
117;rel-eco-1780;JUCHSACP;Relación;no;no;1780;Relaciones;Francisco de Solano, Relaciones económicas de Chile, 1780 (Madrid 1994)
118;rel-eco-1780;JUCHSACQ;Relación;no;no;1780;Relaciones;Francisco de Solano, Relaciones económicas de Chile, 1780 (Madrid 1994)
120;rel-eco-1780;JUCHSAMA;Relación;no;no;1780;Relaciones;Francisco de Solano, Relaciones económicas de Chile, 1780 (Madrid 1994)
121;rel-eco-1780;JUCHSAQU;Relación;no;no;1780;Relaciones;Francisco de Solano, Relaciones económicas de Chile, 1780 (Madrid 1994)
122;rel-eco-1780;JUCHSARA;Relación;no;no;1780;Relaciones;Francisco de Solano, Relaciones económicas de Chile, 1780 (Madrid 1994)
123;rel-eco-1780;JUCHSASA;Relación;no;no;1780;Relaciones;Francisco de Solano, Relaciones económicas de Chile, 1780 (Madrid 1994)
125;provincia-chilena;OBCHSA00;Geografía histórica;no;no;1500-1900;Bibliografia;NN., La provincia eclesiástica chilena: Erección de sus obispados y división en parroquias (Santiago de Chile 1895)
126;provincia-chilena;OBCHCO00;Geografía histórica;no;no;1500-1900;Bibliografia;NN., La provincia eclesiástica chilena: Erección de sus obispados y división en parroquias (Santiago de Chile 1895)
130;cobos-noriega;PRCHCO00;Geografía histórica;no;no;1786-1787;Bibliografia;María Teresa Cobos Noriega, 'El regimen de intendencias en el reino de Chile. Fase de implantación, 1786-1787', en: Revista Chilena de Historia del Derecho 7 (1978)
132;hipolito-ruiz;JUCHCORE;Relación;no;no;1777-1788;Relaciones;Hipólito Ruiz, Relación histórica del viage que hizo a los Reynos del Perú y Chile [...], 2 (Madrid 1952)
133;hipolito-ruiz;PRCHCO00;Relación;no;no;1777-1788;Relaciones;Hipólito Ruiz, Relación histórica del viage que hizo a los Reynos del Perú y Chile [...], 2 (Madrid 1952)
135;hipolito-ruiz;JUCHCOCO;Relación;no;no;1777-1788;Relaciones;Hipólito Ruiz, Relación histórica del viage que hizo a los Reynos del Perú y Chile [...], 2 (Madrid 1952)
136;hipolito-ruiz;JUCHSASA;Relación;no;no;1777-1788;Relaciones;Hipólito Ruiz, Relación histórica del viage que hizo a los Reynos del Perú y Chile [...], 2 (Madrid 1952)
137;hipolito-ruiz;JUCHCOAR;Relación;no;no;1777-1788;Relaciones;Hipólito Ruiz, Relación histórica del viage que hizo a los Reynos del Perú y Chile [...], 2 (Madrid 1952)
139;hipolito-ruiz;PRCHSA00;Relación;no;no;1777-1788;Relaciones;Hipólito Ruiz, Relación histórica del viage que hizo a los Reynos del Perú y Chile [...], 2 (Madrid 1952)
140;mapa_parte;PRCHCO00;Mapa;no;no;1777;Mapas;'Mapa de una parte de Chile que comprende el terreno donde pasaron los famosos hechos entre españoles y araucanos, 1777' (1777)
141;mapa_parte;JUCHCOCH;Mapa;si;implícito;1777;Mapas;'Mapa de una parte de Chile que comprende el terreno donde pasaron los famosos hechos entre españoles y araucanos, 1777' (1777)
142;mapa_parte;JUCHCOCO;Mapa;si;implícito;1777;Mapas;'Mapa de una parte de Chile que comprende el terreno donde pasaron los famosos hechos entre españoles y araucanos, 1777' (1777)
143;mapa_parte;JUCHCOCQ;Mapa;si;implícito;1777;Mapas;'Mapa de una parte de Chile que comprende el terreno donde pasaron los famosos hechos entre españoles y araucanos, 1777' (1777)
144;mapa_parte;JUCHCOIL;Mapa;no;no;1777;Mapas;'Mapa de una parte de Chile que comprende el terreno donde pasaron los famosos hechos entre españoles y araucanos, 1777' (1777)
145;mapa_parte;JUCHCOIT;Mapa;no;no;1777;Mapas;'Mapa de una parte de Chile que comprende el terreno donde pasaron los famosos hechos entre españoles y araucanos, 1777' (1777)
146;mapa_parte;JUCHCOPU;Mapa;no;no;1777;Mapas;'Mapa de una parte de Chile que comprende el terreno donde pasaron los famosos hechos entre españoles y araucanos, 1777' (1777)
147;mapa_parte;JUCHCORE;Mapa;no;no;1777;Mapas;'Mapa de una parte de Chile que comprende el terreno donde pasaron los famosos hechos entre españoles y araucanos, 1777' (1777)
148;mapa_parte;JUCHCOVA;Mapa;si;implícito;1777;Mapas;'Mapa de una parte de Chile que comprende el terreno donde pasaron los famosos hechos entre españoles y araucanos, 1777' (1777)
149;mapa_parte;JUCHCOAR;Mapa;si;implícito;1777;Mapas;'Mapa de una parte de Chile que comprende el terreno donde pasaron los famosos hechos entre españoles y araucanos, 1777' (1777)
150;mapa_parte;JUCHSACO;Mapa;si;implícito;1777;Mapas;'Mapa de una parte de Chile que comprende el terreno donde pasaron los famosos hechos entre españoles y araucanos, 1777' (1777)
151;mapa_parte;JUCHSAMA;Mapa;si;implícito;1777;Mapas;'Mapa de una parte de Chile que comprende el terreno donde pasaron los famosos hechos entre españoles y araucanos, 1777' (1777)
152;mapa_parte;FRCHBMBM;Mapa;si;implícito;1777;Mapas;'Mapa de una parte de Chile que comprende el terreno donde pasaron los famosos hechos entre españoles y araucanos, 1777' (1777)
153;MP-PERU_222;PRCHCH00;Mapa;no;si;1785;Mapas;'Mapa de la Provincia de Chiloé en el Reino de Chile y el número de sus habitantes', en: Archivo General de Indias, MP-PERU_CHILE,222 (Mapa, 1785)
154;olguin;PRCHCH00;Geografía histórica;no;si;1700-1800;Bibliografia;NN., Instituciones políticas y administrativas de Chiloé en el siglo XVIII (Santiago de Chile 1971)
155;olguin;PTCHCHCB;Geografía histórica;no;no;1700-1800;Bibliografia;NN., Instituciones políticas y administrativas de Chiloé en el siglo XVIII (Santiago de Chile 1971)
156;olguin;PTCHCHCA;Geografía histórica;no;no;1700-1800;Bibliografia;NN., Instituciones políticas y administrativas de Chiloé en el siglo XVIII (Santiago de Chile 1971)
157;olguin;PTCHCHCH;Geografía histórica;no;no;1700-1800;Bibliografia;NN., Instituciones políticas y administrativas de Chiloé en el siglo XVIII (Santiago de Chile 1971)
158;olguin;PTCHCHCM;Geografía histórica;no;no;1700-1800;Bibliografia;NN., Instituciones políticas y administrativas de Chiloé en el siglo XVIII (Santiago de Chile 1971)
159;opazo;JUCHSAMA;Geografía histórica;no;no;1500-1900;Bibliografia;Gustavo Opazo Maturana, Historia de Talca (Santiago de Chile 1997)
160;zavala;FRCHBMBM;Geografía histórica;no;no;1700-1800;Bibliografia;José Manuel Zavala, Los mapuches del siglo XVIII.  Dinámica interétnica y estrategias de resistencia (Santiago de Chile 2008)
161;visita-concepcion;OBCHCO00;Visita jurisdiccional;no;no;1986;Relaciones;Joseph de la Sala, Visita General de la Concepción y su obispado por fray Pedro Ángel de Espiñeyra, su meritísimo prelado (1765-1769) (Chillan 1986)
162;censo1813;JUCHCOCH;Censos y padrones;no;no;1953;Listas y Censos;Archivo Nacional, Censo de 1813 (Santiago de Chile 1953)
163;censo1813;JUCHCOCO;Censos y padrones;no;no;1953;Listas y Censos;Archivo Nacional, Censo de 1813 (Santiago de Chile 1953)
164;censo1813;JUCHCOCQ;Censos y padrones;no;no;1953;Listas y Censos;Archivo Nacional, Censo de 1813 (Santiago de Chile 1953)
165;censo1813;JUCHCOIL;Censos y padrones;no;no;1953;Listas y Censos;Archivo Nacional, Censo de 1813 (Santiago de Chile 1953)
166;censo1813;JUCHCOIT;Censos y padrones;no;no;1953;Listas y Censos;Archivo Nacional, Censo de 1813 (Santiago de Chile 1953)
167;censo1813;JUCHCOOS;Censos y padrones;no;no;1953;Listas y Censos;Archivo Nacional, Censo de 1813 (Santiago de Chile 1953)
168;censo1813;JUCHCOPU;Censos y padrones;no;no;1953;Listas y Censos;Archivo Nacional, Censo de 1813 (Santiago de Chile 1953)
169;censo1813;JUCHCORE;Censos y padrones;no;no;1953;Listas y Censos;Archivo Nacional, Censo de 1813 (Santiago de Chile 1953)
170;censo1813;JUCHCOVA;Censos y padrones;no;no;1953;Listas y Censos;Archivo Nacional, Censo de 1813 (Santiago de Chile 1953)
171;censo1813;JUCHSAMA;Censos y padrones;no;no;1953;Listas y Censos;Archivo Nacional, Censo de 1813 (Santiago de Chile 1953)
172;censo1813;JUCHSACR;Censos y padrones;no;no;1953;Listas y Censos;Archivo Nacional, Censo de 1813 (Santiago de Chile 1953)
173;censo1813;JUCHSACO;Censos y padrones;no;no;1953;Listas y Censos;Archivo Nacional, Censo de 1813 (Santiago de Chile 1953)
174;censo1813;JUCHSARA;Censos y padrones;no;no;1953;Listas y Censos;Archivo Nacional, Censo de 1813 (Santiago de Chile 1953)
175;censo1813;JUCHSAME;Censos y padrones;no;no;1953;Listas y Censos;Archivo Nacional, Censo de 1813 (Santiago de Chile 1953)
176;censo1813;JUCHSAVA;Censos y padrones;no;no;1953;Listas y Censos;Archivo Nacional, Censo de 1813 (Santiago de Chile 1953)
177;censo1813;JUCHSAQU;Censos y padrones;no;no;1953;Listas y Censos;Archivo Nacional, Censo de 1813 (Santiago de Chile 1953)
178;censo1813;JUCHSALA;Censos y padrones;no;no;1953;Listas y Censos;Archivo Nacional, Censo de 1813 (Santiago de Chile 1953)
179;censo1813;JUCHSAAC;Censos y padrones;no;no;1953;Listas y Censos;Archivo Nacional, Censo de 1813 (Santiago de Chile 1953)
180;censo1813;JUCHSAPE;Censos y padrones;no;no;1953;Listas y Censos;Archivo Nacional, Censo de 1813 (Santiago de Chile 1953)
181;censo1813;JUCHSACQ;Censos y padrones;no;no;1953;Listas y Censos;Archivo Nacional, Censo de 1813 (Santiago de Chile 1953)
182;censo1813;JUCHSACP;Censos y padrones;no;no;1953;Listas y Censos;Archivo Nacional, Censo de 1813 (Santiago de Chile 1953)
183;censo1813;JUCHSAHU;Censos y padrones;no;no;1953;Listas y Censos;Archivo Nacional, Censo de 1813 (Santiago de Chile 1953)
184;campos-fernando;JUCHCOIT;Geografía histórica;no;si;1600-1786-1818;Bibliografia;Fernando Campos, 'El corregimiento, después partido de Itata. 1600-1786-1818', en: Historia (Chile) 21 (1986)
185;amat-viaje;SUCH0000;Relación;no;no;1755;Relaciones;Manuel de Amat y Juniet, 'Historia geographica é hidrographica con derrotero general correlativo al Plan de el Reyno de Chile', en: Biblioteca Nacional de España, bdh0000130499 (1755)
186;amat-viaje;RERECH00;Relación;no;no;1755;Relaciones;Manuel de Amat y Juniet, 'Historia geographica é hidrographica con derrotero general correlativo al Plan de el Reyno de Chile', en: Biblioteca Nacional de España, bdh0000130499 (1755)
187;mp-peru_156;JUCHCOOS;Mapa;no;no;1804;Mapas;'Plano topográfico de la jurisdicción de Osorno', en: Archivo General de Indias, MP-PERU_CHILE,156 (Mapa, 1804)
188;mp-peru_207;JUCHSAAC;Mapa;no;no;1740;Mapas;'	Planta y descripción del valle de Aconcagua', en: Archivo General de Indias, MP-PERU_CHILE,207 (Mapa, 1740)
189;mp-peru_69;JUCHCOIL;Mapa;no;no;1776;Mapas;'Plano geográfico de la Isla de la Laja', en: Archivo General de Indias, MP-PERU_CHILE,69 (Mapa, 1776)
190;mp-peru_186;PRCHCH00;Mapa;no;si;1762;Mapas;'Plano de las Misiones de los Padres Jesuitas en el Archipiélago de Chiloé.', en: Archivo General de Indias, MP-PERU_CHILE,186 (Mapa, 1762)
191;mp-peru_130;PRCHCH00;Mapa;no;si;1791;Mapas;'Mapa de la provincia y archipiélago de Chiloé, en el Reino de Chile', en: Archivo General de Indias, MP-PERU_CHILE,130 (Mapa, 1791)
192;bueno;JUPECUPA;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
193;bueno;JUPEARAC;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
194;bueno;JUPEHVAN;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
195;bueno;JUPEHUPA;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
196;bueno;JUPEHULU;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
197;bueno;JUPEHUHU;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
198;bueno;JUPEHUHT;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
199;bueno;JUPEHUCA;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
200;bueno;JUPEHUAN;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
201;bueno;JUPEHUAH;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
202;bueno;JUPECUVI;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
203;bueno;JUPECUUR;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
204;bueno;JUPECUTI;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
205;bueno;JUPEHVHV;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
206;bueno;JUPECUPT;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
208;bueno;JUPECUCU;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
209;bueno;JUPECUCL;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
210;bueno;JUPECUCH;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
211;bueno;JUPECUCB;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
212;bueno;JUPECUAY;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
213;bueno;JUPECUAB;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
215;bueno;JUPEARMO;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
216;bueno;JUPEARCS;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
217;bueno;JUPEARCG;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
218;bueno;JUPEARCA;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
219;bueno;JUPEARAR;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
220;bueno;JUPECUQU;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
221;bueno;JUPETAHM;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
222;bueno;JUPETRSA;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
223;bueno;JUPETRPI;Relación;no;no;1764-1776;Relaciones;Cosme Bueno, Descripción del virreynato del Perú (Lima 1764-1776)
