gz_id;Entidad_ID;Nivel;tipo;Label;lat;lon;START;END_;C_START;C_END;tipolink;Cabecera;fuente_ID;template;Nivel_START;Nivel_END
3000047;PTSDMAGM;Partido;Partido politico;Guamutas;22.9482300003;-80.9207700001;1777;1808;1777;1808;conceptos:partido;Guamutas;;[[:gazetteer:3000047|Guamutas]] (1777-1808);1765;1808
3000048;PTSDLHGJ;Partido;Partido politico;Guanajay;22.9258279997;-82.6873329996;1765;1808;1765;1808;conceptos:partido;Guanajay;;[[:gazetteer:3000048|Guanajay]] (1765-1808);1765;1808
3000051;PTSDLHGN;Partido;Partido politico;Guines;22.8381050003;-82.0279429996;1765;1808;1765;1808;conceptos:partido;Guines;;[[:gazetteer:3000051|Guines]] (1765-1808);1765;1808
3000052;PTSDLHHA;Partido;Partido politico;Hanabana;22.4076888953;-80.9956464286;1765;1808;1765;1808;conceptos:partido;Hanavana;;[[:gazetteer:3000052|Hanavana]] (1765-1808);1765;1808
3000053;PTSDLHHO;Partido;Partido politico;Horcon;23.1165830001;-82.371728;1765;1808;1765;1808;conceptos:partido;Horcon;;[[:gazetteer:3000053|Horcon]] (1765-1808);1765;1808
3000054;PTSDLHJM;Partido;Partido politico;Jesus Maria;23.1287000004;-82.3593999999;1765;1772;1765;1772;conceptos:partido;Jesus Maria;;[[:gazetteer:3000054|Jesus Maria]] (1765-1772);1765;1808
3000054;PTSDLHJM;Partido;Partido politico;Jesus Maria;23.1287000004;-82.3593999999;1773;1808;1773;1808;conceptos:partido;Jesus Maria;;[[:gazetteer:3000054|Jesus Maria]] (1773-1808);1765;1808
3000055;PTSDLHMO;Partido;Partido politico;Jesus del Monte;23.1026899997;-82.3633100004;1765;1808;1765;1808;conceptos:partido;Jesus del Monte;;[[:gazetteer:3000055|Jesus del Monte]] (1765-1808);1765;1808
3000057;PTSDLHLU;Partido;Partido politico;Luyano;23.1061340003;-82.3600130003;1765;1808;1765;1808;conceptos:partido;Luyano;;[[:gazetteer:3000057|Luyano]] (1765-1808);1765;1808
3000058;PTSDLHMC;Partido;Partido politico;Macuriges;22.728127;-81.2905089996;1765;1808;1765;1808;conceptos:partido;Macuriges;;[[:gazetteer:3000058|Macuriges]] (1765-1808);1765;1808
3000059;PTSDLHMN;Partido;Partido politico;Managua;22.9754609997;-82.2904280002;1765;1808;1765;1808;conceptos:partido;Managua;;[[:gazetteer:3000059|Managua]] (1765-1808);1765;1808
3000060;PTSDLHMR;Partido;Partido politico;Marianao;23.0734549996;-82.4306319996;1765;1808;1765;1808;conceptos:partido;Marianao;;[[:gazetteer:3000060|Marianao]] (1765-1808);1765;1808
3000062;PTSDLHSL;Partido;Partido politico;San Lazaro;23.1399300003;-82.3719900004;1765;1808;1765;1808;conceptos:partido;San Lazaro;;[[:gazetteer:3000062|San Lazaro]] (1765-1808);1765;1808
3000063;PTSDLHLC;Partido;Partido politico;San Luis de la Ceiba;22.9327499996;-82.4325800004;1786;1801;1765;1801;conceptos:partido;San Luis Seyba;;[[:gazetteer:3000063|San Luis Seyba]] (1765-1801);1786;1808
3000063;PTSDLHLC;Partido;Partido politico;San Luis de la Ceiba;22.9327499996;-82.4325800004;1802;1808;1802;1808;conceptos:partido;San Luis Seyba;;[[:gazetteer:3000063|San Luis Seyba]] (1802-1808);1786;1808
3000064;PTSDLHMP;Partido;Partido politico;San Miguel;23.0933899998;-82.3175299999;1765;1808;1765;1808;conceptos:partido;San Miguel;;[[:gazetteer:3000064|San Miguel]] (1765-1808);1765;1808
3000065;PTSDLHSC;Partido;Partido politico;Los Pinos;22.6819160003;-83.121078;1765;1808;1765;1808;conceptos:partido;Santa Cruz de los Pinos;;[[:gazetteer:3000065|Santa Cruz de los Pinos]] (1765-1808);1765;1808
3000066;PTSDMANA;Partido;Partido politico;Naranjal;22.9801700001;-81.7222199998;1765;1796;1765;1796;conceptos:partido;Ceiba Mocha;;[[:gazetteer:3000066|Ceiba Mocha]] (1765-1796);1765;1808
3000066;PTSDMANA;Partido;Partido politico;Naranjal;22.9801700001;-81.7222199998;1797;1808;1797;1808;conceptos:partido;Ceiba Mocha;;[[:gazetteer:3000066|Ceiba Mocha]] (1797-1808);1765;1808
3000070;PTSDLHWA;Partido;Partido politico;Wajay;23.0020900002;-82.4243300003;1765;1805;1765;1805;conceptos:partido;Wajay;;[[:gazetteer:3000070|Wajay]] (1765-1805);1765;1808
3000070;PTSDLHWA;Partido;Partido politico;Wajay;23.0020900002;-82.4243300003;1806;1808;1806;1808;conceptos:partido;Wajay;;[[:gazetteer:3000070|Wajay]] (1806-1808);1765;1808
3000073;PTSDLHRE;Partido;Partido politico;Regla;23.1260060003;-82.3320290003;1765;1808;1765;1808;conceptos:partido;Regla;;[[:gazetteer:3000073|Regla]] (1765-1808);1765;1808
3000075;PTSDLHTA;Partido;Partido politico;Tapaste;23.0239429998;-82.136478;1795;1802;1795;1802;conceptos:partido;Tapaste;;[[:gazetteer:3000075|Tapaste]] (1795-1802);1795;1808
3000075;PTSDLHTA;Partido;Partido politico;Tapaste;23.0239429998;-82.136478;1803;1808;1803;1808;conceptos:partido;Tapaste;;[[:gazetteer:3000075|Tapaste]] (1803-1808);1795;1808
3000082;PTSDMAAG;Partido;Partido politico;Aguacate;22.9839999996;-81.8230999997;1790;1802;1790;1802;conceptos:partido;Aguacate;;[[:gazetteer:3000082|Aguacate]] (1790-1802);1790;1808
3000082;PTSDMAAG;Partido;Partido politico;Aguacate;22.9839999996;-81.8230999997;1803;1808;1803;1808;conceptos:partido;Aguacate;;[[:gazetteer:3000082|Aguacate]] (1803-1808);1790;1808
3000085;PTSDMACM;Partido;Partido politico;Cuabal de Madruga;22.9098999999;-81.8574999996;1794;1802;1790;1802;conceptos:partido;Madruga;;[[:gazetteer:3000085|Madruga]] (1790-1802);1794;1808
3000085;PTSDMACM;Partido;Partido politico;Cuabal de Madruga;22.9098999999;-81.8574999996;1803;1808;1803;1808;conceptos:partido;Madruga;;[[:gazetteer:3000085|Madruga]] (1803-1808);1794;1808
3000100;PTSDFICN;Partido;Partido politico;Consolacion del Norte;22.7509999999;-83.5550999998;1765;1808;1765;1808;conceptos:partido;Consolacion del Norte;;[[:gazetteer:3000100|Consolacion del Norte]] (1765-1808);1765;1808
3000101;PTSDLHSM;Partido;Partido politico;San Marcos;22.7553200003;-82.8080689997;1805;1808;1789;1808;conceptos:partido;Guanacaje;;[[:gazetteer:3000101|Guanacaje]] (1789-1808);1805;1808
3000102;PTSDFIGS;Partido;Partido politico;Guane;22.2036400004;-84.0872399997;1765;1808;1765;1808;conceptos:partido;Guane;;[[:gazetteer:3000102|Guane]] (1765-1808);1765;1808
3000103;PTSDLHPA;Partido;Partido politico;Palacios;22.5871999996;-83.2486000001;1808;1808;1808;1808;conceptos:partido;Palacios;;[[:gazetteer:3000103|Palacios]] (1808-1808);1808;1808
3000105;SESDGU00;Senorio;Marquesado;Guiza;20.2549580003;-76.5412960004;1774;1808;1774;1808;conceptos:senorio;Guiza;;[[:gazetteer:3000105|Guiza]] (1774-1808);1774;1808
3000106;PTSDFIGN;Partido;Partido politico;Mantua;22.2907300002;-84.2843970004;1765;1765;1765;1765;conceptos:partido;Mantua;;[[:gazetteer:3000106|Mantua]] (1765-1765);1765;1808
3000106;PTSDFIGN;Partido;Partido politico;Mantua;22.2907300002;-84.2843970004;1766;1808;1766;1808;conceptos:partido;Mantua;;[[:gazetteer:3000106|Mantua]] (1766-1808);1765;1808
3000107;PTSDFIJM;Partido;Partido politico;San Juan y Martinez;22.2820969996;-83.8386090004;1765;1808;1765;1808;conceptos:partido;San Juan y Martinez;;[[:gazetteer:3000107|San Juan y Martinez]] (1765-1808);1765;1808
3000110;PTSDLHCA;Partido;Partido politico;Canoa;22.9667999996;-82.2165000003;1788;1791;1786;1791;conceptos:partido;Canoa;;[[:gazetteer:3000110|Canoa]] (1786-1791);1788;1808
3000110;PTSDLHCA;Partido;Partido politico;Canoa;22.9667999996;-82.2165000003;1792;1808;1792;1808;conceptos:partido;Canoa;;[[:gazetteer:3000110|Canoa]] (1792-1808);1788;1808
3000115;PTSDLHPR;Partido;Partido politico;Prensa;23.1144590002;-82.3781290003;1765;1808;1765;1808;conceptos:partido;Prensa;;[[:gazetteer:3000115|Prensa]] (1765-1808);1765;1808
3000116;PTSDLHQU;Partido;Partido;Quemado;23.0293999996;-82.6275000004;1765;1808;1765;9999;conceptos:partido;Quemado;;[[:gazetteer:3000116|Quemado]] (1765-9999);1765;1808
3000117;PTSDLHRI;Partido;Partido politico;El Rincon;23.1675;-82.1172999996;1765;1808;1765;1808;conceptos:partido;Sibarimar;;[[:gazetteer:3000117|Sibarimar]] (1765-1808);1765;1808
3000119;PTSDLHSJ;Partido;Partido politico;San Jeronimo;23.0499999999;-82.2333999999;1788;1808;1788;1808;conceptos:partido;San Jeronimo;;[[:gazetteer:3000119|San Jeronimo]] (1788-1808);1788;1808
3000120;PTSDLHYA;Partido;Partido politico;Yaguaramas;22.2538459999;-80.7213490003;1789;1808;1789;1808;conceptos:partido;Yaguaramas;;[[:gazetteer:3000120|Yaguaramas]] (1789-1808);1788;1808
3000121;PTSDMAYU;Partido;Partido politico;Yumuri;23.0903000003;-81.6082;1805;1808;1805;1808;conceptos:partido;Yumuri;;[[:gazetteer:3000121|Yumuri]] (1805-1808);1805;1808
3000125;JUSDLUMO;Partido;Gobernacion;Mobila;30.6880199996;-88.0452899997;1792;1800;1792;1800;conceptos:gobernacion;Mobila;;[[:gazetteer:3000125|Mobila]] (1792-1800);1792;1808
3000125;JUSDLUMO;Jurisdiccion;Gobernacion;Mobila;30.6880199996;-88.0452899997;1792;1800;1792;1800;conceptos:gobernacion;Mobila;;[[:gazetteer:3000125|Mobila]] (1792-1800);1792;1800
3000125;JUSDLUMO;Partido;Partido;Mobila;30.6880199996;-88.0452899997;1801;1808;1801;1808;conceptos:partido;Mobila;;[[:gazetteer:3000125|Mobila]] (1801-1808);1792;1808
3000127;PTSDFLAP;Partido;Comandancia;Apalache;30.1520350004;-84.2106619996;1718;1762;1718;1762;conceptos:jurisdiccion_militar;San Marcos;;[[:gazetteer:3000127|San Marcos]] (1718-1762);1718;1808
3000127;PTSDFLAP;Partido;Comandancia;Apalache;30.1520350004;-84.2106619996;1785;1808;1785;1808;conceptos:jurisdiccion_militar;San Marcos;;[[:gazetteer:3000127|San Marcos]] (1785-1808);1718;1808
3000128;JUSDLUNZ;Jurisdiccion;Gobernacion;Natchez;31.5604439996;-91.4031710003;1787;1797;1787;1797;conceptos:gobernacion;Natchez;;[[:gazetteer:3000128|Natchez]] (1787-1797);1787;1797
3000128;JUSDLUNZ;Partido;Gobernacion;Natchez;31.5604439996;-91.4031710003;1787;1797;1787;1797;conceptos:gobernacion;Natchez;;[[:gazetteer:3000128|Natchez]] (1787-1797);1787;1797
3000174;JUSDSDPP;Partido;Jurisdiccion;Puerto de Plata;19.7893980004;-70.6940519998;1737;1794;1737;1794;conceptos:jurisdiccion;Puerto Plata;;[[:gazetteer:3000174|Puerto Plata]] (1737-1794);1737;1799
3000175;JUSDSDMC;Jurisdiccion;Gobernacion de Armas-Tenencia de gobierno;Montecristi;19.8503530001;-71.6442020003;1765;1794;1765;1794;conceptos:jurisdiccion_militar;Monte Cristi;;[[:gazetteer:3000175|Monte Cristi]] (1765-1794);1765;1799
3000175;JUSDSDMC;Partido;Gobernacion de Armas-Tenencia de gobierno;Montecristi;19.8503530001;-71.6442020003;1765;1794;1765;1794;conceptos:jurisdiccion_militar;Monte Cristi;;[[:gazetteer:3000175|Monte Cristi]] (1765-1794);1751;1799
