Entidad;Nombre;Variantes;tipo;Provincia_generica;Reg;WikiID;Redirect;Entidad_alternate;START;END_;Numero_corriente;GCath;CathHierarchy;viaf;Region;Nivel_default;Comentario;Lat_Capital;Lon_Capital
AUBA0000;Buenos Aires;Buenos Aires @ Rio de la Plata;Audiencia;Audiencia;RPL;buenos_aires_audiencia_rpl;~~REDIRECT>buenos_aires_audiencia_rpl~~;BA0000AU;1663;1808;81;;;;Rio de la Plata;Audiencia;;-34.6079;-58.37322
AUCA0000;Caracas;Caracas @ Venezuela;Audiencia;Audiencia;VEN;caracas_audiencia_ven;~~REDIRECT>caracas_audiencia_ven~~;CA0000AU;1786;1808;82;;;;Caracas;Audiencia;;10.5061;-66.9146
AUCC0000;Charcas;Charcas @;Audiencia;Audiencia;CHA;charcas_audiencia_cha;~~REDIRECT>charcas_audiencia_cha~~;CC0000AU;1559;1808;83;;;;Charcas;Audiencia;;-19.04786;-65.2596
AUCO0000;Guatemala;Guatemala @ Confines @ Los Confines @ Los Confines de Guatemala y Nicaragua;Audiencia;Audiencia;GUA;guatemala_audiencia_gua;~~REDIRECT>guatemala_audiencia_gua~~;CO0000AU;1542;1808;84;;;;Guatemala;Audiencia;;14.62181;-90.51879
AUCU0000;Cuzco;Cuzco @;Audiencia;Audiencia;PER;cuzco_audiencia_per;~~REDIRECT>cuzco_audiencia_per~~;CU0000AU;1788;1808;85;;;;Peru;Audiencia;;-13.51672;-71.97888
AUGD0000;Guadalajara;Guadalajara @ Nueva Galicia;Audiencia;Audiencia;GDJ;guadalajara_audiencia_gdj;~~REDIRECT>guadalajara_audiencia_gdj~~;GD0000AU;1548;1808;86;;;;Nueva Galicia y Septentrion;Audiencia;;21.23789;-104.90118
AULI0000;Lima;Lima @ Peru;Audiencia;Audiencia;PER;lima_audiencia_per;~~REDIRECT>lima_audiencia_per~~;LI0000AU;1543;1808;87;;;;Peru;Audiencia;;-12.04665;-77.02998
AUMX0000;Mexico;Mexico @ Nueva España;Audiencia;Audiencia;NES;mexico_audiencia_nes;~~REDIRECT>mexico_audiencia_nes~~;MX0000AU;1527;1808;88;;;;Nueva España;Audiencia;;19.43379;-99.13313
AUPA0000;Panama;Panama @ Tierra Firme @ Castilla de Oro;Audiencia;Audiencia;TFI;panama_audiencia_ngr;~~REDIRECT>panama_audiencia_ngr~~;PA0000AU;1539;1750;89;;;;Tierra Firme;Audiencia;;9.00645;-79.48594
AUPP0000;Puerto Principe;Puerto Principe @;Audiencia;Audiencia;SDO;puerto_principe_audiencia_sdo;~~REDIRECT>puerto_principe_audiencia_sdo~~;PP0000AU;1800;1808;1748;;;;Santo Domingo;Audiencia;;21.38568;-77.9144
AUQU0000;Quito;Quito @;Audiencia;Audiencia;QUI;quito_audiencia_qui;~~REDIRECT>quito_audiencia_qui~~;QU0000AU;1564;1808;90;;;;Quito;Audiencia;;-0.22017;-78.51209
AUSA0000;Santiago;Santiago @ Chile;Audiencia;Audiencia;CHL;santiago_audiencia_chl;~~REDIRECT>santiago_audiencia_chl~~;SA0000AU;1565;1808;91;;;;Chile;Audiencia;;-36.73891;-72.9936
AUSD0000;Santo Domingo;Santo Domingo @;Audiencia;Audiencia;SDO;santo_domingo_audiencia_sdo;~~REDIRECT>santo_domingo_audiencia_sdo~~;SD0000AU;1527;1808;92;;;;Santo Domingo;Audiencia;;20.0218;-75.8222
AUSF0000;Santa Fe;Santa Fe @ Nuevo Reino de Granada;Audiencia;Audiencia;NGR;santa_fe_audiencia_ngr;~~REDIRECT>santa_fe_audiencia_ngr~~;SF0000AU;1550;1808;93;;;;Nuevo Reino de Granada;Audiencia;;4.59744;-74.07475
CGPI0000;Provincias Internas;Provincias Internas @;Entidad principal;Superior;GDJ;provincias_internas_superior_gdj;~~REDIRECT>provincias_internas_superior_gdj~~;PI0000CG;1776;1808;96;;;;Nueva Galicia y Septentrion;Principal;;30.33603;-110.16631
CGPIOC00;Provincias internas del Occidente;Provincias internas del Occidente @;Provincia;Provincia;GDJ;provincias_internas_del_occidente_provincia_gdj;~~REDIRECT>provincias_internas_del_occidente_provincia_gdj~~;PIOC00CG;1787;1790;4;;;;Nueva Galicia y Septentrion;indefinido;;30.33603;-110.16631
CGPIOR00;Provincias Internas del Oriente;Provincias Internas del Oriente @;Provincia;Provincia;GDJ;provincias_internas_del_oriente_provincia_gdj;~~REDIRECT>provincias_internas_del_oriente_provincia_gdj~~;PIOR00CG;1787;1790;97;;;;Nueva Galicia y Septentrion;indefinido;;26.40528;-107.45583
CGQUMA00;Maynas;Maynas @;Provincia;Provincia;QUI;maynas_provincia_per;~~REDIRECT>maynas_provincia_per~~;QUMA00CG;1803;9999;98;;;;Quito;Provincia_mayor;;-6.03451;-76.97492
CGVE0000;Venezuela;Venezuela @ Caracas;Entidad principal;Superior;VEN;venezuela_superior_ven;~~REDIRECT>venezuela_superior_ven~~;VE0000CG;1777;1808;101;;;;Caracas;Principal;;10.5061;-66.9146
EXDI0000;Dinamarca;Dinamarca @;Extranjero;Extranjero;EXT;dinamarca_extranjero_ext;~~REDIRECT>dinamarca_extranjero_ext~~;DI0000EX;1701;1808;102;;;;Exterior;Extranjero;;90;0
EXFR0000;Francia;Francia @;Extranjero;Extranjero;EXT;francia_extranjero_ext;~~REDIRECT>francia_extranjero_ext~~;FR0000EX;1701;1808;103;;;;Exterior;Extranjero;;90;0
EXGB0000;Gran Bretaña;Gran Bretaña @ Inglaterra;Extranjero;Extranjero;EXT;gran_bretana_extranjero_ext;~~REDIRECT>gran_bretaña_extranjero_ext~~;GB0000EX;1701;1808;104;;;;Exterior;Extranjero;;90;0
EXHA0000;Haiti;Haiti @ Saint-Domingue;Extranjero;Extranjero;EXT;haiti_extranjero_ext;~~REDIRECT>haiti_extranjero_ext~~;HA0000EX;1804;1808;105;;;;Exterior;Extranjero;;90;0
EXPB0000;Paises Bajos;Paises Bajos @ Holanda;Extranjero;Extranjero;EXT;paises_bajos_extranjero_ext;~~REDIRECT>paises_bajos_extranjero_ext~~;PB0000EX;1701;1808;106;;;;Exterior;Extranjero;;90;0
EXPO0000;Portugal;Portugal @;Extranjero;Extranjero;EXT;portugal_extranjero_ext;~~REDIRECT>portugal_extranjero_ext~~;PO0000EX;1701;1808;107;;;;Exterior;Extranjero;;90;0
EXRU0000;Rusia;Rusia @;Extranjero;Extranjero;EXT;rusia_extranjero_ext;~~REDIRECT>rusia_extranjero_ext~~;RU0000EX;1721;1808;108;;;;Exterior;Extranjero;;90;0
EXSU0000;Suecia;Suecia @;Extranjero;Extranjero;EXT;suecia_extranjero_ext;~~REDIRECT>suecia_extranjero_ext~~;SU0000EX;1701;1808;109;;;;Exterior;Extranjero;;90;0
EXUS0000;Estados Unidos;Estados Unidos @ Boston @ America;Extranjero;Extranjero;EXT;estados_unidos_extranjero_ext;~~REDIRECT>estados_unidos_extranjero_ext~~;US0000EX;1776;9999;110;;;;Exterior;Extranjero;;90;0
FRAMXXXX;Pais de las Amazonas;Pais de las Amazonas @;Fronteras;Fronteras;XX;pais_de_las_amazonas_fronteras_xx;~~REDIRECT>pais_de_las_amazonas_fronteras_xx~~;AMXXXXFR;1111;9999;1412;;;;Exterior;Fronteras;;-3.46;-62.216
FRANICXX;Isla de California;Isla de California @ New Albion;Fronteras;Anian;GDJ;isla_de_california_fronteras_gdj;~~REDIRECT>isla_de_california_fronteras_gdj~~;ANICXXFR;1111;9999;111;;;;Nueva Galicia y Septentrion;Fronteras;;32;-114
FRANSSPA;Papageria;Papageria @;Fronteras;Anian;GDJ;papageria_fronteras_gdj;~~REDIRECT>papageria_fronteras_gdj~~;ANSSPAFR;1111;1808;112;;;;Nueva Galicia y Septentrion;Fronteras;;90;0
FRANSSSE;Seris;Seris @;Fronteras;Anian;GDJ;seris_fronteras_gdj;~~REDIRECT>seris_fronteras_gdj~~;ANSSSEFR;1111;9999;113;;;;Nueva Galicia y Septentrion;Fronteras;;36.5;-112
FRANXXXX;Anian;Anian @;Fronteras;Fronteras;GDJ;anian_fronteras_gdj;~~REDIRECT>anian_fronteras_gdj~~;ANXXXXFR;1111;1808;114;;;;Nueva Galicia y Septentrion;Fronteras;;90;0
FRBRXXXX;Brasil;Brasil @;Fronteras;Fronteras;EXT;brasil_fronteras_bra;~~REDIRECT>brasil_fronteras_bra~~;BRXXXXFR;1111;1776;115;;;;Exterior;Fronteras;;-10;-52
FRCCCHGU;Guaycurus;Guaycurus @;Fronteras;Cochabamba;CHA;guaycurus_fronteras_cha;~~REDIRECT>guaycurus_fronteras_cha~~;CCCHGUFR;1111;9999;1416;;;;Charcas;Fronteras;;-20;-60
FRCCLPBO;Bopis;Bopis @ Bopis y Mosetenes;Fronteras;La Paz;CHA;bopis_fronteras_cha;~~REDIRECT>bopis_fronteras_cha~~;CCLPBOFR;1111;9999;1379;;;;Charcas;Fronteras;;-15;-68
FRCEPAXX;Patagonia;Patagonia @;Fronteras;Patagonia;RPL;patagonia_fronteras_rpl;~~REDIRECT>patagonia_fronteras_rpl~~;CEPAXXFR;1111;9999;116;;;;Rio de la Plata;Fronteras;;-45;-70
FRCEXXXX;Ciudad de los Cesares;Ciudad de los Cesares @ Patagonia @ Tierra Magellanica @ Tierra Magallanica;Fronteras;Fronteras;XXX;ciudad_de_los_cesares_fronteras_xxx;~~REDIRECT>ciudad_de_los_cesares_fronteras_xxx~~;CEXXXXFR;1111;1808;117;;;;Exterior;Fronteras;;90;0
FRCHBMBM;Araucania;Araucania @ Butalmapus;Fronteras;Fronteras;CHL;araucania_fronteras_chl;~~REDIRECT>araucania_fronteras_chl~~;CHBMBMFR;1111;1808;118;;;;Chile;Fronteras;;-38;-72
FRCIGIXX;Gila;Gila @;Fronteras;Cibola;GDJ;gila_fronteras_gdj;~~REDIRECT>gila_fronteras_gdj~~;CIGIXXFR;1111;1808;119;;;;Nueva Galicia y Septentrion;Fronteras;;33;-110
FRCIMOXX;Moqui;Moqui @;Fronteras;Cibola;GDJ;moqui_fronteras_gdj;~~REDIRECT>moqui_fronteras_gdj~~;CIMOXXFR;1111;1808;120;;;;Nueva Galicia y Septentrion;Fronteras;;36;-110.8
FRCINAXX;Navajos;Navajos @;Fronteras;Cibola;GDJ;navajos_fronteras_gdj;~~REDIRECT>navajos_fronteras_gdj~~;CINAXXFR;1111;1808;121;;;;Nueva Galicia y Septentrion;Fronteras;;35.5;-109
FRCITEXX;Gran Teguayo;Gran Teguayo @ Tiguas @ Tiwas @ Tehuas @ Tihuas @ Teguas @ Yutas;Fronteras;Cibola;GDJ;gran_teguayo_fronteras_gdj;~~REDIRECT>gran_teguayo_fronteras_gdj~~;CITEXXFR;1111;1808;122;;;;Nueva Galicia y Septentrion;Fronteras;;37;-107
FRCIXXXX;Cibola;Cibola @;Fronteras;Fronteras;GDJ;cibola_fronteras_gdj;~~REDIRECT>cibola_fronteras_gdj~~;CIXXXXFR;1111;1808;123;;;;Nueva Galicia y Septentrion;Fronteras;;35;-108
FRCIYUXX;Yutas;Yutas @;Fronteras;Cibola;GDJ;yutas_fronteras_gdj;~~REDIRECT>yutas_fronteras_gdj~~;CIYUXXFR;1111;1808;124;;;;Nueva Galicia y Septentrion;Fronteras;;39;-111.5
FRCMSGXX;Sierra Gorda;Sierra Gorda @;Fronteras;Chichimeca;NES;sierra_gorda_fronteras_nes;~~REDIRECT>sierra_gorda_fronteras_nes~~;CMSGXXFR;1111;9999;1467;;;;Nueva España;Fronteras;;21.2;-99
FRCMXXXX;Chichimeca;Chichimeca @;Fronteras;Fronteras;NES;chichimeca_fronteras_nes;~~REDIRECT>chichimeca_fronteras_nes~~;CMXXXXFR;1111;9999;1466;;;;Nueva España;Fronteras;;23;-101
FREDBPXX;Bajo Putumayo;Bajo Putumayo @;Fronteras;Maynas;QUI;bajo_putumayo_fronteras_qui;~~REDIRECT>bajo_putumayo_fronteras_qui~~;EDBPXXFR;1111;1808;125;;;;Quito;Fronteras;;-1;-74
FREDCAXX;Pais de la Canela;Pais de la Canela @;Fronteras;Caguan;NGR;pais_de_la_canela_fronteras_ngr;~~REDIRECT>pais_de_la_canela_fronteras_ngr~~;EDCAXXFR;1111;1808;126;;;;Nuevo Reino de Granada;Fronteras;;-1;-73
FREDXXXX;El Dorado;El Dorado @ Coropa @ Nueva Estremadura @ Nueva Extremadura;Fronteras;Fronteras;XXX;el_dorado_fronteras_xxx;~~REDIRECT>el_dorado_fronteras_xxx~~;EDXXXXFR;1111;1808;127;;;;Exterior;Fronteras;;90;0
FRFLGUXX;Guale;Guale @ Guale y Macama;Fronteras;Florida;SDO;guale_fronteras_sdo;~~REDIRECT>guale_fronteras_sdo~~;FLGUXXFR;1111;1731;6;;;;Santo Domingo;Fronteras;;31.5;-81.5
FRFLXXXX;La Florida;La Florida @;Fronteras;Fronteras;NES;la_florida_fronteras_nes;~~REDIRECT>la_florida_fronteras_nes~~;FLXXXXFR;1111;9999;1385;;;;Nueva España;Fronteras;;30;-83
FRGDNLHX;Huaxteca;Huaxteca @;Fronteras;Nueo Santander;GDJ;huaxteca_fronteras_gdj;~~REDIRECT>huaxteca_fronteras_gdj~~;GDNLHXFR;1111;1747;128;;;;Nueva Galicia y Septentrion;Fronteras;;21;-98.5
FRGDTXCO;Cumanches;Cumanches @ Comancheria;Fronteras;Cibola;GDJ;cumanches_fronteras_gdj;~~REDIRECT>cumanches_fronteras_gdj~~;GDTXCOFR;1111;1808;129;;;;Nueva Galicia y Septentrion;Fronteras;;90;0
FRGUCYTA;Taguzalpa;Taguzalpa @;Fronteras;Comayagua;GUA;taguzalpa_fronteras_gua;~~REDIRECT>taguzalpa_fronteras_gua~~;GUCYTAFR;1111;1808;130;;;;Guatemala;Fronteras;;15;-86.5
FRGUCYXI;Xicayes;Xicayes @;Fronteras;Comayagua;GUA;xicayes_fronteras_gua;~~REDIRECT>xicayes_fronteras_gua~~;GUCYXIFR;1111;1808;131;;;;Guatemala;Fronteras;;14.8;-87
FRGUMOCH;Choles;Choles @;Fronteras;Verapaz;GUA;choles_fronteras_gua;~~REDIRECT>choles_fronteras_gua~~;GUMOCHFR;1111;1808;132;;;;Guatemala;Fronteras;;15.5;-90
FRGUMOLA;Lacandones;Lacandones @;Fronteras;Chiapas;GUA;lacandones_fronteras_gua;~~REDIRECT>lacandones_fronteras_gua~~;GUMOLAFR;1111;1808;1421;;;;Guatemala;Fronteras;;16.5;-91
FRGUNITO;Tologalpa;Tologalpa @;Fronteras;Nicaragua;GUA;tologalpa_fronteras_gua;~~REDIRECT>tologalpa_fronteras_gua~~;GUNITOFR;1111;1808;133;;;;Guatemala;Fronteras;;13.5;-85
FRMOCMXX;Costa mosquita;Costa mosquita @;Fronteras;Fronteras;GUA;costa_mosquita_fronteras_gua;~~REDIRECT>costa_mosquita_fronteras_gua~~;MOCMXXFR;1111;9999;134;;;;Guatemala;Fronteras;;14;-84
FRMOMOXX;Mosquitia;Mosquitia @ Reino misquito @ Reino mosquito @ Mosquitos-zambos @ Honduras britanica;Fronteras;Fronteras;GUA;mosquitia_fronteras_gua;~~REDIRECT>mosquitia_fronteras_gua~~;MOMOXXFR;1701;9999;135;;;;Guatemala;Fronteras;;14.5;-83
FRMORFXX;Rio Frio y Suerre;Rio Frio y Suerre @;Fronteras;Mosquitia;GUA;rio_frio_y_suerre_gua;~~REDIRECT>rio_frio_y_suerre_partido_gua~~;MORFXXFR;1111;9999;1739;;;;Guatemala;Fronteras;;10.2;-83.5
FRMOTABT;Bocas del Toro;Bocas del Toro @;Fronteras;Veragua;TFI;bocas_del_toro_fronteras_ngr;~~REDIRECT>bocas_del_toro_fronteras_ngr~~;MOTABTFR;1111;9999;136;;;;Tierra Firme;Fronteras;;9.34;-82.25
FRMOTAXX;Talamanca;Talamanca @;Fronteras;Costa Rica;GUA;talamanca_fronteras_gua;~~REDIRECT>talamanca_fronteras_gua~~;MOTAXXFR;1111;9999;137;;;;Guatemala;Fronteras;;9.5;-83.25
FRMOXXXX;Golfo de Honduras;Golfo de Honduras @ Ingleses @ Zambos-mosquitos;Fronteras;Fronteras;GUA;golfo_de_honduras_fronteras_gua;~~REDIRECT>golfo_de_honduras_fronteras_gua~~;MOXXXXFR;1111;9999;138;;;;Guatemala;Fronteras;;16;-87
FRNGCHCH;Chocoes;Chocoes @;Fronteras;Choco;NGR;chocoes_fronteras_ngr;~~REDIRECT>chocoes_fronteras_ngr~~;NGCHCHFR;1111;1808;1387;;;;Nuevo Reino de Granada;Fronteras;;5.5;-76.5
FRNGCUXX;Cunas;Cunas @ Cunacuna @ Cuna Cuna @ Cunacunas @ Uraba @ Urabi;Fronteras;Darien;NGR;cunas_fronteras_ngr;~~REDIRECT>cunas_fronteras_ngr~~;NGCUXXFR;1111;1808;139;;;;Nuevo Reino de Granada;Fronteras;;8.5;-77.5
FRNGEDLL;Llanos;Llanos @;Fronteras;Llanos;NGR;llanos_fronteras_ngr;~~REDIRECT>llanos_fronteras_ngr~~;NGEDLLFR;1111;9999;140;;;;Nuevo Reino de Granada;Fronteras;;6.5;-68
FRNGMOXX;Motilones;Motilones @;Fronteras;Fronteras;NGR;motilones_fronteras_ngr;~~REDIRECT>motilones_fronteras_ngr~~;NGMOXXFR;1111;1808;141;;;;Nuevo Reino de Granada;Fronteras;;8;-73
FRNGSMAR;Aruacos;Aruacos @ Araguacos @ Sierra Nevada;Fronteras;Santa Marta;NGR;aruacos_fronteras_ngr;~~REDIRECT>aruacos_fronteras_ngr~~;NGSMARFR;1111;1808;1390;;;;Nuevo Reino de Granada;Fronteras;;10.5;-73.5
FRNGSMCH;Chimilas;Chimilas @;Fronteras;Santa Marta;NGR;chimilas_fronteras_ngr;~~REDIRECT>chimilas_fronteras_ngr~~;NGSMCHFR;1111;1808;1389;;;;Nuevo Reino de Granada;Fronteras;;10;-73.25
FRNGSMGU;Guajiros;Guajiros @;Fronteras;Santa Marta;NGR;guajiros_fronteras_ngr;~~REDIRECT>guajiros_fronteras_ngr~~;NGSMGUFR;1111;1808;1388;;;;Nuevo Reino de Granada;Fronteras;;11.5;-72.5
FRPAMAGU;Guayra;Guayra @;Fronteras;Paraguay;RPL;guayra_fronteras_rpl;~~REDIRECT>guayra_fronteras_rpl~~;PAMAGUFR;1111;1808;47;;;;Rio de la Plata;Fronteras;;90;0
FRPAMAIT;Itatines;Itatines @ Jerez;Fronteras;Paraguay;RPL;itatines_fronteras_rpl;~~REDIRECT>itatines_fronteras_rpl~~;PAMAITFR;1111;1808;46;;;;Rio de la Plata;Fronteras;;90;0
FRPAMAXX;Mamelucos;Mamelucos @;Fronteras;Paraguay;RPL;mamelucos_fronteras_rpl;~~REDIRECT>mamelucos_fronteras_rpl~~;PAMAXXFR;1111;1808;142;;;;Rio de la Plata;Fronteras;;90;0
FRPAPJXX;Gran Pajonal;Gran Pajonal @ Pangoa;Fronteras;Paititi;PER;gran_pajonal_fronteras_per;~~REDIRECT>gran_pajonal_fronteras_per~~;PAPJXXFR;1111;1808;143;;;;Peru;Fronteras;;90;0
FRPAPSXX;Pampa del Sacramento;Pampa del Sacramento @;Fronteras;Paititi;PER;pampa_del_sacramento_fronteras_per;~~REDIRECT>pampa_del_sacramento_fronteras_per~~;PAPSXXFR;1111;1808;144;;;;Peru;Fronteras;;90;0
FRPAXXXX;Paititi;Paititi @ Playa de los Ahorcados @ Montaña Real del Peru;Fronteras;Fronteras;PER;paititi_fronteras_per;~~REDIRECT>paititi_fronteras_per~~;PAXXXXFR;1111;1808;145;;;;Peru;Fronteras;;90;0
FRQUJIXX;Jivaros;Jivaros @ Jibaros;Fronteras;Quijos;QUI;jivaros_fronteras_qui;~~REDIRECT>jivaros_fronteras_qui~~;QUJIXXFR;1111;1808;146;;;;Quito;Fronteras;;90;0
FRQUMCHU;Huamboyas;Huamboyas @;Fronteras;Popayan;QUI;huamboyas_fronteras_qui;~~REDIRECT>huamboyas_fronteras_qui~~;QUMCHUFR;1111;1808;147;;;;Quito;Fronteras;;90;0
FRQUPOCO;Cofanes;Cofanes @;Fronteras;Popayan;QUI;cofanes_fronteras_qui;~~REDIRECT>cofanes_fronteras_qui~~;QUPOCOFR;1111;1808;148;;;;Quito;Fronteras;;90;0
FRQUPOXX;Fronteras de Popayan;Fronteras de Popayan @;Fronteras;Popayan;QUI;fronteras_de_popayan_fronteras_qui;~~REDIRECT>fronteras_de_popayan_fronteras_qui~~;QUPOXXFR;1111;1808;149;;;;Quito;Fronteras;;90;0
FRQVBMXX;Bolson de Mapimi;Bolson de Mapimi @;Fronteras;Quivira;GDJ;bolson_de_mapimi_fronteras_gdj;~~REDIRECT>bolson_de_mapimi_fronteras_gdj~~;QVBMXXFR;1111;1808;150;;;;Nueva Galicia y Septentrion;Fronteras;;90;0
FRQVLIXX;Apacheria Lipanes;Apacheria Lipanes @;Fronteras;Quivira;GDJ;apacheria_lipanes_fronteras_gdj;~~REDIRECT>apacheria_lipanes_fronteras_gdj~~;QVLIXXFR;1111;1808;151;;;;Nueva Galicia y Septentrion;Fronteras;;90;0
FRQVLLXX;Comancheria;Comancheria @ Luisiana Alta @ Grandes Llanuras;Fronteras;Quivira;SDO;comancheria_fronteras_sdo;~~REDIRECT>comancheria_fronteras_sdo~~;QVLLXXFR;1111;9999;152;;;;Santo Domingo;Fronteras;;90;0
FRQVNMNT;Apacheria Natage;Apacheria Natage @;Fronteras;Quivira;GDJ;apacheria_natage_fronteras_gdj;~~REDIRECT>apacheria_natage_fronteras_gdj~~;QVNMNTFR;1111;1808;153;;;;Nueva Galicia y Septentrion;Fronteras;;90;0
FRQVSMXX;Seno mexicano;Seno mexicano @;Fronteras;Panuco;GDJ;seno_mexicano_fronteras_gdj;~~REDIRECT>seno_mexicano_fronteras_gdj~~;QVSMXXFR;1111;9999;154;;;;Nueva Galicia y Septentrion;Fronteras;;90;0
FRQVXXXX;Quivira;Quivira @;Fronteras;Fronteras;GDJ;quivira_fronteras_gdj;~~REDIRECT>quivira_fronteras_gdj~~;QVXXXXFR;1111;1808;155;;;;Nueva Galicia y Septentrion;Fronteras;;90;0
FRRPCHBO;Chaco Septentrional;Chaco Septentrional @ Chaco Boreal @ Chaco Chiriguano;Fronteras;Gran Chaco;RPL;chaco_septentrional_fronteras_rpl;~~REDIRECT>chaco_septentrional_fronteras_rpl~~;RPCHBOFR;1111;1808;156;;;;Rio de la Plata;Fronteras;;90;0
FRRPCHGU;Chaco Gualamba;Chaco Gualamba @ Chaco Austral;Fronteras;Gran Chaco;RPL;chaco_gualamba_fronteras_rpl;~~REDIRECT>chaco_gualamba_fronteras_rpl~~;RPCHGUFR;1111;1808;157;;;;Rio de la Plata;Fronteras;;90;0
FRRPCHLL;Llanos de Manso;Llanos de Manso @;Fronteras;Gran Chaco;RPL;llanos_de_manso_fronteras_rpl;~~REDIRECT>llanos_de_manso_fronteras_rpl~~;RPCHLLFR;1111;1808;158;;;;Rio de la Plata;Fronteras;;90;0
FRRPCHXX;Gran Chaco;Gran Chaco @;Fronteras;Fronteras;RPL;gran_chaco_fronteras_rpl;~~REDIRECT>gran_chaco_fronteras_rpl~~;RPCHXXFR;1111;1808;159;;;;Rio de la Plata;Fronteras;;90;0
FRRPMICH;Charruas;Charruas @;Fronteras;Banda oriental;RPL;charruas_fronteras_rpl;~~REDIRECT>charruas_fronteras_rpl~~;RPMICHFR;1111;9999;160;;;;Rio de la Plata;Fronteras;;90;0
FRRPYEVA;Yerbales y Vaquerias;Yerbales y Vaquerias @;Fronteras;Paraguay;RPL;yerbales_y_vaquerias_fronteras_rpl;~~REDIRECT>yerbales_y_vaquerias_fronteras_rpl~~;RPYEVAFR;1111;1808;1383;;;;Rio de la Plata;Fronteras;;90;0
FRSDPRVI;Vieques;Vieques @;Partido;Puerto Rico;SDO;vieques_partido_sdo;~~REDIRECT>vieques_partido_sdo~~;SDPRVIFR;1111;9999;31;;;;Santo Domingo;Partido;;90;0
FRVEGUCA;Caribana;Caribana @ Cuyuni @ Esequibo;Fronteras;Guayana;VEN;caribana_fronteras_ven;~~REDIRECT>caribana_fronteras_ven~~;VEGUCAFR;1111;9999;161;;;;Caracas;Fronteras;;90;0
FRVEGULP;Laguna del Parime;Laguna del Parime @ Guayana profunda;Fronteras;Guayana;VEN;laguna_del_parime_fronteras_ven;~~REDIRECT>laguna_del_parime_fronteras_ven~~;VEGULPFR;1111;9999;162;;;;Caracas;Fronteras;;90;0
FRVEGUPA;Paria;Paria @;Fronteras;Cumana;VEN;paria_fronteras_ven;~~REDIRECT>paria_fronteras_ven~~;VEGUPAFR;1111;9999;163;;;;Caracas;Fronteras;;90;0
FRVEGUXX;Guayana 'dorada';Guayana 'dorada' @;Fronteras;Guayana;EXT;guayana_'dorada'_fronteras_ext;~~REDIRECT>guayana_'dorada'_fronteras_ext~~;VEGUXXFR;1111;9999;164;;;;Exterior;Fronteras;;90;0
FRXXXXXX;Fronteras;Fronteras @;Fronteras;;;;;XXXXXXFR;1111;1808;1751;;;;Exterior;Fronteras;;;
INGDSS00;Sinaloa y Sonora;Sinaloa y Sonora @ Arizpe;Intendencia;Intendencia;GDJ;sinaloa_y_sonora_intendencia_gdj;~~REDIRECT>sinaloa_y_sonora_intendencia_gdj~~;GDSS00IN;1768;1776;165;;;;Nueva Galicia y Septentrion;indefinido;;30.33603;-110.16631
INRPBA00;Buenos Aires;Buenos Aires @ Rio de la Plata;Intendencia;Intendencia;RPL;buenos_aires_intendencia_rpl;~~REDIRECT>buenos_aires_intendencia_rpl~~;RPBA00IN;1777;1783;166;;;;Rio de la Plata;indefinido;;-34.6079;-58.37322
INSDLH00;La Habana;La Habana @ Isla de Cuba;Intendencia;Intendencia;SDO;la_habana_intendencia_sdo;~~REDIRECT>la_habana_intendencia_sdo~~;SDLH00IN;1765;1808;167;;;;Santo Domingo;indefinido;;23.14111;-82.35143
INSDLU00;Luisiana;Luisiana @;Intendencia;Intendencia;SDO;luisiana_intendencia_sdo;~~REDIRECT>luisiana_intendencia_sdo~~;SDLU00IN;1766;1808;168;;;;Santo Domingo;indefinido;;29.9537;-90.06375
INVECA00;Caracas;Caracas @ Venezuela;Intendencia;Intendencia;VEN;caracas_intendencia_ven;~~REDIRECT>caracas_intendencia_ven~~;VECA00IN;1777;1808;169;;;;Caracas;indefinido;;10.5061;-66.9146
JCGDGDAM;Ameca;Ameca @;Jurisdiccion;Guadalajara;GDJ;ameca_jurisdiccion_gdj;~~REDIRECT>ameca_jurisdiccion_gdj~~;GDGDAMJC;1534;1609;1463;;;;Nueva Galicia y Septentrion;Jurisdiccion;;20.54778;-104.04722
JCGDGDAT;Atemaxaque;Atemaxaque @;Jurisdiccion;Guadalajara;GDJ;atemaxaque_jurisdiccion_gdj;~~REDIRECT>atemaxaque_jurisdiccion_gdj~~;GDGDATJC;1549;1599;1580;;;;Nueva Galicia y Septentrion;indefinido;;90;0
JCGDGDAV;Avino;Avino @;Jurisdiccion;Guadalajara;GDJ;avino_jurisdiccion_gdj;~~REDIRECT>avino_jurisdiccion_gdj~~;GDGDAVJC;;;1592;;;;Nueva Galicia y Septentrion;indefinido;;;
JCGDGDCI;Cihuatlan;Cihuatlan @ Valle de Cihuatlan;Jurisdiccion;Guadalajara;GDJ;cihuatlan_jurisdiccion_gdj;~~REDIRECT>cihuatlan_jurisdiccion_gdj~~;GDGDCIJC;1534;1599;1458;;;;Nueva Galicia y Septentrion;Jurisdiccion;;90;0
JCGDGDCQ;Copala y Quilitlan;Copala y Quilitlan @;Jurisdiccion;Guadalajara;GDJ;copala_y_quilitlan_jurisdiccion_gdj;~~REDIRECT>copala_y_quilitlan_jurisdiccion_gdj~~;GDGDCQJC;1563;1568;1590;;;;Nueva Galicia y Septentrion;indefinido;;90;0
