Entidad;Nombre;Variantes;tipo;Provincia_generica;Reg;WikiID;Redirect;Entidad_alternate;START;END_;Numero_corriente;GCath;CathHierarchy;viaf;Region;Nivel_default;Comentario;Lat_Capital;Lon_Capital
JCGDGDCZ;Camotlan;Camotlan @ Camotlan de la Barranca;Jurisdiccion;Guadalajara;GDJ;camotlan_jurisdiccion_gdj;~~REDIRECT>camotlan_jurisdiccion_gdj~~;GDGDCZJC;1549;1568;1589;;;;Nueva Galicia y Septentrion;indefinido;;90;0
JCGDGDES;Espuchimilco;Espuchimilco @ Ispuchimilco @ Puchimilco @ Suchimilco @ Espuchimilco y Tecuxuacan @ Espuchimilco y Texuxuacan @ Espuchimilco y Texuacan;Jurisdiccion;Guadalajara;GDJ;espuchimilco_jurisdiccion_gdj;~~REDIRECT>espuchimilco_jurisdiccion_gdj~~;GDGDESJC;1534;1599;1465;;;;Nueva Galicia y Septentrion;Jurisdiccion;;90;0
JCGDGDMA;Mascota;Mascota @;Jurisdiccion;Guadalajara;GDJ;mascota_jurisdiccion_gdj;~~REDIRECT>mascota_jurisdiccion_gdj~~;GDGDMAJC;1571;1599;1579;;;;Nueva Galicia y Septentrion;indefinido;;90;0
JCGDGDME;Mezquituta;Mezquituta @;Jurisdiccion;Guadalajara;GDJ;mezquituta_jurisdiccion_gdj;~~REDIRECT>mezquituta_jurisdiccion_gdj~~;GDGDMEJC;1550;1616;1584;;;;Nueva Galicia y Septentrion;indefinido;;90;0
JCGDGDMT;Mochotiltique, Tecomatlan, Oztotipaque y Talestaque;Mochotiltique, Tecomatlan, Oztotipaque y Talestaque @;Jurisdiccion;Guadalajara;GDJ;mochotiltique,_tecomatlan,_oztotipaque_y_talestaque_jurisdiccion_gdj;~~REDIRECT>mochotiltique,_tecomatlan,_oztotipaque_y_talestaque_jurisdiccion_gdj~~;GDGDMTJC;1550;1569;1583;;;;Nueva Galicia y Septentrion;indefinido;;90;0
JCGDGDOP;Opono;Opono @;Jurisdiccion;Guadalajara;GDJ;opono_jurisdiccion_gdj;~~REDIRECT>opono_jurisdiccion_gdj~~;GDGDOPJC;1566;1599;1587;;;;Nueva Galicia y Septentrion;indefinido;;90;0
JCGDGDPA;Panpuchin y Zapotlan;Panpuchin y Zapotlan @;Jurisdiccion;Guadalajara;GDJ;panpuchin_y_zapotlan_jurisdiccion_gdj;~~REDIRECT>panpuchin_y_zapotlan_jurisdiccion_gdj~~;GDGDPAJC;1566;1599;1586;;;;Nueva Galicia y Septentrion;indefinido;;90;0
JCGDGDPI;Piloto;Piloto @;Jurisdiccion;Guadalajara;GDJ;piloto_jurisdiccion_gdj;~~REDIRECT>piloto_jurisdiccion_gdj~~;GDGDPIJC;1566;1599;1588;;;;Nueva Galicia y Septentrion;indefinido;;90;0
JCGDGDSU;Suchipil;Suchipil @ Minas de Santiago del Espada y Suchipil;Jurisdiccion;Guadalajara;GDJ;suchipil_jurisdiccion_gdj;~~REDIRECT>suchipil_jurisdiccion_gdj~~;GDGDSUJC;1549;1589;1578;;;;Nueva Galicia y Septentrion;indefinido;;90;0
JCGDGDTE;Tetlan-Analco;Tetlan-Analco @;Jurisdiccion;Guadalajara;GDJ;tetlan-analco_jurisdiccion_gdj;~~REDIRECT>tetlan-analco_jurisdiccion_gdj~~;GDGDTEJC;1549;1599;1581;;;;Nueva Galicia y Septentrion;indefinido;;90;0
JCGDGDTL;Tlaquepaque y San Pedro;Tlaquepaque y San Pedro @ Tlacpac;Jurisdiccion;Guadalajara;GDJ;tlaquepaque_y_san_pedro_jurisdiccion_gdj;~~REDIRECT>tlaquepaque_y_san_pedro_jurisdiccion_gdj~~;GDGDTLJC;1549;1666;1591;;;;Nueva Galicia y Septentrion;indefinido;;90;0
JCGDGDTM;Tenamastlan;Tenamastlan @ Tenamaxtlan;Jurisdiccion;Guadalajara;GDJ;tenamastlan_jurisdiccion_gdj;~~REDIRECT>tenamastlan_jurisdiccion_gdj~~;GDGDTMJC;1561;1600;1464;;;;Nueva Galicia y Septentrion;Jurisdiccion;;20.2175;-104.16417
JCGDGDXA;Xala;Xala @;Jurisdiccion;Guadalajara;GDJ;xala_jurisdiccion_gdj;~~REDIRECT>xala_jurisdiccion_gdj~~;GDGDXAJC;1549;1589;1577;;;;Nueva Galicia y Septentrion;indefinido;;90;0
JCGDGDXI;Xiquitlan;Xiquitlan @ Jiquitlan @ Xictlan;Jurisdiccion;Guadalajara;GDJ;xiquitlan_jurisdiccion_gdj;~~REDIRECT>xiquitlan_jurisdiccion_gdj~~;GDGDXIJC;1534;1599;1462;;;;Nueva Galicia y Septentrion;Jurisdiccion;;90;0
JCNECOAC;Acautlan y Chapula;Acautlan y Chapula @;Jurisdiccion;Colima;NES;acautlan_y_chapula_jurisdiccion_nes;~~REDIRECT>acautlan_y_chapula_jurisdiccion_nes~~;NECOACJC;1545;1590;1714;;;;Nueva España;indefinido;;90;0
JCNECOAL;Alima;Alima @;Jurisdiccion;Colima;NES;alima_jurisdiccion_nes;~~REDIRECT>alima_jurisdiccion_nes~~;NECOALJC;1531;1590;1707;;;;Nueva España;indefinido;;90;0
JCNECOCH;Chiametla;Chiametla @;Jurisdiccion;Colima;NES;chiametla_jurisdiccion_nes;~~REDIRECT>chiametla_jurisdiccion_nes~~;NECOCHJC;1545;1566;1715;;;;Nueva España;indefinido;;90;0
JCNECOES;Escayamoca;Escayamoca @;Jurisdiccion;Colima;NES;escayamoca_jurisdiccion_nes;~~REDIRECT>escayamoca_jurisdiccion_nes~~;NECOESJC;1531;1590;1708;;;;Nueva España;indefinido;;90;0
JCNECOIH;Ixtlahuaca;Ixtlahuaca @ Istlaguaca @ Malacatlan;Jurisdiccion;Colima;NES;ixtlahuaca_jurisdiccion_nes;~~REDIRECT>ixtlahuaca_jurisdiccion_nes~~;NECOIHJC;1531;1590;1709;;;;Nueva España;indefinido;;90;0
JCNECOIT;Ixtapa;Ixtapa @;Jurisdiccion;Colima;NES;ixtapa_jurisdiccion_nes;~~REDIRECT>ixtapa_jurisdiccion_nes~~;NECOITJC;1545;1590;1716;;;;Nueva España;indefinido;;90;0
JCNECOQU;Quezalapa;Quezalapa @;Jurisdiccion;Colima;NES;quezalapa_jurisdiccion_nes;~~REDIRECT>quezalapa_jurisdiccion_nes~~;NECOQUJC;1545;1590;1717;;;;Nueva España;indefinido;;90;0
JCNECOTA;Tamala;Tamala @ Ecatlan y Contla;Jurisdiccion;Colima;NES;tamala_jurisdiccion_nes;~~REDIRECT>tamala_jurisdiccion_nes~~;NECOTAJC;1531;1590;1710;;;;Nueva España;indefinido;;90;0
JCNECOTC;Tecoman;Tecoman @;Jurisdiccion;Colima;NES;tecoman_jurisdiccion_nes;~~REDIRECT>tecoman_jurisdiccion_nes~~;NECOTCJC;1531;1590;1711;;;;Nueva España;indefinido;;90;0
JCNECOTP;Tepetitongo;Tepetitongo @;Jurisdiccion;Colima;NES;tepetitongo_jurisdiccion_nes;~~REDIRECT>tepetitongo_jurisdiccion_nes~~;NECOTPJC;1531;1590;1712;;;;Nueva España;indefinido;;90;0
JCNECOTT;Tecpa y Tepetlazuneca;Tecpa y Tepetlazuneca @;Jurisdiccion;Colima;NES;tecpa_y_tepetlazuneca_jurisdiccion_nes;~~REDIRECT>tecpa_y_tepetlazuneca_jurisdiccion_nes~~;NECOTTJC;1545;1590;1718;;;;Nueva España;indefinido;;90;0
JCNECOXO;Xocotlan;Xocotlan @ Caxitlan;Jurisdiccion;Colima;NES;xocotlan_jurisdiccion_nes;~~REDIRECT>xocotlan_jurisdiccion_nes~~;NECOXOJC;1545;1590;1719;;;;Nueva España;indefinido;;90;0
JCNECOXU;Xuluapa;Xuluapa @;Jurisdiccion;Colima;NES;xuluapa_jurisdiccion_nes;~~REDIRECT>xuluapa_jurisdiccion_nes~~;NECOXUJC;1567;1590;1720;;;;Nueva España;indefinido;;90;0
JCNECOZA;Zalagua y Tlacatipa;Zalagua y Tlacatipa @;Jurisdiccion;Colima;NES;zalagua_y_tlacatipa_jurisdiccion_nes;~~REDIRECT>zalagua_y_tlacatipa_jurisdiccion_nes~~;NECOZAJC;1531;1566;1713;;;;Nueva España;indefinido;;90;0
JCNEMIAQ;Aquila;Aquila @;Jurisdiccion;Michoacan;NES;aquila_jurisdiccion_nes;~~REDIRECT>aquila_jurisdiccion_nes~~;NEMIAQJC;1559;1599;1510;;;;Nueva España;indefinido;;90;0
JCNEMICH;Chocandiro;Chocandiro @ Chucandiro;Jurisdiccion;Michoacan;NES;chocandiro_jurisdiccion_nes;~~REDIRECT>chocandiro_jurisdiccion_nes~~;NEMICHJC;1597;1599;1666;;;;Nueva España;indefinido;;90;0
JCNEMICP;Capula;Capula @;Jurisdiccion;Michoacan;NES;capula_jurisdiccion_nes;~~REDIRECT>capula_jurisdiccion_nes~~;NEMICPJC;1534;1599;1663;;;;Nueva España;Jurisdiccion;;90;0
JCNEMICU;Cuacoman;Cuacoman @ Quacoman @ Coacoman;Jurisdiccion;Michoacan;NES;cuacoman_jurisdiccion_nes;~~REDIRECT>cuacoman_jurisdiccion_nes~~;NEMICUJC;1555;1599;1511;;;;Nueva España;indefinido;;18.77694;-103.16
JCNEMIES;Minas del Espiritu Santo;Minas del Espiritu Santo @;Jurisdiccion;Michoacan;NES;minas_del_espiritu_santo_jurisdiccion_nes;~~REDIRECT>minas_del_espiritu_santo_jurisdiccion_nes~~;NEMIESJC;1566;1599;1499;;;;Nueva España;Provincia_menor;;90;0
JCNEMIGU;Guanaxo;Guanaxo @ Cuanajo @ Guanaxo y Urapa;Jurisdiccion;Michoacan;NES;guanaxo_jurisdiccion_nes;~~REDIRECT>guanaxo_jurisdiccion_nes~~;NEMIGUJC;1544;1599;1473;;;;Nueva España;Jurisdiccion;;19.48444;-101.50694
JCNEMIMM;Motin y Maruata;Motin y Maruata @ Pomaro;Jurisdiccion;Michoacan;NES;motin_y_maruata_jurisdiccion_nes;~~REDIRECT>motin_y_maruata_jurisdiccion_nes~~;NEMIMMJC;1555;1599;1513;;;;Nueva España;indefinido;;90;0
JCNEMIMQ;Maquili y Tlatictla;Maquili y Tlatictla @;Jurisdiccion;Michoacan;NES;maquili_y_tlatictla_jurisdiccion_nes;~~REDIRECT>maquili_y_tlatictla_jurisdiccion_nes~~;NEMIMQJC;1555;1599;1512;;;;Nueva España;indefinido;;18.58083;-103.53417
JCNEMIMT;Matalcingo;Matalcingo @;Jurisdiccion;Michoacan;NES;matalcingo_jurisdiccion_nes;~~REDIRECT>matalcingo_jurisdiccion_nes~~;NEMIMTJC;;;1667;;;;Nueva España;indefinido;;;
JCNEMINE;Necotlan;Necotlan @;Jurisdiccion;Michoacan;NES;necotlan_jurisdiccion_nes;~~REDIRECT>necotlan_jurisdiccion_nes~~;NEMINEJC;1545;1599;1664;;;;Nueva España;Jurisdiccion;;90;0
JCNEMIOZ;Taimeo;Taimeo @ Minas de Ozumatlan;Jurisdiccion;Michoacan;NES;taimeo_jurisdiccion_nes;~~REDIRECT>taimeo_jurisdiccion_nes~~;NEMIOZJC;1551;1598;1575;;;;Nueva España;Jurisdiccion;;19.71008;-100.8557
JCNEMITU;Tuzantla;Tuzantla @;Jurisdiccion;Michoacan;NES;tuzantla_jurisdiccion_nes;~~REDIRECT>tuzantla_jurisdiccion_nes~~;NEMITUJC;1546;9999;1507;;;;Nueva España;Jurisdiccion;;19.20583;-100.57472
JCNEMIZZ;Tzintzuntzan;Tzintzuntzan @;Jurisdiccion;Michoacan;NES;tzintzuntzan_jurisdiccion_nes;~~REDIRECT>tzintzuntzan_jurisdiccion_nes~~;NEMIZZJC;1595;1599;1475;;;;Nueva España;Jurisdiccion;;19.51421;-101.60964
JCNEMXAS;Asuchitlan;Asuchitlan @ Ajuchitlan @ Axuchitlan;Jurisdiccion;Mexico;NES;asuchitlan_jurisdiccion_nes;~~REDIRECT>asuchitlan_jurisdiccion_nes~~;NEMXASJC;1533;1599;1565;;;;Nueva España;Jurisdiccion;;18.15417;-100.5
JCNEMXAT;Atlatlauca del Valle;Atlatlauca del Valle @ Atlatlauca y Suchiaca @ Atlatlahuca;Jurisdiccion;Mexico;NES;atlatlauca_del_valle_jurisdiccion_nes;~~REDIRECT>atlatlauca_del_valle_jurisdiccion_nes~~;NEMXATJC;1537;1669;1554;;;;Nueva España;Jurisdiccion;;19.06861;-99.61111
JCNEMXAX;Axacuba;Axacuba @;Jurisdiccion;Mexico;NES;axacuba_jurisdiccion_nes;~~REDIRECT>axacuba_jurisdiccion_nes~~;NEMXAXJC;1531;1542;1558;;;;Nueva España;Jurisdiccion;;20.08861;-99.11611
JCNEMXCI;Citlaltomagua;Citlaltomagua @ Citlaltomagua y Anecuilco;Jurisdiccion;Mexico;NES;citlaltomagua_jurisdiccion_nes;~~REDIRECT>citlaltomagua_jurisdiccion_nes~~;NEMXCIJC;1535;1599;1456;;;;Nueva España;indefinido;;90;0
JCNEMXHU;Huitzitzilapa;Huitzitzilapa @ Uitzizilapa @ Huicicilapa;Jurisdiccion;Mexico;NES;huitzitzilapa_jurisdiccion_nes;~~REDIRECT>huitzitzilapa_jurisdiccion_nes~~;NEMXHUJC;1553;1599;1555;;;;Nueva España;indefinido;;19.06861;-99.61111
JCNEMXIS;Iscateupan;Iscateupan @ Ixcateopan @ Iscateupa y Atenango;Jurisdiccion;Mexico;NES;iscateupan_jurisdiccion_nes;~~REDIRECT>iscateupan_jurisdiccion_nes~~;NEMXISJC;1535;1786;1500;;;;Nueva España;indefinido;;18.50306;-99.79361
JCNEMXMH;Mixquic;Mixquic @ Mixquic y Huitzilopochco @ Huichilibusco y Mixquic;Jurisdiccion;Mexico;NES;mixquic_jurisdiccion_nes;~~REDIRECT>mixquic_jurisdiccion_nes~~;NEMXMHJC;1531;1553;1509;;;;Nueva España;indefinido;;;
JCNEMXOC;Ocuituco;Ocuituco @;Jurisdiccion;Mexico;NES;ocuituco_jurisdiccion_nes;~~REDIRECT>ocuituco_jurisdiccion_nes~~;NEMXOCJC;1531;1599;1476;;;;Nueva España;Jurisdiccion;;18.87278;-98.77333
JCNEMXOS;Ostotipac;Ostotipac @ Oxtotipac @ Ostoticpac;Jurisdiccion;Mexico;NES;ostotipac_jurisdiccion_nes;~~REDIRECT>ostotipac_jurisdiccion_nes~~;NEMXOSJC;1545;1555;1612;;;;Nueva España;indefinido;;90;0
JCNEMXSY;Sayula;Sayula @;Jurisdiccion;Mexico;NES;sayula_jurisdiccion_nes;~~REDIRECT>sayula_jurisdiccion_nes~~;NEMXSYJC;1551;1599;1724;;;;Nueva España;indefinido;;90;0
JCNEMXTC;Tlacozautitlan;Tlacozautitlan @ Tlalcozautitlan;Jurisdiccion;Mexico;NES;tlacozautitlan_jurisdiccion_nes;~~REDIRECT>tlacozautitlan_jurisdiccion_nes~~;NEMXTCJC;1561;1599;1723;;;;Nueva España;Jurisdiccion;;90;0
JCNEMXTE;Talistaca;Talistaca @ Teulistaca;Jurisdiccion;Mexico;NES;talistaca_jurisdiccion_nes;~~REDIRECT>talistaca_jurisdiccion_nes~~;NEMXTEJC;1545;1576;1550;;;;Nueva España;indefinido;;90;0
JCNEMXTL;Tlanalapa;Tlanalapa @ Tlanalapa;Jurisdiccion;Mexico;NES;tlanalapa_jurisdiccion_nes;~~REDIRECT>tlanalapa_jurisdiccion_nes~~;NEMXTLJC;1545;1550;1459;;;;Nueva España;Jurisdiccion;;19.81806;-98.60417
JCNEMXTN;Totolapan;Totolapan @ Totolapa y Tlayacapa;Jurisdiccion;Mexico;NES;totolapan_jurisdiccion_nes;~~REDIRECT>totolapan_jurisdiccion_nes~~;NEMXTNJC;1532;1703;1478;;;;Nueva España;indefinido;;18.98694;-98.91972
JCNEMXTQ;Tlahuililpa;Tlahuililpa @ Tlaquilpa @ Tlauililpa @ Tlaguililpa @ Tlagualilpa;Jurisdiccion;Mexico;NES;tlahuililpa_jurisdiccion_nes;~~REDIRECT>tlahuililpa_jurisdiccion_nes~~;NEMXTQJC;1531;1607;1559;;;;Nueva España;Jurisdiccion;;20.13167;-99.23194
JCNEMXTT;Teloloapa y Totoltepec;Teloloapa y Totoltepec @;Jurisdiccion;Mexico;NES;teloloapa_y_totoltepec_jurisdiccion_nes;~~REDIRECT>teloloapa_y_totoltepec_jurisdiccion_nes~~;NEMXTTJC;1531;1599;1566;;;;Nueva España;indefinido;;18.15417;-100.5
JCNEMXTZ;Tepotzotlan;Tepotzotlan @ Tepozotlan;Jurisdiccion;Mexico;NES;tepotzotlan_jurisdiccion_nes;~~REDIRECT>tepotzotlan_jurisdiccion_nes~~;NEMXTZJC;1546;1580;1484;;;;Nueva España;Jurisdiccion;;19.71611;-99.22361
JCNEMXXI;Xiquipilco;Xiquipilco @;Jurisdiccion;Mexico;NES;xiquipilco_jurisdiccion_nes;~~REDIRECT>xiquipilco_jurisdiccion_nes~~;NEMXXIJC;1534;1553;1508;;;;Nueva España;indefinido;;19.55556;-99.60778
JCNEMXXU;Xumiltepec;Xumiltepec @ Jumiltepec @ Jumiltepeque @ Xumiltepeque;Jurisdiccion;Mexico;NES;xumiltepec_jurisdiccion_nes;~~REDIRECT>xumiltepec_jurisdiccion_nes~~;NEMXXUJC;1545;1548;1477;;;;Nueva España;indefinido;;18.91444;-98.77472
JCNEMXYE;Yetecomac;Yetecomac @  Tecomatlan @ Ilitecomatl y Tornacuxtla @ Yeltecomatl @ Yeytecomatl y minas de Tornacustla @ Tecomac, Tornacuxtla y su partido;Jurisdiccion;Mexico;NES;yetecomac_jurisdiccion_nes;~~REDIRECT>yetecomac_jurisdiccion_nes~~;NEMXYEJC;1531;1599;1561;;;;Nueva España;Jurisdiccion;;20.15222;-98.87028
JCNEMXZA;Zayula;Zayula @ Zayula y Tlauililpa @ Sayula;Jurisdiccion;Mexico;NES;zayula_jurisdiccion_nes;~~REDIRECT>zayula_jurisdiccion_nes~~;NEMXZAJC;1551;1599;1557;;;;Nueva España;Jurisdiccion;;20.19806;-99.39667
JCNEMXZI;Zinguiluca;Zinguiluca @ Singuiluca @ Cinguiluca;Jurisdiccion;Mexico;NES;zinguiluca_jurisdiccion_nes;~~REDIRECT>zinguiluca_jurisdiccion_nes~~;NEMXZIJC;1544;1653;1576;;;;Nueva España;Jurisdiccion;;19.96778;-98.51694
JCNEOAAM;Amoltepec;Amoltepec @;Jurisdiccion;Oaxaca;NES;amoltepec_jurisdiccion_nes;~~REDIRECT>amoltepec_jurisdiccion_nes~~;NEOAAMJC;1545;1579;1668;;;;Nueva España;Jurisdiccion;;90;0
JCNEOAAY;Ayautla y Tepeapa;Ayautla y Tepeapa @ Ayautla y Tepeaca;Jurisdiccion;Oaxaca;NES;ayautla_y_tepeapa_jurisdiccion_nes;~~REDIRECT>ayautla_y_tepeapa_jurisdiccion_nes~~;NEOAAYJC;1534;1599;1568;;;;Nueva España;Jurisdiccion;;18.03056;-96.66944
JCNEOACC;Chichicapa;Chichicapa @ Santa Catalina de Chichicapa @ Chichicapa y Tetiquipa;Jurisdiccion;Oaxaca;NES;chichicapa_jurisdiccion_nes;~~REDIRECT>chichicapa_jurisdiccion_nes~~;NEOACCJC;1534;1686;1469;;;;Nueva España;Jurisdiccion;;16.76111;-96.49028
JCNEOACH;Chimaltepec;Chimaltepec @;Jurisdiccion;Oaxaca;NES;chimaltepec_jurisdiccion_nes;~~REDIRECT>chimaltepec_jurisdiccion_nes~~;NEOACHJC;1553;1599;1515;;;;Nueva España;indefinido;;90;0
JCNEOACI;Cilacayoapa;Cilacayoapa @ Silacayoapam;Jurisdiccion;Oaxaca;NES;cilacayoapa_jurisdiccion_nes;~~REDIRECT>cilacayoapa_jurisdiccion_nes~~;NEOACIJC;1570;1578;1488;;;;Nueva España;indefinido;;17.5025;-98.14028
JCNEOACN;Cuahuitlan;Cuahuitlan @ Coahuitlan @ Icpatepec @ Hicpaltepeque @ Coahuitlan y Tututepec;Jurisdiccion;Oaxaca;NES;cuahuitlan_jurisdiccion_nes;~~REDIRECT>cuahuitlan_jurisdiccion_nes~~;NEOACNJC;1534;1581;1732;;;;Nueva España;Jurisdiccion;;90;0
JCNEOACO;Coatlan e Ixpaltepec;Coatlan e Ixpaltepec @;Jurisdiccion;Oaxaca;NES;coatlan_e_ixpaltepec_jurisdiccion_nes;~~REDIRECT>coatlan_e_ixpaltepec_jurisdiccion_nes~~;NEOACOJC;1553;1599;1514;;;;Nueva España;indefinido;;90;0
JCNEOACT;Cuicatlan;Cuicatlan @ Cuicatlan y Tecomavaca;Partido;Oaxaca;NES;cuicatlan_partido_nes;~~REDIRECT>cuicatlan_partido_nes~~;NEOACTJC;1548;1808;1033;;;;Nueva España;Partido;;17.79861;-96.95972
JCNEOACU;Cuestlahuaca;Cuestlahuaca @ Cuestlaguaca;Jurisdiccion;Oaxaca;NES;cuestlahuaca_jurisdiccion_nes;~~REDIRECT>cuestlahuaca_jurisdiccion_nes~~;NEOACUJC;1534;1599;1564;;;;Nueva España;indefinido;;17.72361;-97.32361
JCNEOACZ;Cozautepec;Cozautepec @ Cozautepec y Amatlan;Jurisdiccion;Oaxaca;NES;cozautepec_jurisdiccion_nes;~~REDIRECT>cozautepec_jurisdiccion_nes~~;NEOACZJC;1535;1558;1471;;;;Nueva España;Jurisdiccion;;15.80972;-96.72333
JCNEOAGP;Guapanapa;Guapanapa @;Jurisdiccion;Oaxaca;NES;guapanapa_jurisdiccion_nes;~~REDIRECT>guapanapa_jurisdiccion_nes~~;NEOAGPJC;1531;1599;1485;;;;Nueva España;indefinido;;18.13778;-97.67222
JCNEOAGU;Guautla;Guautla @ Guautla y Tututepetongo;Jurisdiccion;Oaxaca;NES;guautla_jurisdiccion_nes;~~REDIRECT>guautla_jurisdiccion_nes~~;NEOAGUJC;1563;1599;1671;;;;Nueva España;indefinido;;90;0
JCNEOAMC;Malacatepec y Camotlan;Malacatepec y Camotlan @;Jurisdiccion;Oaxaca;NES;malacatepec_y_camotlan_jurisdiccion_nes;~~REDIRECT>malacatepec_y_camotlan_jurisdiccion_nes~~;NEOAMCJC;1553;1599;1516;;;;Nueva España;indefinido;;16.945;-95.71111
JCNEOAOZ;Ozelotepec;Ozelotepec @ Ozelotepeque;Jurisdiccion;Oaxaca;NES;ozelotepec_jurisdiccion_nes;~~REDIRECT>ozelotepec_jurisdiccion_nes~~;NEOAOZJC;1549;1558;1472;;;;Nueva España;Jurisdiccion;;16.13111;-96.25833
JCNEOAPC;Puctla;Puctla @;Jurisdiccion;Oaxaca;NES;puctla_jurisdiccion_nes;~~REDIRECT>puctla_jurisdiccion_nes~~;NEOAPCJC;1569;1579;1672;;;;Nueva España;indefinido;;90;0
JCNEOAPH;Peñol de Huelamos;Peñol de Huelamos @ Maxaltepec;Jurisdiccion;Oaxaca;NES;penol_de_huelamos_jurisdiccion_nes;~~REDIRECT>penol_de_huelamos_jurisdiccion_nes~~;NEOAPHJC;1534;1599;1518;;;;Nueva España;indefinido;;90;0
JCNEOAPO;Pochutla;Pochutla @ Pochutla y Tonameca;Jurisdiccion;Oaxaca;NES;pochutla_jurisdiccion_nes;~~REDIRECT>pochutla_jurisdiccion_nes~~;NEOAPOJC;1531;1599;1482;;;;Nueva España;indefinido;;90;0
JCNEOAPP;Papaloticpac;Papaloticpac @ Papaloticpac y Tepeuzila @ Papalo;Partido;Oaxaca;NES;papaloticpac_partido_nes;~~REDIRECT>papaloticpac_partido_nes~~;NEOAPPJC;1541;1808;1034;;;;Nueva España;Partido;;17.7825;-96.79722
JCNEOAQU;Quiabecuza;Quiabecuza @;Jurisdiccion;Oaxaca;NES;quiabecuza_jurisdiccion_nes;~~REDIRECT>quiabecuza_jurisdiccion_nes~~;NEOAQUJC;1553;1599;1519;;;;Nueva España;indefinido;;16.86167;-95.71306
JCNEOASU;Suchitepec;Suchitepec @ Suchitepeque;Jurisdiccion;Oaxaca;NES;suchitepec_jurisdiccion_nes;~~REDIRECT>suchitepec_jurisdiccion_nes~~;NEOASUJC;1531;1599;1483;;;;Nueva España;indefinido;;90;0
JCNEOATC;Teotitlan del Camino;Teotitlan del Camino @ Teutitlan del Camino @ Teutitlan de los Cues;Jurisdiccion;Oaxaca;NES;teotitlan_del_camino_jurisdiccion_nes;~~REDIRECT>teotitlan_del_camino_jurisdiccion_nes~~;NEOATCJC;1531;1808;1570;;;;Nueva España;Jurisdiccion;;18.1325;-97.07222
JCNEOATE;Tecomabaca y Quiotepec;Tecomabaca y Quiotepec @ Tecomavaca @;Jurisdiccion;Oaxaca;NES;tecomabaca_y_quiotepec_jurisdiccion_nes;~~REDIRECT>tecomabaca_y_quiotepec_jurisdiccion_nes~~;NEOATEJC;1531;1630;1571;;;;Nueva España;Jurisdiccion;;90;0
JCNEOATH;Tlahuitaltepec;Tlahuitaltepec @;Jurisdiccion;Oaxaca;NES;tlahuitaltepec_jurisdiccion_nes;~~REDIRECT>tlahuitaltepec_jurisdiccion_nes~~;NEOATHJC;1553;1599;1521;;;;Nueva España;indefinido;;90;0
JCNEOATI;Tilantongo;Tilantongo @ Tilantongo, Mitlantongo y Tamazola;Jurisdiccion;Oaxaca;NES;tilantongo_jurisdiccion_nes;~~REDIRECT>tilantongo_jurisdiccion_nes~~;NEOATIJC;1566;1688;1722;;;;Nueva España;Jurisdiccion;;90;0
JCNEOATL;Tlapacaltepec;Tlapacaltepec @;Jurisdiccion;Oaxaca;NES;tlapacaltepec_jurisdiccion_nes;~~REDIRECT>tlapacaltepec_jurisdiccion_nes~~;NEOATLJC;1534;1599;1522;;;;Nueva España;indefinido;;90;0
JCNEOATO;Tonala;Tonala @ Tonala y  Minas de Cilacayoapa @ Tonala y Tlapacingo @ Igualapan;Jurisdiccion;Oaxaca;NES;tonala_jurisdiccion_nes;~~REDIRECT>tonala_jurisdiccion_nes~~;NEOATOJC;1531;1808;1486;;;;Nueva España;Jurisdiccion;;17.675;-97.9625
JCNEOATP;Tepetotutla;Tepetotutla @;Jurisdiccion;Oaxaca;NES;tepetotutla_jurisdiccion_nes;~~REDIRECT>tepetotutla_jurisdiccion_nes~~;NEOATPJC;1580;1599;1551;;;;Nueva España;Jurisdiccion;;17.73833;-96.55833
JCNEOATQ;Tetiquipa;Tetiquipa @ Tetiquipa y Rio Hondo @ Rio Hondo;Jurisdiccion;Oaxaca;NES;tetiquipa_jurisdiccion_nes;~~REDIRECT>tetiquipa_jurisdiccion_nes~~;NEOATQJC;1559;1598;1470;;;;Nueva España;Jurisdiccion;;16.1425;-96.44944
JCNEOATT;Tetipac;Tetipac @ Teticpac @ Teiticpac @ Teitipac @ Tectipac @ Tecticpac @ Tetipaque @ Teitipaque @ Tectipaque @ Teticpaque @ Teiticpaque @ Tecticpaque;Jurisdiccion;Oaxaca;NES;tetipac_jurisdiccion_nes;~~REDIRECT>tetipac_jurisdiccion_nes~~;NEOATTJC;1531;1598;1468;;;;Nueva España;Jurisdiccion;;16.90361;-96.55833
JCNEOATU;Tuctla;Tuctla @ Tutla;Jurisdiccion;Oaxaca;NES;tuctla_jurisdiccion_nes;~~REDIRECT>tuctla_jurisdiccion_nes~~;NEOATUJC;1531;1554;1487;;;;Nueva España;indefinido;;17.70444;-97.64028
JCNEOATX;Texupa;Texupa @;Jurisdiccion;Oaxaca;NES;texupa_jurisdiccion_nes;~~REDIRECT>texupa_jurisdiccion_nes~~;NEOATXJC;1534;1599;1563;;;;Nueva España;Jurisdiccion;;17.6625;-97.47083
JCNEOATZ;Tizatepec;Tizatepec @;Jurisdiccion;Oaxaca;NES;tizatepec_jurisdiccion_nes;~~REDIRECT>tizatepec_jurisdiccion_nes~~;NEOATZJC;1553;1599;1520;;;;Nueva España;indefinido;;90;0
