Entidad;tipo;Label;Ent_sup;sup_tipo;sup_Label;START;START_ex;END;END_ex;St_i;St_i_ex;END_i;END_i_ex;S;E;auto;clip;sup_is_cabecera
JUSDLUNO;Partido;Resto de Luisiana;JUSDFLFW;Gobernacion;Florida occidental;1804;exact;1808;hgis;1781;exact;1808;hgis;1804;1808;590;;
JUSDCVRE;Jurisdiccion;Remedios;JUSDLHCV;Gobernacion;Trinidad;1701;hgis;1808;hgis;1786;exact;1790;exact;1786;1790;591;;
JUSDCVSS;Jurisdiccion;Sancti Spiritus;JUSDLHCV;Gobernacion;Trinidad;1701;hgis;1808;hgis;1786;exact;1790;exact;1786;1790;592;;
JUSDCVTR;Jurisdiccion;Trinidad;JUSDLHCV;Gobernacion;Trinidad;1701;hgis;1808;hgis;1786;exact;1790;exact;1786;1790;593;dontclip;
JUSDCVVC;Jurisdiccion;Santa Clara;JUSDLHCV;Gobernacion;Trinidad;1701;hgis;1808;hgis;1786;exact;1790;exact;1786;1790;594;;
JUSDCVRE;Jurisdiccion;Remedios;JUSDLHCV;Tenencia de gobierno;Cuatro Villas;1701;hgis;1808;hgis;1111;start;1785;exact;1701;1785;595;;
JUSDCVSS;Jurisdiccion;Sancti Spiritus;JUSDLHCV;Tenencia de gobierno;Cuatro Villas;1701;hgis;1808;hgis;1111;start;1785;exact;1701;1785;596;;
JUSDCVTR;Jurisdiccion;Trinidad;JUSDLHCV;Tenencia de gobierno;Cuatro Villas;1701;hgis;1808;hgis;1111;start;1785;exact;1701;1785;597;dontclip;
JUSDCVVC;Jurisdiccion;Santa Clara;JUSDLHCV;Tenencia de gobierno;Cuatro Villas;1701;hgis;1808;hgis;1111;start;1785;exact;1701;1785;598;;
JUSDCVRE;Jurisdiccion;Remedios;JUSDLHCV;Tenencia de gobierno;Cuatro Villas;1701;hgis;1808;hgis;1791;exact;1808;hgis;1791;1808;599;;
JUSDCVSS;Jurisdiccion;Sancti Spiritus;JUSDLHCV;Tenencia de gobierno;Cuatro Villas;1701;hgis;1808;hgis;1791;exact;1808;hgis;1791;1808;600;;
JUSDCVTR;Jurisdiccion;Trinidad;JUSDLHCV;Tenencia de gobierno;Cuatro Villas;1701;hgis;1808;hgis;1791;exact;1808;hgis;1791;1808;601;dontclip;
JUSDCVVC;Jurisdiccion;Santa Clara;JUSDLHCV;Tenencia de gobierno;Cuatro Villas;1701;hgis;1808;hgis;1791;exact;1808;hgis;1791;1808;602;;
PTSDFIFI;Partido;Filipinas;JUSDLHFI;Tenencia de gobierno;Filipinas;1774;exact;1808;hgis;1774;exact;1808;hgis;1774;1808;603;dontclip;
PTSDFIJM;Partido politico;San Juan y Martinez;JUSDLHFI;Tenencia de gobierno;Filipinas;1774;exact;1808;hgis;1774;exact;1808;hgis;1774;1808;604;;
PTSDFICS;Partido politico;Consolidacion del Sur;JUSDLHFI;Tenencia de gobierno;Filipinas;1774;exact;1808;hgis;1774;exact;1808;hgis;1774;1808;605;;
PTSDFIGN;Partido politico;Mantua;JUSDLHFI;Tenencia de gobierno;Filipinas;1774;exact;1808;hgis;1774;exact;1808;hgis;1774;1808;606;;
PTSDFIGS;Partido politico;Guane;JUSDLHFI;Tenencia de gobierno;Filipinas;1774;exact;1808;hgis;1774;exact;1808;hgis;1774;1808;607;;
PTSDFICN;Partido politico;Consolacion del Norte;JUSDLHFI;Tenencia de gobierno;Filipinas;1774;exact;1808;hgis;1774;exact;1808;hgis;1774;1808;608;;
PTSDLHGI;Partido politico;Gibacoa;PRSDLH00;Gobernacion;La Habana;1765;exact;1808;hgis;1701;hgis;1808;hgis;1765;1808;609;;cabecera
PTSDLHBJ;Partido politico;Bajurayabo;PRSDLH00;Gobernacion;La Habana;1765;exact;1808;hgis;1701;hgis;1808;hgis;1765;1808;610;;cabecera
PTSDLHPO;Partido politico;Potosi;PRSDLH00;Gobernacion;La Habana;1786;ca;1808;hgis;1701;hgis;1808;hgis;1786;1808;611;;cabecera
PTSDLHPA;Partido politico;Palacios;PRSDLH00;Gobernacion;La Habana;1808;not_after;1808;hgis;1701;hgis;1808;hgis;1808;1808;612;;cabecera
PTSDLHME;Partido politico;Melena del Sur;PRSDLH00;Gobernacion;La Habana;1765;exact;1808;hgis;1701;hgis;1808;hgis;1765;1808;613;;cabecera
PTSDLHMA;Partido politico;Mariel;PRSDLH00;Gobernacion;La Habana;1801;not_before;1808;hgis;1701;hgis;1808;hgis;1801;1808;614;;cabecera
PTSDLHMR;Partido politico;Marianao;PRSDLH00;Gobernacion;La Habana;1765;exact;1808;hgis;1701;hgis;1808;hgis;1765;1808;615;;cabecera
PTSDLHMN;Partido politico;Managua;PRSDLH00;Gobernacion;La Habana;1765;exact;1808;hgis;1701;hgis;1808;hgis;1765;1808;616;;cabecera
PTSDLHMC;Partido politico;Macuriges;PRSDLH00;Gobernacion;La Habana;1765;exact;1808;hgis;1701;hgis;1808;hgis;1765;1808;617;;cabecera
PTSDLHLU;Partido politico;Luyano;PRSDLH00;Gobernacion;La Habana;1765;exact;1808;hgis;1701;hgis;1808;hgis;1765;1808;618;;cabecera
PTSDLHJM;Partido politico;Jesus Maria;PRSDLH00;Gobernacion;La Habana;1765;exact;1808;hgis;1701;hgis;1808;hgis;1765;1808;619;;cabecera
PTSDLHGO;Partido politico;Gobea;PRSDLH00;Gobernacion;La Habana;1765;exact;1808;hgis;1701;hgis;1808;hgis;1765;1808;620;;cabecera
PTSDLHCV;Partido politico;Calvario;PRSDLH00;Gobernacion;La Habana;1765;exact;1808;hgis;1701;hgis;1808;hgis;1765;1808;621;;cabecera
PTSDLHPZ;Partido politico;Pozas;PRSDLH00;Gobernacion;La Habana;1801;not_before;1808;hgis;1701;hgis;1808;hgis;1801;1808;622;;cabecera
PTSDLHBB;Partido politico;Batabano;PRSDLH00;Gobernacion;La Habana;1765;exact;1808;hgis;1701;hgis;1808;hgis;1765;1808;623;;cabecera
PTSDLHSD;Partido politico;San Diego;PRSDLH00;Gobernacion;La Habana;1808;not_after;1808;hgis;1701;hgis;1808;hgis;1808;1808;624;;cabecera
PTSDLHBT;Partido politico;Bauta;PRSDLH00;Gobernacion;La Habana;1765;exact;1808;hgis;1701;hgis;1808;hgis;1765;1808;625;;cabecera
PTSDLHGA;Partido politico;Gabriel;PRSDLH00;Gobernacion;La Habana;1786;exact;1808;hgis;1701;hgis;1808;hgis;1786;1808;626;;cabecera
PTSDLHBA;Territorio ocupado;Bahamas;PRSDLH00;Gobernacion;La Habana;1782;exact;1782;exact;1701;hgis;1808;hgis;1782;1782;627;;cabecera
PTSDLHCY;Partido politico;Cayajabos;PRSDLH00;Gobernacion;La Habana;1807;not_after;1808;hgis;1701;hgis;1808;hgis;1807;1808;628;;cabecera
PTSDLHBV;Partido politico;Buenaventura;PRSDLH00;Gobernacion;La Habana;1786;exact;1808;hgis;1701;hgis;1808;hgis;1786;1808;629;;cabecera
PTSDLHCA;Partido politico;Canoa;PRSDLH00;Gobernacion;La Habana;1792;ca;1808;hgis;1701;hgis;1808;hgis;1792;1808;630;;cabecera
PTSDLHCO;Partido politico;Cano;PRSDLH00;Gobernacion;La Habana;1765;exact;1808;hgis;1701;hgis;1808;hgis;1765;1808;631;;cabecera
PTSDLHMO;Partido politico;Jesus del Monte;PRSDLH00;Gobernacion;La Habana;1765;exact;1808;hgis;1701;hgis;1808;hgis;1765;1808;632;;cabecera
PTSDLHGD;Partido politico;Guadalupe;PRSDLH00;Gobernacion;La Habana;1765;exact;1808;hgis;1701;hgis;1808;hgis;1765;1808;633;;cabecera
PTSDLHWA;Partido politico;Wajay;PRSDLH00;Gobernacion;La Habana;1765;exact;1808;hgis;1701;hgis;1808;hgis;1765;1808;634;;cabecera
PTSDLHGJ;Partido politico;Guanajay;PRSDLH00;Gobernacion;La Habana;1765;exact;1808;hgis;1701;hgis;1808;hgis;1765;1808;635;;cabecera
PTSDLHGR;Partido politico;Guara;PRSDLH00;Gobernacion;La Habana;1765;exact;1808;hgis;1701;hgis;1808;hgis;1765;1808;636;;cabecera
PTSDLHGS;Partido politico;Guasabacoa;PRSDLH00;Gobernacion;La Habana;1765;exact;1808;hgis;1701;hgis;1808;hgis;1765;1808;637;;cabecera
PTSDLHGT;Partido politico;Guatao;PRSDLH00;Gobernacion;La Habana;1765;exact;1808;hgis;1701;hgis;1808;hgis;1765;1808;638;;cabecera
PTSDLHGN;Partido politico;Guines;PRSDLH00;Gobernacion;La Habana;1765;exact;1808;hgis;1701;hgis;1808;hgis;1765;1808;639;;cabecera
PTSDLHHA;Partido politico;Hanabana;PRSDLH00;Gobernacion;La Habana;1765;exact;1808;hgis;1701;hgis;1808;hgis;1765;1808;640;;cabecera
PTSDLHHO;Partido politico;Horcon;PRSDLH00;Gobernacion;La Habana;1765;exact;1808;hgis;1701;hgis;1808;hgis;1765;1808;641;;cabecera
PTSDLHPI;Tenencia a Guerra;Isla de Pinos;PRSDLH00;Gobernacion;La Habana;1778;exact;1808;hgis;1701;hgis;1808;hgis;1778;1808;642;;cabecera
PTSDLHBH;Partido politico;Bahia Honda;PRSDLH00;Gobernacion;La Habana;1765;exact;1808;hgis;1701;hgis;1808;hgis;1765;1808;643;;cabecera
PTSDLHAL;Partido politico;Alvarez;PRSDLH00;Gobernacion;La Habana;1765;exact;1808;hgis;1701;hgis;1808;hgis;1765;1808;644;;cabecera
PTSDLHRE;Partido politico;Regla;PRSDLH00;Gobernacion;La Habana;1765;exact;1808;hgis;1701;hgis;1808;hgis;1765;1808;645;;cabecera
PTSDLHYA;Partido politico;Yaguaramas;PRSDLH00;Gobernacion;La Habana;1788;exact;1808;hgis;1701;hgis;1808;hgis;1788;1808;646;;cabecera
PTSDLHPR;Partido politico;Prensa;PRSDLH00;Gobernacion;La Habana;1765;exact;1808;hgis;1701;hgis;1808;hgis;1765;1808;647;;cabecera
PTSDLHTA;Partido politico;Tapaste;PRSDLH00;Gobernacion;La Habana;1795;ca;1808;hgis;1701;hgis;1808;hgis;1795;1808;648;;cabecera
PTSDLHSC;Partido politico;Los Pinos;PRSDLH00;Gobernacion;La Habana;1765;exact;1808;hgis;1701;hgis;1808;hgis;1765;1808;649;;cabecera
PTSDLHSP;Partido politico;San Pedro;PRSDLH00;Gobernacion;La Habana;1765;exact;1808;hgis;1701;hgis;1808;hgis;1765;1808;650;;cabecera
PTSDLHMP;Partido politico;San Miguel;PRSDLH00;Gobernacion;La Habana;1765;exact;1808;hgis;1701;hgis;1808;hgis;1765;1808;651;;cabecera
PTSDLHSM;Partido politico;San Marcos;PRSDLH00;Gobernacion;La Habana;1765;exact;1808;hgis;1701;hgis;1808;hgis;1765;1808;652;;cabecera
PTSDLHLC;Partido politico;San Luis de la Ceiba;PRSDLH00;Gobernacion;La Habana;1765;not_before;1808;hgis;1701;hgis;1808;hgis;1765;1808;653;;cabecera
PTSDLHSL;Partido politico;San Lazaro;PRSDLH00;Gobernacion;La Habana;1765;exact;1808;hgis;1701;hgis;1808;hgis;1765;1808;654;;cabecera
PTSDLHSJ;Partido politico;San Jeronimo;PRSDLH00;Gobernacion;La Habana;1788;ca;1808;hgis;1701;hgis;1808;hgis;1788;1808;655;;cabecera
PTSDLHGY;Partido politico;Guajaybon;PRSDLH00;Gobernacion;La Habana;1765;exact;1808;hgis;1701;hgis;1808;hgis;1765;1808;656;;cabecera
PTSDLHRI;Partido politico;El Rincon;PRSDLH00;Gobernacion;La Habana;1765;exact;1808;hgis;1701;hgis;1808;hgis;1765;1808;657;;cabecera
PTSDLHAA;Partido politico;Arroyo Arenas;PRSDLH00;Gobernacion;La Habana;1765;exact;1808;hgis;1701;hgis;1808;hgis;1765;1808;658;;cabecera
PTSDFIGN;Partido politico;Mantua;PRSDLH00;Gobernacion;La Habana;1765;exact;1773;exact;1701;hgis;1808;hgis;1765;1773;659;;cabecera
PTSDFIGN;Partido politico;Mantua;PRSDLH00;Gobernacion;La Habana;1765;exact;1773;exact;1701;hgis;1808;hgis;1765;1773;660;;cabecera
PTSDFIFI;Partido politico;Filipinas;PRSDLH00;Gobernacion;La Habana;1765;exact;1773;exact;1701;hgis;1808;hgis;1765;1773;661;;cabecera
PTSDFICS;Partido politico;Consolidacion del Sur;PRSDLH00;Gobernacion;La Habana;1765;exact;1773;exact;1701;hgis;1808;hgis;1765;1773;662;;cabecera
PTSDFICN;Partido politico;Consolacion del Norte;PRSDLH00;Gobernacion;La Habana;1765;exact;1773;exact;1701;hgis;1808;hgis;1765;1773;663;;cabecera
PTSDFIGS;Partido politico;Guane;PRSDLH00;Gobernacion;La Habana;1765;exact;1773;exact;1701;hgis;1808;hgis;1765;1773;664;;cabecera
PTSDFIJM;Partido politico;San Juan y Martinez;PRSDLH00;Gobernacion;La Habana;1765;exact;1773;exact;1701;hgis;1808;hgis;1765;1773;665;;cabecera
PTSDLHQU;Partido;Quemado;PRSDLH00;Gobernacion;La Habana;1765;not_before;9999;end;1701;hgis;1808;hgis;1765;1808;666;;cabecera
PTSDMARS;Partido politico;Rioblanco del Sur;JUSDLHMA;Jurisdiccion;Matanzas;1786;exact;1808;hgis;1701;hgis;1808;hgis;1786;1808;667;;
PTSDMAYU;Partido politico;Yumuri;JUSDLHMA;Jurisdiccion;Matanzas;1805;not_after;1808;hgis;1701;hgis;1808;hgis;1805;1808;668;;
PTSDMARN;Partido politico;Rioblanco del Norte;JUSDLHMA;Jurisdiccion;Matanzas;1786;exact;1808;hgis;1701;hgis;1808;hgis;1786;1808;669;;
PTSDMAGM;Partido politico;Guamutas;JUSDLHMA;Jurisdiccion;Matanzas;1765;exact;1808;hgis;1701;hgis;1808;hgis;1765;1808;670;;
PTSDMAGC;Partido politico;Guamacaro;JUSDLHMA;Jurisdiccion;Matanzas;1765;exact;1808;hgis;1701;hgis;1808;hgis;1765;1808;671;;
PTSDMACM;Partido politico;Cuabal de Madruga;JUSDLHMA;Jurisdiccion;Matanzas;1790;not_before;1808;hgis;1701;hgis;1808;hgis;1790;1808;672;;
PTSDMALP;Partido politico;Los Palos;JUSDLHMA;Jurisdiccion;Matanzas;1808;not_after;1808;hgis;1701;hgis;1808;hgis;1808;1808;673;;
PTSDMAAG;Partido politico;Aguacate;JUSDLHMA;Jurisdiccion;Matanzas;1790;ca;1808;hgis;1701;hgis;1808;hgis;1790;1808;674;;
PTSDMASA;Partido politico;Santa Ana;JUSDLHMA;Jurisdiccion;Matanzas;1765;exact;1808;hgis;1701;hgis;1808;hgis;1765;1808;675;;
PTSDMANA;Partido politico;Naranjal;JUSDLHMA;Jurisdiccion;Matanzas;1765;exact;1808;hgis;1701;hgis;1808;hgis;1765;1808;676;;
PTSDSDDA;Comandancia;Dajabon;JUSDSDFN;Gobernacion de Armas-Tenencia de gobierno;Frontera del Norte;1768;exact;1794;exact;1765;exact;1794;exact;1768;1794;677;;
JUSDSDSR;Jurisdiccion;San Rafael;JUSDSDFS;Gobernacion de Armas-Tenencia de gobierno;Frontera del Sur;1765;exact;1794;exact;1765;exact;1794;exact;1765;1794;678;;
JUSDSDBA;Jurisdiccion;Banica;JUSDSDFS;Gobernacion de Armas-Tenencia de gobierno;Frontera del Sur;1765;exact;1794;exact;1765;exact;1794;exact;1765;1794;679;;
JUSDSDHI;Jurisdiccion;Hincha;JUSDSDFS;Gobernacion de Armas-Tenencia de gobierno;Frontera del Sur;1765;exact;1794;exact;1765;exact;1794;exact;1765;1794;680;;
PTSDSDLC;Partido;Las Cahobas;JUSDSDFS;Gobernacion de Armas-Tenencia de gobierno;Frontera del Sur;1769;exact;1794;exact;1765;exact;1794;exact;1769;1794;681;;
PTSDSDSA;Partido;Santiago;JUSDSDSA;Alcaldia Mayor;Santiago;1701;hgis;1704;exact;1701;hgis;1799;exact;1701;1704;682;dontclip;
PTSDSDSB;Partido;Sabana de Mar;JUSDSDSS;Gobernacion de Armas-Tenencia de gobierno;Samana;1760;exact;1794;exact;1765;exact;1794;exact;1765;1794;683;;
PTSDSDSM;Partido;Samana;JUSDSDSS;Gobernacion de Armas-Tenencia de gobierno;Samana;1756;exact;1794;exact;1765;exact;1794;exact;1765;1794;684;dontclip;
PTSDSDSM;Partido;Samana;JUSDSDSS;Gobernacion de Armas;Samana;1756;exact;1794;exact;1756;not_before;1759;not_before;1756;1759;685;dontclip;
PTSDSDSB;Partido;Sabana de Mar;JUSDSDSS;Gobernacion de Armas;Samana;1760;exact;1794;exact;1760;not_before;1764;exact;1760;1764;686;;
PTSDSDSM;Partido;Samana;JUSDSDSS;Gobernacion de Armas;Samana;1756;exact;1794;exact;1760;not_before;1764;exact;1760;1764;687;dontclip;
PTVECAAR;Partido;Valles de Aragua;PRVECA00;Gobernacion-Comandancia General;Caracas;1701;hgis;1808;hgis;1577;exact;1808;hgis;1701;1808;688;;cabecera
PTVECALG;Partido;La Guaira;PRVECA00;Gobernacion-Comandancia General;Caracas;1111;start;9999;end;1577;exact;1808;hgis;1577;1808;689;;cabecera
PTVECAGU;Partido;Valles de Caucagua;PRVECA00;Gobernacion-Comandancia General;Caracas;1111;start;9999;end;1577;exact;1808;hgis;1577;1808;690;;cabecera
PTVECATU;Partido;Valles de Tuy;PRVECA00;Gobernacion-Comandancia General;Caracas;1111;start;9999;end;1577;exact;1808;hgis;1577;1808;691;;cabecera
PTVECALG;Partido;La Guaira;PRVECA00;Gobernacion-Capitania General;Venezuela;1111;start;9999;end;1567;exact;1576;exact;1567;1576;692;;cabecera
PTVECAGU;Partido;Valles de Caucagua;PRVECA00;Gobernacion-Capitania General;Venezuela;1111;start;9999;end;1567;exact;1576;exact;1567;1576;693;;cabecera
PTVECATU;Partido;Valles de Tuy;PRVECA00;Gobernacion-Capitania General;Venezuela;1111;start;9999;end;1567;exact;1576;exact;1567;1576;694;;cabecera
PTVEMCLL;Misiones;Llanos de Barinas;JUVEMCBA;Jurisdiccion;Barinas;1701;hgis;1808;hgis;1577;exact;1808;hgis;1701;1808;695;;
PTVEMCSI;Partido;Sinamaica;PRVEMC00;Gobernacion-Intendencia;Maracaibo;1790;not_before;1808;hgis;1682;exact;1808;hgis;1790;1808;696;;cabecera
JUVEMCPJ;Partido;Perija;PRVEMC00;Gobernacion-Capitania General;Merida;1722;ca;1775;not_before;1682;exact;1808;hgis;1722;1775;697;;cabecera
OBGUCY00;Obispado;Honduras;OBGUGU00;Arzobispado;Guatemala;1743;exact;1808;hgis;1743;exact;1808;hgis;1743;1808;698;;
OBGUCH00;Obispado;Chiapas;OBGUGU00;Arzobispado;Guatemala;1743;exact;1808;hgis;1743;exact;1808;hgis;1743;1808;699;;
OBNEOA00;Obispado;Oaxaca;OBNEMX00;Arzobispado;Mexico;1535;exact;1808;hgis;1546;exact;1808;hgis;1546;1808;700;;
OBGDSO00;Obispado;Sonora;OBNEMX00;Arzobispado;Mexico;1783;exact;1808;hgis;1546;exact;1808;hgis;1783;1808;701;;
OBNEMI00;Obispado;Michoacan;OBNEMX00;Arzobispado;Mexico;1580;exact;1808;hgis;1546;exact;1808;hgis;1580;1808;702;;
OBGUVP00;Obispado;Verapaz;OBNEMX00;Arzobispado;Mexico;1561;exact;1602;exact;1546;exact;1808;hgis;1561;1602;703;;
OBNEPU00;Obispado;Tlaxcala;OBNEMX00;Arzobispado;Mexico;1544;exact;1808;hgis;1546;exact;1808;hgis;1546;1808;704;;
OBGDMO00;Obispado;Monterrey;OBNEMX00;Arzobispado;Mexico;1779;exact;1808;hgis;1546;exact;1808;hgis;1779;1808;705;;
OBGUGU00;Obispado;Guatemala;OBNEMX00;Arzobispado;Mexico;1534;exact;1742;exact;1546;exact;1808;hgis;1546;1742;706;;
OBGDDU00;Obispado;Durango;OBNEMX00;Arzobispado;Mexico;1620;exact;1808;hgis;1546;exact;1808;hgis;1620;1808;707;;
OBNEYU00;Obispado;Yucatan;OBNEMX00;Arzobispado;Mexico;1561;exact;1808;hgis;1546;exact;1808;hgis;1561;1808;708;;
OBGDGD00;Obispado;Guadalajara;OBNEMX00;Arzobispado;Mexico;1548;exact;1808;hgis;1546;exact;1808;hgis;1548;1808;709;;
OBGUCH00;Obispado;Chiapas;OBNEMX00;Arzobispado;Mexico;1544;exact;1742;exact;1546;exact;1808;hgis;1546;1742;710;;
OBGUCY00;Obispado;Honduras;OBNEMX00;Arzobispado;Mexico;1561;exact;1808;exact;1546;exact;1808;hgis;1561;1808;711;;
OBNEOA00;Obispado;Oaxaca;OBNEMX00;Obispado;Mexico;1535;exact;1808;hgis;1530;exact;1545;exact;1535;1545;712;;
OBNEPU00;Obispado;Tlaxcala;OBNEMX00;Obispado;Mexico;1544;exact;1808;hgis;1530;exact;1545;exact;1544;1545;713;;
OBGUGU00;Obispado;Guatemala;OBNEMX00;Obispado;Mexico;1534;exact;1742;exact;1530;exact;1545;exact;1534;1545;714;;
OBGUCH00;Obispado;Chiapas;OBNEMX00;Obispado;Mexico;1544;exact;1742;exact;1530;exact;1545;exact;1544;1545;715;;
OBNGCA00;Obispado;Cartagena;OBNGSF00;Arzobispado;Santa Fe;1564;exact;1808;hgis;1564;exact;1808;hgis;1564;1808;716;;
OBNGSM00;Obispado;Santa Marta;OBNGSF00;Arzobispado;Santa Fe;1564;exact;1808;hgis;1564;exact;1808;hgis;1564;1808;717;;
OBPECU00;Obispado;Cuzco;OBPELI00;Arzobispado;Lima;1546;exact;1808;hgis;1546;exact;1808;hgis;1546;1808;718;;
OBRPPA00;Obispado;Paraguay;OBPELI00;Arzobispado;Lima;1547;exact;1808;hgis;1546;exact;1808;hgis;1547;1808;719;;
OBCCCC00;Obispado;La Plata;OBPELI00;Arzobispado;Lima;1563;exact;1608;exact;1546;exact;1808;hgis;1563;1608;720;;
OBCCLP00;Obispado;La Paz;OBPELI00;Arzobispado;Lima;1605;exact;1808;hgis;1546;exact;1808;hgis;1605;1808;721;;
OBQUQU00;Obispado;Quito;OBPELI00;Arzobispado;Lima;1546;exact;1808;hgis;1546;exact;1808;hgis;1546;1808;722;;
OBGULE00;Obispado;Leon;OBPELI00;Arzobispado;Lima;1546;exact;1742;exact;1546;exact;1808;hgis;1546;1742;723;;
OBQUCU00;Obispado;Cuenca;OBPELI00;Arzobispado;Lima;1787;exact;1808;hgis;1546;exact;1808;hgis;1787;1808;724;;
OBPEAR00;Obispado;Arequipa;OBPELI00;Arzobispado;Lima;1612;exact;1808;hgis;1546;exact;1808;hgis;1612;1808;725;;
OBPETR00;Obispado;Trujillo;OBPELI00;Arzobispado;Lima;1577;exact;1808;hgis;1546;exact;1808;hgis;1577;1808;726;;
OBRPBA00;Obispado;Buenos Aires;OBPELI00;Arzobispado;Lima;1627;exact;1808;hgis;1546;exact;1808;hgis;1627;1808;727;;
OBCHCO00;Obispado;Concepcion;OBPELI00;Arzobispado;Lima;1600;exact;1808;hgis;1546;exact;1808;hgis;1600;1808;728;;
OBCCSC00;Obispado;Santa Cruz;OBPELI00;Arzobispado;Lima;1767;exact;1808;hgis;1546;exact;1808;hgis;1767;1808;729;;
OBNGPA00;Obispado;Panama;OBPELI00;Arzobispado;Lima;1546;exact;1808;hgis;1546;exact;1808;hgis;1546;1808;730;;
OBPEHU00;Obispado;Huamanga;OBPELI00;Arzobispado;Lima;1611;exact;1808;hgis;1546;exact;1808;hgis;1611;1808;731;;
OBRPCO00;Obispado;Tucuman;OBPELI00;Arzobispado;Lima;1570;exact;1808;hgis;1546;exact;1808;hgis;1570;1808;732;;
OBRPSA00;Obispado;Salta;OBPELI00;Arzobispado;Lima;1806;exact;1808;hgis;1546;exact;1808;hgis;1806;1808;733;;
OBQUMA00;Obispado;Maynas;OBPELI00;Arzobispado;Lima;1808;exact;1808;hgis;1546;exact;1808;hgis;1808;1808;734;;
OBQUPO00;Obispado;Popayan;OBPELI00;Arzobispado;Lima;1547;exact;1808;hgis;1546;exact;1808;hgis;1547;1808;735;;
OBCHSA00;Obispado;Santiago;OBPELI00;Arzobispado;Lima;1561;exact;1808;hgis;1546;exact;1808;hgis;1561;1808;736;;
OBSDLU00;Obispado;Luisiana;OBSDCU00;Arzobispado;Santiago de Cuba;1803;exact;1808;hgis;1803;exact;1808;hgis;1803;1808;737;;
OBSDLH00;Obispado;La Habana;OBSDCU00;Arzobispado;Santiago de Cuba;1803;exact;1808;hgis;1803;exact;1808;hgis;1803;1808;738;;
OBNGSM00;Obispado;Santa Marta;OBSDSD00;Arzobispado;Santo Domingo;1546;exact;1563;exact;1548;exact;1797;exact;1548;1563;739;;
OBSDCU00;Obispado;Santiago de Cuba;OBSDSD00;Arzobispado;Santo Domingo;1523;exact;1802;exact;1548;exact;1797;exact;1548;1797;740;;
OBNGCA00;Obispado;Cartagena;OBSDSD00;Arzobispado;Santo Domingo;1546;exact;1563;exact;1548;exact;1797;exact;1548;1563;741;;
OBVECA00;Obispado;Venezuela;OBSDSD00;Arzobispado;Santo Domingo;1637;exact;1803;exact;1548;exact;1797;exact;1637;1797;742;;
OBVEGU00;Obispado;Guayana;OBSDSD00;Arzobispado;Santo Domingo;1791;exact;1803;hgis;1548;exact;1797;exact;1791;1797;743;;
OBVEME00;Obispado;Merida;OBSDSD00;Arzobispado;Santo Domingo;1784;exact;1803;hgis;1548;exact;1797;exact;1784;1797;744;;
OBSDPR00;Obispado;Puerto Rico;OBSDSD00;Arzobispado;Santo Domingo;1512;exact;1808;hgis;1548;exact;1797;exact;1548;1797;745;;
OBSDLH00;Obispado;La Habana;OBSDSD00;Arzobispado;Santo Domingo;1789;exact;1802;exact;1548;exact;1797;exact;1789;1797;746;;
OBSDLU00;Obispado;Luisiana;OBSDSD00;Arzobispado;Santo Domingo;1794;exact;1802;exact;1548;exact;1797;exact;1794;1797;747;;
OBSDCU00;Obispado;Santiago de Cuba;OBSDSD00;Arzobispado;Santo Domingo;1523;exact;1802;exact;1798;exact;1808;hgis;1798;1802;748;;
OBVECA00;Obispado;Venezuela;OBSDSD00;Arzobispado;Santo Domingo;1637;exact;1803;exact;1798;exact;1808;hgis;1798;1803;749;;
OBVEGU00;Obispado;Guayana;OBSDSD00;Arzobispado;Santo Domingo;1791;exact;1803;hgis;1798;exact;1808;hgis;1798;1803;750;;
OBVEME00;Obispado;Merida;OBSDSD00;Arzobispado;Santo Domingo;1784;exact;1803;hgis;1798;exact;1808;hgis;1798;1803;751;;
OBSDPR00;Obispado;Puerto Rico;OBSDSD00;Arzobispado;Santo Domingo;1512;exact;1808;hgis;1798;exact;1808;hgis;1798;1808;752;;
OBSDLH00;Obispado;La Habana;OBSDSD00;Arzobispado;Santo Domingo;1789;exact;1802;exact;1798;exact;1808;hgis;1798;1802;753;;
OBSDLU00;Obispado;Luisiana;OBSDSD00;Arzobispado;Santo Domingo;1794;exact;1802;exact;1798;exact;1808;hgis;1798;1802;754;;
OBQUQU00;Obispado;Quito;OBSDSD00;Obispado;Santo Domingo;1545;exact;1545;exact;1512;exact;1547;exact;1545;1545;755;;
OBNGPA00;Obispado;Panama;OBSDSD00;Obispado;Santo Domingo;1520;exact;1545;exact;1512;exact;1547;exact;1520;1545;756;;
OBNGSM00;Obispado;Santa Marta;OBSDSD00;Obispado;Santo Domingo;1546;exact;1563;exact;1512;exact;1547;exact;1546;1547;757;;
OBSDCU00;Obispado;Santiago de Cuba;OBSDSD00;Obispado;Santo Domingo;1523;exact;1802;exact;1512;exact;1547;exact;1523;1547;758;;
OBGULE00;Obispado;Leon;OBSDSD00;Obispado;Santo Domingo;1531;exact;1545;exact;1512;exact;1547;exact;1531;1545;759;;
OBNGCA00;Obispado;Cartagena;OBSDSD00;Obispado;Santo Domingo;1546;exact;1563;exact;1512;exact;1547;exact;1546;1547;760;;
OBSDPR00;Obispado;Puerto Rico;OBSDSD00;Obispado;Santo Domingo;1512;exact;1808;hgis;1512;exact;1547;exact;1512;1547;761;;
