Entidad;tipo;Label;Ent_sup;sup_tipo;sup_Label;START;START_ex;END;END_ex;St_i;St_i_ex;END_i;END_i_ex;S;E;auto;clip;sup_is_cabecera
MICCCBPA;Misiones;Pampas;JUCCCBMO;Misiones;Moxos;1701;hgis;1808;hgis;1701;hgis;1771;exact;1701;1771;22;;
MICCCBCG;Misiones;Chiriguanos;JUCCCBSC;Subdelegacion;Santa Cruz de la Sierra;1776;ca;1808;hgis;1784;exact;1808;hgis;1784;1808;23;;
MICCCBCG;Misiones;Chiriguanos;PRCCCBSC;Gobernacion-Capitania General;Santa Cruz;1776;ca;1808;hgis;1701;hgis;1783;exact;1776;1783;24;;cabecera
PTCCLPMA;Misiones;Mapiri;JUCCLPLA;Subdelegacion;Larecaja;1111;start;9999;end;1784;exact;1808;hgis;1784;1808;25;;
PTCCLPMA;Misiones;Mapiri;JUCCLPLA;Corregimiento;Larecaja;1111;start;9999;end;1583;not_after;1783;exact;1583;1783;26;;
PTCCPOAA;Partido;Atacama alta;JUCCPOAT;Subdelegacion;Atacama;1701;hgis;1808;hgis;1784;exact;1808;hgis;1784;1808;27;;
PTCCPOAB;Partido;Atacama baja;JUCCPOAT;Subdelegacion;Atacama;1701;hgis;1808;hgis;1784;exact;1808;hgis;1784;1808;28;;
PTCCPOAA;Partido;Atacama alta;JUCCPOAT;Corregimiento;Atacama;1701;hgis;1808;hgis;1583;not_after;1783;exact;1701;1783;29;;
PTCCPOAB;Partido;Atacama baja;JUCCPOAT;Corregimiento;Atacama;1701;hgis;1808;hgis;1583;not_after;1783;exact;1701;1783;30;;
JUCCPOCH;Partido;Chichas;JUCCPOTA;Corregimiento;Tarija;1111;start;1784;exact;1583;not_after;1783;exact;1583;1783;31;;
JUCCPOCH;Partido;Chichas;JUCCPOTA;Subdelegacion;Tarija;1111;start;1784;exact;1784;exact;1784;exact;1784;1784;32;;
PMCHCOAR;Partido;Arauco;JUCHCOAR;Comandancia General;Frontera de Arauco;1701;hgis;1722;exact;1701;hgis;1722;exact;1701;1722;33;dontclip;
PMCHCOCC;Comandancia;Colcura;JUCHCOAR;Comandancia General;Frontera de Arauco;1701;hgis;1722;exact;1701;hgis;1722;exact;1701;1722;34;;
PMCHCOSP;Comandancia;San Pedro;JUCHCOAR;Comandancia General;Frontera de Arauco;1701;hgis;1722;exact;1701;hgis;1722;exact;1701;1722;35;;
PMCHCONA;Comandancia;Nacimiento;JUCHCOAR;Comandancia General;Frontera de Arauco;1701;hgis;1722;exact;1701;hgis;1722;exact;1701;1722;36;;
PMCHCOSJ;Comandancia;Santa Juana;JUCHCOAR;Comandancia General;Frontera de Arauco;1701;hgis;1722;exact;1701;hgis;1722;exact;1701;1722;37;;
PMCHCOSP;Comandancia;San Pedro;JUCHCOAR;Comandancia General;Frontera de Arauco;1727;exact;1774;ca;1727;exact;1774;ca;1727;1774;38;;
PMCHCOSJ;Comandancia;Santa Juana;JUCHCOAR;Comandancia General;Frontera de Arauco;1727;exact;1774;ca;1727;exact;1774;ca;1727;1774;39;;
PMCHCOCC;Comandancia;Colcura;JUCHCOAR;Comandancia General;Frontera de Arauco;1727;exact;1774;ca;1727;exact;1774;ca;1727;1774;40;;
PMCHCONA;Comandancia;Nacimiento;JUCHCOAR;Comandancia General;Frontera de Arauco;1752;exact;1774;ca;1727;exact;1774;ca;1752;1774;41;;
PTCHCOPE;Partido;Perquilauquen;JUCHCOCH;Corregimiento;Chillan;1701;hgis;1795;exact;1701;hgis;1785;exact;1701;1785;42;;
PTCHCOPE;Partido;Perquilauquen;JUCHCOCH;Subdelegacion;Chillan;1701;hgis;1795;exact;1786;exact;1808;hgis;1786;1795;43;;
JURPCOSL;Tenencia de corregimiento;San Luis;JUCHCYCY;Corregimiento;Cuyo;1701;hgis;1783;exact;1568;exact;1783;exact;1701;1783;44;;
JUCHCYJA;Jurisdiccion;Jachal;JUCHCYCY;Corregimiento;Cuyo;1751;exact;1777;exact;1568;exact;1783;exact;1751;1777;45;;
JURPCOME;Partido;Mendoza;JUCHCYCY;Corregimiento;Cuyo;1701;hgis;1783;exact;1568;exact;1783;exact;1701;1783;46;dontclip;
JURPCOSJ;Tenencia de corregimiento;San Juan;JUCHCYCY;Corregimiento;Cuyo;1701;hgis;1783;exact;1568;exact;1783;exact;1701;1783;47;;
JUCHSAHU;Partido;Huasco;JUCHSACP;Subdelegacion;Copiapo;1752;exact;1786;exact;1786;exact;1808;hgis;1786;1786;48;;
JUCHSAHU;Partido;Huasco;JUCHSACP;Corregimiento;Copiapo;1752;exact;1786;exact;1701;hgis;1785;exact;1752;1785;49;;
JUGDDUTO;Partido;Topago;JUGDDUBA;Subdelegacion;Basuchil;1802;not_after;1802;exact;1802;not_after;1808;hgis;1802;1802;50;;
JUGDDUTO;Partido;Topago;JUGDDUBA;Subdelegacion;Basuchil;1807;exact;1808;hgis;1802;not_after;1808;hgis;1807;1808;51;;
JUGDDUTO;Partido;Topago;JUGDDUBA;Partido;Basuchil;1788;not_after;1797;not_before;1797;not_before;1801;not_after;1797;1797;52;;
JUGDDUTO;Partido;Topago;JUGDDUBA;Partido;Basuchil;1788;not_after;1797;not_before;1111;start;1790;not_before;1788;1790;53;;
JUGDDUTO;Partido;Topago;JUGDDUBA;Partido;Basuchil;1747;ca;1776;not_after;1111;start;1790;not_before;1747;1776;54;;
JUGDDUTO;Partido;Topago;JUGDDUBA;Subdelegacion;Basuchil;1788;not_after;1797;not_before;1791;not_before;1796;not_before;1791;1796;55;;
JUGDDUCI;Partido;Cienega;JUGDDUBB;Alcaldia Mayor*;Santa Barbara;1723;ca;1740;ca;1723;not_after;1787;not_before;1723;1740;56;;
JUGDDUJU;Tenencia de corregimiento;Julimes;JUGDDUCH;Corregimiento;Chihuahua;1718;not_before;1792;exact;1718;exact;1792;exact;1718;1792;57;;
PTGDDUSE;Tenencia de corregimiento;Santa Eulalia;JUGDDUCH;Corregimiento;Chihuahua;1718;exact;1792;exact;1718;exact;1792;exact;1718;1792;58;;
JUGDDUSI;Tenencia de corregimiento;Santa Isabel;JUGDDUCH;Corregimiento;Chihuahua;1718;not_before;1792;exact;1718;exact;1792;exact;1718;1792;59;;
JUGDDUBY;Tenencia de corregimiento;Babonoyaba;JUGDDUCH;Corregimiento;Chihuahua;1718;not_before;1792;exact;1718;exact;1792;exact;1718;1792;60;;
JUGDDUSG;Tenencia de corregimiento;San Geronimo;JUGDDUCH;Corregimiento;Chihuahua;1718;not_before;1792;exact;1718;exact;1792;exact;1718;1792;61;;
JUGDDUBA;Partido;Basuchil;JUGDDUCR;Alcaldia Mayor;Coyachi y Minas de San Juan;1111;start;1790;not_before;1653;not_before;1687;exact;1653;1687;62;;
PRNGVE00;Gobernacion;Veragua;SUIN0000;Virreinato;indiano;1508;exact;1513;exact;1111;start;9999;end;1508;1536;3083;;
PRQUQJ00;Gobernacion;Quijos;CGQUMA00;Comandancia General;Maynas;1803;exact;1808;hgis;1803;exact;9999;end;1803;1808;1;;
PRQUMA00;Gobernacion-Comandancia General;Maynas;CGQUMA00;Comandancia General;Maynas;1803;exact;1808;hgis;1803;exact;9999;end;1803;1808;2;;
PRVECU00;Gobernacion-Intendencia;Cumana;CGVE0000;Capitania General;Venezuela;1792;not_after;1808;hgis;1777;exact;1808;hgis;1792;1808;3;;
PRVECA00;Provincia;Caracas;CGVE0000;Capitania General;Venezuela;1777;exact;1808;hgis;1777;exact;1808;hgis;1777;1808;4;dontclip;
PRVEBA00;Gobernacion-Intendencia;Barinas;CGVE0000;Capitania General;Venezuela;1803;not_after;1808;hgis;1777;exact;1808;hgis;1803;1808;5;;
PRVEIM00;Gobernacion;Isla Margarita;CGVE0000;Capitania General;Venezuela;1777;exact;1808;hgis;1777;exact;1808;hgis;1777;1808;6;;
AUCA0000;Audiencia Real;Caracas;CGVE0000;Capitania General;Venezuela;1786;exact;1808;hgis;1777;exact;1808;hgis;1786;1808;8;;
PRVEMC00;Gobernacion-Intendencia;Maracaibo;CGVE0000;Capitania General;Venezuela;1789;ca;1808;hgis;1777;exact;1808;hgis;1789;1808;9;;
JUSDLHCV;Gobernacion;Trinidad;CGVE0000;Capitania General;Venezuela;1786;exact;1790;exact;1777;exact;1808;hgis;1786;1790;10;;
MICCCBBA;Misiones;Baures;JUCCCBCH;Corregimiento;Chiquitos;1701;hgis;1808;hgis;1772;exact;1776;exact;1772;1776;11;;
FRCCCHGU;Fronteras;Guaycurus;JUCCCBCH;Corregimiento;Chiquitos;1111;start;9999;end;1772;exact;1776;exact;1772;1776;12;;
MICCCBBA;Misiones;Baures;JUCCCBCH;Misiones;Chiquitos;1701;hgis;1808;hgis;1701;hgis;1771;exact;1701;1771;13;;
FRCCCHGU;Fronteras;Guaycurus;JUCCCBCH;Misiones;Chiquitos;1111;start;9999;end;1701;hgis;1771;exact;1701;1771;14;;
MICCCBBA;Misiones;Baures;JUCCCBCH;Gobernacion;Chiquitos;1701;hgis;1808;hgis;1777;exact;1808;hgis;1777;1808;15;;
FRCCCHGU;Fronteras;Guaycurus;JUCCCBCH;Gobernacion;Chiquitos;1111;start;9999;end;1777;exact;1808;hgis;1777;1808;16;;
MICCCBMO;Misiones;Moxos;JUCCCBMO;Gobernacion;Moxos;1701;hgis;1808;hgis;1777;exact;1808;hgis;1777;1808;17;;
MICCCBPA;Misiones;Pampas;JUCCCBMO;Gobernacion;Moxos;1701;hgis;1808;hgis;1777;exact;1808;hgis;1777;1808;18;;
MICCCBMO;Misiones;Moxos;JUCCCBMO;Corregimiento;Moxos;1701;hgis;1808;hgis;1772;exact;1776;exact;1772;1776;19;;
MICCCBPA;Misiones;Pampas;JUCCCBMO;Corregimiento;Moxos;1701;hgis;1808;hgis;1772;exact;1776;exact;1772;1776;20;;
MICCCBMO;Misiones;Moxos;JUCCCBMO;Misiones;Moxos;1701;hgis;1808;hgis;1701;hgis;1771;exact;1701;1771;21;;
JUGDDUBA;Partido;Basuchil;JUGDDUCR;Alcaldia Mayor;Cosihuiriachi;1111;start;1790;not_before;1688;exact;1787;not_before;1688;1787;63;;
JUGDDUBA;Partido;Basuchil;JUGDDUCR;Subdelegacion;Cosihuiriachi;1797;not_before;1801;not_after;1788;not_before;1808;hgis;1797;1801;64;;
JUGDDUBA;Partido;Basuchil;JUGDDUCR;Subdelegacion;Cosihuiriachi;1111;start;1790;not_before;1788;not_before;1808;hgis;1788;1790;65;;
JUGDDUBA;Partido;Basuchil;JUGDDUCR;Alcaldia Mayor;Villa Aguilar;1111;start;1790;not_before;1649;exact;1652;exact;1649;1652;66;;
PTGDDURN;Partido;Rio Nazas;JUGDDUGC;Subdelegacion;Guanacevi;1111;start;1808;hgis;1788;not_before;1808;hgis;1788;1808;67;;
PTGDDURN;Partido;Rio Nazas;JUGDDUGC;Alcaldia Mayor*;Guanacevi;1111;start;1808;hgis;1601;exact;1787;not_before;1601;1787;68;;
JUGDDUCG;Partido;Cerro Gordo;JUGDDUIN;Alcaldia Mayor;Real de Inde;1751;exact;1766;exact;1567;exact;1776;not_after;1751;1766;69;;
PTGDDURF;Partido;Rio Florido;JUGDDUIN;Alcaldia Mayor;Real de Inde;1111;start;1766;arbitrary;1567;exact;1776;not_after;1567;1766;70;;
JUGDDUEG;Partido;El Gallo;JUGDDUMA;Alcaldia Mayor;Mapimi;1751;exact;1776;not_after;1751;exact;1786;not_before;1751;1776;71;;
JUGDDUCI;Partido;Cienega;JUGDDUMN;Alcaldia Mayor;Minas Nuevas;1659;ca;1722;ca;1634;exact;1729;not_before;1659;1722;72;;
JUGDDUMN;Partido;Minas Nuevas;JUGDDUPL;Alcaldia Mayor;Parral;1730;not_before;9999;end;1729;not_after;1787;exact;1730;1787;73;;
JUGDDUMN;Partido;Minas Nuevas;JUGDDUPL;Subdelegacion;Parral;1730;not_before;9999;end;1788;exact;1808;hgis;1788;1808;74;;
JUGDDUBB;Partido;Santa Barbara;PRGDDU00;Gobernacion-Capitania General;Nueva Vizcaya;1675;not_before;1722;not_after;1631;not_after;1724;not_after;1675;1722;75;;cabecera
JUGDDUBB;Partido;Santa Barbara;PRGDDU00;Gobernacion-Capitania General;Nueva Vizcaya;1643;not_after;1664;not_after;1631;not_after;1724;not_after;1643;1664;76;;cabecera
JUGDDUSC;Partido;Santa Catarina;JUGDDUPP;Alcaldia Mayor*;Papasquiaro;1726;not_before;1798;not_after;1693;ca;1786;not_before;1726;1786;77;;
JUGDDUSC;Partido;Santa Catarina;JUGDDUPP;Alcaldia Mayor*;Papasquiaro;1693;not_after;1720;not_after;1693;ca;1786;not_before;1693;1720;78;;
JUGDDUSC;Partido;Santa Catarina;JUGDDUPP;Subdelegacion;Papasquiaro;1808;not_before;1808;hgis;1787;not_before;1808;hgis;1808;1808;79;;
JUGDDUSC;Partido;Santa Catarina;JUGDDUPP;Subdelegacion;Papasquiaro;1726;not_before;1798;not_after;1787;not_before;1808;hgis;1787;1798;80;;
PTGDDUSO;Jurisdiccion;Saltillo;JUGDDUPS;Alcaldia Mayor;Parras y Saltillo;1700;ca;1808;hgis;1700;ca;1765;not_after;1700;1765;81;;
PTGDDUPS;Partido;Parras;JUGDDUPS;Alcaldia Mayor;Parras y Saltillo;1700;ca;1808;hgis;1700;ca;1765;not_after;1700;1765;82;;
PTGDDUSO;Jurisdiccion;Saltillo;JUGDDUPS;Subdelegacion;Parras y Saltillo;1700;ca;1808;hgis;1788;not_before;1808;hgis;1788;1808;83;;
PTGDDUPS;Partido;Parras;JUGDDUPS;Subdelegacion;Parras y Saltillo;1700;ca;1808;hgis;1788;not_before;1808;hgis;1788;1808;84;;
PTGDDUSO;Jurisdiccion;Saltillo;JUGDDUPS;Alcaldia Mayor;Parras y Saltillo;1700;ca;1808;hgis;1766;not_after;1787;not_before;1766;1787;85;;
PTGDDUPS;Partido;Parras;JUGDDUPS;Alcaldia Mayor;Parras y Saltillo;1700;ca;1808;hgis;1766;not_after;1787;not_before;1766;1787;86;;
PTGDGDAI;Partido;Asientos;JUGDGDAG;Alcaldia Mayor;Aguas Calientes;1111;start;1786;exact;1575;exact;1786;exact;1575;1786;87;;
JCNECOAL;Corregimiento;Alima;JUGDGDCO;Alcaldia Mayor;Colima;1531;not_before;1590;ca;1524;exact;1789;exact;1531;1590;88;;
JCNECOCH;Corregimiento;Chiametla;JUGDGDCO;Alcaldia Mayor;Colima;1545;not_after;1566;not_after;1524;exact;1789;exact;1545;1566;89;;
JCNECOXU;Corregimiento;Xuluapa;JUGDGDCO;Alcaldia Mayor;Colima;1567;not_after;1590;ca;1524;exact;1789;exact;1567;1590;90;;
JCNECOAC;Corregimiento;Acautlan;JUGDGDCO;Alcaldia Mayor;Colima;1545;not_after;1590;ca;1524;exact;1789;exact;1545;1590;91;;
JCNECOZA;Corregimiento;Zalagua;JUGDGDCO;Alcaldia Mayor;Colima;1531;not_before;1566;not_after;1524;exact;1789;exact;1531;1566;92;;
JCNECOTP;Corregimiento;Tepetitongo;JUGDGDCO;Alcaldia Mayor;Colima;1531;not_before;1590;ca;1524;exact;1789;exact;1531;1590;93;;
JCNECOQU;Corregimiento;Quezalapa;JUGDGDCO;Alcaldia Mayor;Colima;1545;not_after;1590;ca;1524;exact;1789;exact;1545;1590;94;;
JCNECOTC;Corregimiento;Tecoman;JUGDGDCO;Alcaldia Mayor;Colima;1567;not_after;1590;ca;1524;exact;1789;exact;1567;1590;95;;
JCNECOIT;Corregimiento;Ixtapa;JUGDGDCO;Alcaldia Mayor;Colima;1545;not_after;1590;ca;1524;exact;1789;exact;1545;1590;96;;
JCNECOIH;Corregimiento;Ixtlahuaca;JUGDGDCO;Alcaldia Mayor;Colima;1531;not_before;1590;ca;1524;exact;1789;exact;1531;1590;97;;
JCNECOTT;Corregimiento;Tecpa;JUGDGDCO;Alcaldia Mayor;Colima;1545;not_after;1590;ca;1524;exact;1789;exact;1545;1590;98;;
JCNECOXO;Corregimiento;Xocotlan;JUGDGDCO;Alcaldia Mayor;Colima;1545;not_after;1590;ca;1524;exact;1789;exact;1545;1590;100;;
JCNECOTA;Corregimiento;Tamala;JUGDGDCO;Alcaldia Mayor;Colima;1531;not_before;1590;ca;1524;exact;1789;exact;1531;1590;101;;
JCNECOES;Corregimiento;Escayamoca;JUGDGDCO;Alcaldia Mayor;Colima;1531;not_before;1590;ca;1524;exact;1789;exact;1531;1590;102;;
JUGDGDTE;Corregimiento;Tepic;JUGDGDCP;Alcaldia Mayor;Compostela;1540;ca;1650;ca;1540;exact;1650;ca;1540;1650;104;dontclip;
JUGDGDTC;Corregimiento;Teocaltiche;JUGDGDLA;Alcaldia Mayor;Lagos;1718;exact;1724;not_before;1549;exact;1793;exact;1718;1724;106;dontclip;
JUGDGDTC;Corregimiento;Teocaltiche;JUGDGDLA;Alcaldia Mayor;Lagos;1741;not_after;1741;not_after;1549;exact;1793;exact;1741;1741;108;dontclip;
JUGDGDTC;Corregimiento;Teocaltiche;JUGDGDLA;Alcaldia Mayor;Lagos;1736;not_after;1738;not_after;1549;exact;1793;exact;1736;1738;109;dontclip;
JUGDGDCP;Jurisdiccion;Compostela;JUGDGDTE;Subdelegacion;Tepic;1808;not_after;1808;hgis;1793;exact;1808;hgis;1808;1808;110;dontclip;
JUGDGDCP;Jurisdiccion;Compostela;JUGDGDTE;Subdelegacion;Tepic;1651;ca;1797;not_before;1793;exact;1808;hgis;1793;1797;111;dontclip;
JUGDGDCP;Jurisdiccion;Compostela;JUGDGDTE;Alcaldia Mayor;Tepic;1651;ca;1797;not_before;1651;ca;1792;exact;1651;1792;112;dontclip;
PTGDGDTL;Partido;Tlajomulco;JUGDGDTL;Subdelegacion;Tlajomulco;1111;start;1808;hgis;1791;exact;1808;hgis;1791;1808;113;dontclip;
PTGDGDTL;Partido;Tlajomulco;JUGDGDTL;Corregimiento;Tlajomulco;1111;start;1808;hgis;1700;not_after;1708;not_before;1700;1708;114;dontclip;
JUGDGDCA;Corregimiento;Cajititlan;JUGDGDTL;Corregimiento;Tlajomulco;1700;ca;1786;not_after;1700;not_after;1708;not_before;1700;1708;115;dontclip;
PTGDGDTL;Partido;Tlajomulco;JUGDGDTL;Corregimiento;Tlajomulco;1111;start;1808;hgis;1549;exact;1699;not_after;1549;1699;116;dontclip;
PTGDGDTL;Partido;Tlajomulco;JUGDGDTL;Corregimiento;Tlajomulco;1111;start;1808;hgis;1710;not_before;1790;not_before;1710;1790;117;dontclip;
JUGDGDCA;Corregimiento;Cajititlan;JUGDGDTL;Corregimiento;Tlajomulco;1700;ca;1786;not_after;1710;not_before;1790;not_before;1710;1786;118;dontclip;
PTGDGDTL;Partido;Tlajomulco;JUGDGDTL;Alcaldia Mayor;Tlajomulco;1111;start;1808;hgis;1709;not_after;1709;not_before;1709;1709;119;dontclip;
JUGDGDCA;Corregimiento;Cajititlan;JUGDGDTL;Alcaldia Mayor;Tlajomulco;1700;ca;1786;not_after;1709;not_after;1709;not_before;1709;1709;120;dontclip;
PTGDNLSA;Partido;San Antonio;JUGDNLRB;Alcaldia Mayor;San Antonio;1111;start;1751;not_after;1644;exact;1747;ca;1644;1747;121;;
PTGDNLSA;Partido;San Antonio;JUGDNLRB;Alcaldia Mayor;Rio Blanco;1111;start;1751;not_after;1748;ca;1786;not_before;1748;1751;122;;
JUGDNMSA;Partido;Alameda;JUGDNMAL;Alcaldia Mayor;Albuquerque;1803;not_after;1808;hgis;1706;exact;1808;hgis;1803;1808;123;;
PTGDNMCA;Comandancia;Carrizal;JUGDNMEP;Alcaldia Mayor;El Paso;1758;exact;1808;hgis;1692;not_before;1760;arbitrary;1758;1760;124;;
PTGDNMCA;Comandancia;Carrizal;JUGDNMEP;Tenencia de gobierno;El Paso;1758;exact;1808;hgis;1761;arbitrary;1808;hgis;1761;1808;125;;
JUGDNMCO;Partido;Cochiti;JUGDNMQU;Alcaldia Mayor;Los Queres;1692;not_before;1727;not_after;1692;not_before;1808;hgis;1692;1727;126;;
JUGDNMCO;Partido;Cochiti;JUGDNMQU;Alcaldia Mayor;Los Queres;1803;exact;1808;hgis;1692;not_before;1808;hgis;1803;1808;127;;
JUGDNMCO;Partido;Cochiti;JUGDNMQU;Alcaldia Mayor;Los Queres;1774;not_after;1789;exact;1692;not_before;1808;hgis;1774;1789;128;;
JUGDNMCO;Partido;Cochiti;JUGDNMSA;Alcaldia Mayor;Sandia;1792;exact;1802;exact;1748;not_before;1802;not_after;1792;1802;129;;
JUGDNMCO;Partido;Cochiti;JUGDNMSC;Alcaldia Mayor;La Cañada;1790;exact;1791;exact;1695;exact;1808;hgis;1790;1791;130;;
PMGDSSUR;Partido;Ures;JUGDSSAI;Tenencia de subdelegacion;San Marcial;1787;not_before;1808;hgis;1775;not_before;1789;arbitrary;1787;1789;131;;
PMGDSSNA;Partido;Nacameri;JUGDSSAI;Tenencia de subdelegacion;San Marcial;1787;not_before;1808;hgis;1775;not_before;1789;arbitrary;1787;1789;132;;
PMGDSSHU;Partido;San Antonio de la Huerta;JUGDSSAI;Tenencia de subdelegacion;San Marcial;1787;not_before;1808;hgis;1775;not_before;1789;arbitrary;1787;1789;133;;
PMGDSSHO;Partido;Pitic;JUGDSSAI;Tenencia de subdelegacion;San Marcial;1787;not_before;1808;hgis;1775;not_before;1789;arbitrary;1787;1789;134;;
PMGDSSMA;Partido;Matape;JUGDSSAI;Tenencia de subdelegacion;San Marcial;1787;not_before;1808;hgis;1775;not_before;1789;arbitrary;1787;1789;135;;
PMGDSSUR;Partido;Ures;JUGDSSAI;Subdelegacion;Aigame;1787;not_before;1808;hgis;1790;arbitrary;1808;hgis;1790;1808;136;;
PMGDSSNA;Partido;Nacameri;JUGDSSAI;Subdelegacion;Aigame;1787;not_before;1808;hgis;1790;arbitrary;1808;hgis;1790;1808;137;;
PMGDSSHU;Partido;San Antonio de la Huerta;JUGDSSAI;Subdelegacion;Aigame;1787;not_before;1808;hgis;1790;arbitrary;1808;hgis;1790;1808;138;;
PMGDSSHO;Partido;Pitic;JUGDSSAI;Subdelegacion;Aigame;1787;not_before;1808;hgis;1790;arbitrary;1808;hgis;1790;1808;139;;
PMGDSSMA;Partido;Matape;JUGDSSAI;Subdelegacion;Aigame;1787;not_before;1808;hgis;1790;arbitrary;1808;hgis;1790;1808;140;;
JUGDSSRO;Partido;Rosario;JUGDSSCH;Provincia;Chametla;1666;exact;1703;exact;1685;exact;9999;end;1685;1703;141;;
JUGDSSRO;Partido;Rosario;JUGDSSCH;Comandancia;San Sebastian;1666;exact;1703;exact;1666;not_after;1684;exact;1666;1684;142;;
PMGDSSSA;Partido;Santa Ana;JUGDSSCI;Subdelegacion;Cieneguilla;1787;not_before;1808;hgis;1787;not_before;1808;hgis;1787;1808;143;;
PTGDSSCA;Partido;Piaxtla;JUGDSSCU;Alcaldia Mayor;Culiacan;1666;not_after;9999;end;1531;not_before;1786;not_before;1666;1786;144;;
JUGDSSCS;Partido;Cosala;JUGDSSCU;Alcaldia Mayor;Culiacan;1637;exact;1770;ca;1531;not_before;1786;not_before;1637;1770;145;;
PTGDSSCA;Partido;Piaxtla;JUGDSSCU;Subdelegacion;Culiacan;1666;not_after;9999;end;1787;not_before;1808;hgis;1787;1808;146;;
JUGDSSMY;Partido;Maloya;JUGDSSRO;Partido;Rosario;1666;exact;1702;not_after;1666;exact;1703;exact;1666;1702;147;;
PTGDSSBA;Partido;Badiraguato;JUGDSSSI;Subdelegacion;Sinaloa;1742;ca;1808;hgis;1787;not_before;1808;hgis;1787;1808;148;;
PTGDSSSB;Partido;San Benito;JUGDSSSI;Subdelegacion;Sinaloa;1742;ca;1808;hgis;1787;not_before;1808;hgis;1787;1808;149;;
PTGDSSBA;Partido;Badiraguato;PRGDSS00;Gobernacion;Sinaloa y Sonora;1742;ca;1808;hgis;1733;exact;1748;ca;1742;1748;150;;cabecera
JUGDSSEF;Partido;El Fuerte;PRGDSS00;Gobernacion;Sinaloa y Sonora;1733;arbitrary;1786;not_before;1733;exact;1748;ca;1733;1748;151;;cabecera
JUGDSSAL;Partido;Alamos;PRGDSS00;Gobernacion;Sinaloa y Sonora;1733;arbitrary;1786;not_before;1733;exact;1748;ca;1733;1748;152;;cabecera
PTGDSSSB;Partido;San Benito;PRGDSS00;Gobernacion;Sinaloa y Sonora;1742;ca;1808;hgis;1733;exact;1748;ca;1742;1748;153;;cabecera
PTGDSSBA;Partido;Badiraguato;JUGDSSSI;Tenencia de gobierno;Sinaloa;1742;ca;1808;hgis;1749;ca;1786;not_before;1749;1786;154;;
JUGDSSEF;Partido;El Fuerte;JUGDSSSI;Tenencia de gobierno;Sinaloa;1733;arbitrary;1786;not_before;1749;ca;1786;not_before;1749;1786;155;;
JUGDSSAL;Partido;Alamos;JUGDSSSI;Tenencia de gobierno;Sinaloa;1733;arbitrary;1786;not_before;1749;ca;1786;not_before;1749;1786;156;;
PTGDSSSB;Partido;San Benito;JUGDSSSI;Tenencia de gobierno;Sinaloa;1742;ca;1808;hgis;1749;ca;1786;not_before;1749;1786;157;;
PMGDSSHU;Tenencia de Alcaldia Mayor;San Antonio de la Huerta;JUGDSSSO;Alcaldia Mayor;Sonora;1759;not_before;1808;hgis;1641;exact;1786;not_before;1759;1786;158;;
JUGDSSCI;Partido;Cieneguilla;JUGDSSSO;Alcaldia Mayor;Sonora;1771;exact;1786;exact;1641;exact;1786;not_before;1771;1786;159;;
PMGDSSNA;Partido;Nacameri;JUGDSSSO;Alcaldia Mayor;Sonora;1775;not_before;1786;not_before;1641;exact;1786;not_before;1775;1786;160;;
PTGDSSPB;Misiones;Pimeria Baja;JUGDSSSO;Alcaldia Mayor;Sonora;1701;hgis;1808;hgis;1641;exact;1786;not_before;1701;1786;161;;
PMGDSSCU;Partido;Cucurpe;JUGDSSSO;Alcaldia Mayor;Sonora;1775;not_before;1808;hgis;1641;exact;1786;not_before;1775;1786;162;;
PMGDSSOP;Partido;Oposura;JUGDSSSO;Alcaldia Mayor;Sonora;1775;not_before;1808;hgis;1641;exact;1786;not_before;1775;1786;163;;
PMGDSSVS;Partido;Valle de Sonora;JUGDSSSO;Alcaldia Mayor;Sonora;1775;not_before;1808;hgis;1641;exact;1786;not_before;1775;1786;164;;
PMGDSSMA;Partido;Matape;JUGDSSSO;Alcaldia Mayor;Sonora;1775;not_before;1786;not_before;1641;exact;1786;not_before;1775;1786;165;;
JUGDSSAI;Tenencia de subdelegacion;San Marcial;JUGDSSSO;Alcaldia Mayor;Sonora;1775;not_before;1789;arbitrary;1641;exact;1786;not_before;1775;1786;166;;
FRANSSSE;Fronteras;Seris;JUGDSSSO;Alcaldia Mayor;Sonora;1111;start;9999;end;1641;exact;1786;not_before;1641;1786;167;;
PMGDSSBT;Partido;Batuco;JUGDSSSO;Alcaldia Mayor;Sonora;1775;not_before;1808;hgis;1641;exact;1786;not_before;1775;1786;168;;
PTGDSSSO;Partido;Arizpe;JUGDSSSO;Alcaldia Mayor;Sonora;1775;not_before;1786;not_before;1641;exact;1786;not_before;1775;1786;169;;
PMGDSSUR;Partido;Ures;JUGDSSSO;Alcaldia Mayor;Sonora;1775;not_before;1786;not_before;1641;exact;1786;not_before;1775;1786;170;;
PTGDSSPA;Misiones;Pimeria Alta;JUGDSSSO;Alcaldia Mayor;Sonora;1701;hgis;1808;hgis;1641;exact;1786;not_before;1701;1786;171;;
PMGDSSHO;Partido;Horcasitas;JUGDSSSO;Alcaldia Mayor;Sonora;1775;not_before;1783;not_before;1641;exact;1786;not_before;1775;1783;172;;
PMGDSSSA;Partido;Santa Ana;JUGDSSSO;Alcaldia Mayor;Sonora;1775;not_before;1786;not_before;1641;exact;1786;not_before;1775;1786;173;;
