citlist;Cita_completa;ftid;FuenteID;tipo;Nombre;Apellido;Autores_adicionales;Titulo;en_;Vols;Lugar;Año;Año original;Signatura;Archivo;URL;Nota;flag;tiempo;template;wikiincluded
Archivalia; 'Visita de Francisco Antonio Moreno y Escandón', en: Archivo General de Indias,Santa_Fe,595;514;Santa_Fe,595;Archivalia;;NN.;;Visita de Francisco Antonio Moreno y Escandón;;;;;;Santa_Fe,595;Archivo General de Indias;;;;;---- dataentry fuente ----@tipo-publicacion : Archivalia@FuenteID : Santa_Fe,595@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Visita de Francisco Antonio Moreno y Escandón@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : Archivo General de Indias@Signatura : Santa_Fe,595@URL : @Cita completa :  'Visita de Francisco Antonio Moreno y Escandón', en: Archivo General de Indias,Santa_Fe,595@----;yes
Archivalia; 'Relación de los goviernos políticos y militares, corregimientos de provincia y de yndios, thenencias, capitanes a guerra...', en: Archivo General de Indias,Santa_Fe,741;515;Santa_Fe,741;Archivalia;;NN.;;Relación de los goviernos políticos y militares, corregimientos de provincia y de yndios, thenencias, capitanes a guerra...;;;;;;Santa_Fe,741;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Archivalia@FuenteID : Santa_Fe,741@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Relación de los goviernos políticos y militares, corregimientos de provincia y de yndios, thenencias, capitanes a guerra...@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : Archivo General de Indias@Signatura : Santa_Fe,741@URL : @Cita completa :  'Relación de los goviernos políticos y militares, corregimientos de provincia y de yndios, thenencias, capitanes a guerra...', en: Archivo General de Indias,Santa_Fe,741@----;yes
Archivalia; 'Razón de los correximientos que se hallan provistos... . 1 folio. S.d.', en: Archivo General de Indias,Santa_Fe,741 (1791);516;Santa_Fe,741a;Archivalia;;NN.;;Razón de los correximientos que se hallan provistos... . 1 folio. S.d.;;;;1791;;Santa_Fe,741;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Archivalia@FuenteID : Santa_Fe,741a@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Razón de los correximientos que se hallan provistos... . 1 folio. S.d.@en : @Vols : @Lugar : @Año : 1791@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : Santa_Fe,741@URL : @Cita completa :  'Razón de los correximientos que se hallan provistos... . 1 folio. S.d.', en: Archivo General de Indias,Santa_Fe,741 (1791)@----;yes
Literatura;"Santiago Lorenzo, ""Concepto y funciones de las villas chilenas del siglo XVIII"", en: Historia 22 (1987), p. 91-105";1385;santiago-lorenzo;Artículo;;;;"Santiago Lorenzo, ""Concepto y funciones de las villas chilenas del siglo XVIII"", en: Historia 22 (1987), p. 91-105.";;;;;;;;;;;;"---- dataentry fuente ----@tipo-publicacion : Artículo@FuenteID : santiago-lorenzo@Nombre : @Apellido : @Autores adicionales : @Titulo : Santiago Lorenzo, ""Concepto y funciones de las villas chilenas del siglo XVIII"", en: Historia 22 (1987), p. 91-105.@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : Santiago Lorenzo, ""Concepto y funciones de las villas chilenas del siglo XVIII"", en: Historia 22 (1987), p. 91-105@----";yes
Archivalia; 'Carta de Juan Francisco Subillan. Maracaibo, 28-11-1737', en: Archivo General de Indias,Santo_Domingo,676 (1737);518;Santo_Domingo,676;Archivalia;;NN.;;Carta de Juan Francisco Subillan. Maracaibo, 28-11-1737;;;;1737;;Santo_Domingo,676;Archivo General de Indias;;;;;---- dataentry fuente ----@tipo-publicacion : Archivalia@FuenteID : Santo_Domingo,676@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Carta de Juan Francisco Subillan. Maracaibo, 28-11-1737@en : @Vols : @Lugar : @Año : 1737@Original : @Vols : @Archivo : Archivo General de Indias@Signatura : Santo_Domingo,676@URL : @Cita completa :  'Carta de Juan Francisco Subillan. Maracaibo, 28-11-1737', en: Archivo General de Indias,Santo_Domingo,676 (1737)@----;yes
Archivalia; 'Cartas y expedientes. Isla de Santo Domingo: Informes sobre parroquias de Santo Domingo', en: Archivo General de Indias,Santo_Domingo,988;519;Santo_Domingo,988;Archivalia;;NN.;;Cartas y expedientes. Isla de Santo Domingo: Informes sobre parroquias de Santo Domingo;;;;;;Santo_Domingo,988;Archivo General de Indias;;;matched;;---- dataentry fuente ----@tipo-publicacion : Archivalia@FuenteID : Santo_Domingo,988@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Cartas y expedientes. Isla de Santo Domingo: Informes sobre parroquias de Santo Domingo@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : Archivo General de Indias@Signatura : Santo_Domingo,988@URL : @Cita completa :  'Cartas y expedientes. Isla de Santo Domingo: Informes sobre parroquias de Santo Domingo', en: Archivo General de Indias,Santo_Domingo,988@----;yes
Literatura;Fernando Santos Granero, 'Epidemias y sublevaciones en el desarrollo demográfico de las misiones amuesha del Cerro de la Sal', en: Histórica XI, 1 (1987), pp. 25-53;517;santos-granero;Artículo;Fernando;Santos Granero;;Epidemias y sublevaciones en el desarrollo demográfico de las misiones amuesha del Cerro de la Sal;Histórica XI, 1;;;1987;;;;;;;;---- dataentry fuente ----@tipo-publicacion : Artículo@FuenteID : santos-granero@Nombre : Fernando@Apellido : Santos Granero@Autores adicionales : @Titulo : Epidemias y sublevaciones en el desarrollo demográfico de las misiones amuesha del Cerro de la Sal@en : Histórica XI, 1@Vols : @Lugar : @Año : 1987@Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : Fernando Santos Granero, 'Epidemias y sublevaciones en el desarrollo demográfico de las misiones amuesha del Cerro de la Sal', en: Histórica XI, 1 (1987), pp. 25-53@----;yes
Literatura;Porfirio Sanz Camañes, Las ciudades en la América hispana: siglos XV al XVIII (Madrid 2004);1428;sanz-camanes;Monografía;;;;Porfirio Sanz Camañes, Las ciudades en la América hispana: siglos XV al XVIII (Madrid 2004).;;;;;;;;;;;;---- dataentry fuente ----@tipo-publicacion : Monografía@FuenteID : sanz-camanes@Nombre : @Apellido : @Autores adicionales : @Titulo : Porfirio Sanz Camañes, Las ciudades en la América hispana: siglos XV al XVIII (Madrid 2004).@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : Porfirio Sanz Camañes, Las ciudades en la América hispana: siglos XV al XVIII (Madrid 2004)@----;yes
Literatura;María Justina Sarabia Viejo, Don Luis de Velasco, virrey de Nueva España, 1550-1564 (Sevila 1978);1431;sarabia-viejo;Monografía;;;;María Justina Sarabia Viejo, Don Luis de Velasco, virrey de Nueva España, 1550-1564 (Sevila 1978).;;;;;;;;;;;;---- dataentry fuente ----@tipo-publicacion : Monografía@FuenteID : sarabia-viejo@Nombre : @Apellido : @Autores adicionales : @Titulo : María Justina Sarabia Viejo, Don Luis de Velasco, virrey de Nueva España, 1550-1564 (Sevila 1978).@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : María Justina Sarabia Viejo, Don Luis de Velasco, virrey de Nueva España, 1550-1564 (Sevila 1978)@----;yes
Literatura;Carl Sauer, Colima de la Nueva España en el siglo XVI (Colima 1990);613;sauer-colima;Monografía;Carl;Sauer;;Colima de la Nueva España en el siglo XVI;;;Colima;1990;;;;;;;;---- dataentry fuente ----@tipo-publicacion : Monografía@FuenteID : sauer-colima@Nombre : Carl@Apellido : Sauer@Autores adicionales : @Titulo : Colima de la Nueva España en el siglo XVI@en : @Vols : @Lugar : Colima@Año : 1990@Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : Carl Sauer, Colima de la Nueva España en el siglo XVI (Colima 1990)@----;yes
Literatura;Ana Edith Schaposchnik, 'Aliados y parientes. Los diaguitas rebeldes de Catamarca durante el gran alzamiento', en: Histórica 18 (1994), pp. 383-416;709;schaposchnik;Artículo;Ana Edith;Schaposchnik;;Aliados y parientes. Los diaguitas rebeldes de Catamarca durante el gran alzamiento;Histórica 18 (1994), pp. 383-416;;;1994;;;;;;;;---- dataentry fuente ----@tipo-publicacion : Artículo@FuenteID : schaposchnik@Nombre : Ana Edith@Apellido : Schaposchnik@Autores adicionales : @Titulo : Aliados y parientes. Los diaguitas rebeldes de Catamarca durante el gran alzamiento@en : Histórica 18 (1994), pp. 383-416@Vols : @Lugar : @Año : 1994@Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : Ana Edith Schaposchnik, 'Aliados y parientes. Los diaguitas rebeldes de Catamarca durante el gran alzamiento', en: Histórica 18 (1994), pp. 383-416@----;yes
Literatura;James Schofield Saeger, The Chaco Mission Frontier: The Guaycuruan Experience (Tucson 2000);520;schofield;Monografía;James;Schofield Saeger;;The Chaco Mission Frontier: The Guaycuruan Experience;;;Tucson;2000;;;;;;;;---- dataentry fuente ----@tipo-publicacion : Monografía@FuenteID : schofield@Nombre : James@Apellido : Schofield Saeger@Autores adicionales : @Titulo : The Chaco Mission Frontier: The Guaycuruan Experience@en : @Vols : @Lugar : Tucson@Año : 2000@Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : James Schofield Saeger, The Chaco Mission Frontier: The Guaycuruan Experience (Tucson 2000)@----;yes
Literatura;"Bernd Schröter, ""La frontera en hispanoamérica colonial: un estudio historiográfico comparativo"", en: Colonial Latin American Historial Review 10 (2001), pp. 351-385";1394;schroeter;Artículo;;;;"Bernd Schröter, ""La frontera en hispanoamérica colonial: un estudio historiográfico comparativo"", en: Colonial Latin American Historial Review 10 (2001)";;;;;;;;;;;;"---- dataentry fuente ----@tipo-publicacion : Artículo@FuenteID : schroeter@Nombre : @Apellido : @Autores adicionales : @Titulo : Bernd Schröter, ""La frontera en hispanoamérica colonial: un estudio historiográfico comparativo"", en: Colonial Latin American Historial Review 10 (2001)@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : Bernd Schröter, ""La frontera en hispanoamérica colonial: un estudio historiográfico comparativo"", en: Colonial Latin American Historial Review 10 (2001), pp. 351-385@----";yes
Literatura;Richard John Schubel, THE HISTORICAL GEOGRAPHY OF A FRONTIER CAPITAL. ARISPE,  SONORA(MA thesis, U Arizona 1969);714;schubel;Tesis;Richard John;Schubel;;THE HISTORICAL GEOGRAPHY OF A FRONTIER CAPITAL. ARISPE,  SONORA;;;;1969;;;;;;;;---- dataentry fuente ----@tipo-publicacion : Tesis@FuenteID : schubel@Nombre : Richard John@Apellido : Schubel@Autores adicionales : @Titulo : THE HISTORICAL GEOGRAPHY OF A FRONTIER CAPITAL. ARISPE,  SONORA@en : @Vols : @Lugar : @Año : 1969@Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : Richard John Schubel, THE HISTORICAL GEOGRAPHY OF A FRONTIER CAPITAL. ARISPE,  SONORA(MA thesis, U Arizona 1969)@----;yes
Edicion;Rodolfo Schuller, 'Documentos para la historia de las misiones de Maynas. Del Archivo de jesuitas anexo a la Biblioteca Nacional de Santiago de Chile', en: Boletin de la Real Academia de la Historia LIX, cuadernos V (1911);521;schuller;Edición;Rodolfo;Schuller;;Documentos para la historia de las misiones de Maynas. Del Archivo de jesuitas anexo a la Biblioteca Nacional de Santiago de Chile;Boletin de la Real Academia de la Historia LIX, cuadernos V;;;1911;;;;;;matched;;---- dataentry fuente ----@tipo-publicacion : Edición@FuenteID : schuller@Nombre : Rodolfo@Apellido : Schuller@Autores adicionales : @Titulo : Documentos para la historia de las misiones de Maynas. Del Archivo de jesuitas anexo a la Biblioteca Nacional de Santiago de Chile@en : Boletin de la Real Academia de la Historia LIX, cuadernos V@Vols : @Lugar : @Año : 1911@Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : Rodolfo Schuller, 'Documentos para la historia de las misiones de Maynas. Del Archivo de jesuitas anexo a la Biblioteca Nacional de Santiago de Chile', en: Boletin de la Real Academia de la Historia LIX, cuadernos V (1911)@----;yes
Literatura;Norman B. Schwartz, Forest society: a social history of Petén (Philadelphia 1990);833;schwartz-peten;Monografía;Norman B.;Schwartz;;Forest society: a social history of Petén;;;Philadelphia;1990;;;;;;;;---- dataentry fuente ----@tipo-publicacion : Monografía@FuenteID : schwartz-peten@Nombre : Norman B.@Apellido : Schwartz@Autores adicionales : @Titulo : Forest society: a social history of Petén@en : @Vols : @Lugar : Philadelphia@Año : 1990@Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : Norman B. Schwartz, Forest society: a social history of Petén (Philadelphia 1990)@----;yes
Literatura;Leslie Scott Offutt, Saltillo, 1770-1810: Town and Region in the Mexican North (Tucson 2001);522;scott-offutt;Monografía;Leslie;Scott Offutt;;Saltillo, 1770-1810: Town and Region in the Mexican North;;;Tucson;2001;;;;;;;1770-1810;---- dataentry fuente ----@tipo-publicacion : Monografía@FuenteID : scott-offutt@Nombre : Leslie@Apellido : Scott Offutt@Autores adicionales : @Titulo : Saltillo, 1770-1810: Town and Region in the Mexican North@en : @Vols : @Lugar : Tucson@Año : 2001@Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : Leslie Scott Offutt, Saltillo, 1770-1810: Town and Region in the Mexican North (Tucson 2001)@----;yes
Literatura;Alfredo Seiferheld, FILATELIA, CORREOS Y SELLOS PARAGUAYOS (Buenos Aires 1975);523;seiferheld;Monografía;Alfredo;Seiferheld;;FILATELIA, CORREOS Y SELLOS PARAGUAYOS;;;Buenos Aires;1975;;;;http://www.portalguarani.com/836_alfredo_m_seiferheld_r/14392_filatelia_correos_y_sellos_paraguayos_1975__por_alfredo_m_seiferheld.html;;;;---- dataentry fuente ----@tipo-publicacion : Monografía@FuenteID : seiferheld@Nombre : Alfredo@Apellido : Seiferheld@Autores adicionales : @Titulo : FILATELIA, CORREOS Y SELLOS PARAGUAYOS@en : @Vols : @Lugar : Buenos Aires@Año : 1975@Original : @Vols : @Archivo : @Signatura : @URL : http://www.portalguarani.com/836_alfredo_m_seiferheld_r/14392_filatelia_correos_y_sellos_paraguayos_1975__por_alfredo_m_seiferheld.html@Cita completa : Alfredo Seiferheld, FILATELIA, CORREOS Y SELLOS PARAGUAYOS (Buenos Aires 1975)@----;yes
Literatura;Sylvia Sellers-García, Distance and Documents at the Spanish Empire's Periphery (Stanford 2013);524;sellers-garcia;Monografía;Sylvia;Sellers-García;;Distance and Documents at the Spanish Empire's Periphery;;;Stanford;2013;;;;;;;;---- dataentry fuente ----@tipo-publicacion : Monografía@FuenteID : sellers-garcia@Nombre : Sylvia@Apellido : Sellers-García@Autores adicionales : @Titulo : Distance and Documents at the Spanish Empire's Periphery@en : @Vols : @Lugar : Stanford@Año : 2013@Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : Sylvia Sellers-García, Distance and Documents at the Spanish Empire's Periphery (Stanford 2013)@----;yes
Impreso; NN., Semanario erudito, que comprehende varias obras inéditas, críticas… vol. 28 (Madrid 1790);770;seminario-erudito-28;Impreso;;NN.;;Semanario erudito, que comprehende varias obras inéditas, críticas… vol. 28;;;Madrid;1790;;;;;;;;---- dataentry fuente ----@tipo-publicacion : Impreso@FuenteID : seminario-erudito-28@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Semanario erudito, que comprehende varias obras inéditas, críticas… vol. 28@en : @Vols : @Lugar : Madrid@Año : 1790@Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa :  NN., Semanario erudito, que comprehende varias obras inéditas, críticas… vol. 28 (Madrid 1790)@----;yes
Literatura;Manuel Serrano García, EL OBISPADO DE CARTAGENA DE INDIAS EN EL SIGLO XVIII (Sevilla 2015);997;serrano-garcia;Tesis;Manuel;Serrano García;;EL OBISPADO DE CARTAGENA DE INDIAS EN EL SIGLO XVIII;;;Sevilla;2015;;;;;;matched;;---- dataentry fuente ----@tipo-publicacion : Tesis@FuenteID : serrano-garcia@Nombre : Manuel@Apellido : Serrano García@Autores adicionales : @Titulo : EL OBISPADO DE CARTAGENA DE INDIAS EN EL SIGLO XVIII@en : @Vols : @Lugar : Sevilla@Año : 2015@Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : Manuel Serrano García, EL OBISPADO DE CARTAGENA DE INDIAS EN EL SIGLO XVIII (Sevilla 2015)@----;yes
Literatura;José Antonio Serrano Ortega, Jerarquía territorial y transición política: Guanajuato, 1790-1836 (Zamora, Mich. 2001);1386;serrano-ortega;Monografía;;;;José Antonio Serrano Ortega, Jerarquía territorial y transición política: Guanajuato, 1790-1836 (Zamora, Mich. 2001).;;;;;;;;;;;;---- dataentry fuente ----@tipo-publicacion : Monografía@FuenteID : serrano-ortega@Nombre : @Apellido : @Autores adicionales : @Titulo : José Antonio Serrano Ortega, Jerarquía territorial y transición política: Guanajuato, 1790-1836 (Zamora, Mich. 2001).@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : José Antonio Serrano Ortega, Jerarquía territorial y transición política: Guanajuato, 1790-1836 (Zamora, Mich. 2001)@----;yes
Literatura;María Rosario Sevilla Soler, Santo Domingo. Tierra de Frontera, 1750-1800 (Sevilla 1980);525;sevilla;Monografía;María Rosario;Sevilla Soler;;Santo Domingo. Tierra de Frontera, 1750-1800;;;Sevilla;1980;;;;;;matched;1750-1800;---- dataentry fuente ----@tipo-publicacion : Monografía@FuenteID : sevilla@Nombre : María Rosario@Apellido : Sevilla Soler@Autores adicionales : @Titulo : Santo Domingo. Tierra de Frontera, 1750-1800@en : @Vols : @Lugar : Sevilla@Año : 1980@Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : María Rosario Sevilla Soler, Santo Domingo. Tierra de Frontera, 1750-1800 (Sevilla 1980)@----;yes
Literatura;María Rosario Sevilla Soler, Inmigración y cambio socio-económico en Trinidad, 1783-1797 (Sevilla 1988);1315;sevilla-trinidad;Monografía;María Rosario;Sevilla Soler;;Inmigración y cambio socio-económico en Trinidad, 1783-1797;;;Sevilla;1988;;;;;;;1783-1797;---- dataentry fuente ----@tipo-publicacion : Monografía@FuenteID : sevilla-trinidad@Nombre : María Rosario@Apellido : Sevilla Soler@Autores adicionales : @Titulo : Inmigración y cambio socio-económico en Trinidad, 1783-1797@en : @Vols : @Lugar : Sevilla@Año : 1988@Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : María Rosario Sevilla Soler, Inmigración y cambio socio-económico en Trinidad, 1783-1797 (Sevilla 1988)@----;yes
Literatura;Tomas E. Sheridan, Empire of Sand: The Seri Indians and the Struggle for Spanish Sonora, 1645-1803 (Tucscon 1999);526;sheridan;Monografía;Tomas E.;Sheridan;;Empire of Sand: The Seri Indians and the Struggle for Spanish Sonora, 1645-1803;;;Tucscon;1999;;;;;;matched;1645-1803;---- dataentry fuente ----@tipo-publicacion : Monografía@FuenteID : sheridan@Nombre : Tomas E.@Apellido : Sheridan@Autores adicionales : @Titulo : Empire of Sand: The Seri Indians and the Struggle for Spanish Sonora, 1645-1803@en : @Vols : @Lugar : Tucscon@Año : 1999@Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : Tomas E. Sheridan, Empire of Sand: The Seri Indians and the Struggle for Spanish Sonora, 1645-1803 (Tucscon 1999)@----;yes
Literatura;Gabriela Sica, 'Tierras indígenas, tierras de españoles en la Quebrada de Humahuaca. Una historia en larga duración. Siglos XVII-XVIII', en: XXI Jornadas de Historia Económica (2008);527;sica;Ponencia;Gabriela;Sica;;Tierras indígenas, tierras de españoles en la Quebrada de Humahuaca. Una historia en larga duración. Siglos XVII-XVIII;XXI Jornadas de Historia Económica;;;2008;;;;http://xxijhe.fahce.unlp.edu.ar/programa/descargables/sica.pdf;;;1600-1800;---- dataentry fuente ----@tipo-publicacion : Ponencia@FuenteID : sica@Nombre : Gabriela@Apellido : Sica@Autores adicionales : @Titulo : Tierras indígenas, tierras de españoles en la Quebrada de Humahuaca. Una historia en larga duración. Siglos XVII-XVIII@en : XXI Jornadas de Historia Económica@Vols : @Lugar : @Año : 2008@Original : @Vols : @Archivo : @Signatura : @URL : http://xxijhe.fahce.unlp.edu.ar/programa/descargables/sica.pdf@Cita completa : Gabriela Sica, 'Tierras indígenas, tierras de españoles en la Quebrada de Humahuaca. Una historia en larga duración. Siglos XVII-XVIII', en: XXI Jornadas de Historia Económica (2008)@----;yes
No; 'Estudio de impacto ambiental', en: http://www.eprsiepac.com/documentos/Panama/06%20DESCRIPCION%20DEL%20MEDIO%20AMBIENTE%20D2%20v2.pdf;738;siepac;Online;;NN.;;Estudio de impacto ambiental;;;;;;;;http://www.eprsiepac.com/documentos/Panama/06%20DESCRIPCION%20DEL%20MEDIO%20AMBIENTE%20D2%20v2.pdf;;;;---- dataentry fuente ----@tipo-publicacion : Online@FuenteID : siepac@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Estudio de impacto ambiental@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : @Signatura : @URL : http://www.eprsiepac.com/documentos/Panama/06%20DESCRIPCION%20DEL%20MEDIO%20AMBIENTE%20D2%20v2.pdf@Cita completa :  'Estudio de impacto ambiental', en: http://www.eprsiepac.com/documentos/Panama/06%20DESCRIPCION%20DEL%20MEDIO%20AMBIENTE%20D2%20v2.pdf@----;yes
Mapas; 'Alausí', en: http://metadatos.sigtierras.gob.ec/pdf/hojas50k/ZHC_Mapa_%C3%91V_A3.pdf (Mapa);814;sigtierra;Mapa;;NN.;;Alausí;;;;;;;;http://metadatos.sigtierras.gob.ec/pdf/hojas50k/ZHC_Mapa_%C3%91V_A3.pdf;;;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : sigtierra@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Alausí@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : @Signatura : @URL : http://metadatos.sigtierras.gob.ec/pdf/hojas50k/ZHC_Mapa_%C3%91V_A3.pdf@Cita completa :  'Alausí', en: http://metadatos.sigtierras.gob.ec/pdf/hojas50k/ZHC_Mapa_%C3%91V_A3.pdf (Mapa)@----;yes
Edicion;Francisco Silvestre, Descripcion del reyno de Santa Fe de Bogota (Bogotá 1950);528;silvestre;Edición;Francisco;Silvestre;;Descripcion del reyno de Santa Fe de Bogota;;;Bogotá;1950;;;;;;matched;;---- dataentry fuente ----@tipo-publicacion : Edición@FuenteID : silvestre@Nombre : Francisco@Apellido : Silvestre@Autores adicionales : @Titulo : Descripcion del reyno de Santa Fe de Bogota@en : @Vols : @Lugar : Bogotá@Año : 1950@Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : Francisco Silvestre, Descripcion del reyno de Santa Fe de Bogota (Bogotá 1950)@----;yes
Edicion;Francisco Silvestre, 'Relación que manifiesta el estado de la provincia de Antioquia', en: SILVESTRE, Francisco: Descripcion del reyno de Santa Fe de Bogota (Bogota 1950). (1776);998;silvestre-antioquia-1;Documento;Francisco;Silvestre;;Relación que manifiesta el estado de la provincia de Antioquia;SILVESTRE, Francisco: Descripcion del reyno de Santa Fe de Bogota (Bogota 1950).;;;;;;;;;matched;;---- dataentry fuente ----@tipo-publicacion : Documento@FuenteID : silvestre-antioquia-1@Nombre : Francisco@Apellido : Silvestre@Autores adicionales : @Titulo : Relación que manifiesta el estado de la provincia de Antioquia@en : SILVESTRE, Francisco: Descripcion del reyno de Santa Fe de Bogota (Bogota 1950).@Vols : @Lugar : @Año : @Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : Francisco Silvestre, 'Relación que manifiesta el estado de la provincia de Antioquia', en: SILVESTRE, Francisco: Descripcion del reyno de Santa Fe de Bogota (Bogota 1950). (1776)@----;yes
Edicion;Francisco Silvestre, 'Relación del estado de la provincia de Antioquia', en: SILVESTRE, Francisco: Descripcion del reyno de Santa Fe de Bogota (Bogota 1950). (1776);999;silvestre-antioquia-2;Documento;Francisco;Silvestre;;Relación del estado de la provincia de Antioquia;SILVESTRE, Francisco: Descripcion del reyno de Santa Fe de Bogota (Bogota 1950).;;;;;;;;;matched;;---- dataentry fuente ----@tipo-publicacion : Documento@FuenteID : silvestre-antioquia-2@Nombre : Francisco@Apellido : Silvestre@Autores adicionales : @Titulo : Relación del estado de la provincia de Antioquia@en : SILVESTRE, Francisco: Descripcion del reyno de Santa Fe de Bogota (Bogota 1950).@Vols : @Lugar : @Año : @Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : Francisco Silvestre, 'Relación del estado de la provincia de Antioquia', en: SILVESTRE, Francisco: Descripcion del reyno de Santa Fe de Bogota (Bogota 1950). (1776)@----;yes
Online; SISRA, 'Programa para la Mitigación de los Efectos de los Terremotos en la Región Andina', en: http://www.ceresis.org/proyectos/ejecutados/proyecto-sisra/;529;SISRA;Base de datos;;SISRA;;Programa para la Mitigación de los Efectos de los Terremotos en la Región Andina;;;;;;;;http://www.ceresis.org/proyectos/ejecutados/proyecto-sisra/;;;;---- dataentry fuente ----@tipo-publicacion : Base de datos@FuenteID : SISRA@Nombre : @Apellido : SISRA@Autores adicionales : @Titulo : Programa para la Mitigación de los Efectos de los Terremotos en la Región Andina@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : @Signatura : @URL : http://www.ceresis.org/proyectos/ejecutados/proyecto-sisra/@Cita completa :  SISRA, 'Programa para la Mitigación de los Efectos de los Terremotos en la Región Andina', en: http://www.ceresis.org/proyectos/ejecutados/proyecto-sisra/@----;yes
Literatura;Jesús Sitjá, El correo colonial en el Virreinato del Perú, siglos XVIII y XIX (Barcelona 2009);530;sitja;Monografía;Jesús;Sitjá;;El correo colonial en el Virreinato del Perú, siglos XVIII y XIX;;;Barcelona;2009;;;;;;;1700-1900;---- dataentry fuente ----@tipo-publicacion : Monografía@FuenteID : sitja@Nombre : Jesús@Apellido : Sitjá@Autores adicionales : @Titulo : El correo colonial en el Virreinato del Perú, siglos XVIII y XIX@en : @Vols : @Lugar : Barcelona@Año : 2009@Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : Jesús Sitjá, El correo colonial en el Virreinato del Perú, siglos XVIII y XIX (Barcelona 2009)@----;yes
Mapas; 'Chocó, con los accidentes geográficos', en: Archivo General de la Nación (Colombia), CO.AGN.SMP.4,REF.137A (Mapa, 1804);1026;smp-4-137a;Mapa;;NN.;;Chocó, con los accidentes geográficos;;;;1804;;CO.AGN.SMP.4,REF.137A;Archivo General de la Nación (Colombia);;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : smp-4-137a@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Chocó, con los accidentes geográficos@en : @Vols : @Lugar : @Año : 1804@Original : @Vols : @Archivo : Archivo General de la Nación (Colombia)@Signatura : CO.AGN.SMP.4,REF.137A@URL : @Cita completa :  'Chocó, con los accidentes geográficos', en: Archivo General de la Nación (Colombia), CO.AGN.SMP.4,REF.137A (Mapa, 1804)@----;yes
Mapas; 'Partido de la villa de Leiva', en: Archivo General de la Nación (Colombia),  	CO.AGN.SMP.4,REF.211A (Mapa, 1808);1025;smp-4-211a;Mapa;;NN.;;Partido de la villa de Leiva;;;;1808;; 	CO.AGN.SMP.4,REF.211A;Archivo General de la Nación (Colombia);;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : smp-4-211a@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Partido de la villa de Leiva@en : @Vols : @Lugar : @Año : 1808@Original : @Vols : @Archivo : Archivo General de la Nación (Colombia)@Signatura :  	CO.AGN.SMP.4,REF.211A@URL : @Cita completa :  'Partido de la villa de Leiva', en: Archivo General de la Nación (Colombia),  	CO.AGN.SMP.4,REF.211A (Mapa, 1808)@----;yes
