citlist;Cita_completa;ftid;FuenteID;tipo;Nombre;Apellido;Autores_adicionales;Titulo;en_;Vols;Lugar;Año;Año original;Signatura;Archivo;URL;Nota;flag;tiempo;template;wikiincluded
Literatura;Antonio Barreras, 'Mail Service in Cuba During the 18th Century/El correo de Cuba en el siglo XVIII', en: The Cuban Philatelist 3, 4-19 (1990);51;barreras;Artículo;Antonio;Barreras;;Mail Service in Cuba During the 18th Century/El correo de Cuba en el siglo XVIII;The Cuban Philatelist 3, 4-19;;;1990;;;;;;;1700-1800;---- dataentry fuente ----@tipo-publicacion : Artículo@FuenteID : barreras@Nombre : Antonio@Apellido : Barreras@Autores adicionales : @Titulo : Mail Service in Cuba During the 18th Century/El correo de Cuba en el siglo XVIII@en : The Cuban Philatelist 3, 4-19@Vols : @Lugar : @Año : 1990@Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : Antonio Barreras, 'Mail Service in Cuba During the 18th Century/El correo de Cuba en el siglo XVIII', en: The Cuban Philatelist 3, 4-19 (1990)@----;yes
Archivalia; 'Alcaldes mayores nombrados por el gobernador Barri', en: Archivo General de Indias, Guadalajara,301 (1777);1325;barri;Archivalia;;NN.;;Alcaldes mayores nombrados por el gobernador Barri;;;;1777;1777;Guadalajara,301;Archivo General de Indias;;;;;---- dataentry fuente ----@tipo-publicacion : Archivalia@FuenteID : barri@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Alcaldes mayores nombrados por el gobernador Barri@en : @Vols : @Lugar : @Año : 1777@Original : 1777@Vols : @Archivo : Archivo General de Indias@Signatura : Guadalajara,301@URL : @Cita completa :  'Alcaldes mayores nombrados por el gobernador Barri', en: Archivo General de Indias, Guadalajara,301 (1777)@----;yes
;;1511;barrio-junco;Documento;Pedro de;Barrio Junco y Espriella;;Visita General del Nuevo Reino de León, por el gobernador don Pedro de Barrio Junco y Espriella;Lydia Espinosa Morales/Isabel Ortega, EL NUEVO REINO DE LEÓN EN VOZ DE SUS CONTEMPORÁNEOS (México 2006);;;;;;;;;;;---- dataentry fuente ----@tipo-publicacion : Documento@FuenteID : barrio-junco@Nombre : Pedro de@Apellido : Barrio Junco y Espriella@Autores adicionales : @Titulo : Visita General del Nuevo Reino de León, por el gobernador don Pedro de Barrio Junco y Espriella@en : Lydia Espinosa Morales/Isabel Ortega, EL NUEVO REINO DE LEÓN EN VOZ DE SUS CONTEMPORÁNEOS (México 2006)@Vols : @Lugar : @Año : @Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : @----;
;Basilio Vicente Oviedo, Cualidades y riquezas del Nuevo Reino de Granada;1558;basilio-oviedo;;Basilio Vicente;Oviedo;;;;;;;;;;;;;;;
Literatura;Clementina Battcock/Claudia Gotta, Analía Manavella, 'Frontera y poder: milicias y misiones en la jurisdicción de Santa Fe de la Vera Cruz, 1700-1780. Algunas reflexiones', en: Cuicuilco vol. 11, núm. 30 (2004), pp. 1-22;952;battcock;Artículo;Clementina;Battcock;Claudia Gotta, Analía Manavella;Frontera y poder: milicias y misiones en la jurisdicción de Santa Fe de la Vera Cruz, 1700-1780. Algunas reflexiones;Cuicuilco, vol. 11, núm. 30, enero-abril, 2004;;;2004;;;;;;matched;1700-1780;---- dataentry fuente ----@tipo-publicacion : Artículo@FuenteID : battcock@Nombre : Clementina@Apellido : Battcock@Autores adicionales : Claudia Gotta, Analía Manavella@Titulo : Frontera y poder: milicias y misiones en la jurisdicción de Santa Fe de la Vera Cruz, 1700-1780. Algunas reflexiones@en : Cuicuilco, vol. 11, núm. 30, enero-abril, 2004@Vols : @Lugar : @Año : 2004@Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : Clementina Battcock/Claudia Gotta, Analía Manavella, 'Frontera y poder: milicias y misiones en la jurisdicción de Santa Fe de la Vera Cruz, 1700-1780. Algunas reflexiones', en: Cuicuilco vol. 11, núm. 30 (2004), pp. 1-22@----;yes
Literatura;L.A. Bauer, Land Magnetic Observations, 1905-1910 (Washington DC 1912);756;bauer;Monografía;L.A.;Bauer;;Land Magnetic Observations, 1905-1910;;;Washington DC;1912;;;;;;;;---- dataentry fuente ----@tipo-publicacion : Monografía@FuenteID : bauer@Nombre : L.A.@Apellido : Bauer@Autores adicionales : @Titulo : Land Magnetic Observations, 1905-1910@en : @Vols : @Lugar : Washington DC@Año : 1912@Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : L.A. Bauer, Land Magnetic Observations, 1905-1910 (Washington DC 1912)@----;yes
Literatura;Francisco Bauza, Historia de la dominación española en el Uruguay (Montevideo 1965);52;bauza;Monografía;Francisco;Bauza;;Historia de la dominación española en el Uruguay;;;Montevideo;1965;1880;;;;;;;---- dataentry fuente ----@tipo-publicacion : Monografía@FuenteID : bauza@Nombre : Francisco@Apellido : Bauza@Autores adicionales : @Titulo : Historia de la dominación española en el Uruguay@en : @Vols : @Lugar : Montevideo@Año : 1965@Original : 1880@Vols : @Archivo : @Signatura : @URL : @Cita completa : Francisco Bauza, Historia de la dominación española en el Uruguay (Montevideo 1965)@----;yes
Literatura;Cecilia Becerra Jiménez, Gobierno, Justicia e Instituciones en la Nueva Galicia: La Alcaldía Mayor de Santa María de Los Lagos, 1563-1750 (Guadalajara 2008);53;becerra;Monografía;Cecilia;Becerra Jiménez;;Gobierno, Justicia e Instituciones en la Nueva Galicia: La Alcaldía Mayor de Santa María de Los Lagos, 1563-1750;;;Guadalajara;2008;;;;;;matched; 1563-1750;---- dataentry fuente ----@tipo-publicacion : Monografía@FuenteID : becerra@Nombre : Cecilia@Apellido : Becerra Jiménez@Autores adicionales : @Titulo : Gobierno, Justicia e Instituciones en la Nueva Galicia: La Alcaldía Mayor de Santa María de Los Lagos, 1563-1750@en : @Vols : @Lugar : Guadalajara@Año : 2008@Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : Cecilia Becerra Jiménez, Gobierno, Justicia e Instituciones en la Nueva Galicia: La Alcaldía Mayor de Santa María de Los Lagos, 1563-1750 (Guadalajara 2008)@----;yes
Literatura;"María Florencia Becerra/Dolores Estruch, ""Alcaldes de minas, capitulares, cateadores y mineros. Una reflexión sobre las administración de la justicia en las causas mineras de la puna de Jujuy (siglo XVII)"", en: Revista de historia del derecho 42 (2011), p. 11-21";1440;becerra-estruch;Artículo;;;;"María Florencia Becerra/Dolores Estruch, ""Alcaldes de minas, capitulares, cateadores y mineros. Una reflexión sobre las administración de la justicia en las causas mineras de la puna de Jujuy (siglo XVII)"". En: Revista de historia del derecho 42 (2011).";;;;;;;;;;;;"---- dataentry fuente ----@tipo-publicacion : Artículo@FuenteID : becerra-estruch@Nombre : @Apellido : @Autores adicionales : @Titulo : María Florencia Becerra/Dolores Estruch, ""Alcaldes de minas, capitulares, cateadores y mineros. Una reflexión sobre las administración de la justicia en las causas mineras de la puna de Jujuy (siglo XVII)"". En: Revista de historia del derecho 42 (2011).@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : María Florencia Becerra/Dolores Estruch, ""Alcaldes de minas, capitulares, cateadores y mineros. Una reflexión sobre las administración de la justicia en las causas mineras de la puna de Jujuy (siglo XVII)"", en: Revista de historia del derecho 42 (2011), p. 11-21@----";yes
Literatura;"Christoph Belaubre, ""El traslado de la capital del reino de Guatemala (1773-1779). Conflicto de poder y juegos sociales"": Revista Historia (Costa Rica),57-58 (2008), pp. 23-61";1427;belaubre;Artículo;;;;"Christoph Belaubre, ""El traslado de la capital del reino de Guatemala (1773-1779). Conflicto de poder y juegos sociales"": Revista Historia (Costa Rica),57-58 (2008), 23-61.";;;;;;;;;;;;"---- dataentry fuente ----@tipo-publicacion : Artículo@FuenteID : belaubre@Nombre : @Apellido : @Autores adicionales : @Titulo : Christoph Belaubre, ""El traslado de la capital del reino de Guatemala (1773-1779). Conflicto de poder y juegos sociales"": Revista Historia (Costa Rica),57-58 (2008), 23-61.@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : Christoph Belaubre, ""El traslado de la capital del reino de Guatemala (1773-1779). Conflicto de poder y juegos sociales"": Revista Historia (Costa Rica),57-58 (2008), pp. 23-61@----";yes
No; 'http://historiayregion.blogspot.com/2012/01/raices-de-belen-de-umbria-la-aldea-de.html', en: http://historiayregion.blogspot.com/2012/01/raices-de-belen-de-umbria-la-aldea-de.html;790;belen-umbria;Online;;NN.;;http://historiayregion.blogspot.com/2012/01/raices-de-belen-de-umbria-la-aldea-de.html;;;;;;;;http://historiayregion.blogspot.com/2012/01/raices-de-belen-de-umbria-la-aldea-de.html;;;;---- dataentry fuente ----@tipo-publicacion : Online@FuenteID : belen-umbria@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : http://historiayregion.blogspot.com/2012/01/raices-de-belen-de-umbria-la-aldea-de.html@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : @Signatura : @URL : http://historiayregion.blogspot.com/2012/01/raices-de-belen-de-umbria-la-aldea-de.html@Cita completa :  'http://historiayregion.blogspot.com/2012/01/raices-de-belen-de-umbria-la-aldea-de.html', en: http://historiayregion.blogspot.com/2012/01/raices-de-belen-de-umbria-la-aldea-de.html@----;yes
Literatura; Irène Bellier, El temblor y la luna.,;683;bellier;Monografía; Irène;Bellier;;El temblor y la luna.;;;;;;;;;;;;---- dataentry fuente ----@tipo-publicacion : Monografía@FuenteID : bellier@Nombre :  Irène@Apellido : Bellier@Autores adicionales : @Titulo : El temblor y la luna.@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa :  Irène Bellier, El temblor y la luna.,@----;yes
Literatura; Irène Bellier, 'Mai Huna : Les orejones. Compte rendu de missions en Amazonie péruvienne', en: Journal de la Société des Américanistes 68 (1982), pp. 213-223;685;bellier2;Artículo; Irène;Bellier;;Mai Huna : Les orejones. Compte rendu de missions en Amazonie péruvienne;Journal de la Société des Américanistes 68, 1982. pp. 213-223;;;1982;;;;;;;;---- dataentry fuente ----@tipo-publicacion : Artículo@FuenteID : bellier2@Nombre :  Irène@Apellido : Bellier@Autores adicionales : @Titulo : Mai Huna : Les orejones. Compte rendu de missions en Amazonie péruvienne@en : Journal de la Société des Américanistes 68, 1982. pp. 213-223@Vols : @Lugar : @Año : 1982@Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa :  Irène Bellier, 'Mai Huna : Les orejones. Compte rendu de missions en Amazonie péruvienne', en: Journal de la Société des Américanistes 68 (1982), pp. 213-223@----;yes
Literatura;José Bengoa, Historia del pueblo mapuche: (siglo XIX y XX) (Santiago de Chile 2000);713;bengoa;Monografía;José;Bengoa;;Historia del pueblo mapuche: (siglo XIX y XX);;;Santiago de Chile;2000;;;;;;;;---- dataentry fuente ----@tipo-publicacion : Monografía@FuenteID : bengoa@Nombre : José@Apellido : Bengoa@Autores adicionales : @Titulo : Historia del pueblo mapuche: (siglo XIX y XX)@en : @Vols : @Lugar : Santiago de Chile@Año : 2000@Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : José Bengoa, Historia del pueblo mapuche: (siglo XIX y XX) (Santiago de Chile 2000)@----;yes
Literatura;Hans van den Berg, Con los yuracarees (Bolivia) : crónicas misionales (1765-1825) (Madrid 2010);54;berg;Monografía;Hans van den;Berg;;Con los yuracarees (Bolivia) : crónicas misionales (1765-1825);;;Madrid;2010;;;;;;matched;1765-1825;---- dataentry fuente ----@tipo-publicacion : Monografía@FuenteID : berg@Nombre : Hans van den@Apellido : Berg@Autores adicionales : @Titulo : Con los yuracarees (Bolivia) : crónicas misionales (1765-1825)@en : @Vols : @Lugar : Madrid@Año : 2010@Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : Hans van den Berg, Con los yuracarees (Bolivia) : crónicas misionales (1765-1825) (Madrid 2010)@----;yes
Literatura;Salvador Bernabéu (coord.), La ciudad americana: mitos, espacios y control social (Madrid 2010);1388;bernabeu;Monografía;;;;Salvador Bernabéu (coord.), La ciudad americana: mitos, espacios y control social (Madrid 2010);;;;;;;;;;;;---- dataentry fuente ----@tipo-publicacion : Monografía@FuenteID : bernabeu@Nombre : @Apellido : @Autores adicionales : @Titulo : Salvador Bernabéu (coord.), La ciudad americana: mitos, espacios y control social (Madrid 2010)@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : Salvador Bernabéu (coord.), La ciudad americana: mitos, espacios y control social (Madrid 2010)@----;yes
Literatura;López Bernal José Manuel, 'La Real Renta de Correos en Santo Domingo (I)', en: Atalaya Filatélica, núm. 123 (2009);55;bernal-correo-sd;Artículo;López Bernal;José Manuel;;La Real Renta de Correos en Santo Domingo (I);Atalaya Filatélica, núm. 123;;;2009;;;;;;;;---- dataentry fuente ----@tipo-publicacion : Artículo@FuenteID : bernal-correo-sd@Nombre : López Bernal@Apellido : José Manuel@Autores adicionales : @Titulo : La Real Renta de Correos en Santo Domingo (I)@en : Atalaya Filatélica, núm. 123@Vols : @Lugar : @Año : 2009@Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : López Bernal José Manuel, 'La Real Renta de Correos en Santo Domingo (I)', en: Atalaya Filatélica, núm. 123 (2009)@----;yes
Literatura;Graciela Bernal Ruiz, 'Creación de subdelegaciones en la intendencia de Guanajuato, 1790-1810', en: Rafael Diego-Fernández Sotelo, Graciela Bernal Ruiz  José Luis Alcauter Guzmán (eds.), Subdelegaciones Novohispanas. La jurisdicción como territorio y competencia (Zamora, Mich. 2019), pp. 71-104;1140;bernal-ruiz-guanajuato;Artículo;Graciela;Bernal Ruiz;;Creación de subdelegaciones en la intendencia de Guanajuato, 1790-1810;Rafael Diego-Fernández Sotelo, Graciela Bernal Ruiz  José Luis Alcauter Guzmán (eds.), Subdelegaciones Novohispanas. La jurisdicción como territorio y competencia (Zamora, Mich. 2019);;;2019;;;;;;matched;1790-1810;---- dataentry fuente ----@tipo-publicacion : Artículo@FuenteID : bernal-ruiz-guanajuato@Nombre : Graciela@Apellido : Bernal Ruiz@Autores adicionales : @Titulo : Creación de subdelegaciones en la intendencia de Guanajuato, 1790-1810@en : Rafael Diego-Fernández Sotelo, Graciela Bernal Ruiz  José Luis Alcauter Guzmán (eds.), Subdelegaciones Novohispanas. La jurisdicción como territorio y competencia (Zamora, Mich. 2019)@Vols : @Lugar : @Año : 2019@Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : Graciela Bernal Ruiz, 'Creación de subdelegaciones en la intendencia de Guanajuato, 1790-1810', en: Rafael Diego-Fernández Sotelo, Graciela Bernal Ruiz  José Luis Alcauter Guzmán (eds.), Subdelegaciones Novohispanas. La jurisdicción como territorio y competencia (Zamora, Mich. 2019), pp. 71-104@----;yes
Edicion;José de Berroterán, 'Informe sobre Nueva Vizcaya', en: NAYLOR, Thomas/Charles W. Polzer: The Presidio and Militia on the Northern Frontier of New Spain: A Documentary History,, 2 vols. (1997), v.2,2: 205-226.,;1341;berroteran;Documento;José de;Berroterán;;Informe sobre Nueva Vizcaya;NAYLOR, Thomas/Charles W. Polzer: The Presidio and Militia on the Northern Frontier of New Spain: A Documentary History,, 2 vols. ( 1997), v.2,2: 205-226.;;;;1751;;;;;matched;;---- dataentry fuente ----@tipo-publicacion : Documento@FuenteID : berroteran@Nombre : José de@Apellido : Berroterán@Autores adicionales : @Titulo : Informe sobre Nueva Vizcaya@en : NAYLOR, Thomas/Charles W. Polzer: The Presidio and Militia on the Northern Frontier of New Spain: A Documentary History,, 2 vols. ( 1997), v.2,2: 205-226.@Vols : @Lugar : @Año : @Original : 1751@Vols : @Archivo : @Signatura : @URL : @Cita completa : José de Berroterán, 'Informe sobre Nueva Vizcaya', en: NAYLOR, Thomas/Charles W. Polzer: The Presidio and Militia on the Northern Frontier of New Spain: A Documentary History,, 2 vols. (1997), v.2,2: 205-226.,@----;yes
No;;663;bing;Geoservice;;NN.;;Bing Maps;;;;;;;;;;;;---- dataentry fuente ----@tipo-publicacion : Geoservice@FuenteID : bing@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Bing Maps@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : @----;yes
No; 'http://www.biovirtual.unal.edu.co/en/collections/detail/51821/', en: http://www.biovirtual.unal.edu.co/en/collections/detail/51821/;758;biovirtual-jiramena;Online;;NN.;;http://www.biovirtual.unal.edu.co/en/collections/detail/51821/;;;;;;;;http://www.biovirtual.unal.edu.co/en/collections/detail/51821/;;;;---- dataentry fuente ----@tipo-publicacion : Online@FuenteID : biovirtual-jiramena@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : http://www.biovirtual.unal.edu.co/en/collections/detail/51821/@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : @Signatura : @URL : http://www.biovirtual.unal.edu.co/en/collections/detail/51821/@Cita completa :  'http://www.biovirtual.unal.edu.co/en/collections/detail/51821/', en: http://www.biovirtual.unal.edu.co/en/collections/detail/51821/@----;yes
Literatura;"Carlos María Birocco, ""Los indígenas de Buenos Aires a comienzos del siglo XVIII: los reales pueblos de indios y la declinación de la encomienda"", en: Revista de Indias LXIX, 247 (2009), p. 83-104";1401;birocco;Artículo;;;;"Carlos María Birocco, ""Los indígenas de Buenos Aires a comienzos del siglo XVIII: los reales pueblos de indios y la declinación de la encomienda"": Revista de Indias LXIX, 247 (2009), p. 83-104.";;;;;;;;;;;;"---- dataentry fuente ----@tipo-publicacion : Artículo@FuenteID : birocco@Nombre : @Apellido : @Autores adicionales : @Titulo : Carlos María Birocco, ""Los indígenas de Buenos Aires a comienzos del siglo XVIII: los reales pueblos de indios y la declinación de la encomienda"": Revista de Indias LXIX, 247 (2009), p. 83-104.@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : Carlos María Birocco, ""Los indígenas de Buenos Aires a comienzos del siglo XVIII: los reales pueblos de indios y la declinación de la encomienda"", en: Revista de Indias LXIX, 247 (2009), p. 83-104@----";yes
Literatura;Pablo Birolo, 'Política y movilizaciones militares en Corrientes. Un episodio de insubordinación miliciana, 1764-1766', en: Foros de Historia Política (2013);56;birolo;Ponencia;Pablo;Birolo;;Política y movilizaciones militares en Corrientes. Un episodio de insubordinación miliciana, 1764-1766;Foros de Historia Política;;;2013;;;;http://historiapolitica.com/datos/foros/foro_sectpopulares_birolo.pdf;;;1764-1766;---- dataentry fuente ----@tipo-publicacion : Ponencia@FuenteID : birolo@Nombre : Pablo@Apellido : Birolo@Autores adicionales : @Titulo : Política y movilizaciones militares en Corrientes. Un episodio de insubordinación miliciana, 1764-1766@en : Foros de Historia Política@Vols : @Lugar : @Año : 2013@Original : @Vols : @Archivo : @Signatura : @URL : http://historiapolitica.com/datos/foros/foro_sectpopulares_birolo.pdf@Cita completa : Pablo Birolo, 'Política y movilizaciones militares en Corrientes. Un episodio de insubordinación miliciana, 1764-1766', en: Foros de Historia Política (2013)@----;yes
Literatura;José Agustín Blanco, 'El censo del departamento del Atlántico (partido de Tierradentro) en el año 1777', en: Revista colombiana de Estadística 8 (1983);57;blanco;Artículo;José Agustín;Blanco;;El censo del departamento del Atlántico (partido de Tierradentro) en el año 1777;Revista colombiana de Estadística 8;;;1983;;;;;;matched;1777;---- dataentry fuente ----@tipo-publicacion : Artículo@FuenteID : blanco@Nombre : José Agustín@Apellido : Blanco@Autores adicionales : @Titulo : El censo del departamento del Atlántico (partido de Tierradentro) en el año 1777@en : Revista colombiana de Estadística 8@Vols : @Lugar : @Año : 1983@Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : José Agustín Blanco, 'El censo del departamento del Atlántico (partido de Tierradentro) en el año 1777', en: Revista colombiana de Estadística 8 (1983)@----;yes
Literatura;José Agustín Blanco, 'Censo de San Basilio del Palenque 1777', en: Memoria y sociedad 1, 1 (1995), p. 117ff;58;blanco2;Artículo;José Agustín;Blanco;;Censo de San Basilio del Palenque 1777;Memoria y sociedad 1, 1;;;1995;;;;;;matched;1777;---- dataentry fuente ----@tipo-publicacion : Artículo@FuenteID : blanco2@Nombre : José Agustín@Apellido : Blanco@Autores adicionales : @Titulo : Censo de San Basilio del Palenque 1777@en : Memoria y sociedad 1, 1@Vols : @Lugar : @Año : 1995@Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : José Agustín Blanco, 'Censo de San Basilio del Palenque 1777', en: Memoria y sociedad 1, 1 (1995), p. 117ff@----;yes
Literatura;José Agustín Blanco, Obras completas, 2 (Barranquilla 2014);59;blanco3;Monografía;José Agustín;Blanco;;Obras completas;;2;Barranquilla;2014;;;;;;;;---- dataentry fuente ----@tipo-publicacion : Monografía@FuenteID : blanco3@Nombre : José Agustín@Apellido : Blanco@Autores adicionales : @Titulo : Obras completas@en : @Vols : 2@Lugar : Barranquilla@Año : 2014@Original : @Vols : 2@Archivo : @Signatura : @URL : @Cita completa : José Agustín Blanco, Obras completas, 2 (Barranquilla 2014)@----;yes
Edicion;José Félix Blanco/Ramón Azupurú, Documentos para la historia de la vida pública del libertador de Colombia , tomo 4 (Caracas 1876);736;blanco-documentos;Edición;José Félix;Blanco;Ramón Azupurú;Documentos para la historia de la vida pública del libertador de Colombia , tomo 4;;;Caracas;1876;;;;;;;;---- dataentry fuente ----@tipo-publicacion : Edición@FuenteID : blanco-documentos@Nombre : José Félix@Apellido : Blanco@Autores adicionales : Ramón Azupurú@Titulo : Documentos para la historia de la vida pública del libertador de Colombia , tomo 4@en : @Vols : @Lugar : Caracas@Año : 1876@Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : José Félix Blanco/Ramón Azupurú, Documentos para la historia de la vida pública del libertador de Colombia , tomo 4 (Caracas 1876)@----;yes
No; 'http://virgiliosilveroarevalos.blogspot.com/', en: http://virgiliosilveroarevalos.blogspot.com/;788;blogsjn;Online;;NN.;;http://virgiliosilveroarevalos.blogspot.com/;;;;;;;;http://virgiliosilveroarevalos.blogspot.com/;;;;---- dataentry fuente ----@tipo-publicacion : Online@FuenteID : blogsjn@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : http://virgiliosilveroarevalos.blogspot.com/@en : @Vols : @Lugar : @Año : @Original : @Vols : @Archivo : @Signatura : @URL : http://virgiliosilveroarevalos.blogspot.com/@Cita completa :  'http://virgiliosilveroarevalos.blogspot.com/', en: http://virgiliosilveroarevalos.blogspot.com/@----;yes
Mapas; 'Mapa que comprehende la mayor parte del reyno de Goatemala, Provincias de Yucatan, Vera Paz, Honduras, Nicaragua, Costa Rica, Veraguas y parte de Tierra Firme', en: Biblioteca Nacional de España, bdh0000032043 (Mapa, 1783?);1062;bne-guatemala;Mapa;;NN.;;Mapa que comprehende la mayor parte del reyno de Goatemala, Provincias de Yucatan, Vera Paz, Honduras, Nicaragua, Costa Rica, Veraguas y parte de Tierra Firme;;;;1783?;;bdh0000032043;Biblioteca Nacional de España;http://bdh-rd.bne.es/;;matched;;---- dataentry fuente ----@tipo-publicacion : Mapa@FuenteID : bne-guatemala@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Mapa que comprehende la mayor parte del reyno de Goatemala, Provincias de Yucatan, Vera Paz, Honduras, Nicaragua, Costa Rica, Veraguas y parte de Tierra Firme@en : @Vols : @Lugar : @Año : 1783?@Original : @Vols : @Archivo : Biblioteca Nacional de España@Signatura : bdh0000032043@URL : http://bdh-rd.bne.es/@Cita completa :  'Mapa que comprehende la mayor parte del reyno de Goatemala, Provincias de Yucatan, Vera Paz, Honduras, Nicaragua, Costa Rica, Veraguas y parte de Tierra Firme', en: Biblioteca Nacional de España, bdh0000032043 (Mapa, 1783?)@----;yes
Literatura;Roxana Boixadós, 'Dilemas y discursos sobre la continuidad de los pueblos de indios de la jurisdicción de La Rioja bajo las reformas borbónicas', en: Mundo Agrario 13, 25 (La Plata 2012), 23 pp;60;boixados-2012;Artículo;Roxana;Boixadós;;Dilemas y discursos sobre la continuidad de los pueblos de indios de la jurisdicción de La Rioja bajo las reformas borbónicas;Mundo Agrario 13, 25;;La Plata;2012;;;;http://www.redalyc.org/articulo.oa?id=84525467007;;;;---- dataentry fuente ----@tipo-publicacion : Artículo@FuenteID : boixados-2012@Nombre : Roxana@Apellido : Boixadós@Autores adicionales : @Titulo : Dilemas y discursos sobre la continuidad de los pueblos de indios de la jurisdicción de La Rioja bajo las reformas borbónicas@en : Mundo Agrario 13, 25@Vols : @Lugar : La Plata@Año : 2012@Original : @Vols : @Archivo : @Signatura : @URL : http://www.redalyc.org/articulo.oa?id=84525467007@Cita completa : Roxana Boixadós, 'Dilemas y discursos sobre la continuidad de los pueblos de indios de la jurisdicción de La Rioja bajo las reformas borbónicas', en: Mundo Agrario 13, 25 (La Plata 2012), 23 pp@----;yes
Literatura; NN., Boletin de agricultura, minería é industrias II, 2 (1892);717;boletin-agricultura;Monografía;;NN.;;Boletin de agricultura, minería é industrias II, 2;;;;1892;;;;;;;;---- dataentry fuente ----@tipo-publicacion : Monografía@FuenteID : boletin-agricultura@Nombre : @Apellido : NN.@Autores adicionales : @Titulo : Boletin de agricultura, minería é industrias II, 2@en : @Vols : @Lugar : @Año : 1892@Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa :  NN., Boletin de agricultura, minería é industrias II, 2 (1892)@----;yes
Literatura;Katherine Bonil Gómez, Gobierno y calidad en el orden colonial: las categorías del mestizaje en la provincia de Mariquita en la segunda mitad del siglo xviii (Bogotá 2011);61;bonil-gomez;Monografía;Katherine;Bonil Gómez;;Gobierno y calidad en el orden colonial: las categorías del mestizaje en la provincia de Mariquita en la segunda mitad del siglo xviii;;;Bogotá;2011;;;;;;;1750-1800;---- dataentry fuente ----@tipo-publicacion : Monografía@FuenteID : bonil-gomez@Nombre : Katherine@Apellido : Bonil Gómez@Autores adicionales : @Titulo : Gobierno y calidad en el orden colonial: las categorías del mestizaje en la provincia de Mariquita en la segunda mitad del siglo xviii@en : @Vols : @Lugar : Bogotá@Año : 2011@Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : Katherine Bonil Gómez, Gobierno y calidad en el orden colonial: las categorías del mestizaje en la provincia de Mariquita en la segunda mitad del siglo xviii (Bogotá 2011)@----;yes
Literatura;Christiana Borchart de Moreno, 'Otavalo: el proceso de formación de un corregimiento de indios en la audiencia de Quito (1535-1623)', en: Bulletin de l'Institut Français d'Études Andines 35, 2 (2006), pp. 187-206;83;borchart;Artículo;Christiana;Borchart de Moreno;;Otavalo: el proceso de formación de un corregimiento de indios en la audiencia de Quito (1535-1623);Bulletin de l'Institut Français d'Études Andines 35, 2;;;2006;;;;;;matched;1535-1623;---- dataentry fuente ----@tipo-publicacion : Artículo@FuenteID : borchart@Nombre : Christiana@Apellido : Borchart de Moreno@Autores adicionales : @Titulo : Otavalo: el proceso de formación de un corregimiento de indios en la audiencia de Quito (1535-1623)@en : Bulletin de l'Institut Français d'Études Andines 35, 2@Vols : @Lugar : @Año : 2006@Original : @Vols : @Archivo : @Signatura : @URL : @Cita completa : Christiana Borchart de Moreno, 'Otavalo: el proceso de formación de un corregimiento de indios en la audiencia de Quito (1535-1623)', en: Bulletin de l'Institut Français d'Études Andines 35, 2 (2006), pp. 187-206@----;yes
