fid;REG;Entidad;tipo;Label;Nombre;START;START_ex;END;END_ex;START_nb;START_na;END_nb;END_na;Agregado;Ent_identica;AbrA;AbrB;Wikilink_id;Wikilink_tipo;Entidad_alt;Wikilink;Wikilink2;Provincia_generica;Fuente;Nombre completo;Nombre_completo_wiki;Cabecera
4280;QUI;PRQUGQ00;Tenencia de gobierno-Jurisdiccion;Santiago;Santiago;1534;exact;1551;exact;;;;;False;;Ten.;Jur.;guayaquil_provincia_qui;conceptos:jurisdiccion;QUGQ00PR;;QUI;;;Tenencia de gobierno-Jurisdiccion de Santiago;[[:conceptos:jurisdiccion|Tenencia de gobierno-Jurisdiccion]] de Santiago;False
4281;QUI;PRQUJA00;Tenencia de corregimiento;Jaen;Jaen;1549;exact;1581;not_before;;;1581;1597;False;;Ten.;Jur.;jaen_provincia_qui;conceptos:jurisdiccion;QUJA00PR;;QUI;;;Tenencia de corregimiento de Jaen;[[:conceptos:jurisdiccion|Tenencia de corregimiento]] de Jaen;False
4282;QUI;JUQUGQCA;Tenencia de gobierno;Caraquez;Caraquez;1562;exact;1589;exact;;;;;False;;Ten.;Part.;la canoa_jurisdiccion_qui;conceptos:jurisdiccion;QUGQCAJU;;QUI;;;Tenencia de gobierno de Caraquez;[[:conceptos:jurisdiccion|Tenencia de gobierno]] de Caraquez;False
4283;QUI;JUQUGQCA;Provincia;Caraquez;Caraquez;1590;exact;1615;exact;;;;;False;;Prov.;Prov.;la canoa_jurisdiccion_qui;conceptos:agregado;QUGQCAJU;;QUI;;;Provincia de Caraquez;[[:conceptos:agregado|Provincia]] de Caraquez;False
4284;QUI;JUQUGQCA;Alcaldia Mayor;Bodegas de Caraquez;Bodegas de Caraquez;1616;exact;1629;exact;;;;;False;;AM;AM;la canoa_jurisdiccion_qui;conceptos:alcaldia_mayor;QUGQCAJU;;QUI;;;Alcaldia Mayor de Bodegas de Caraquez;[[:conceptos:alcaldia_mayor|Alcaldia Mayor]] de Bodegas de Caraquez;False
4286;QUI;JUQUGQPB;Tenencia de gobierno;Puebloviejo;Puebloviejo;1802;exact;1808;hgis;;;;;False;;Ten.;Part.;puebloviejo_jurisdiccion_qui;conceptos:partido;QUGQPBJU;qui_guayaquil_puebloviejo;QUI;Guayaquil;;Tenencia de gobierno de Puebloviejo;[[:conceptos:partido|Tenencia de gobierno]] de Puebloviejo;False
4287;QUI;JUQUGQPV;Tenencia de gobierno;Puerto Viejo;Puerto Viejo;1535;exact;1551;exct;;;;;False;;Ten.;Jur.;puerto viejo_jurisdiccion_qui;conceptos:jurisdiccion;QUGQPVJU;;QUI;;;Tenencia de gobierno de Puerto Viejo;[[:conceptos:jurisdiccion|Tenencia de gobierno]] de Puerto Viejo;False
4289;QUI;PRQUYA00;Corregimiento;Yaguarzongo;Yaguarzongo;1593;exact;1617;exact;;;;;False;;C;Corr.;yaguarzongo_provincia_qui;conceptos:corregimiento;QUYA00PR;;QUI;;;Corregimiento de Yaguarzongo;[[:conceptos:corregimiento|Corregimiento]] de Yaguarzongo;False
4291;QUI;PTQUYAZA;Tenencia de corregimiento;Zamora;Zamora;1549;exact;1599;arbitrary;;;;;False;;Ten.;Jur.;zamora_partido_qui;conceptos:jurisdiccion;QUYAZAPT;;QUI;;;Tenencia de corregimiento de Zamora;[[:conceptos:jurisdiccion|Tenencia de corregimiento]] de Zamora;False
4292;QUI;JUQULOLO;Tenencia de corregimiento;Loja;Loja;1548;exact;1581;exact;;;;;False;;Ten.;Jur.;loja_jurisdiccion_qui;conceptos:jurisdiccion;QULOLOJU;;QUI;;;Tenencia de corregimiento de Loja;[[:conceptos:jurisdiccion|Tenencia de corregimiento]] de Loja;False
4293;QUI;PTQUPOMO;Jurisdiccion;Mocoa;Mocoa;1651;exact;1690;not_before;;;;;False;;Jur.;Jur.;mocoa_partido_qui;conceptos:jurisdiccion;QUPOMOPT;;QUI;;;Jurisdiccion de Mocoa;[[:conceptos:jurisdiccion|Jurisdiccion]] de Mocoa;False
4295;QUI;JUQULTLT;Tenencia de corregimiento;La Tacunga;La Tacunga;1584;exact;1598;exact;;;;;False;;Ten.;Part.;la tacunga_jurisdiccion_qui;conceptos:jurisdiccion;QULTLTJU;;QUI;;;Tenencia de corregimiento de La Tacunga;[[:conceptos:jurisdiccion|Tenencia de corregimiento]] de La Tacunga;False
4296;QUI;JUQURBRB;Tenencia de corregimiento;Riobamba;Riobamba;1534;exact;1564;not_before;;;;;False;;Ten.;Jur.;riobamba_jurisdiccion_qui;conceptos:jurisdiccion;QURBRBJU;;QUI;;;Tenencia de corregimiento de Riobamba;[[:conceptos:jurisdiccion|Tenencia de corregimiento]] de Riobamba;False
4297;QUI;JUQURBRB;Corregimiento de indios;Riobamba;Riobamba;1565;not_before;1588;exact;;;;;False;;C;C;riobamba_jurisdiccion_qui;conceptos:corregimiento;QURBRBJU;qui_quito_riobamba;QUI;Quito;;Corregimiento de indios de Riobamba;[[:conceptos:corregimiento|Corregimiento de indios]] de Riobamba;False
4298;QUI;JUQUOTOT;Tenencia de corregimiento;Otavalo;Otavalo;1535;exact;1564;not_before;;;;;False;;Ten.;Part.;otavalo_jurisdiccion_qui;conceptos:jurisdiccion;QUOTOTJU;;QUI;;;Tenencia de corregimiento de Otavalo;[[:conceptos:jurisdiccion|Tenencia de corregimiento]] de Otavalo;False
4299;QUI;JUQUCHCH;Tenencia de corregimiento;Chimbo;Chimbo;;;1564;not_before;;;;;False;;Ten.;Part.;chimbo_jurisdiccion_qui;conceptos:jurisdiccion;QUCHCHJU;;QUI;;;Tenencia de corregimiento de Chimbo;[[:conceptos:jurisdiccion|Tenencia de corregimiento]] de Chimbo;False
4301;NES;SENEMV00;Marquesado secuestrado;El Valle;El Valle;1574;exact;1592;exact;;;;;False;;Marq.;Marq.;marquesado del valle_señorio_nes;conceptos:senorio;NEMV00SE;nes_señorio_marquesado del valle;NES;Señorio;commons;Marquesado secuestrado de El Valle;[[:conceptos:senorio|Marquesado secuestrado]] de El Valle;False
4302;NES;SENEMV00;Marquesado;El Valle;El Valle;1593;exact;1706;exact;;;;;False;;Marq.;Marq.;marquesado del valle_señorio_nes;conceptos:senorio;NEMV00SE;nes_señorio_marquesado del valle;NES;Señorio;commons;Marquesado de El Valle;[[:conceptos:senorio|Marquesado]] de El Valle;False
4303;NES;SENEMV00;Marquesado secuestrado;El Valle;El Valle;1707;exact;1725;exact;;;;;False;;Marq.;Marq.;marquesado del valle_señorio_nes;conceptos:senorio;NEMV00SE;nes_señorio_marquesado del valle;NES;Señorio;commons;Marquesado secuestrado de El Valle;[[:conceptos:senorio|Marquesado secuestrado]] de El Valle;False
4304;NES;JUNEMXIT;Corregimiento;Iscateupan;Iscateupan;1534;ca;1670;not_after;;;;;False;;C;Corr.;ixcateopan_jurisdiccion_nes;conceptos:corregimiento;NEMXITJU;;NES;;div-nueva-espana;Corregimiento de Iscateupan;[[:conceptos:corregimiento|Corregimiento]] de Iscateupan;False
4311;NES;JUNEMXZP;Corregimiento;Zacualpan;Zacualpan;1536;exact;1543;not_before;;;1543;1547;False;;C;Corr.;zacualpan_jurisdiccion_nes;conceptos:corregimiento;NEMXZPJU;;NES;;div-nueva-espana;Corregimiento de Zacualpan;[[:conceptos:corregimiento|Corregimiento]] de Zacualpan;False
4312;NES;JUNEMXZP;Corregimiento;Iztapan;Iztapan y Zacualpan;1544;ca;1562;ca;;;;;False;;C;Corr.;zacualpan_jurisdiccion_nes;conceptos:corregimiento;NEMXZPJU;;NES;;div-nueva-espana;Corregimiento de Iztapan;[[:conceptos:corregimiento|Corregimiento]] de Iztapan;False
4313;NES;JUNEMXZP;Alcaldia Mayor;Zacualpan;Minas de Zacualpan;1563;ca;1670;ca;;;;;False;;AM;AM;zacualpan_jurisdiccion_nes;conceptos:alcaldia_mayor;NEMXZPJU;;NES;;div-nueva-espana;Alcaldia Mayor de Zacualpan;[[:conceptos:alcaldia_mayor|Alcaldia Mayor]] de Zacualpan;False
4314;NES;JUNEMXMI;Corregimiento;Mizquiaguala;Mizquiaguala;1561;arbitrary;1689;ca;;;;;False;;C;C;misquiaguala_jurisdiccion_nes;conceptos:corregimiento;NEMXMIJU;;NES;;div-nueva-espana;Corregimiento de Mizquiaguala;[[:conceptos:corregimiento|Corregimiento]] de Mizquiaguala;False
4315;NES;JUNEMXOT;Corregimiento;Otumba;Otumba;1531;exact;1635;ca;;;;;False;;C;Corr.;otumba_jurisdiccion_nes;conceptos:corregimiento;NEMXOTJU;;NES;;div-nueva-espana;Corregimiento de Otumba;[[:conceptos:corregimiento|Corregimiento]] de Otumba;False
4318;NES;JUNEVCOR;Corregimiento;Tequila;Tequila;1531;not_before;1574;ca;1531;1539;;;False;;C;Corr.;orizaba_jurisdiccion_nes;conceptos:corregimiento;NEVCORJU;;NES;;div-nueva-espana;Corregimiento de Tequila;[[:conceptos:corregimiento|Corregimiento]] de Tequila;False
4319;NES;JUNEVCOR;Corregimiento;Orizaba;Tequila y Orizaba;1575;ca;1639;ca;;;1637;1639;False;;C;Corr.;orizaba_jurisdiccion_nes;conceptos:corregimiento;NEVCORJU;;NES;;div-nueva-espana;Corregimiento de Orizaba;[[:conceptos:corregimiento|Corregimiento]] de Orizaba;False
4320;NES;JCNEMXOS;Corregimiento;Ostotipac;Ostotipac;1545;exact;1555;ca;;;;;False;;C;Corr.;ostotipac_jurisdiccion_nes;conceptos:corregimiento;NEMXOSJC;;NES;;div-nueva-espana;Corregimiento de Ostotipac;[[:conceptos:corregimiento|Corregimiento]] de Ostotipac;False
4321;NES;JUNEMXPA;Alcaldia Mayor-Corregimiento;Pachuca;Pachuca y Tesayuca;1552;ca;1599;arbitrary;;;;;False;;AM;AM;pachuca_jurisdiccion_nes;conceptos:alcaldia_mayor;NEMXPAJU;;NES;;div-nueva-espana;Alcaldia Mayor-Corregimiento de Pachuca;[[:conceptos:alcaldia_mayor|Alcaldia Mayor-Corregimiento]] de Pachuca;False
4322;NES;JUNEMXPA;Corregimiento;Tizayuca y Zapotlan;Tizayuca y Zapotlan;1531;exact;1551;ca;;;;;False;;C;Corr.;pachuca_jurisdiccion_nes;conceptos:corregimiento;NEMXPAJU;;NES;;div-nueva-espana;Corregimiento de Tizayuca y Zapotlan;[[:conceptos:corregimiento|Corregimiento]] de Tizayuca y Zapotlan;False
4323;NES;JUNEPUAH;Corregimiento;Aguatlan;Aguatlan y Zoyatitlanapa;1532;exact;1680;ca;;;;;False;;C;C;ahuatlan_jurisdiccion_nes;conceptos:corregimiento;NEPUAHJU;nes_guanajuato_yurirapundaro;NES;Guanajuato;div-nueva-espana;Corregimiento de Aguatlan;[[:conceptos:corregimiento|Corregimiento]] de Aguatlan;False
4324;NES;JUNESLVA;Jurisdiccion;Valles;Santiago de Valles;1533;exact;1578;ca;;;;;False;;Jur.;Jur.;valles_jurisdiccion_nes;conceptos:jurisdiccion;NESLVAJU;;NES;;div-nueva-espana;Jurisdiccion de Valles;[[:conceptos:jurisdiccion|Jurisdiccion]] de Valles;False
4325;NES;JUNESLVA;Alcaldia Mayor;Valles;Santiago de Valles;1579;ca;1694;ca;;;;;False;;AM;AM;valles_jurisdiccion_nes;conceptos:alcaldia_mayor;NESLVAJU;;NES;;div-nueva-espana;Alcaldia Mayor de Valles;[[:conceptos:alcaldia_mayor|Alcaldia Mayor]] de Valles;False
4326;NES;JUNEOAVA;Alcaldia Mayor;Zapotecas;Zapotecas;1529;exact;1599;arbitrary;;;;;False;;AM;AM;villa alta_jurisdiccion_nes;conceptos:alcaldia_mayor;NEOAVAJU;;NES;;div-nueva-espana;Alcaldia Mayor de Zapotecas;[[:conceptos:alcaldia_mayor|Alcaldia Mayor]] de Zapotecas;False
4327;NES;JUNEOAVA;Jurisdiccion;Villa Alta;Villa Alta;1527;exact;1528;exact;;;;;False;;Jur.;Jur.;villa alta_jurisdiccion_nes;conceptos:jurisdiccion;NEOAVAJU;;NES;;div-nueva-espana;Jurisdiccion de Villa Alta;[[:conceptos:jurisdiccion|Jurisdiccion]] de Villa Alta;False
4328;NES;JCNEVCPA;Corregimiento;Tlapacoya;Tlapacoya;1534;exact;1550;not_before;;;;;False;;C;Corr.;tlapacoya_jurisdiccion_nes;conceptos:corregimiento;NEVCPAJC;;NES;;div-nueva-espana;Corregimiento de Tlapacoya;[[:conceptos:corregimiento|Corregimiento]] de Tlapacoya;False
4329;NES;JUNEVCXA;Corregimiento;Chapultepec y Maltrata;Chapultepec y Maltrata;1531;not_before;1557;ca;1531;1539;;;False;;C;Corr.;xalapa_jurisdiccion_nes;conceptos:corregimiento;NEVCXAJU;;NES;;div-nueva-espana;Corregimiento de Chapultepec y Maltrata;[[:conceptos:corregimiento|Corregimiento]] de Chapultepec y Maltrata;False
4330;NES;JUNEVCXA;Alcaldia Mayor;Xalapa;Xalapa;1558;exact;1679;ca;;;;;False;;AM;AM;xalapa_jurisdiccion_nes;conceptos:alcaldia_mayor;NEVCXAJU;;NES;;div-nueva-espana;Alcaldia Mayor de Xalapa;[[:conceptos:alcaldia_mayor|Alcaldia Mayor]] de Xalapa;False
4331;NES;JUNEVCJA;Corregimiento;Jalacingo;Jalacingo;1535;exact;1620;not_after;;;1611;1620;False;;C;Corr.;jalacingo_jurisdiccion_nes;conceptos:corregimiento;NEVCJAJU;;NES;;div-nueva-espana;Corregimiento de Jalacingo;[[:conceptos:corregimiento|Corregimiento]] de Jalacingo;False
4332;NES;JUNEVCJA;Alcaldia Mayor;Jalacingo;Jalacingo;1621;not_after;1679;ca;1612;1621;1678;1696;False;;AM;AM;jalacingo_jurisdiccion_nes;conceptos:alcaldia_mayor;NEVCJAJU;;NES;;div-nueva-espana;Alcaldia Mayor de Jalacingo;[[:conceptos:alcaldia_mayor|Alcaldia Mayor]] de Jalacingo;False
4333;NES;JUNEOAJI;Corregimiento;Jicayan;Jicayan;1544;exact;1581;exact;;;;;False;;C;Corr.;jicayan_jurisdiccion_nes;conceptos:corregimiento;NEOAJIJU;;NES;;div-nueva-espana;Corregimiento de Jicayan;[[:conceptos:corregimiento|Corregimiento]] de Jicayan;False
4334;NES;JUNEOAJI;Alcaldia Mayor;Jicayan;Jicayan y Tututepec;1582;exact;1599;arbitrary;;;;;False;;AM;AM;jicayan_jurisdiccion_nes;conceptos:alcaldia_mayor;NEOAJIJU;;NES;;div-nueva-espana;Alcaldia Mayor de Jicayan;[[:conceptos:alcaldia_mayor|Alcaldia Mayor]] de Jicayan;False
4336;NES;JUNEPUTJ;Corregimiento;Iztepeque;Yztepeque, Juanotla, Quezalcoal y Citusco;1533;exact;1543;ca;;;;;False;;C;Corr.;tetela y jonotla_jurisdiccion_nes;conceptos:corregimiento;NEPUTJJU;;NES;;div-nueva-espana;Corregimiento de Iztepeque;[[:conceptos:corregimiento|Corregimiento]] de Iztepeque;False
4337;NES;JUNEPUTJ;Corregimiento;Xonotla y Tetela;Xonotla y Tetela;1544;ca;1659;ca;;;;;False;;C;Corr.;tetela y jonotla_jurisdiccion_nes;conceptos:corregimiento;NEPUTJJU;;NES;;div-nueva-espana;Corregimiento de Xonotla y Tetela;[[:conceptos:corregimiento|Corregimiento]] de Xonotla y Tetela;False
4339;NES;JUNEPUZM;Corregimiento;Hueytlalpan;Teutalpa e Iztepec;1531;exact;1532;exact;;;;;False;;C;Corr.;zacatlan de las manzanas_jurisdiccion_nes;conceptos:corregimiento;NEPUZMJU;;NES;;div-nueva-espana;Corregimiento de Hueytlalpan;[[:conceptos:corregimiento|Corregimiento]] de Hueytlalpan;False
4340;NES;JUNEPUZM;Corregimiento;Hueytlalpan;Hueytlalpan;1533;exact;1555;exact;;;;;False;;C;Corr.;zacatlan de las manzanas_jurisdiccion_nes;conceptos:corregimiento;NEPUZMJU;;NES;;div-nueva-espana;Corregimiento de Hueytlalpan;[[:conceptos:corregimiento|Corregimiento]] de Hueytlalpan;False
4341;NES;JUNEPUZM;Alcaldia Mayor;Hueytlalpan;Hueytlalpan;1556;exact;1618;not_after;;;;;False;;AM;AM;zacatlan de las manzanas_jurisdiccion_nes;conceptos:alcaldia_mayor;NEPUZMJU;;NES;;div-nueva-espana;Alcaldia Mayor de Hueytlalpan;[[:conceptos:alcaldia_mayor|Alcaldia Mayor]] de Hueytlalpan;False
4342;NES;JUNEPUZM;Alcaldia Mayor;Zacatlan;Zacatlan de las Manzanas;1619;not_after;1732;ca;;;;;False;;AM;AM;zacatlan de las manzanas_jurisdiccion_nes;conceptos:alcaldia_mayor;NEPUZMJU;;NES;;div-nueva-espana;Alcaldia Mayor de Zacatlan;[[:conceptos:alcaldia_mayor|Alcaldia Mayor]] de Zacatlan;False
4343;NES;JUNEMIZA;Alcaldia Mayor;Zamora;Zamora;1574;exact;1691;ca;;;;;False;;AM;AM;zamora y jacona_jurisdiccion_nes;conceptos:alcaldia_mayor;NEMIZAJU;;NES;;div-nueva-espana;Alcaldia Mayor de Zamora;[[:conceptos:alcaldia_mayor|Alcaldia Mayor]] de Zamora;False
4344;NES;JUNEMIZA;Corregimiento;Jacona;Jacona;1544;exact;1573;exact;;;;;False;;C;Corr.;zamora y jacona_jurisdiccion_nes;conceptos:corregimiento;NEMIZAJU;;NES;;div-nueva-espana;Corregimiento de Jacona;[[:conceptos:corregimiento|Corregimiento]] de Jacona;False
4345;NES;JUNEMXZM;Corregimiento;Citlaltepeque;Citlaltepeque, Tequisquiapa y Xilocingo;1561;not_before;1626;not_after;1561;1569;1610;1627;False;;C;Corr.;zumpango_jurisdiccion_nes;conceptos:corregimiento;NEMXZMJU;;NES;;div-nueva-espana;Corregimiento de Citlaltepeque;[[:conceptos:corregimiento|Corregimiento]] de Citlaltepeque;False
4346;NES;JUNEMXZM;Corregimiento;Xilocingo;Xilocingo, Tlaltepec y Texisquiac;1627;not_after;1690;arbitrary;1611;1628;;;False;;C;Corr.;zumpango_jurisdiccion_nes;conceptos:corregimiento;NEMXZMJU;;NES;;div-nueva-espana;Corregimiento de Xilocingo;[[:conceptos:corregimiento|Corregimiento]] de Xilocingo;False
4347;NES;JUNEMXTC;Alcaldia Mayor;Tenayuca;Tenayuca y Coyoacan;1573;exact;1594;ca;;;;;False;;AM;AM;tacuba_jurisdiccion_nes;conceptos:alcaldia_mayor;NEMXTCJU;;NES;;div-nueva-espana;Alcaldia Mayor de Tenayuca;[[:conceptos:alcaldia_mayor|Alcaldia Mayor]] de Tenayuca;False
4348;NES;JUNEMXTG;Corregimiento;Singuiluca;Singuiluca;1557;not_after;1574;exact;;;;;False;;C;Corr.;tulancingo_jurisdiccion_nes;conceptos:corregimiento;NEMXTGJU;;NES;;div-nueva-espana;Corregimiento de Singuiluca;[[:conceptos:corregimiento|Corregimiento]] de Singuiluca;False
4349;NES;JUNEMXTY;Corregimiento;Totolapa;Totolapa;1532;exact;1537;exact;;;;;False;;C;Corr.;tlayacapa_jurisdiccion_nes;conceptos:corregimiento;NEMXTYJU;;NES;;div-nueva-espana;Corregimiento de Totolapa;[[:conceptos:corregimiento|Corregimiento]] de Totolapa;False
4350;NES;JUNEMXTY;Corregimiento;Totolapa;Totolapa y Tlayacapa;1545;exact;1653;not_after;;;;;False;;C;Corr.;tlayacapa_jurisdiccion_nes;conceptos:corregimiento;NEMXTYJU;;NES;;div-nueva-espana;Corregimiento de Totolapa;[[:conceptos:corregimiento|Corregimiento]] de Totolapa;False
4351;NES;JUNEMXTY;Corregimiento-Alcaldia Mayor;Tlayacapa;Totolapa y Tlayacapa;1654;not_after;1670;not_after;;;;;False;;AM;AM;tlayacapa_jurisdiccion_nes;conceptos:alcaldia_mayor;NEMXTYJU;;NES;;div-nueva-espana;Corregimiento-Alcaldia Mayor de Tlayacapa;[[:conceptos:alcaldia_mayor|Corregimiento-Alcaldia Mayor]] de Tlayacapa;False
4352;NES;JUNEMIJT;Corregimiento;Jaso y Teremendo;Jaso y Teremendo;1532;exact;1688;ca;;;;;False;;C;C;jaso y teremendo_jurisdiccion_nes;conceptos:corregimiento;NEMIJTJU;;NES;;div-nueva-espana;Corregimiento de Jaso y Teremendo;[[:conceptos:corregimiento|Corregimiento]] de Jaso y Teremendo;False
4353;NES;JUNEMITI;Corregimiento;Tiripetio;Tiripetio;1551;not_after;1599;ca;1546;1550;;;False;;Part.;Part.;tiripetio_jurisdiccion_nes;conceptos:corregimiento;NEMITIJU;nes_michoacan_tiripetio;NES;Michoacan;div-nueva-espana;Corregimiento de Tiripetio;[[:conceptos:corregimiento|Corregimiento]] de Tiripetio;False
4355;NES;JUNEMIZP;Corregimiento;Ucareo;Ucareo;1536;exact;1537;exact;;;;;False;;C;Corr.;zinapecuaro_jurisdiccion_nes;conceptos:corregimiento;NEMIZPJU;;NES;;div-nueva-espana;Corregimiento de Ucareo;[[:conceptos:corregimiento|Corregimiento]] de Ucareo;False
4356;NES;JUNEMITZ;Corregimiento;Tlazazalca;Tlazazalca;1534;exact;1599;ca;;;;;False;;C;Corr.;tlazazalca_jurisdiccion_nes;conceptos:corregimiento;NEMITZJU;;NES;;div-nueva-espana;Corregimiento de Tlazazalca;[[:conceptos:corregimiento|Corregimiento]] de Tlazazalca;False
4357;NES;JCNEMICP;Corregimiento;Capula;Capula;1534;ca;1599;ca;;;;;False;;C;Corr.;capula_jurisdiccion_nes;conceptos:corregimiento;NEMICPJC;;NES;;div-nueva-espana;Corregimiento de Capula;[[:conceptos:corregimiento|Corregimiento]] de Capula;False
4358;NES;JUNEMIHQ;Corregimiento;Huaniqueo;Huaniqueo;1534;ca;1537;ca;;;;;False;;C;Corr.;huaniqueo_jurisdiccion_nes;conceptos:corregimiento;NEMIHQJU;;NES;;div-nueva-espana;Corregimiento de Huaniqueo;[[:conceptos:corregimiento|Corregimiento]] de Huaniqueo;False
4359;NES;JUNEMIHQ;Corregimiento;Huaniqueo;Huaniqueo;1545;ca;1599;ca;;;;;False;;C;Corr.;huaniqueo_jurisdiccion_nes;conceptos:corregimiento;NEMIHQJU;;NES;;div-nueva-espana;Corregimiento de Huaniqueo;[[:conceptos:corregimiento|Corregimiento]] de Huaniqueo;False
4360;NES;JCNEMINE;Corregimiento;Necotlan;Necotlan;1545;ca;1599;ca;;;;;False;;C;Corr.;necotlan_jurisdiccion_nes;conceptos:corregimiento;NEMINEJC;;NES;;div-nueva-espana;Corregimiento de Necotlan;[[:conceptos:corregimiento|Corregimiento]] de Necotlan;False
4361;NES;JCNEMIZZ;Corregimiento;Tzintzuntzan;Tzintzuntzan;1595;ca;1599;ca;;;;;False;;C;Corr.;tzintzuntzan_jurisdiccion_nes;conceptos:corregimiento;NEMIZZJC;;NES;;div-nueva-espana;Corregimiento de Tzintzuntzan;[[:conceptos:corregimiento|Corregimiento]] de Tzintzuntzan;False
4362;NES;JCNEMICH;Corregimiento;Chocandiro;Chocandiro;1597;ca;1599;ca;;;;;False;;C;Corr.;chocandiro_jurisdiccion_nes;conceptos:corregimiento;NEMICHJC;;NES;;div-nueva-espana;Corregimiento de Chocandiro;[[:conceptos:corregimiento|Corregimiento]] de Chocandiro;False
4364;NES;JUNEMXMI;Corregimiento;Atengo;Atengo;1531;ca;1560;arbitrary;1531;1532;;;False;;C;C;misquiaguala_jurisdiccion_nes;conceptos:corregimiento;NEMXMIJU;;NES;;div-nueva-espana;Corregimiento de Atengo;[[:conceptos:corregimiento|Corregimiento]] de Atengo;False
4368;NES;JCNEOAZO;Corregimiento;Zoyaltepec;Zoyaltepec y Zoyatlan;1560;not_after;1599;ca;1546;1560;;;False;;C;Corr.;zoyaltepec_jurisdiccion_nes;conceptos:corregimiento;NEOAZOJC;;NES;;div-nueva-espana;Corregimiento de Zoyaltepec;[[:conceptos:corregimiento|Corregimiento]] de Zoyaltepec;False
4369;NES;JCNEOAAM;Corregimiento;Amoltepec;Amoltepec;1545;exact;1579;not_after;;;1571;1579;False;;C;Corr.;amoltepec_jurisdiccion_nes;conceptos:corregimiento;NEOAAMJC;;NES;;div-nueva-espana;Corregimiento de Amoltepec;[[:conceptos:corregimiento|Corregimiento]] de Amoltepec;False
4370;NES;JCNEOAGU;Corregimiento;Guautla;Guautla;1563;ca;1599;ca;;;;;False;;C;Corr.;guautla_jurisdiccion_nes;conceptos:corregimiento;NEOAGUJC;;NES;;div-nueva-espana;Corregimiento de Guautla;[[:conceptos:corregimiento|Corregimiento]] de Guautla;False
4371;NES;JUNEOATV;Corregimiento;Macuilsuchil;Macuilsuchil y Teotitlan;1531;exact;1679;ca;;;;;False;;C;Corr.;teotitlan del valle_jurisdiccion_nes;conceptos:corregimiento;NEOATVJU;;NES;;div-nueva-espana;Corregimiento de Macuilsuchil;[[:conceptos:corregimiento|Corregimiento]] de Macuilsuchil;False
4372;NES;JCNEOAPC;Corregimiento;Puctla;Puctla;1569;not_after;1579;not_before;;;;;False;;C;Corr.;puctla_jurisdiccion_nes;conceptos:corregimiento;NEOAPCJC;;NES;;div-nueva-espana;Corregimiento de Puctla;[[:conceptos:corregimiento|Corregimiento]] de Puctla;False
4374;NES;JCNEVCTL;Corregimiento;Tlacotalpa;Tlacotalpa;1541;exact;1569;ca;;;;;False;;C;Corr.;tlacotalpa_jurisdiccion_nes;conceptos:corregimiento;NEVCTLJC;;NES;;div-nueva-espana;Corregimiento de Tlacotalpa;[[:conceptos:corregimiento|Corregimiento]] de Tlacotalpa;False
4375;NES;JCNEVCTL;Alcaldia Mayor;Tlacotalpa;Tlacotalpa y Tuxtla;1570;ca;1594;ca;;;;;False;;AM;AM;tlacotalpa_jurisdiccion_nes;conceptos:alcaldia_mayor;NEVCTLJC;;NES;;div-nueva-espana;Alcaldia Mayor de Tlacotalpa;[[:conceptos:alcaldia_mayor|Alcaldia Mayor]] de Tlacotalpa;False
4376;NES;JCNEVCTL;Alcaldia Mayor;Tlacotalpa;Tlacotalpa;1595;exact;1610;not_before;;;;;False;;AM;AM;tlacotalpa_jurisdiccion_nes;conceptos:alcaldia_mayor;NEVCTLJC;;NES;;div-nueva-espana;Alcaldia Mayor de Tlacotalpa;[[:conceptos:alcaldia_mayor|Alcaldia Mayor]] de Tlacotalpa;False
4377;NES;JUNEMXIH;Alcaldia Mayor;Valle de Matalcingo;Valle de Matalcingo;1542;exact;1554;exact;;;;;False;;AM;AM;ixtlahuaca_jurisdiccion_nes;conceptos:alcaldia_mayor;NEMXIHJU;;NES;;div-nueva-espana;Alcaldia Mayor de Valle de Matalcingo;[[:conceptos:alcaldia_mayor|Alcaldia Mayor]] de Valle de Matalcingo;False
4378;NES;JUNEMXTO;Tenencia de Alcaldia Mayor;Toluca;Toluca;1542;exact;1554;exact;;;;;False;;Ten.;Jur.;toluca_jurisdiccion_nes;conceptos:jurisdiccion;NEMXTOJU;;NES;;div-nueva-espana;Tenencia de Alcaldia Mayor de Toluca;[[:conceptos:jurisdiccion|Tenencia de Alcaldia Mayor]] de Toluca;False
4379;NES;JUNEMXTO;Corregimiento;Toluca;Toluca;1597;exact;1678;ca;;;;;False;;C;C;toluca_jurisdiccion_nes;conceptos:corregimiento;NEMXTOJU;nes_mexico_toluca;NES;Mexico;div-nueva-espana;Corregimiento de Toluca;[[:conceptos:corregimiento|Corregimiento]] de Toluca;False
4380;NES;JUNEMXTO;Alcaldia Mayor;Toluca;Toluca;1592;exact;1596;exact;;;1706;1713;False;;AM;AM;toluca_jurisdiccion_nes;conceptos:alcaldia_mayor;NEMXTOJU;;NES;;div-nueva-espana;Alcaldia Mayor de Toluca;[[:conceptos:alcaldia_mayor|Alcaldia Mayor]] de Toluca;False
4381;NES;JCNEZPGU;Corregimiento;Guaticamones;Guaticamones;1531;ca;1599;ca;;;;;False;;C;Corr.;guaticamones_jurisdiccion_nes;conceptos:corregimiento;NEZPGUJC;;NES;;div-nueva-espana;Corregimiento de Guaticamones;[[:conceptos:corregimiento|Corregimiento]] de Guaticamones;False
