fid;REG;Entidad;tipo;Label;Nombre;START;START_ex;END;END_ex;START_nb;START_na;END_nb;END_na;Agregado;Ent_identica;AbrA;AbrB;Wikilink_id;Wikilink_tipo;Entidad_alt;Wikilink;Wikilink2;Provincia_generica;Fuente;Nombre completo;Nombre_completo_wiki;Cabecera
1;NES;SUNE0000;Virreinato;Nueva España;Nueva España;1535;exact;1808;hgis;;;;;False;;V.;Vir.;nueva españa_superior_nes;conceptos:virreinato;NE0000SU;nes_superior_nueva españa;NES;Superior;wikipedia;Virreinato de Nueva España;[[:conceptos:virreinato|Virreinato]] de Nueva España;False
2;PER;SUPE0000;Virreinato;Peru;Peru;1542;exact;1808;hgis;;;;;False;;V.;Vir.;peru_superior_per;conceptos:virreinato;PE0000SU;per_superior_peru;PER;Superior;wikipedia;Virreinato de Peru;[[:conceptos:virreinato|Virreinato]] de Peru;False
3;NGR;SUNG0000;Virreinato;Nueva Granada;Nueva Granada;1717;exact;1723;exact;;;;;False;;V.;Vir.;nueva granada_superior_ngr;conceptos:virreinato;NG0000SU;ngr_superior_nueva granada;NGR;Superior;wikipedia;Virreinato de Nueva Granada;[[:conceptos:virreinato|Virreinato]] de Nueva Granada;False
4;NGR;SUNG0000;Virreinato;Nueva Granada;Nueva Granada;1740;exact;1808;hgis;;;;;False;;V.;Vir.;nueva granada_superior_ngr;conceptos:virreinato;NG0000SU;ngr_superior_nueva granada;NGR;Superior;wikipedia;Virreinato de Nueva Granada;[[:conceptos:virreinato|Virreinato]] de Nueva Granada;False
5;RPL;SURP0000;Virreinato;Rio de la Plata;Rio de la Plata;1776;exact;1808;hgis;;;;;False;;V.;Vir.;rio de la plata_superior_rpl;conceptos:virreinato;RP0000SU;rpl_superior_rio de la plata;RPL;Superior;wikipedia;Virreinato de Rio de la Plata;[[:conceptos:virreinato|Virreinato]] de Rio de la Plata;False
6;PER;AULI0000;Audiencia Real;Lima;Lima;1543;exact;1808;hgis;;;;;False;;A.;Aud.;lima_audiencia_per;conceptos:audiencia;LI0000AU;per_audiencia_lima;PER;Audiencia;wikipedia;Audiencia Real de Lima;[[:conceptos:audiencia|Audiencia Real]] de Lima;False
8;CHL;AUSA0000;Audiencia Real;Santiago;Santiago;1609;exact;1808;hgis;;;;;False;;A.;Aud.;santiago_audiencia_chl;conceptos:audiencia;SA0000AU;chl_audiencia_santiago;CHL;Audiencia;wikipedia;Audiencia Real de Santiago;[[:conceptos:audiencia|Audiencia Real]] de Santiago;False
9;CHA;AUCC0000;Audiencia Real;Charcas;Charcas;1559;exact;1808;hgis;;;;;False;;A.;Aud.;charcas_audiencia_cha;conceptos:audiencia;CC0000AU;cha_audiencia_charcas;CHA;Audiencia;wikipedia;Audiencia Real de Charcas;[[:conceptos:audiencia|Audiencia Real]] de Charcas;False
10;QUI;AUQU0000;Audiencia Real;Quito;Quito;1564;exact;1717;exact;;;;;False;;A.;Aud.;quito_audiencia_qui;conceptos:audiencia;QU0000AU;qui_audiencia_quito;QUI;Audiencia;wikipedia;Audiencia Real de Quito;[[:conceptos:audiencia|Audiencia Real]] de Quito;False
12;RPL;AUBA0000;Audiencia Real;Buenos Aires;Buenos Aires;1785;exact;1808;hgis;;;;;False;;A.;Aud.;buenos aires_audiencia_rpl;conceptos:audiencia;BA0000AU;rpl_audiencia_buenos aires;RPL;Audiencia;wikipedia;Audiencia Real de Buenos Aires;[[:conceptos:audiencia|Audiencia Real]] de Buenos Aires;False
13;PER;AUCU0000;Audiencia Real;Cuzco;Cuzco;1788;exact;1808;hgis;;;;;False;;A.;Aud.;cuzco_audiencia_per;conceptos:audiencia;CU0000AU;per_audiencia_cuzco;PER;Audiencia;wikipedia;Audiencia Real de Cuzco;[[:conceptos:audiencia|Audiencia Real]] de Cuzco;False
14;NES;AUMX0000;Audiencia Real;Mexico;Mexico;1535;exact;1808;hgis;;;;;False;;A.;Aud.;mexico_audiencia_nes;conceptos:audiencia;MX0000AU;nes_audiencia_mexico;NES;Audiencia;wikipedia;Audiencia Real de Mexico;[[:conceptos:audiencia|Audiencia Real]] de Mexico;False
16;NGR;AUPA0000;Audiencia Real;Panama;Panama;1565;exact;1716;exact;;;;;False;;A.;Aud.;panama_audiencia_ngr;conceptos:audiencia;PA0000AU;ngr_audiencia_panama;NGR;Audiencia;wikipedia;Audiencia Real de Panama;[[:conceptos:audiencia|Audiencia Real]] de Panama;False
17;NGR;AUPA0000;Audiencia Real;Panama;Panama;1722;exact;1750;exact;;;;;False;;A.;Aud.;panama_audiencia_ngr;conceptos:audiencia;PA0000AU;ngr_audiencia_panama;NGR;Audiencia;wikipedia;Audiencia Real de Panama;[[:conceptos:audiencia|Audiencia Real]] de Panama;False
21;GUA;AUCO0000;Audiencia Real;Guatemala;Guatemala;1570;exact;1808;hgis;;;;;False;;A.;Aud.;guatemala_audiencia_gua;conceptos:audiencia;CO0000AU;gua_audiencia_guatemala;GUA;Audiencia;wikipedia;Audiencia Real de Guatemala;[[:conceptos:audiencia|Audiencia Real]] de Guatemala;False
23;GDJ;AUGD0000;Audiencia Real;Guadalajara;Guadalajara;1548;exact;1808;hgis;;;;;False;;A.;Aud.;guadalajara_audiencia_gdj;conceptos:audiencia;GD0000AU;gdj_audiencia_guadalajara;GDJ;Audiencia;wikipedia;Audiencia Real de Guadalajara;[[:conceptos:audiencia|Audiencia Real]] de Guadalajara;False
24;NGR;AUSF0000;Audiencia Real;Santa Fe;Santa Fe;1550;exact;1808;hgis;;;;;False;;A.;Aud.;santa fe_audiencia_ngr;conceptos:audiencia;SF0000AU;ngr_audiencia_santa fe;NGR;Audiencia;wikipedia;Audiencia Real de Santa Fe;[[:conceptos:audiencia|Audiencia Real]] de Santa Fe;False
25;VEN;AUCA0000;Audiencia Real;Caracas;Caracas;1786;exact;1808;hgis;;;;;False;;A.;Aud.;caracas_audiencia_ven;conceptos:audiencia;CA0000AU;ven_audiencia_caracas;VEN;Audiencia;wikipedia;Audiencia Real de Caracas;[[:conceptos:audiencia|Audiencia Real]] de Caracas;False
31;PER;OBPELI00;Arzobispado;Lima;Lima;1546;exact;1808;hgis;;;;;False;;Ao.;Arzob.;lima_obispado_per;conceptos:arzobispado;PELI00OB;per_obispado_lima;PER;Obispado;catholic-hierarchy;Arzobispado de Lima;[[:conceptos:arzobispado|Arzobispado]] de Lima;False
32;PER;OBPEHU00;Obispado;Huamanga;Huamanga;1611;exact;1808;hgis;;;;;False;;Ob.;Ob.;huamanga_obispado_per;conceptos:obispado;PEHU00OB;per_obispado_huamanga;PER;Obispado;catholic-hierarchy;Obispado de Huamanga;[[:conceptos:obispado|Obispado]] de Huamanga;False
33;PER;OBPECU00;Obispado;Cuzco;Cuzco;1538;exact;1808;hgis;;;;;False;;Ob.;Ob.;cuzco_obispado_per;conceptos:obispado;PECU00OB;per_obispado_cuzco;PER;Obispado;catholic-hierarchy;Obispado de Cuzco;[[:conceptos:obispado|Obispado]] de Cuzco;False
34;PER;OBPEAR00;Obispado;Arequipa;Arequipa;1612;exact;1808;hgis;;;;;False;;Ob.;Ob.;arequipa_obispado_per;conceptos:obispado;PEAR00OB;per_obispado_arequipa;PER;Obispado;catholic-hierarchy;Obispado de Arequipa;[[:conceptos:obispado|Obispado]] de Arequipa;False
35;CHA;OBCCLP00;Obispado;La Paz;La Paz;1605;exact;1808;hgis;;;;;False;;Ob.;Ob.;la paz_obispado_cha;conceptos:obispado;CCLP00OB;cha_obispado_la paz;CHA;Obispado;catholic-hierarchy;Obispado de La Paz;[[:conceptos:obispado|Obispado]] de La Paz;False
37;CHA;OBCCCC00;Arzobispado;La Plata;La Plata;1609;exact;1808;hgis;;;;;False;;Ao.;Arzob.;la plata_obispado_cha;conceptos:arzobispado;CCCC00OB;cha_obispado_la plata;CHA;Obispado;catholic-hierarchy;Arzobispado de La Plata;[[:conceptos:arzobispado|Arzobispado]] de La Plata;False
38;PER;OBPETR00;Obispado;Trujillo;Trujillo;1577;exact;1808;hgis;;;;;False;;Ob.;Ob.;trujillo (peru)_obispado_per;conceptos:obispado;PETR00OB;per_obispado_trujillo (peru);PER;Obispado;catholic-hierarchy;Obispado de Trujillo;[[:conceptos:obispado|Obispado]] de Trujillo;False
39;QUI;OBQUCU00;Obispado;Cuenca;Cuenca;1787;exact;1808;hgis;;;;;False;;Ob.;Ob.;cuenca_obispado_qui;conceptos:obispado;QUCU00OB;qui_obispado_cuenca;QUI;Obispado;catholic-hierarchy;Obispado de Cuenca;[[:conceptos:obispado|Obispado]] de Cuenca;False
40;QUI;OBQUQU00;Obispado;Quito;Quito;1545;exact;1808;hgis;;;;;False;;Ob.;Ob.;quito_obispado_qui;conceptos:obispado;QUQU00OB;qui_obispado_quito;QUI;Obispado;catholic-hierarchy;Obispado de Quito;[[:conceptos:obispado|Obispado]] de Quito;False
41;QUI;OBQUMA00;Obispado;Maynas;Maynas;1808;exact;1808;hgis;;;;;False;;Ob.;Ob.;maynas_obispado_qui;conceptos:obispado;QUMA00OB;qui_obispado_maynas;QUI;Obispado;catholic-hierarchy;Obispado de Maynas;[[:conceptos:obispado|Obispado]] de Maynas;False
42;QUI;OBQUPO00;Obispado;Popayan;Popayan;1547;exact;1808;hgis;;;;;False;;Ob.;Ob.;popayan_obispado_qui;conceptos:obispado;QUPO00OB;qui_obispado_popayan;QUI;Obispado;catholic-hierarchy;Obispado de Popayan;[[:conceptos:obispado|Obispado]] de Popayan;False
43;CHL;OBCHSA00;Obispado;Santiago;Santiago;1561;exact;1808;hgis;;;;;False;;Ob.;Ob.;santiago de chile_obispado_chl;conceptos:obispado;CHSA00OB;chl_santiago_santiago de chile;CHL;Santiago;catholic-hierarchy;Obispado de Santiago;[[:conceptos:obispado|Obispado]] de Santiago;False
45;CHL;OBCHCO00;Obispado;Concepcion;Concepcion;1600;exact;1808;hgis;;;;;False;;Ob.;Ob.;concepcion_obispado_chl;conceptos:obispado;CHCO00OB;chl_concepcion_concepcion;CHL;Concepcion;catholic-hierarchy;Obispado de Concepcion;[[:conceptos:obispado|Obispado]] de Concepcion;False
46;RPL;OBRPPA00;Obispado;Paraguay;Paraguay;1547;exact;1808;hgis;;;;;False;;Ob.;Ob.;paraguay_obispado_rpl;conceptos:obispado;RPPA00OB;rpl_obispado_paraguay;RPL;Obispado;catholic-hierarchy;Obispado de Paraguay;[[:conceptos:obispado|Obispado]] de Paraguay;False
47;RPL;OBRPBA00;Obispado;Buenos Aires;Buenos Aires;1627;exact;1808;hgis;;;;;False;;Ob.;Ob.;buenos aires_obispado_rpl;conceptos:obispado;RPBA00OB;rpl_obispado_buenos aires;RPL;Obispado;catholic-hierarchy;Obispado de Buenos Aires;[[:conceptos:obispado|Obispado]] de Buenos Aires;False
48;RPL;OBRPCO00;Obispado;Tucuman;Tucuman;1570;exact;1808;hgis;;;;;False;;Ob.;Ob.;tucuman_obispado_rpl;conceptos:obispado;RPCO00OB;rpl_obispado_tucuman;RPL;Obispado;catholic-hierarchy;Obispado de Tucuman;[[:conceptos:obispado|Obispado]] de Tucuman;False
49;RPL;OBRPSA00;Obispado;Salta;Salta;1806;exact;1808;hgis;;;;;False;;Ob.;Ob.;salta_obispado_rpl;conceptos:obispado;RPSA00OB;rpl_obispado_salta;RPL;Obispado;catholic-hierarchy;Obispado de Salta;[[:conceptos:obispado|Obispado]] de Salta;False
50;GUA;OBGUCH00;Obispado;Chiapas;Chiapas;1544;exact;1808;hgis;;;;;False;;Ob.;Ob.;chiapas_obispado_gua;conceptos:obispado;GUCH00OB;gua_obispado_chiapas;GUA;Obispado;catholic-hierarchy;Obispado de Chiapas;[[:conceptos:obispado|Obispado]] de Chiapas;False
52;GUA;OBGUGU00;Obispado;Guatemala;Guatemala;1534;exact;1742;exact;;;;;False;;Ob.;Ob.;guatemala_obispado_gua;conceptos:obispado;GUGU00OB;gua_obispado_guatemala;GUA;Obispado;catholic-hierarchy;Obispado de Guatemala;[[:conceptos:obispado|Obispado]] de Guatemala;False
53;GUA;OBGUGU00;Arzobispado;Guatemala;Guatemala;1743;exact;1808;hgis;;;;;False;;Ao.;Arzob.;guatemala_obispado_gua;conceptos:arzobispado;GUGU00OB;gua_obispado_guatemala;GUA;Obispado;catholic-hierarchy;Arzobispado de Guatemala;[[:conceptos:arzobispado|Arzobispado]] de Guatemala;False
54;GUA;OBGULE00;Obispado;Leon;Leon;1531;exact;1808;hgis;;;;;False;;Ob.;Ob.;leon_obispado_gua;conceptos:obispado;GULE00OB;gua_obispado_leon;GUA;Obispado;catholic-hierarchy;Obispado de Leon;[[:conceptos:obispado|Obispado]] de Leon;False
55;GUA;OBGUCY00;Obispado;Honduras;Honduras;1531;exact;1808;hgis;;;;;False;;Ob.;Ob.;comayagua_obispado_gua;conceptos:obispado;GUCY00OB;gua_obispado_comayagua;GUA;Obispado;catholic-hierarchy;Obispado de Honduras;[[:conceptos:obispado|Obispado]] de Honduras;False
56;NES;OBNEYU00;Obispado;Yucatan;Yucatan;1561;exact;1808;hgis;;;;;False;;Ob.;Ob.;yucatan_obispado_nes;conceptos:obispado;NEYU00OB;nes_obispado_yucatan;NES;Obispado;catholic-hierarchy;Obispado de Yucatan;[[:conceptos:obispado|Obispado]] de Yucatan;False
57;PER;PRPELI00;Gobernacion-Intendencia;Lima;Lima;1784;exact;1808;hgis;;;;;False;;G;Int.;lima_provincia_per;conceptos:intendencia;PELI00PR;per_provincia_lima;PER;Provincia;navarro-garcia;Gobernacion-Intendencia de Lima;[[:conceptos:intendencia|Gobernacion-Intendencia]] de Lima;False
58;PER;PRPETR00;Gobernacion-Intendencia;Trujillo;Trujillo;1784;exact;1808;hgis;;;;;False;;G;Int.;trujillo_provincia_per;conceptos:intendencia;PETR00PR;per_provincia_trujillo;PER;Provincia;navarro-garcia;Gobernacion-Intendencia de Trujillo;[[:conceptos:intendencia|Gobernacion-Intendencia]] de Trujillo;False
59;PER;PRPEAR00;Gobernacion-Intendencia;Arequipa;Arequipa;1784;exact;1808;hgis;;;;;False;;G;Int.;arequipa_provincia_per;conceptos:intendencia;PEAR00PR;per_provincia_arequipa;PER;Provincia;navarro-garcia;Gobernacion-Intendencia de Arequipa;[[:conceptos:intendencia|Gobernacion-Intendencia]] de Arequipa;False
60;PER;PRPEHU00;Gobernacion-Intendencia;Huamanga;Huamanga;1784;exact;1808;hgis;;;;;False;;G;Int.;huamanga_provincia_per;conceptos:intendencia;PEHU00PR;per_provincia_huamanga;PER;Provincia;navarro-garcia;Gobernacion-Intendencia de Huamanga;[[:conceptos:intendencia|Gobernacion-Intendencia]] de Huamanga;False
61;PER;PRPECU00;Gobernacion-Intendencia;Cuzco;Cuzco;1784;exact;1808;hgis;;;;;False;;G;Int.;cuzco_provincia_per;conceptos:intendencia;PECU00PR;per_provincia_cuzco;PER;Provincia;navarro-garcia;Gobernacion-Intendencia de Cuzco;[[:conceptos:intendencia|Gobernacion-Intendencia]] de Cuzco;False
62;PER;PRPEHV00;Gobernacion-Intendencia;Huancavelica;Huancavelica;1784;exact;1808;hgis;;;;;False;;G;Int.;huancavelica_provincia_per;conceptos:intendencia;PEHV00PR;per_provincia_huancavelica;PER;Provincia;navarro-garcia;Gobernacion-Intendencia de Huancavelica;[[:conceptos:intendencia|Gobernacion-Intendencia]] de Huancavelica;False
63;PER;PRPETA00;Gobernacion-Intendencia;Tarma;Tarma;1784;exact;1808;hgis;;;;;False;;G;Int.;tarma_provincia_per;conceptos:intendencia;PETA00PR;per_provincia_tarma;PER;Provincia;navarro-garcia;Gobernacion-Intendencia de Tarma;[[:conceptos:intendencia|Gobernacion-Intendencia]] de Tarma;False
64;CHA;PRCCPU00;Gobernacion-Intendencia;Puno;Puno;1784;exact;1808;hgis;;;;;False;;G;Int.;puno_provincia_cha;conceptos:intendencia;CCPU00PR;cha_provincia_puno;CHA;Provincia;navarro-garcia;Gobernacion-Intendencia de Puno;[[:conceptos:intendencia|Gobernacion-Intendencia]] de Puno;False
65;CHL;PRCHSA00;Gobernacion-Intendencia;Santiago;Santiago;1786;exact;1808;hgis;;;;;False;SUCH0000;G;Int.;santiago_provincia_chl;conceptos:intendencia;CHSA00PR;chl_provincia_santiago;CHL;Provincia;navarro-garcia;Gobernacion-Intendencia de Santiago;[[:conceptos:intendencia|Gobernacion-Intendencia]] de Santiago;True
66;CHL;PRCHCO00;Gobernacion-Intendencia;Concepcion;Concepcion;1786;exact;1808;hgis;;;;;False;;G;Int.;concepcion_provincia_chl;conceptos:intendencia;CHCO00PR;chl_provincia_concepcion;CHL;Provincia;navarro-garcia;Gobernacion-Intendencia de Concepcion;[[:conceptos:intendencia|Gobernacion-Intendencia]] de Concepcion;False
69;CHL;PRCHCH00;Gobernacion;Chiloe;Chiloe;1601;exact;1783;not_before;;;;;False;;G;Gob.;chiloe_provincia_chl;conceptos:gobernacion;CHCH00PR;chl_provincia_chiloe;CHL;Provincia;wikipedia;Gobernacion de Chiloe;[[:conceptos:gobernacion|Gobernacion]] de Chiloe;False
70;CHL;PRCHCH00;Gobernacion-Intendencia;Chiloe;Chiloe;1784;exact;1788;exact;;;;;False;;G;Int.;chiloe_provincia_chl;conceptos:intendencia;CHCH00PR;chl_provincia_chiloe;CHL;Provincia;navarro-garcia;Gobernacion-Intendencia de Chiloe;[[:conceptos:intendencia|Gobernacion-Intendencia]] de Chiloe;False
71;CHL;PRCHCH00;Gobernacion;Chiloe;Chiloe;1789;exact;1808;hgis;;;;;False;;G;Gob.;chiloe_provincia_chl;conceptos:gobernacion;CHCH00PR;chl_provincia_chiloe;CHL;Provincia;wikipedia;Gobernacion de Chiloe;[[:conceptos:gobernacion|Gobernacion]] de Chiloe;False
72;RPL;PRRPTU00;Gobernacion-Capitania General;Tucuman;Tucuman;1564;exact;1783;exact;;;;;False;;G;CG;tucuman_provincia_rpl;conceptos:gobernacion;RPTU00PR;rpl_provincia_tucuman;RPL;Provincia;wikipedia;Gobernacion-Capitania General de Tucuman;[[:conceptos:gobernacion|Gobernacion-Capitania General]] de Tucuman;False
73;RPL;PRRPMIMI;Misiones;Guaranies;Misiones guaranies;1111;start;1767;exact;;;;;False;;Prov.;Prov.;misiones_provincia_rpl;conceptos:misiones;RPMIMIPR;rpl_provincia_misiones;RPL;Provincia;wikipedia;Misiones de Guaranies;[[:conceptos:misiones|Misiones]] de Guaranies;False
77;RPL;PRRPMIMI;Gobernacion;Misiones;Misiones guaranies;1768;exact;1803;exact;;;;;False;;G;Gob.;misiones_provincia_rpl;conceptos:gobernacion;RPMIMIPR;rpl_provincia_misiones;RPL;Provincia;wikipedia;Gobernacion de Misiones;[[:conceptos:gobernacion|Gobernacion]] de Misiones;False
78;RPL;PRRPMIMI;Gobernacion Politico-Militar;Misiones;Misiones guaranies;1804;exact;1805;exact;;;;;False;;G;Gob.;misiones_provincia_rpl;conceptos:gobernacion;RPMIMIPR;rpl_provincia_misiones;RPL;Provincia;wikipedia;Gobernacion Politico-Militar de Misiones;[[:conceptos:gobernacion|Gobernacion Politico-Militar]] de Misiones;False
80;RPL;PRRPSA00;Gobernacion-Intendencia;Salta;Salta;1784;exact;1808;hgis;;;;;False;;G;Int.;salta_provincia_rpl;conceptos:intendencia;RPSA00PR;rpl_provincia_salta;RPL;Provincia;navarro-garcia;Gobernacion-Intendencia de Salta;[[:conceptos:intendencia|Gobernacion-Intendencia]] de Salta;False
81;RPL;PRRPCO00;Gobernacion-Intendencia;Cordoba;Cordoba;1784;exact;1808;hgis;;;;;False;;G;Int.;cordoba_provincia_rpl;conceptos:intendencia;RPCO00PR;rpl_provincia_cordoba;RPL;Provincia;navarro-garcia;Gobernacion-Intendencia de Cordoba;[[:conceptos:intendencia|Gobernacion-Intendencia]] de Cordoba;False
82;RPL;PRRPBA00;Gobernacion-Capitania General;Rio de la Plata;Rio de la Plata;1620;exact;1783;exact;;;;;False;;G;CG;buenos aires_provincia_rpl;conceptos:gobernacion;RPBA00PR;rpl_provincia_buenos aires;RPL;Provincia;wikipedia;Gobernacion-Capitania General de Rio de la Plata;[[:conceptos:gobernacion|Gobernacion-Capitania General]] de Rio de la Plata;False
83;RPL;PRRPBA00;Gobernacion-Intendencia;Buenos Aires;Buenos Aires;1784;exact;1808;hgis;;;;;False;;G;Int.;buenos aires_provincia_rpl;conceptos:intendencia;RPBA00PR;rpl_provincia_buenos aires;RPL;Provincia;navarro-garcia;Gobernacion-Intendencia de Buenos Aires;[[:conceptos:intendencia|Gobernacion-Intendencia]] de Buenos Aires;False
85;RPL;PRRPPA00;Gobernacion-Capitania General;Paraguay;Paraguay;1620;exact;1730;exact;;;;;False;;G;CG;paraguay_provincia_rpl;conceptos:gobernacion;RPPA00PR;rpl_provincia_paraguay;RPL;Provincia;wikipedia;Gobernacion-Capitania General de Paraguay;[[:conceptos:gobernacion|Gobernacion-Capitania General]] de Paraguay;False
86;RPL;PRRPPA00;Gobernacion-Intendencia;Paraguay;Paraguay;1784;exact;1808;hgis;;;;;False;;G;Int.;paraguay_provincia_rpl;conceptos:intendencia;RPPA00PR;rpl_provincia_paraguay;RPL;Provincia;navarro-garcia;Gobernacion-Intendencia de Paraguay;[[:conceptos:intendencia|Gobernacion-Intendencia]] de Paraguay;False
88;GUA;PRGUNI00;Gobernacion-Intendencia;Leon;Leon de Nicaragua;1787;exact;1808;hgis;;;;;False;;G;Int.;leon_provincia_gua;conceptos:intendencia;GUNI00PR;gua_provincia_leon;GUA;Provincia;navarro-garcia;Gobernacion-Intendencia de Leon;[[:conceptos:intendencia|Gobernacion-Intendencia]] de Leon;False
90;GUA;PRGUCY00;Gobernacion-Intendencia;Comayagua;Comayagua;1787;exact;1808;hgis;;;;;False;;G;Int.;comayagua_provincia_gua;conceptos:intendencia;GUCY00PR;gua_provincia_comayagua;GUA;Provincia;navarro-garcia;Gobernacion-Intendencia de Comayagua;[[:conceptos:intendencia|Gobernacion-Intendencia]] de Comayagua;False
91;GUA;PRGUSS00;Alcaldia Mayor;San Salvador;San Salvador;1579;exact;1786;exact;;;;;False;;AM;AM;san salvador_provincia_gua;conceptos:alcaldia_mayor;GUSS00PR;gua_provincia_san salvador;GUA;Provincia;div-guatemala;Alcaldia Mayor de San Salvador;[[:conceptos:alcaldia_mayor|Alcaldia Mayor]] de San Salvador;False
92;GUA;PRGUSS00;Gobernacion-Intendencia;San Salvador;San Salvador;1787;exact;1790;exact;;;;;False;;G;Int.;san salvador_provincia_gua;conceptos:intendencia;GUSS00PR;gua_provincia_san salvador;GUA;Provincia;navarro-garcia;Gobernacion-Intendencia de San Salvador;[[:conceptos:intendencia|Gobernacion-Intendencia]] de San Salvador;False
96;GUA;JUGUNISU;Corregimiento;Subtiava;Subtiava;1726;exact;1777;exact;;;;;False;;C;C;subtiava_jurisdiccion_gua;conceptos:corregimiento;GUNISUJU;gua_nicaragua_subtiava;GUA;Nicaragua;div-guatemala;Corregimiento de Subtiava;[[:conceptos:corregimiento|Corregimiento]] de Subtiava;False
98;GUA;JUGUNISU;Subdelegacion;Subtiava;Subtiava;1787;exact;1808;hgis;;;;;False;;Sd.;Sd.;subtiava_jurisdiccion_gua;conceptos:subdelegacion;GUNISUJU;gua_nicaragua_subtiava;GUA;Nicaragua;div-guatemala;Subdelegacion de Subtiava;[[:conceptos:subdelegacion|Subdelegacion]] de Subtiava;False
104;GUA;JUGUNINC;Corregimiento;Nicoya;Nicoya;1697;ca;1786;exact;;;;;False;;C;C;nicoya_jurisdiccion_gua;conceptos:corregimiento;GUNINCJU;gua_nicaragua_nicoya;GUA;Nicaragua;div-guatemala;Corregimiento de Nicoya;[[:conceptos:corregimiento|Corregimiento]] de Nicoya;False
105;GUA;JUGUNINC;Subdelegacion;Nicoya;Nicoya;1787;exact;1808;hgis;;;;;False;;Sd.;Sd.;nicoya_jurisdiccion_gua;conceptos:subdelegacion;GUNINCJU;gua_nicaragua_nicoya;GUA;Nicaragua;div-guatemala;Subdelegacion de Nicoya;[[:conceptos:subdelegacion|Subdelegacion]] de Nicoya;False
107;GUA;JUGUNIMG;Corregimiento;Sebaco;Sebaco y Chontales;1632;exact;1730;ca;;;;;False;;C;C;sebaco_jurisdiccion_gua;conceptos:corregimiento;GUNIMGJU;gua_nicaragua_sebaco;GUA;Nicaragua;div-guatemala;Corregimiento de Sebaco;[[:conceptos:corregimiento|Corregimiento]] de Sebaco;False
108;GUA;JUGUNIMG;Corregimiento;Sebaco;Sebaco;1731;ca;1786;exact;;;;;False;;C;C;sebaco_jurisdiccion_gua;conceptos:corregimiento;GUNIMGJU;gua_nicaragua_sebaco;GUA;Nicaragua;div-guatemala;Corregimiento de Sebaco;[[:conceptos:corregimiento|Corregimiento]] de Sebaco;False
109;GUA;JUGUNIMG;Subdelegacion;Matagalpa;Matagalpa;1787;exact;1808;hgis;;;;;False;;Sd.;Sd.;sebaco_jurisdiccion_gua;conceptos:subdelegacion;GUNIMGJU;gua_nicaragua_sebaco;GUA;Nicaragua;div-guatemala;Subdelegacion de Matagalpa;[[:conceptos:subdelegacion|Subdelegacion]] de Matagalpa;False
110;GUA;JUGUNIRE;Corregimiento;El Realejo;El Realejo;1632;exact;1786;exact;;;;;False;;C;C;realejo_jurisdiccion_gua;conceptos:corregimiento;GUNIREJU;gua_nicaragua_realejo;GUA;Nicaragua;div-guatemala;Corregimiento de El Realejo;[[:conceptos:corregimiento|Corregimiento]] de El Realejo;False
111;GUA;PTGUCYCY;Jurisdiccion;Comayagua;Comayagua;1111;start;1808;hgis;;;;;False;PRGUCY00;Part.;Part.;comayagua_partido_gua;conceptos:cabecera;GUCYCYPT;gua_comayagua_comayagua;GUA;Comayagua;div-guatemala;Jurisdiccion cabecera de Comayagua;[[:conceptos:cabecera|Jurisdiccion cabecera]] de Comayagua;True
112;GUA;JUGUCYTR;Gobernacion político-militar;Trujillo;Trujillo;1787;exact;1800;exact;;;;;False;;Sd.;Sd.;trujillo_jurisdiccion_gua;conceptos:gobernacion;GUCYTRJU;gua_comayagua_trujillo;GUA;Comayagua;div-guatemala;Gobernacion político-militar de Trujillo;[[:conceptos:gobernacion|Gobernacion político-militar]] de Trujillo;False
113;GUA;JUGUCYOT;Subdelegacion;Olanchito;Olanchito;1787;exact;1808;hgis;;;;;False;;Sd.;Sd.;olanchito_jurisdiccion_gua;conceptos:subdelegacion;GUCYOTJU;gua_comayagua_olanchito;GUA;Comayagua;div-guatemala;Subdelegacion de Olanchito;[[:conceptos:subdelegacion|Subdelegacion]] de Olanchito;False
114;GUA;JUGUCYOL;Subdelegacion;Olancho;Olancho;1787;exact;1808;hgis;;;;;False;;Sd.;Sd.;olancho_jurisdiccion_gua;conceptos:subdelegacion;GUCYOLJU;gua_comayagua_olancho;GUA;Comayagua;div-guatemala;Subdelegacion de Olancho;[[:conceptos:subdelegacion|Subdelegacion]] de Olancho;False
115;GUA;JUGUCYSP;Subdelegacion;San Pedro Sula;San Pedro Sula;1787;exact;1808;hgis;;;;;False;;Sd.;Sd.;san pedro sula_jurisdiccion_gua;conceptos:subdelegacion;GUCYSPJU;gua_comayagua_san pedro sula;GUA;Comayagua;div-guatemala;Subdelegacion de San Pedro Sula;[[:conceptos:subdelegacion|Subdelegacion]] de San Pedro Sula;False
116;GUA;JUGUCYYO;Subdelegacion;Yoro;Yoro;1787;exact;1808;hgis;;;;;False;;Sd.;Sd.;yoro_jurisdiccion_gua;conceptos:subdelegacion;GUCYYOJU;gua_comayagua_yoro;GUA;Comayagua;div-guatemala;Subdelegacion de Yoro;[[:conceptos:subdelegacion|Subdelegacion]] de Yoro;False
