REG;gz_id;InstID;Label;Tipo;Cardinalidad;Rango;Lugar;START_;START_ex;END_;END_ex;Nota;Fuente;Orden;Superior;Principal;Domain
GDJ;1000059;Puerto_1000059;Puerto de San Blas;Nao de china;Consular;2;San Blas;1787;;1788;;;Interpolación;;;;Puerto
SDO;3000257;Puerto_3000257;Puerto de Manzanillo;Puerto menor;Comercio libre;2;Manzanillo (Bayamo);1803;;9999;;;Ramón de la Sagra, Historia economico-politica y estadistica de la isla de Cuba (La Habana 1831), p. 182.;;;;Puerto
;9999999;Puerto_9999999;Puerto de Goleto;Puerto menor;Comercio libre;2;Goleto (Sancti Spiritus);1803;;9999;;;Ramón de la Sagra, Historia economico-politica y estadistica de la isla de Cuba (La Habana 1831), p. 182.;;;;Puerto
SDO;3000012;Puerto_3000012;Puerto de Baracoa;Puerto menor;Comercio libre;2;Baracoa;1803;;9999;;;Ramón de la Sagra, Historia economico-politica y estadistica de la isla de Cuba (La Habana 1831), p. 182.;;;;Puerto
GDJ;9901009;Puerto_9901009;Puerto de San Bernardo;Puerto menor;Comercio libre;2;San Bernardo;1808;;9999;;;Almanak mercantil ó Guía de comerciantes para el ano 1808 (madrid s.d.), p. 255.;;;;Puerto
GUA;2000533;Puerto_2000533;Puerto de Matina;Puerto menor;Comercio libre;2;Matina;1811;;9999;;;Marie Laure Rieu-Millán, Los diputados americanos en las Cortes de Cádiz: igualdad o independencia (Madrid 1990), p. 191.;;;;Puerto
;9999999;Puerto_9999999;Puerto de Puntarenas;Puerto menor;Comercio libre;2;Puntarenas;1814;;9999;;;Marie Laure Rieu-Millán, Los diputados americanos en las Cortes de Cádiz: igualdad o independencia (Madrid 1990), p. 191.;;;;Puerto
GUA;2000021;Puerto_2000021;Puerto de Tonalá;Puerto menor;Comercio libre;3;Tonalá;1813;;9999;;Para el comercio con Nueva España y Perú.;Marie Laure Rieu-Millán, Los diputados americanos en las Cortes de Cádiz: igualdad o independencia (Madrid 1990), p. 191.;;;;Puerto
GUA;2000018;Puerto_2000018;Puerto de Tapachula;Puerto menor;Comercio libre;4;Tapachula;1813;;9999;;Para el comercio con Nueva España y Perú.;Marie Laure Rieu-Millán, Los diputados americanos en las Cortes de Cádiz: igualdad o independencia (Madrid 1990), p. 191.;;;;Puerto
GDJ;1005448;Puerto_1005448;Puerto de Guaymas;Puerto menor;Comercio libre;5;Guaymas;1814;;9999;;;Marie Laure Rieu-Millán, Los diputados americanos en las Cortes de Cádiz: igualdad o independencia (Madrid 1990), p. 191.;;;;Puerto
NES;1000001;Imprentas_Mexico;Hasta seis imprentas;Hasta seis imprentas;;1;México;1535;;9999;;Su número aumentaría a seis durante la Colonia.;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas
PER;6000001;Imprentas_Lima;Hasta seis imprentas;Hasta seis imprentas;;1;Lima;1583;;9999;;Su número aumentaría a seis durante la Colonia.;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas
NES;1000015;Imprentas_Puebla;Hasta tres imprentas;Hasta tres imprentas;;1;Puebla;1640;;9999;;Su número aumentaría a tres durante la Colonia.;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas
GUA;2000003;Imprenta_Guatemala;Imprenta de Guatemala;Imprenta;;2;Guatemala;1641;;1641;;;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas
GUA;2000003;Imprenta_Guatemala;Imprenta de Guatemala;Imprenta;;2;Guatemala;1660;;9999;;;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas
RPL;9000185;Imprenta_Misiones;Imprenta de Misiones;Imprenta;;2;Misiones;1700;;1767;;En realidad, la imprenta se trasladó varias veces entre los pueblos de Loreto, Santa María la Mayor y San Francisco Javier.;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas
SDO;3000004;Imprenta_La Habana;Imprenta circunstancial de La Habana;Imprenta circunstancial;;3;La Habana;1707;;1723;;Circunstancial;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas
SDO;3000004;Imprenta_La Habana;Imprenta de La Habana;Imprenta;;2;La Habana;1724;;9999;;;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas
NES;1000014;Imprenta_Oaxaca;Imprenta de Oaxaca;Imprenta;;2;Oaxaca;1720;;9999;;;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas
NGR;5000001;Imprenta_Santa Fe;Imprenta de Santa Fe;Imprenta;;2;Santa Fe;1738;;1742;;;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas
NGR;5000001;Imprenta_Santa Fe;Imprenta circunstancial de Santa Fe;Imprenta circunstancial;;3;Santa Fe;1743;;1776;;Circunstancial;Gabriel Giraldo Jaramillo, El libro y la imprenta en la cultura colombiana: http://www.banrepcultural.org/blaavirtual/todaslasartes/incu/incu0a.htm .;;;;Imprentas
NGR;5000001;Imprenta_Santa Fe;Imprenta de Santa Fe;Imprenta;;2;Santa Fe;1777;;9999;;;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas
QUI;5600237;Imprenta_Ambato;Imprenta de Ambato;Imprenta;;2;Ambato;1754;;1758;;;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas
QUI;5600014;Imprenta_Riobamba;Imprenta de Riobamba;Imprenta;;2;Riobamba;1759;;1759;;;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas
QUI;5600001;Imprenta_Quito;Imprenta de Quito;Imprenta;;2;Quito;1760;;9999;;;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas
VEN;4000024;Imprenta_Nueva Valencia;Imprenta circunstancial de Nueva Valencia;Imprenta circunstancial;;3;Nueva Valencia;1764;;1767;;Circunstancial;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas
RPL;9000002;Imprenta_Córdoba;Imprenta de Córdoba;Imprenta;;2;Córdoba;1764;;1767;;;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas
NGR;5000004;Imprenta_Cartagena;Imprenta circunstancial de Cartagena;Imprenta circunstancial;;3;Cartagena;1769;;1789;;Circunstancial;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas
NGR;5000004;Imprenta_Cartagena;Imprenta de Cartagena;Imprenta;;2;Cartagena;1809;;9999;;;Gabriel Giraldo Jaramillo, El libro y la imprenta en la cultura colombiana: http://www.banrepcultural.org/blaavirtual/todaslasartes/incu/incu0a.htm .;;;;Imprentas
SDO;3000023;Imprenta_Nueva Orleans;Imprenta circunstancial de Nueva Orleans;Imprenta circunstancial;;3;Nueva Orleans;1769;;9999;;Circunstancial;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas
CHL;7000001;Imprenta_Santiago;Imprenta circunstancial de Santiago de Chile;Imprenta circunstancial;;3;Santiago de Chile;1776;;1788;;Solo a partir de 1789 con más constancia.;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas
RPL;9000001;Imprenta_Buenos Aires;Imprenta de Buenos Aires;Imprenta;;2;Buenos Aires;1780;;9999;;;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas
SDO;3000001;Imprenta_Santo Domingo;Imprenta de Santo Domingo;Imprenta;;2;Santo Domingo;1782;;9999;;;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas
VEN;4000004;Imprenta_Puerto España;Imprenta circunstancial de Puerto España;Imprenta circunstancial;;3;Puerto España;1786;;1796;;Circunstancial;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas
SDO;3000005;Imprenta_Santiago de Cuba;Imprenta de Santiago de Cuba;Imprenta;;2;Santiago de Cuba;1796;;9999;;;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas
GDJ;1000002;Imprenta_Guadalajara;Imprenta de Mariano Valdés;Imprenta;;2;Guadalajara;1793;;9999;;;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas
NES;1000021;Imprenta_Veracruz;Imprenta de Veracruz;Imprenta;;2;Veracruz;1793;;9999;;;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas
RPL;9000024;Imprenta_Montevideo;Imprenta de Montevideo;Imprenta;;2;Montevideo;1807;;1807;;;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas
VEN;4000001;Imprenta_Caracas;Imprenta de Caracas;Imprenta;;2;Caracas;1808;;9999;;;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas
SDO;3000003;Imprenta_Puerto Rico;Imprenta de Puerto Rico;Imprenta;;2;Puerto Rico;1808;;9999;;;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas
QUI;5600003;Imprenta_Guayaquil;Imprenta de Guayaquil;Imprenta;;2;Guayaquil;1810;;9999;;;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas
RPL;9000024;Imprenta_Montevideo;Imprenta de Montevideo;Imprenta;;2;Montevideo;1810;;9999;;;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas
CHL;7000001;Imprenta_Santiago;Imprenta de Santiago de Chile;Imprenta circunstancial;;2;Santiago de Chile;1789;;9999;;Solo a partir de 1789 con más constancia.;José Torre Revello, El libro, la imprenta y el periodismo en América durante la dominación española (México 1991, original Buenos Aires 1940), p. 138ff.;;;;Imprentas
SDO;3000005;SocPat03;Sociedad Económica de Amigos del País de Santiago de Cuba;Sociedad patriótica;Sociedad patriótica;1;Cuba;1787;;9999;;;https://es.wikipedia.org/wiki/Sociedades_econ%C3%B3micas_de_amigos_del_pa%C3%Ads;;;;Sociedades patrióticas
PER;6000001;SocPat04;Sociedad Académica de Amantes del País de Lima;Sociedad patriótica;Sociedad patriótica;1;Lima;1790;;9999;;;https://es.wikipedia.org/wiki/Sociedades_econ%C3%B3micas_de_amigos_del_pa%C3%Ads;;;;Sociedades patrióticas
SDO;3000004;SocPat06;Sociedad Económica de los Amigos del País de La Habana;Sociedad patriótica;Sociedad patriótica;1;La Habana;1792;;9999;;;https://es.wikipedia.org/wiki/Sociedades_econ%C3%B3micas_de_amigos_del_pa%C3%Ads;;;;Sociedades patrióticas
QUI;5600001;SocPat05;Sociedad Económica de Amigos del País de Quito;Sociedad patriótica;Sociedad patriótica;1;Quito;1792;;9999;;;https://es.wikipedia.org/wiki/Sociedades_econ%C3%B3micas_de_amigos_del_pa%C3%Ads;;;;Sociedades patrióticas
GUA;2000003;SocPat07;Real Sociedad Económica de Amantes de la Patria de Guatemala;Sociedad patriótica;Sociedad patriótica;1;Guatemala;1795;;9999;;;https://es.wikipedia.org/wiki/Sociedades_econ%C3%B3micas_de_amigos_del_pa%C3%Ads;;;;Sociedades patrióticas
NES;1000001;SocPat08;Sociedad Económica de Amigos del País de México;Sociedad patriótica;Sociedad patriótica;1;México;1799;;9999;;;https://es.wikipedia.org/wiki/Sociedades_econ%C3%B3micas_de_amigos_del_pa%C3%ADs;;;;Sociedades patrióticas
NGR;5000001;SocPat09;Sociedad Patriótica de Amigos del País de Santa Fe;Sociedad patriótica;Sociedad patriótica;1;Santa Fe;1801;;9999;;;https://es.wikipedia.org/wiki/Sociedades_econ%C3%B3micas_de_amigos_del_pa%C3%Ads;;;;Sociedades patrióticas
FIL;1600001;SocPat01;Real Sociedad Económica de Amigos del País de Manila;Sociedad patriótica;Sociedad patriótica;1;Manila;1781;;9999;;;https://es.wikipedia.org/wiki/Sociedades_econ%C3%B3micas_de_amigos_del_pa%C3%Ads;;;;Sociedades patrióticas
NGR;5000024;SocPat02;Sociedad Económica de Amigos del País de Santa Cruz de Mompox;Sociedad patriótica;Sociedad patriótica;1;Mompox;1784;;9999;;;https://es.wikipedia.org/wiki/Sociedades_econ%C3%B3micas_de_amigos_del_pa%C3%Ads;;;;Sociedades patrióticas
SDO;3000004;Astillero_Habana;Astillero de la Habana;Astillero;;1;La Habana;1111;;1749;;;"Jorge León Sáenz,  ""LOS ASTILLEROS Y LA INDUSTRIA MARITIMA EN EL PACIFICO AMERICANO: SIGLOS XVI A XIX"": Diálogos Revista Electrónica de Historia, vol. 10, núm. 1, febrero-agosto, 2009, pp. 47-90";;;;Astilleros
SDO;3000004;Astillero_Habana;Astillero Real de la Habana;Astillero real;;1;La Habana;1750;;9999;;;"Jorge León Sáenz,  ""LOS ASTILLEROS Y LA INDUSTRIA MARITIMA EN EL PACIFICO AMERICANO: SIGLOS XVI A XIX"": Diálogos Revista Electrónica de Historia, vol. 10, núm. 1, febrero-agosto, 2009, pp. 47-91";;;;Astilleros
QUI;5600003;Astillero_Guayaquil;Astillero de Guayaquil;Astillero;;1;Guayaquil;1111;;9999;;;"Jorge León Sáenz,  ""LOS ASTILLEROS Y LA INDUSTRIA MARITIMA EN EL PACIFICO AMERICANO: SIGLOS XVI A XIX"": Diálogos Revista Electrónica de Historia, vol. 10, núm. 1, febrero-agosto, 2009, pp. 47-92";;;;Astilleros
GUA;2000672;Astillero_Realejo;Astillero de El Realejo;Astillero;;2;El Realejo;1111;;9999;;;"Jorge León Sáenz,  ""LOS ASTILLEROS Y LA INDUSTRIA MARITIMA EN EL PACIFICO AMERICANO: SIGLOS XVI A XIX"": Diálogos Revista Electrónica de Historia, vol. 10, núm. 1, febrero-agosto, 2009, pp. 47-93";;;;Astilleros
GUA;2000676;Astillero_Nicoya;Astillero de Nicoya;Astillero Circunstancial;;3;Nicoya;1730;;1745;;;"Jorge León Sáenz,  ""LOS ASTILLEROS Y LA INDUSTRIA MARITIMA EN EL PACIFICO AMERICANO: SIGLOS XVI A XIX"": Diálogos Revista Electrónica de Historia, vol. 10, núm. 1, febrero-agosto, 2009, pp. 47-94";;;;Astilleros
GDJ;1000059;Astillero_San_Blas;Astillero de San Blas;Astillero;;2;San Blas;1767;;1773;;;"Jorge León Sáenz,  ""LOS ASTILLEROS Y LA INDUSTRIA MARITIMA EN EL PACIFICO AMERICANO: SIGLOS XVI A XIX"": Diálogos Revista Electrónica de Historia, vol. 10, núm. 1, febrero-agosto, 2009, pp. 47-95";;;;Astilleros
GUA;9901005;Astillero_Brito;Astillero de Brito;Astillero Circunstancial;;3;Brito;1745;;1745;;;"Jorge León Sáenz,  ""LOS ASTILLEROS Y LA INDUSTRIA MARITIMA EN EL PACIFICO AMERICANO: SIGLOS XVI A XIX"": Diálogos Revista Electrónica de Historia, vol. 10, núm. 1, febrero-agosto, 2009, pp. 47-96";;;;Astilleros
GUA;2000385;Astillero_Iztapa;Astillero de Iztapa;Astillero Circunstancial;;3;Iztapa;1709;;1709;;;"Jorge León Sáenz,  ""LOS ASTILLEROS Y LA INDUSTRIA MARITIMA EN EL PACIFICO AMERICANO: SIGLOS XVI A XIX"": Diálogos Revista Electrónica de Historia, vol. 10, núm. 1, febrero-agosto, 2009, pp. 47-97";;;;Astilleros
GUA;2000132;Astillero_Acajutla;Astillero de Acajutla;Astillero Circunstancial;;3;Acajutla;1740;;1740;;;"Jorge León Sáenz,  ""LOS ASTILLEROS Y LA INDUSTRIA MARITIMA EN EL PACIFICO AMERICANO: SIGLOS XVI A XIX"": Diálogos Revista Electrónica de Historia, vol. 10, núm. 1, febrero-agosto, 2009, pp. 47-98";;;;Astilleros
GUA;2000491;Astillero_Jiquilisco;Astillero de Jiquilisco;Astillero Circunstancial;;3;Jiquilisco/Arequaquín;1708;;1708;;;"Jorge León Sáenz,  ""LOS ASTILLEROS Y LA INDUSTRIA MARITIMA EN EL PACIFICO AMERICANO: SIGLOS XVI A XIX"": Diálogos Revista Electrónica de Historia, vol. 10, núm. 1, febrero-agosto, 2009, pp. 47-99";;;;Astilleros
NGR;5000002;Astillero_Panama;Astillero de Panamá;Astillero Circunstancial;;3;Panamá;1743;;1743;;;"Jorge León Sáenz,  ""LOS ASTILLEROS Y LA INDUSTRIA MARITIMA EN EL PACIFICO AMERICANO: SIGLOS XVI A XIX"": Diálogos Revista Electrónica de Historia, vol. 10, núm. 1, febrero-agosto, 2009, pp. 47-100";;;;Astilleros
CHL;7000484;Astillero_Nueva_Bilbao;Astillero de Nueva Bilbao;Astillero;;3;Nueva Bilbao;1794;;9999;;;"Jorge León Sáenz,  ""LOS ASTILLEROS Y LA INDUSTRIA MARITIMA EN EL PACIFICO AMERICANO: SIGLOS XVI A XIX"": Diálogos Revista Electrónica de Historia, vol. 10, núm. 1, febrero-agosto, 2009, pp. 47-101";;;;Astilleros
NES;9901004;Astillero_Coatzacoalcos;Astillero de Coatzacoalcos;Astillero;;2;Coatzacoalcos;1720;;1735;;Según León, se construyó allá un navío de línea en 1735.;"Jorge León Sáenz,  ""LOS ASTILLEROS Y LA INDUSTRIA MARITIMA EN EL PACIFICO AMERICANO: SIGLOS XVI A XIX"": Diálogos Revista Electrónica de Historia, vol. 10, núm. 1, febrero-agosto, 2009, pp. 47-105";;;;Astilleros
NES;1004276;Astillero_Tlacotalpan;Astillero de  Tlacotalpan;Astillero Circunstancial;;3;Tlacotalpan;1608;;1733;;;"Jorge León Sáenz,  ""LOS ASTILLEROS Y LA INDUSTRIA MARITIMA EN EL PACIFICO AMERICANO: SIGLOS XVI A XIX"": Diálogos Revista Electrónica de Historia, vol. 10, núm. 1, febrero-agosto, 2009, pp. 47-106";;;;Astilleros
NES;1000226;Astillero_Campeche;Astillero de Campeche;Astillero Circunstancial;;3;Campeche;1702;;1702;;;"Jorge León Sáenz,  ""LOS ASTILLEROS Y LA INDUSTRIA MARITIMA EN EL PACIFICO AMERICANO: SIGLOS XVI A XIX"": Diálogos Revista Electrónica de Historia, vol. 10, núm. 1, febrero-agosto, 2009, pp. 47-107";;;;Astilleros
RPL;9000024;Astillero_Montevideo;Astillero de Montevideo;Astillero;;2;Montevideo;1796;;1803;;;"Jorge León Sáenz,  ""LOS ASTILLEROS Y LA INDUSTRIA MARITIMA EN EL PACIFICO AMERICANO: SIGLOS XVI A XIX"": Diálogos Revista Electrónica de Historia, vol. 10, núm. 1, febrero-agosto, 2009, pp. 47-108";;;;Astilleros
GDJ;1000059;Astillero_San_Blas;Astillero de San Blas;Astillero;;2;San Blas;1774;;9999;;;"Antonio Ibarra, ""Mercancías globales y mercado locales en Nueva España: la circulación interior de 'efectos de china' en Guadalajara a fines de la época colonial"": Illes i Imperis 18 (2016), pp. 135-159, aquí: p. 147.";;;;Astilleros
PER;6000001;Moneda_Lima;Casa de Moneda de Lima;Oro y Plata;;1;Lima;1565;;1571;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Casas de moneda
PER;6000001;Moneda_Lima;Casa de Moneda de Lima;Oro y Plata;;1;Lima;1581;;1591;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Casas de moneda
PER;6000001;Moneda_Lima;Casa de Moneda de Lima;Oro y Plata;;1;Lima;1683;;9999;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Casas de moneda
PER;6000002;Moneda_Cuzco;Casa de Moneda de Cuzco;Oro y Plata;;1;Cuzco;1683;;1699;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Casas de moneda
CHA;8000001;Moneda_La_Plata;Casa de Moneda de La Plata;Oro y Plata;;1;La Plata;1572;;1573;;;MORALES PADRON, Francisco: Atlas histórico-cultural de América, 2 vols. (Las Palmas de Gran Canaria 1988).;;;;Casas de moneda
